,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
141,professor,7.94e-05,4.9,NOUN,"['P', 'R', 'AH0', 'F', 'EH1', 'S', 'ER0']","['P', 'R', 'AH', 'F', 'EH', 'S', 'ER']",real,7,long
142,programs,7.94e-05,4.9,NOUN,"['P', 'R', 'OW1', 'G', 'R', 'AE2', 'M', 'Z']","['P', 'R', 'OW', 'G', 'R', 'AE', 'M', 'Z']",real,8,long
143,reports,7.94e-05,4.9,VERB,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'S']","['R', 'IH', 'P', 'AO', 'R', 'T', 'S']",real,7,long
144,associated,7.76e-05,4.89,VERB,"['AH0', 'S', 'OW1', 'S', 'IY0', 'EY2', 'T', 'AH0', 'D']","['AH', 'S', 'OW', 'S', 'IY', 'EY', 'T', 'AH', 'D']",real,9,long
145,effective,7.76e-05,4.89,ADJ,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V']","['IH', 'F', 'EH', 'K', 'T', 'IH', 'V']",real,7,long
146,reality,7.76e-05,4.89,NOUN,"['R', 'IY0', 'AE1', 'L', 'AH0', 'T', 'IY0']","['R', 'IY', 'AE', 'L', 'AH', 'T', 'IY']",real,7,long
147,agreement,7.59e-05,4.88,NOUN,"['AH0', 'G', 'R', 'IY1', 'M', 'AH0', 'N', 'T']","['AH', 'G', 'R', 'IY', 'M', 'AH', 'N', 'T']",real,8,long
148,characters,7.59e-05,4.88,NOUN,"['K', 'AE1', 'R', 'IH0', 'K', 'T', 'ER0', 'Z']","['K', 'AE', 'R', 'IH', 'K', 'T', 'ER', 'Z']",real,8,long
149,christian,7.59e-05,4.88,ADJ,"['K', 'R', 'IH1', 'S', 'CH', 'AH0', 'N']","['K', 'R', 'IH', 'S', 'CH', 'AH', 'N']",real,7,long
150,equipment,7.59e-05,4.88,NOUN,"['IH0', 'K', 'W', 'IH1', 'P', 'M', 'AH0', 'N', 'T']","['IH', 'K', 'W', 'IH', 'P', 'M', 'AH', 'N', 'T']",real,9,long
151,primary,7.59e-05,4.88,ADJ,"['P', 'R', 'AY1', 'M', 'EH2', 'R', 'IY0']","['P', 'R', 'AY', 'M', 'EH', 'R', 'IY']",real,7,long
152,comments,7.41e-05,4.87,NOUN,"['K', 'AA1', 'M', 'EH0', 'N', 'T', 'S']","['K', 'AA', 'M', 'EH', 'N', 'T', 'S']",real,7,long
153,operations,7.41e-05,4.87,NOUN,"['AA2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['AA', 'P', 'ER', 'EY', 'SH', 'AH', 'N', 'Z']",real,8,long
154,politics,7.41e-05,4.87,NOUN,"['P', 'AA1', 'L', 'AH0', 'T', 'IH2', 'K', 'S']","['P', 'AA', 'L', 'AH', 'T', 'IH', 'K', 'S']",real,8,long
155,produced,7.41e-05,4.87,VERB,"['P', 'R', 'AH0', 'D', 'UW1', 'S', 'T']","['P', 'R', 'AH', 'D', 'UW', 'S', 'T']",real,7,long
156,activity,7.24e-05,4.86,NOUN,"['AE0', 'K', 'T', 'IH1', 'V', 'AH0', 'T', 'IY0']","['AE', 'K', 'T', 'IH', 'V', 'AH', 'T', 'IY']",real,8,long
157,application,7.24e-05,4.86,NOUN,"['AE2', 'P', 'L', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']","['AE', 'P', 'L', 'AH', 'K', 'EY', 'SH', 'AH', 'N']",real,9,long
158,division,7.24e-05,4.86,NOUN,"['D', 'IH0', 'V', 'IH1', 'ZH', 'AH0', 'N']","['D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N']",real,7,long
159,interview,7.24e-05,4.86,NOUN,"['IH1', 'N', 'T', 'ER0', 'V', 'Y', 'UW2']","['IH', 'N', 'T', 'ER', 'V', 'Y', 'UW']",real,7,long
160,located,7.24e-05,4.86,VERB,"['L', 'OW1', 'K', 'EY2', 'T', 'AH0', 'D']","['L', 'OW', 'K', 'EY', 'T', 'AH', 'D']",real,7,long
161,location,7.24e-05,4.86,NOUN,"['L', 'OW0', 'K', 'EY1', 'SH', 'AH0', 'N']","['L', 'OW', 'K', 'EY', 'SH', 'AH', 'N']",real,7,long
162,seconds,7.24e-05,4.86,NOUN,"['S', 'EH1', 'K', 'AH0', 'N', 'D', 'Z']","['S', 'EH', 'K', 'AH', 'N', 'D', 'Z']",real,7,long
163,standing,7.24e-05,4.86,VERB,"['S', 'T', 'AE1', 'N', 'D', 'IH0', 'NG']","['S', 'T', 'AE', 'N', 'D', 'IH', 'NG']",real,7,long
164,actual,7.08e-05,4.85,ADJ,"['AE1', 'K', 'CH', 'AH0', 'W', 'AH0', 'L']","['AE', 'K', 'CH', 'AH', 'W', 'AH', 'L']",real,7,long
165,exchange,7.08e-05,4.85,NOUN,"['IH0', 'K', 'S', 'CH', 'EY1', 'N', 'JH']","['IH', 'K', 'S', 'CH', 'EY', 'N', 'JH']",real,7,long
166,protection,7.08e-05,4.85,NOUN,"['P', 'R', 'AH0', 'T', 'EH1', 'K', 'SH', 'AH0', 'N']","['P', 'R', 'AH', 'T', 'EH', 'K', 'SH', 'AH', 'N']",real,9,long
167,religious,7.08e-05,4.85,ADJ,"['R', 'IH0', 'L', 'IH1', 'JH', 'AH0', 'S']","['R', 'IH', 'L', 'IH', 'JH', 'AH', 'S']",real,7,long
168,wonderful,7.08e-05,4.85,ADJ,"['W', 'AH1', 'N', 'D', 'ER0', 'F', 'AH0', 'L']","['W', 'AH', 'N', 'D', 'ER', 'F', 'AH', 'L']",real,8,long
169,animals,6.92e-05,4.84,NOUN,"['AE1', 'N', 'AH0', 'M', 'AH0', 'L', 'Z']","['AE', 'N', 'AH', 'M', 'AH', 'L', 'Z']",real,7,long
170,benefits,6.92e-05,4.84,NOUN,"['B', 'EH1', 'N', 'AH0', 'F', 'IH0', 'T', 'S']","['B', 'EH', 'N', 'AH', 'F', 'IH', 'T', 'S']",real,8,long
171,everybody,6.92e-05,4.84,PRON,"['EH1', 'V', 'R', 'IY0', 'B', 'AA2', 'D', 'IY0']","['EH', 'V', 'R', 'IY', 'B', 'AA', 'D', 'IY']",real,8,long
172,solution,6.92e-05,4.84,NOUN,"['S', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['S', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",real,7,long
173,structure,6.92e-05,4.84,NOUN,"['S', 'T', 'R', 'AH1', 'K', 'CH', 'ER0']","['S', 'T', 'R', 'AH', 'K', 'CH', 'ER']",real,7,long
174,americans,6.76e-05,4.83,PROPN,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N', 'Z']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH', 'N', 'Z']",real,9,long
175,critical,6.76e-05,4.83,ADJ,"['K', 'R', 'IH1', 'T', 'IH0', 'K', 'AH0', 'L']","['K', 'R', 'IH', 'T', 'IH', 'K', 'AH', 'L']",real,8,long
176,digital,6.76e-05,4.83,PROPN,"['D', 'IH1', 'JH', 'AH0', 'T', 'AH0', 'L']","['D', 'IH', 'JH', 'AH', 'T', 'AH', 'L']",real,7,long
177,mentioned,6.76e-05,4.83,VERB,"['M', 'EH1', 'N', 'SH', 'AH0', 'N', 'D']","['M', 'EH', 'N', 'SH', 'AH', 'N', 'D']",real,7,long
178,previously,6.76e-05,4.83,ADV,"['P', 'R', 'IY1', 'V', 'IY0', 'AH0', 'S', 'L', 'IY0']","['P', 'R', 'IY', 'V', 'IY', 'AH', 'S', 'L', 'IY']",real,9,long
179,african,6.61e-05,4.82,PROPN,"['AE1', 'F', 'R', 'AH0', 'K', 'AH0', 'N']","['AE', 'F', 'R', 'AH', 'K', 'AH', 'N']",real,7,long
180,generation,6.61e-05,4.82,NOUN,"['JH', 'EH2', 'N', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['JH', 'EH', 'N', 'ER', 'EY', 'SH', 'AH', 'N']",real,8,long
181,sexual,6.61e-05,4.82,ADJ,"['S', 'EH1', 'K', 'SH', 'UW0', 'AH0', 'L']","['S', 'EH', 'K', 'SH', 'UW', 'AH', 'L']",real,7,long
182,authority,6.46e-05,4.81,NOUN,"['AH0', 'TH', 'AO1', 'R', 'AH0', 'T', 'IY0']","['AH', 'TH', 'AO', 'R', 'AH', 'T', 'IY']",real,7,long
183,becoming,6.46e-05,4.81,VERB,"['B', 'IH0', 'K', 'AH1', 'M', 'IH0', 'NG']","['B', 'IH', 'K', 'AH', 'M', 'IH', 'NG']",real,7,long
184,employees,6.46e-05,4.81,NOUN,"['EH0', 'M', 'P', 'L', 'OY1', 'IY0', 'Z']","['EH', 'M', 'P', 'L', 'OY', 'IY', 'Z']",real,7,long
185,foundation,6.46e-05,4.81,NOUN,"['F', 'AW0', 'N', 'D', 'EY1', 'SH', 'AH0', 'N']","['F', 'AW', 'N', 'D', 'EY', 'SH', 'AH', 'N']",real,8,long
186,japanese,6.46e-05,4.81,PROPN,"['JH', 'AE2', 'P', 'AH0', 'N', 'IY1', 'Z']","['JH', 'AE', 'P', 'AH', 'N', 'IY', 'Z']",real,7,long
187,projects,6.46e-05,4.81,NOUN,"['P', 'R', 'AA1', 'JH', 'EH0', 'K', 'T', 'S']","['P', 'R', 'AA', 'JH', 'EH', 'K', 'T', 'S']",real,8,long
188,apparently,6.31e-05,4.8,ADV,"['AH0', 'P', 'EH1', 'R', 'AH0', 'N', 'T', 'L', 'IY0']","['AH', 'P', 'EH', 'R', 'AH', 'N', 'T', 'L', 'IY']",real,9,long
189,engineering,6.31e-05,4.8,NOUN,"['EH1', 'N', 'JH', 'AH0', 'N', 'IH1', 'R', 'IH0', 'NG']","['EH', 'N', 'JH', 'AH', 'N', 'IH', 'R', 'IH', 'NG']",real,9,long
190,happening,6.31e-05,4.8,VERB,"['HH', 'AE1', 'P', 'AH0', 'N', 'IH0', 'NG']","['HH', 'AE', 'P', 'AH', 'N', 'IH', 'NG']",real,7,long
191,obviously,6.31e-05,4.8,ADV,"['AA1', 'B', 'V', 'IY0', 'AH0', 'S', 'L', 'IY0']","['AA', 'B', 'V', 'IY', 'AH', 'S', 'L', 'IY']",real,8,long
192,provides,6.31e-05,4.8,VERB,"['P', 'R', 'AH0', 'V', 'AY1', 'D', 'Z']","['P', 'R', 'AH', 'V', 'AY', 'D', 'Z']",real,7,long
193,somebody,6.31e-05,4.8,PRON,"['S', 'AH1', 'M', 'B', 'AA2', 'D', 'IY0']","['S', 'AH', 'M', 'B', 'AA', 'D', 'IY']",real,7,long
194,continues,6.17e-05,4.79,VERB,"['K', 'AH0', 'N', 'T', 'IH1', 'N', 'Y', 'UW0', 'Z']","['K', 'AH', 'N', 'T', 'IH', 'N', 'Y', 'UW', 'Z']",real,9,long
195,dangerous,6.17e-05,4.79,ADJ,"['D', 'EY1', 'N', 'JH', 'ER0', 'AH0', 'S']","['D', 'EY', 'N', 'JH', 'ER', 'AH', 'S']",real,7,long
196,extremely,6.17e-05,4.79,ADV,"['IH0', 'K', 'S', 'T', 'R', 'IY1', 'M', 'L', 'IY0']","['IH', 'K', 'S', 'T', 'R', 'IY', 'M', 'L', 'IY']",real,9,long
197,greatest,6.17e-05,4.79,ADJ,"['G', 'R', 'EY1', 'T', 'AH0', 'S', 'T']","['G', 'R', 'EY', 'T', 'AH', 'S', 'T']",real,7,long
198,negative,6.17e-05,4.79,ADJ,"['N', 'EH1', 'G', 'AH0', 'T', 'IH0', 'V']","['N', 'EH', 'G', 'AH', 'T', 'IH', 'V']",real,7,long
199,television,6.17e-05,4.79,NOUN,"['T', 'EH1', 'L', 'AH0', 'V', 'IH2', 'ZH', 'AH0', 'N']","['T', 'EH', 'L', 'AH', 'V', 'IH', 'ZH', 'AH', 'N']",real,9,long
200,advantage,6.03e-05,4.78,NOUN,"['AE0', 'D', 'V', 'AE1', 'N', 'T', 'IH0', 'JH']","['AE', 'D', 'V', 'AE', 'N', 'T', 'IH', 'JH']",real,8,long
201,customers,6.03e-05,4.78,NOUN,"['K', 'AH1', 'S', 'T', 'AH0', 'M', 'ER0', 'Z']","['K', 'AH', 'S', 'T', 'AH', 'M', 'ER', 'Z']",real,8,long
202,impossible,6.03e-05,4.78,ADJ,"['IH0', 'M', 'P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']","['IH', 'M', 'P', 'AA', 'S', 'AH', 'B', 'AH', 'L']",real,9,long
203,marketing,6.03e-05,4.78,NOUN,"['M', 'AA1', 'R', 'K', 'AH0', 'T', 'IH0', 'NG']","['M', 'AA', 'R', 'K', 'AH', 'T', 'IH', 'NG']",real,8,long
204,materials,6.03e-05,4.78,NOUN,"['M', 'AH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'L', 'Z']","['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'Z']",real,9,long
205,progress,6.03e-05,4.78,VERB,"['P', 'R', 'AA1', 'G', 'R', 'EH2', 'S']","['P', 'R', 'AA', 'G', 'R', 'EH', 'S']",real,7,long
206,standards,6.03e-05,4.78,NOUN,"['S', 'T', 'AE1', 'N', 'D', 'ER0', 'D', 'Z']","['S', 'T', 'AE', 'N', 'D', 'ER', 'D', 'Z']",real,8,long
207,background,5.89e-05,4.77,NOUN,"['B', 'AE1', 'K', 'G', 'R', 'AW2', 'N', 'D']","['B', 'AE', 'K', 'G', 'R', 'AW', 'N', 'D']",real,8,long
208,completed,5.89e-05,4.77,VERB,"['K', 'AH0', 'M', 'P', 'L', 'IY1', 'T', 'AH0', 'D']","['K', 'AH', 'M', 'P', 'L', 'IY', 'T', 'AH', 'D']",real,9,long
209,leadership,5.89e-05,4.77,NOUN,"['L', 'IY1', 'D', 'ER0', 'SH', 'IH2', 'P']","['L', 'IY', 'D', 'ER', 'SH', 'IH', 'P']",real,7,long
210,possibly,5.89e-05,4.77,ADV,"['P', 'AA1', 'S', 'AH0', 'B', 'L', 'IY0']","['P', 'AA', 'S', 'AH', 'B', 'L', 'IY']",real,7,long
211,software,5.89e-05,4.77,NOUN,"['S', 'AO1', 'F', 'T', 'W', 'EH2', 'R']","['S', 'AO', 'F', 'T', 'W', 'EH', 'R']",real,7,long
212,thousands,5.89e-05,4.77,NOUN,"['TH', 'AW1', 'Z', 'AH0', 'N', 'D', 'Z']","['TH', 'AW', 'Z', 'AH', 'N', 'D', 'Z']",real,7,long
213,connection,5.75e-05,4.76,NOUN,"['K', 'AH0', 'N', 'EH1', 'K', 'SH', 'AH0', 'N']","['K', 'AH', 'N', 'EH', 'K', 'SH', 'AH', 'N']",real,8,long
214,florida,5.75e-05,4.76,PROPN,"['F', 'L', 'AO1', 'R', 'AH0', 'D', 'AH0']","['F', 'L', 'AO', 'R', 'AH', 'D', 'AH']",real,7,long
215,concerned,5.62e-05,4.75,VERB,"['K', 'AH0', 'N', 'S', 'ER1', 'N', 'D']","['K', 'AH', 'N', 'S', 'ER', 'N', 'D']",real,7,long
216,criminal,5.62e-05,4.75,NOUN,"['K', 'R', 'IH1', 'M', 'AH0', 'N', 'AH0', 'L']","['K', 'R', 'IH', 'M', 'AH', 'N', 'AH', 'L']",real,8,long
217,cultural,5.62e-05,4.75,ADJ,"['K', 'AH1', 'L', 'CH', 'ER0', 'AH0', 'L']","['K', 'AH', 'L', 'CH', 'ER', 'AH', 'L']",real,7,long
218,develop,5.62e-05,4.75,VERB,"['D', 'IH0', 'V', 'EH1', 'L', 'AH0', 'P']","['D', 'IH', 'V', 'EH', 'L', 'AH', 'P']",real,7,long
219,existing,5.62e-05,4.75,VERB,"['IH0', 'G', 'Z', 'IH1', 'S', 'T', 'IH0', 'NG']","['IH', 'G', 'Z', 'IH', 'S', 'T', 'IH', 'NG']",real,8,long
220,operating,5.62e-05,4.75,VERB,"['AA1', 'P', 'ER0', 'EY2', 'T', 'IH0', 'NG']","['AA', 'P', 'ER', 'EY', 'T', 'IH', 'NG']",real,7,long
221,presented,5.62e-05,4.75,VERB,"['P', 'R', 'IY0', 'Z', 'EH1', 'N', 'T', 'AH0', 'D']","['P', 'R', 'IY', 'Z', 'EH', 'N', 'T', 'AH', 'D']",real,9,long
222,technical,5.62e-05,4.75,PROPN,"['T', 'EH1', 'K', 'N', 'IH0', 'K', 'AH0', 'L']","['T', 'EH', 'K', 'N', 'IH', 'K', 'AH', 'L']",real,8,long
223,violence,5.62e-05,4.75,NOUN,"['V', 'AY1', 'AH0', 'L', 'AH0', 'N', 'S']","['V', 'AY', 'AH', 'L', 'AH', 'N', 'S']",real,7,long
224,discovered,5.5e-05,4.74,VERB,"['D', 'IH0', 'S', 'K', 'AH1', 'V', 'ER0', 'D']","['D', 'IH', 'S', 'K', 'AH', 'V', 'ER', 'D']",real,8,long
225,excited,5.5e-05,4.74,ADJ,"['IH0', 'K', 'S', 'AY1', 'T', 'AH0', 'D']","['IH', 'K', 'S', 'AY', 'T', 'AH', 'D']",real,7,long
226,prepared,5.5e-05,4.74,VERB,"['P', 'R', 'IY0', 'P', 'EH1', 'R', 'D']","['P', 'R', 'IY', 'P', 'EH', 'R', 'D']",real,7,long
227,reference,5.5e-05,4.74,NOUN,"['R', 'EH1', 'F', 'ER0', 'AH0', 'N', 'S']","['R', 'EH', 'F', 'ER', 'AH', 'N', 'S']",real,7,long
228,angeles,5.37e-05,4.73,PROPN,"['AE1', 'N', 'JH', 'AH0', 'L', 'IH0', 'S']","['AE', 'N', 'JH', 'AH', 'L', 'IH', 'S']",real,7,long
229,excellent,5.37e-05,4.73,ADJ,"['EH1', 'K', 'S', 'AH0', 'L', 'AH0', 'N', 'T']","['EH', 'K', 'S', 'AH', 'L', 'AH', 'N', 'T']",real,8,long
230,medicine,5.37e-05,4.73,NOUN,"['M', 'EH1', 'D', 'AH0', 'S', 'AH0', 'N']","['M', 'EH', 'D', 'AH', 'S', 'AH', 'N']",real,7,long
231,reaction,5.37e-05,4.73,NOUN,"['R', 'IY0', 'AE1', 'K', 'SH', 'AH0', 'N']","['R', 'IY', 'AE', 'K', 'SH', 'AH', 'N']",real,7,long
232,afternoon,5.25e-05,4.72,NOUN,"['AE2', 'F', 'T', 'ER0', 'N', 'UW1', 'N']","['AE', 'F', 'T', 'ER', 'N', 'UW', 'N']",real,7,long
233,assistant,5.25e-05,4.72,NOUN,"['AH0', 'S', 'IH1', 'S', 'T', 'AH0', 'N', 'T']","['AH', 'S', 'IH', 'S', 'T', 'AH', 'N', 'T']",real,8,long
234,citizens,5.25e-05,4.72,NOUN,"['S', 'IH1', 'T', 'AH0', 'Z', 'AH0', 'N', 'Z']","['S', 'IH', 'T', 'AH', 'Z', 'AH', 'N', 'Z']",real,8,long
235,decisions,5.25e-05,4.72,NOUN,"['D', 'IH0', 'S', 'IH1', 'ZH', 'AH0', 'N', 'Z']","['D', 'IH', 'S', 'IH', 'ZH', 'AH', 'N', 'Z']",real,8,long
236,electric,5.25e-05,4.72,ADJ,"['IH0', 'L', 'EH1', 'K', 'T', 'R', 'IH0', 'K']","['IH', 'L', 'EH', 'K', 'T', 'R', 'IH', 'K']",real,8,long
237,emergency,5.25e-05,4.72,NOUN,"['IH0', 'M', 'ER1', 'JH', 'AH0', 'N', 'S', 'IY0']","['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']",real,8,long
238,introduced,5.25e-05,4.72,VERB,"['IH2', 'N', 'T', 'R', 'AH0', 'D', 'UW1', 'S', 'T']","['IH', 'N', 'T', 'R', 'AH', 'D', 'UW', 'S', 'T']",real,9,long
239,providing,5.25e-05,4.72,VERB,"['P', 'R', 'AH0', 'V', 'AY1', 'D', 'IH0', 'NG']","['P', 'R', 'AH', 'V', 'AY', 'D', 'IH', 'NG']",real,8,long
240,regional,5.25e-05,4.72,ADJ,"['R', 'IY1', 'JH', 'AH0', 'N', 'AH0', 'L']","['R', 'IY', 'JH', 'AH', 'N', 'AH', 'L']",real,7,long
241,transfer,5.25e-05,4.72,VERB,"['T', 'R', 'AE1', 'N', 'S', 'F', 'ER0']","['T', 'R', 'AE', 'N', 'S', 'F', 'ER']",real,7,long
242,advanced,5.13e-05,4.71,ADJ,"['AH0', 'D', 'V', 'AE1', 'N', 'S', 'T']","['AH', 'D', 'V', 'AE', 'N', 'S', 'T']",real,7,long
243,alternative,5.13e-05,4.71,NOUN,"['AO0', 'L', 'T', 'ER1', 'N', 'AH0', 'T', 'IH0', 'V']","['AO', 'L', 'T', 'ER', 'N', 'AH', 'T', 'IH', 'V']",real,9,long
244,articles,5.13e-05,4.71,NOUN,"['AA1', 'R', 'T', 'AH0', 'K', 'AH0', 'L', 'Z']","['AA', 'R', 'T', 'AH', 'K', 'AH', 'L', 'Z']",real,8,long
245,discussion,5.13e-05,4.71,NOUN,"['D', 'IH0', 'S', 'K', 'AH1', 'SH', 'AH0', 'N']","['D', 'IH', 'S', 'K', 'AH', 'SH', 'AH', 'N']",real,8,long
246,drinking,5.13e-05,4.71,VERB,"['D', 'R', 'IH1', 'NG', 'K', 'IH0', 'NG']","['D', 'R', 'IH', 'NG', 'K', 'IH', 'NG']",real,7,long
247,fantastic,5.13e-05,4.71,ADJ,"['F', 'AE0', 'N', 'T', 'AE1', 'S', 'T', 'IH0', 'K']","['F', 'AE', 'N', 'T', 'AE', 'S', 'T', 'IH', 'K']",real,9,long
248,policies,5.13e-05,4.71,NOUN,"['P', 'AA1', 'L', 'AH0', 'S', 'IY0', 'Z']","['P', 'AA', 'L', 'AH', 'S', 'IY', 'Z']",real,7,long
249,proposed,5.13e-05,4.71,VERB,"['P', 'R', 'AH0', 'P', 'OW1', 'Z', 'D']","['P', 'R', 'AH', 'P', 'OW', 'Z', 'D']",real,7,long
250,spending,5.13e-05,4.71,VERB,"['S', 'P', 'EH1', 'N', 'D', 'IH0', 'NG']","['S', 'P', 'EH', 'N', 'D', 'IH', 'NG']",real,7,long
251,supporting,5.13e-05,4.71,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T', 'IH0', 'NG']","['S', 'AH', 'P', 'AO', 'R', 'T', 'IH', 'NG']",real,8,long
252,terrible,5.13e-05,4.71,ADJ,"['T', 'EH1', 'R', 'AH0', 'B', 'AH0', 'L']","['T', 'EH', 'R', 'AH', 'B', 'AH', 'L']",real,7,long
253,canadian,5.01e-05,4.7,ADJ,"['K', 'AH0', 'N', 'EY1', 'D', 'IY0', 'AH0', 'N']","['K', 'AH', 'N', 'EY', 'D', 'IY', 'AH', 'N']",real,8,long
254,elements,5.01e-05,4.7,NOUN,"['EH1', 'L', 'AH0', 'M', 'AH0', 'N', 'T', 'S']","['EH', 'L', 'AH', 'M', 'AH', 'N', 'T', 'S']",real,8,long
255,intended,5.01e-05,4.7,ADJ,"['IH0', 'N', 'T', 'EH1', 'N', 'D', 'AH0', 'D']","['IH', 'N', 'T', 'EH', 'N', 'D', 'AH', 'D']",real,8,long
256,appearance,4.9e-05,4.69,NOUN,"['AH0', 'P', 'IH1', 'R', 'AH0', 'N', 'S']","['AH', 'P', 'IH', 'R', 'AH', 'N', 'S']",real,7,long
257,behavior,4.9e-05,4.69,NOUN,"['B', 'IH0', 'HH', 'EY1', 'V', 'Y', 'ER0']","['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER']",real,7,long
258,buildings,4.9e-05,4.69,NOUN,"['B', 'IH1', 'L', 'D', 'IH0', 'NG', 'Z']","['B', 'IH', 'L', 'D', 'IH', 'NG', 'Z']",real,7,long
259,creating,4.9e-05,4.69,VERB,"['K', 'R', 'IY0', 'EY1', 'T', 'IH0', 'NG']","['K', 'R', 'IY', 'EY', 'T', 'IH', 'NG']",real,7,long
260,expensive,4.9e-05,4.69,ADJ,"['IH0', 'K', 'S', 'P', 'EH1', 'N', 'S', 'IH0', 'V']","['IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'IH', 'V']",real,9,long
261,honestly,4.9e-05,4.69,ADV,"['AA1', 'N', 'AH0', 'S', 'T', 'L', 'IY0']","['AA', 'N', 'AH', 'S', 'T', 'L', 'IY']",real,7,long
262,minimum,4.9e-05,4.69,ADJ,"['M', 'IH1', 'N', 'AH0', 'M', 'AH0', 'M']","['M', 'IH', 'N', 'AH', 'M', 'AH', 'M']",real,7,long
263,originally,4.9e-05,4.69,ADV,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L', 'IY0']","['ER', 'IH', 'JH', 'AH', 'N', 'AH', 'L', 'IY']",real,8,long
264,suddenly,4.9e-05,4.69,ADV,"['S', 'AH1', 'D', 'AH0', 'N', 'L', 'IY0']","['S', 'AH', 'D', 'AH', 'N', 'L', 'IY']",real,7,long
265,combined,4.79e-05,4.68,VERB,"['K', 'AH0', 'M', 'B', 'AY1', 'N', 'D']","['K', 'AH', 'M', 'B', 'AY', 'N', 'D']",real,7,long
266,connected,4.79e-05,4.68,VERB,"['K', 'AH0', 'N', 'EH1', 'K', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'EH', 'K', 'T', 'AH', 'D']",real,8,long
267,contains,4.79e-05,4.68,VERB,"['K', 'AH0', 'N', 'T', 'EY1', 'N', 'Z']","['K', 'AH', 'N', 'T', 'EY', 'N', 'Z']",real,7,long
268,express,4.79e-05,4.68,VERB,"['IH0', 'K', 'S', 'P', 'R', 'EH1', 'S']","['IH', 'K', 'S', 'P', 'R', 'EH', 'S']",real,7,long
269,girlfriend,4.79e-05,4.68,NOUN,"['G', 'ER1', 'L', 'F', 'R', 'EH2', 'N', 'D']","['G', 'ER', 'L', 'F', 'R', 'EH', 'N', 'D']",real,8,long
270,increasing,4.79e-05,4.68,VERB,"['IH0', 'N', 'K', 'R', 'IY1', 'S', 'IH0', 'NG']","['IH', 'N', 'K', 'R', 'IY', 'S', 'IH', 'NG']",real,8,long
271,officials,4.79e-05,4.68,NOUN,"['AH0', 'F', 'IH1', 'SH', 'AH0', 'L', 'Z']","['AH', 'F', 'IH', 'SH', 'AH', 'L', 'Z']",real,7,long
272,performed,4.79e-05,4.68,VERB,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'D']","['P', 'ER', 'F', 'AO', 'R', 'M', 'D']",real,7,long
273,scotland,4.79e-05,4.68,PROPN,"['S', 'K', 'AA1', 'T', 'L', 'AH0', 'N', 'D']","['S', 'K', 'AA', 'T', 'L', 'AH', 'N', 'D']",real,8,long
274,selected,4.79e-05,4.68,VERB,"['S', 'AH0', 'L', 'EH1', 'K', 'T', 'AH0', 'D']","['S', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'D']",real,8,long
275,suggested,4.79e-05,4.68,VERB,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T', 'AH0', 'D']","['S', 'AH', 'G', 'JH', 'EH', 'S', 'T', 'AH', 'D']",real,9,long
276,supported,4.79e-05,4.68,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T', 'AH0', 'D']","['S', 'AH', 'P', 'AO', 'R', 'T', 'AH', 'D']",real,8,long
277,surprised,4.79e-05,4.68,ADJ,"['S', 'ER0', 'P', 'R', 'AY1', 'Z', 'D']","['S', 'ER', 'P', 'R', 'AY', 'Z', 'D']",real,7,long
278,transport,4.79e-05,4.68,VERB,"['T', 'R', 'AE1', 'N', 'S', 'P', 'AO0', 'R', 'T']","['T', 'R', 'AE', 'N', 'S', 'P', 'AO', 'R', 'T']",real,9,long
279,accepted,4.68e-05,4.67,VERB,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'IH0', 'D']","['AE', 'K', 'S', 'EH', 'P', 'T', 'IH', 'D']",real,8,long
280,appropriate,4.68e-05,4.67,VERB,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'AH0', 'T']","['AH', 'P', 'R', 'OW', 'P', 'R', 'IY', 'AH', 'T']",real,9,long
