,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
10031,cultivated,3.98e-06,3.6,VERB,"['K', 'AH1', 'L', 'T', 'AH0', 'V', 'EY2', 'T', 'AH0', 'D']"
10032,curly,3.98e-06,3.6,PROPN,"['K', 'ER1', 'L', 'IY0']"
10033,debated,3.98e-06,3.6,VERB,"['D', 'AH0', 'B', 'EY1', 'T', 'IH0', 'D']"
10034,degradation,3.98e-06,3.6,NOUN,"['D', 'EH2', 'G', 'R', 'AH0', 'D', 'EY1', 'SH', 'AH0', 'N']"
10035,dexter,3.98e-06,3.6,PROPN,"['D', 'EH1', 'K', 'S', 'T', 'ER0']"
10036,disappearing,3.98e-06,3.6,VERB,"['D', 'IH2', 'S', 'AH0', 'P', 'IH1', 'R', 'IH0', 'NG']"
10037,discs,3.98e-06,3.6,NOUN,"['D', 'IH1', 'S', 'K', 'S']"
10038,distributors,3.98e-06,3.6,NOUN,"['D', 'IH0', 'S', 'T', 'R', 'IH1', 'B', 'Y', 'AH0', 'T', 'ER0', 'Z']"
10039,duh,3.98e-06,3.6,INTJ,"['D', 'AH1']"
10040,dundee,3.98e-06,3.6,PROPN,"['D', 'AH0', 'N', 'D', 'IY1']"
10041,elaine,3.98e-06,3.6,PROPN,"['IH0', 'L', 'EY1', 'N']"
10042,electrons,3.98e-06,3.6,NOUN,"['IH0', 'L', 'EH1', 'K', 'T', 'R', 'AA0', 'N', 'Z']"
10043,emerald,3.98e-06,3.6,PROPN,"['EH1', 'M', 'R', 'AH0', 'L', 'D']"
10044,equilibrium,3.98e-06,3.6,NOUN,"['IY2', 'K', 'W', 'AH0', 'L', 'IH1', 'B', 'R', 'IY0', 'AH0', 'M']"
10045,europa,3.98e-06,3.6,PROPN,"['Y', 'UH0', 'R', 'OW1', 'P', 'AH0']"
10046,evelyn,3.98e-06,3.6,PROPN,"['EH1', 'V', 'AH0', 'L', 'AH0', 'N']"
10047,evidently,3.98e-06,3.6,ADV,"['EH1', 'V', 'AH0', 'D', 'AH0', 'N', 'T', 'L', 'IY0']"
10048,exhausting,3.98e-06,3.6,VERB,"['IH0', 'G', 'Z', 'AO1', 'S', 'T', 'IH0', 'NG']"
10049,extras,3.98e-06,3.6,NOUN,"['EH1', 'K', 'S', 'T', 'R', 'AH0', 'Z']"
10050,famed,3.98e-06,3.6,VERB,"['F', 'EY1', 'M', 'D']"
10051,fargo,3.98e-06,3.6,PROPN,"['F', 'AA1', 'R', 'G', 'OW2']"
10052,fascinated,3.98e-06,3.6,ADJ,"['F', 'AE1', 'S', 'AH0', 'N', 'EY2', 'T', 'AH0', 'D']"
10053,fences,3.98e-06,3.6,NOUN,"['F', 'EH1', 'N', 'S', 'AH0', 'Z']"
10054,flaw,3.98e-06,3.6,NOUN,"['F', 'L', 'AO1']"
10055,flawless,3.98e-06,3.6,ADJ,"['F', 'L', 'AO1', 'L', 'AH0', 'S']"
10056,fooled,3.98e-06,3.6,VERB,"['F', 'UW1', 'L', 'D']"
10057,forrest,3.98e-06,3.6,PROPN,"['F', 'AO1', 'R', 'AH0', 'S', 'T']"
10058,grad,3.98e-06,3.6,PROPN,"['G', 'R', 'AE1', 'D']"
10059,granddaughter,3.98e-06,3.6,NOUN,"['G', 'R', 'AE1', 'N', 'D', 'AO2', 'T', 'ER0']"
10060,gymnastics,3.98e-06,3.6,NOUN,"['JH', 'IH0', 'M', 'N', 'AE1', 'S', 'T', 'IH0', 'K', 'S']"
10061,hercules,3.98e-06,3.6,PROPN,"['HH', 'ER1', 'K', 'Y', 'AH0', 'L', 'IY2', 'Z']"
10062,hereby,3.98e-06,3.6,ADV,"['HH', 'IH0', 'R', 'B', 'AY1']"
10063,honduras,3.98e-06,3.6,PROPN,"['HH', 'AA0', 'N', 'D', 'UH1', 'R', 'AH0', 'S']"
10064,hotter,3.98e-06,3.6,ADJ,"['HH', 'AA1', 'T', 'ER0']"
10065,humorous,3.98e-06,3.6,ADJ,"['HH', 'Y', 'UW1', 'M', 'ER0', 'AH0', 'S']"
10066,incurred,3.98e-06,3.6,VERB,"['IH0', 'N', 'K', 'ER1', 'D']"
10067,indications,3.98e-06,3.6,NOUN,"['IH2', 'N', 'D', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']"
10068,intercourse,3.98e-06,3.6,NOUN,"['IH1', 'N', 'T', 'ER0', 'K', 'AO2', 'R', 'S']"
10069,interestingly,3.98e-06,3.6,ADV,"['IH1', 'N', 'T', 'ER0', 'EH2', 'S', 'T', 'IH0', 'NG', 'L', 'IY0']"
10070,isaiah,3.98e-06,3.6,PROPN,"['AY2', 'Z', 'EY1', 'AH0']"
10071,isolate,3.98e-06,3.6,VERB,"['AY1', 'S', 'AH0', 'L', 'EY2', 'T']"
10072,jurisdictions,3.98e-06,3.6,NOUN,"['JH', 'UH2', 'R', 'IH0', 'S', 'D', 'IH1', 'K', 'SH', 'AH0', 'N', 'Z']"
10073,kathleen,3.98e-06,3.6,PROPN,"['K', 'AE0', 'TH', 'L', 'IY1', 'N']"
10074,kendall,3.98e-06,3.6,PROPN,"['K', 'EH1', 'N', 'D', 'AH0', 'L']"
10075,knocks,3.98e-06,3.6,VERB,"['N', 'AA1', 'K', 'S']"
10076,lesbians,3.98e-06,3.6,NOUN,"['L', 'EH1', 'Z', 'B', 'IY0', 'AH0', 'N', 'Z']"
10077,lindsey,3.98e-06,3.6,PROPN,"['L', 'IH1', 'N', 'D', 'Z', 'IY0']"
10078,listens,3.98e-06,3.6,VERB,"['L', 'IH1', 'S', 'AH0', 'N', 'Z']"
10079,mare,3.98e-06,3.6,NOUN,"['M', 'EH1', 'R']"
10080,marxist,3.98e-06,3.6,ADJ,"['M', 'AA1', 'R', 'K', 'S', 'AH0', 'S', 'T']"
10081,meadow,3.98e-06,3.6,NOUN,"['M', 'EH1', 'D', 'OW2']"
10082,meadows,3.98e-06,3.6,NOUN,"['M', 'EH1', 'D', 'OW2', 'Z']"
10083,ministries,3.98e-06,3.6,NOUN,"['M', 'IH1', 'N', 'IH0', 'S', 'T', 'R', 'IY0', 'Z']"
10084,mound,3.98e-06,3.6,NOUN,"['M', 'AW1', 'N', 'D']"
10085,muddy,3.98e-06,3.6,ADJ,"['M', 'AH1', 'D', 'IY0']"
10086,mystic,3.98e-06,3.6,ADJ,"['M', 'IH1', 'S', 'T', 'IH0', 'K']"
10087,ness,3.98e-06,3.6,ADJ,"['N', 'EH1', 'S']"
10088,norris,3.98e-06,3.6,PROPN,"['N', 'AO1', 'R', 'IH0', 'S']"
10089,ohh,3.98e-06,3.6,INTJ,['OW1']
10090,ordinance,3.98e-06,3.6,NOUN,"['AO1', 'R', 'D', 'AH0', 'N', 'AH0', 'N', 'S']"
10091,oscars,3.98e-06,3.6,NOUN,"['AO1', 'S', 'K', 'ER0', 'Z']"
10092,outlines,3.98e-06,3.6,VERB,"['AW1', 'T', 'L', 'AY2', 'N', 'Z']"
10093,pam,3.98e-06,3.6,PROPN,"['P', 'AE1', 'M']"
10094,pertaining,3.98e-06,3.6,VERB,"['P', 'ER0', 'T', 'EY1', 'N', 'IH0', 'NG']"
10095,poke,3.98e-06,3.6,VERB,"['P', 'OW1', 'K']"
10096,poorer,3.98e-06,3.6,ADV,"['P', 'UH1', 'R', 'ER0']"
10097,praising,3.98e-06,3.6,VERB,"['P', 'R', 'EY1', 'Z', 'IH0', 'NG']"
10098,pres,3.98e-06,3.6,PROPN,"['P', 'R', 'EH1', 'Z']"
10099,presbyterian,3.98e-06,3.6,PROPN,"['P', 'R', 'EH2', 'S', 'B', 'IH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'N']"
10100,prick,3.98e-06,3.6,VERB,"['P', 'R', 'IH1', 'K']"
10101,prolific,3.98e-06,3.6,ADJ,"['P', 'R', 'OW0', 'L', 'IH1', 'F', 'IH0', 'K']"
10102,quarry,3.98e-06,3.6,NOUN,"['K', 'W', 'AO1', 'R', 'IY0']"
10103,referral,3.98e-06,3.6,NOUN,"['R', 'IH0', 'F', 'ER1', 'AH0', 'L']"
10104,repost,3.98e-06,3.6,VERB,"['R', 'IY0', 'P', 'OW1', 'T', 'S']"
10105,sammy,3.98e-06,3.6,PROPN,"['S', 'AE1', 'M', 'IY0']"
10106,sap,3.98e-06,3.6,PROPN,"['S', 'AE1', 'P']"
10107,sarcastic,3.98e-06,3.6,ADJ,"['S', 'AA0', 'R', 'K', 'AE1', 'S', 'T', 'IH0', 'K']"
10108,scholarly,3.98e-06,3.6,ADJ,"['S', 'K', 'AA1', 'L', 'ER0', 'L', 'IY0']"
10109,segregation,3.98e-06,3.6,NOUN,"['S', 'EH2', 'G', 'R', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N']"
10110,seymour,3.98e-06,3.6,PROPN,"['S', 'IY1', 'M', 'AO0', 'R']"
10111,shaken,3.98e-06,3.6,VERB,"['SH', 'EY1', 'K', 'AH0', 'N']"
10112,sheikh,3.98e-06,3.6,NOUN,"['SH', 'IY1', 'K']"
10113,sinclair,3.98e-06,3.6,PROPN,"['S', 'IH0', 'N', 'K', 'L', 'EH1', 'R']"
10114,strait,3.98e-06,3.6,ADJ,"['S', 'T', 'R', 'EY1', 'T']"
10115,sylvia,3.98e-06,3.6,PROPN,"['S', 'IH1', 'L', 'V', 'IY0', 'AH0']"
10116,tents,3.98e-06,3.6,NOUN,"['T', 'EH1', 'N', 'T', 'S']"
10117,testosterone,3.98e-06,3.6,NOUN,"['T', 'EH2', 'S', 'T', 'AA1', 'S', 'T', 'ER0', 'OW2', 'N']"
10118,tis,3.98e-06,3.6,NOUN,"['T', 'IH1', 'Z']"
10119,ventilation,3.98e-06,3.6,NOUN,"['V', 'EH2', 'N', 'T', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']"
10120,weaver,3.98e-06,3.6,NOUN,"['W', 'IY1', 'V', 'ER0']"
10121,wes,3.98e-06,3.6,PROPN,"['W', 'EH1', 'S']"
10122,williamson,3.98e-06,3.6,PROPN,"['W', 'IH1', 'L', 'Y', 'AH0', 'M', 'S', 'AH0', 'N']"
10123,yankee,3.98e-06,3.6,PROPN,"['Y', 'AE1', 'NG', 'K', 'IY0']"
10124,yarn,3.98e-06,3.6,NOUN,"['Y', 'AA1', 'R', 'N']"
10125,abide,3.89e-06,3.59,VERB,"['AH0', 'B', 'AY1', 'D']"
10126,accumulation,3.89e-06,3.59,NOUN,"['AH0', 'K', 'Y', 'UW2', 'M', 'Y', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']"
10127,admiration,3.89e-06,3.59,NOUN,"['AE2', 'D', 'M', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
10128,aesthetics,3.89e-06,3.59,NOUN,"['EH0', 'S', 'TH', 'EH1', 'T', 'IH0', 'K', 'S']"
10129,altering,3.89e-06,3.59,VERB,"['AO1', 'L', 'T', 'ER0', 'IH0', 'NG']"
10130,anton,3.89e-06,3.59,PROPN,"['AE1', 'N', 'T', 'AO2', 'N']"
10131,archie,3.89e-06,3.59,PROPN,"['AA1', 'R', 'CH', 'IY0']"
10132,asserted,3.89e-06,3.59,VERB,"['AH0', 'S', 'ER1', 'T', 'AH0', 'D']"
10133,attacker,3.89e-06,3.59,VERB,"['AH0', 'T', 'AE1', 'K', 'ER0']"
10134,augusta,3.89e-06,3.59,PROPN,"['AH0', 'G', 'AH1', 'S', 'T', 'AH0']"
10135,authoritarian,3.89e-06,3.59,ADJ,"['AH0', 'TH', 'AO2', 'R', 'AH0', 'T', 'EH1', 'R', 'IY0', 'AH0', 'N']"
10136,bahrain,3.89e-06,3.59,PROPN,"['B', 'AA0', 'R', 'EY1', 'N']"
10137,behaved,3.89e-06,3.59,VERB,"['B', 'IH0', 'HH', 'EY1', 'V', 'D']"
10138,bentley,3.89e-06,3.59,PROPN,"['B', 'EH1', 'N', 'T', 'L', 'IY0']"
10139,benz,3.89e-06,3.59,PROPN,"['B', 'EH1', 'N', 'Z']"
10140,billed,3.89e-06,3.59,VERB,"['B', 'IH1', 'L', 'D']"
10141,billing,3.89e-06,3.59,VERB,"['B', 'IH1', 'L', 'IH0', 'NG']"
10142,brackets,3.89e-06,3.59,NOUN,"['B', 'R', 'AE1', 'K', 'AH0', 'T', 'S']"
10143,bravery,3.89e-06,3.59,NOUN,"['B', 'R', 'EY1', 'V', 'ER0', 'IY0']"
10144,brit,3.89e-06,3.59,PROPN,"['B', 'R', 'IH1', 'T']"
10145,brutally,3.89e-06,3.59,ADV,"['B', 'R', 'UW1', 'T', 'AH0', 'L', 'IY0']"
10146,calorie,3.89e-06,3.59,NOUN,"['K', 'AE1', 'L', 'ER0', 'IY0']"
10147,chamberlain,3.89e-06,3.59,NOUN,"['CH', 'EY1', 'M', 'B', 'ER0', 'L', 'AH0', 'N']"
10148,cis,3.89e-06,3.59,PROPN,"['S', 'IY1', 'S']"
10149,claw,3.89e-06,3.59,VERB,"['K', 'L', 'AO1']"
10150,collects,3.89e-06,3.59,VERB,"['K', 'AA1', 'L', 'EH0', 'K', 'T', 'S']"
10151,coloring,3.89e-06,3.59,NOUN,"['K', 'AH1', 'L', 'ER0', 'IH0', 'NG']"
10152,commence,3.89e-06,3.59,VERB,"['K', 'AH0', 'M', 'EH1', 'N', 'S']"
10153,conditional,3.89e-06,3.59,ADJ,"['K', 'AH0', 'N', 'D', 'IH1', 'SH', 'AH0', 'N', 'AH0', 'L']"
10154,congratulate,3.89e-06,3.59,VERB,"['K', 'AH0', 'N', 'G', 'R', 'AE1', 'CH', 'AH0', 'L', 'EY2', 'T']"
10155,constructing,3.89e-06,3.59,VERB,"['K', 'AH0', 'N', 'S', 'T', 'R', 'AH1', 'K', 'T', 'IH0', 'NG']"
10156,converts,3.89e-06,3.59,VERB,"['K', 'AA1', 'N', 'V', 'ER0', 'T', 'S']"
10157,coordinating,3.89e-06,3.59,VERB,"['K', 'OW0', 'AO1', 'R', 'D', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']"
10158,cortex,3.89e-06,3.59,PROPN,"['K', 'AO1', 'R', 'T', 'EH0', 'K', 'S']"
10159,crawling,3.89e-06,3.59,VERB,"['K', 'R', 'AO1', 'L', 'IH0', 'NG']"
10160,crusade,3.89e-06,3.59,NOUN,"['K', 'R', 'UW0', 'S', 'EY1', 'D']"
10161,cynical,3.89e-06,3.59,ADJ,"['S', 'IH1', 'N', 'IH0', 'K', 'AH0', 'L']"
10162,damascus,3.89e-06,3.59,PROPN,"['D', 'AH0', 'M', 'AE1', 'S', 'K', 'AH0', 'S']"
10163,discarded,3.89e-06,3.59,VERB,"['D', 'IH0', 'S', 'K', 'AA1', 'R', 'D', 'IH0', 'D']"
10164,disrupt,3.89e-06,3.59,VERB,"['D', 'IH0', 'S', 'R', 'AH1', 'P', 'T']"
10165,donovan,3.89e-06,3.59,PROPN,"['D', 'AA1', 'N', 'AH0', 'V', 'AH0', 'N']"
10166,drills,3.89e-06,3.59,NOUN,"['D', 'R', 'IH1', 'L', 'Z']"
10167,duplicate,3.89e-06,3.59,VERB,"['D', 'UW1', 'P', 'L', 'AH0', 'K', 'AH0', 'T']"
10168,dynamite,3.89e-06,3.59,NOUN,"['D', 'AY1', 'N', 'AH0', 'M', 'AY2', 'T']"
10169,echoes,3.89e-06,3.59,VERB,"['EH1', 'K', 'OW0', 'Z']"
10170,economical,3.89e-06,3.59,ADJ,"['EH2', 'K', 'AH0', 'N', 'AA1', 'M', 'IH0', 'K', 'AH0', 'L']"
10171,elastic,3.89e-06,3.59,ADJ,"['IH0', 'L', 'AE1', 'S', 'T', 'IH0', 'K']"
10172,empowered,3.89e-06,3.59,VERB,"['IH0', 'M', 'P', 'AW1', 'ER0', 'D']"
10173,examines,3.89e-06,3.59,VERB,"['IH0', 'G', 'Z', 'AE1', 'M', 'AH0', 'N', 'Z']"
10174,exceeds,3.89e-06,3.59,VERB,"['IH0', 'K', 'S', 'IY1', 'D', 'Z']"
10175,exposition,3.89e-06,3.59,NOUN,"['EH2', 'K', 'S', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']"
10176,fart,3.89e-06,3.59,NOUN,"['F', 'AA1', 'R', 'T']"
10177,fearing,3.89e-06,3.59,VERB,"['F', 'IH1', 'R', 'IH0', 'NG']"
10178,fetish,3.89e-06,3.59,VERB,"['F', 'EH1', 'T', 'IH0', 'SH']"
10179,fixes,3.89e-06,3.59,VERB,"['F', 'IH1', 'K', 'S', 'IH0', 'Z']"
10180,fla,3.89e-06,3.59,PROPN,"['F', 'L', 'AA1']"
10181,fluffy,3.89e-06,3.59,ADJ,"['F', 'L', 'AH1', 'F', 'IY0']"
10182,fundamentals,3.89e-06,3.59,NOUN,"['F', 'AH2', 'N', 'D', 'AH0', 'M', 'EH1', 'N', 'T', 'AH0', 'L', 'Z']"
10183,fundraiser,3.89e-06,3.59,NOUN,"['F', 'AH1', 'N', 'D', 'R', 'EY2', 'Z', 'ER0']"
10184,funniest,3.89e-06,3.59,ADJ,"['F', 'AH1', 'N', 'IY0', 'AH0', 'S', 'T']"
10185,gadgets,3.89e-06,3.59,NOUN,"['G', 'AE1', 'JH', 'AH0', 'T', 'S']"
10186,gaga,3.89e-06,3.59,NOUN,"['G', 'EY1', 'G', 'AH0']"
10187,garment,3.89e-06,3.59,NOUN,"['G', 'AA1', 'R', 'M', 'AH0', 'N', 'T']"
10188,geometric,3.89e-06,3.59,ADJ,"['JH', 'IY2', 'AH0', 'M', 'EH1', 'T', 'R', 'IH0', 'K']"
10189,gestures,3.89e-06,3.59,NOUN,"['JH', 'EH1', 'S', 'CH', 'ER0', 'Z']"
10190,goldman,3.89e-06,3.59,PROPN,"['G', 'OW1', 'L', 'D', 'M', 'AH0', 'N']"
10191,gracious,3.89e-06,3.59,ADJ,"['G', 'R', 'EY1', 'SH', 'AH0', 'S']"
10192,grin,3.89e-06,3.59,NOUN,"['G', 'R', 'IH1', 'N']"
10193,gta,3.89e-06,3.59,PROPN,"['JH', 'EY1', 'T']"
10194,halifax,3.89e-06,3.59,PROPN,"['HH', 'AE1', 'L', 'IH0', 'F', 'AE2', 'K', 'S']"
10195,hanna,3.89e-06,3.59,PROPN,"['HH', 'AE1', 'N', 'AH0']"
10196,happiest,3.89e-06,3.59,ADJ,"['HH', 'AE1', 'P', 'IY0', 'AH0', 'S', 'T']"
10197,heap,3.89e-06,3.59,NOUN,"['HH', 'IY1', 'P']"
10198,highs,3.89e-06,3.59,NOUN,"['HH', 'AY1', 'Z']"
10199,humility,3.89e-06,3.59,NOUN,"['HH', 'Y', 'UW0', 'M', 'IH1', 'L', 'IH0', 'T', 'IY0']"
10200,impeachment,3.89e-06,3.59,NOUN,"['IH0', 'M', 'P', 'IY1', 'CH', 'M', 'AH0', 'N', 'T']"
10201,inventor,3.89e-06,3.59,NOUN,"['IH0', 'N', 'V', 'EH1', 'N', 'T', 'ER0']"
10202,jasper,3.89e-06,3.59,NOUN,"['JH', 'AE1', 'S', 'P', 'ER0']"
10203,jewels,3.89e-06,3.59,NOUN,"['JH', 'UW1', 'AH0', 'L', 'Z']"
10204,juliet,3.89e-06,3.59,PROPN,"['JH', 'UW1', 'L', 'IY0', 'EH2', 'T']"
10205,karachi,3.89e-06,3.59,PROPN,"['K', 'AA0', 'R', 'AA1', 'CH', 'IY0']"
10206,kurdish,3.89e-06,3.59,ADJ,"['K', 'ER1', 'D', 'IH0', 'SH']"
10207,librarian,3.89e-06,3.59,NOUN,"['L', 'AY0', 'B', 'R', 'EH1', 'R', 'IY0', 'AH0', 'N']"
10208,lobbying,3.89e-06,3.59,VERB,"['L', 'AA1', 'B', 'IY0', 'IH0', 'NG']"
10209,lumber,3.89e-06,3.59,NOUN,"['L', 'AH1', 'M', 'B', 'ER0']"
10210,lydia,3.89e-06,3.59,PROPN,"['L', 'IH1', 'D', 'IY0', 'AH0']"
10211,mackenzie,3.89e-06,3.59,PROPN,"['M', 'AH0', 'K', 'EH1', 'N', 'Z', 'IY0']"
10212,marital,3.89e-06,3.59,ADJ,"['M', 'EH1', 'R', 'AH0', 'T', 'AH0', 'L']"
10213,mayer,3.89e-06,3.59,PROPN,"['M', 'EY1', 'ER0']"
10214,mma,3.89e-06,3.59,PROPN,"['M', 'AA1']"
10215,multitude,3.89e-06,3.59,ADJ,"['M', 'AH1', 'L', 'T', 'AH0', 'T', 'UW2', 'D']"
10216,nanny,3.89e-06,3.59,NOUN,"['N', 'AE1', 'N', 'IY0']"
10217,nineteen,3.89e-06,3.59,NUM,"['N', 'AY1', 'N', 'T', 'IY1', 'N']"
10218,nipples,3.89e-06,3.59,NOUN,"['N', 'IH1', 'P', 'AH0', 'L', 'Z']"
10219,nucleus,3.89e-06,3.59,NOUN,"['N', 'UW1', 'K', 'L', 'IY0', 'AH0', 'S']"
10220,oc,3.89e-06,3.59,NOUN,"['AA1', 'K']"
10221,orbital,3.89e-06,3.59,ADJ,"['AO1', 'R', 'B', 'AH0', 'T', 'AH0', 'L']"
10222,organism,3.89e-06,3.59,NOUN,"['AO1', 'R', 'G', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']"
10223,outgoing,3.89e-06,3.59,VERB,"['AW1', 'T', 'G', 'OW2', 'IH0', 'NG']"
10224,patriotism,3.89e-06,3.59,NOUN,"['P', 'EY1', 'T', 'R', 'IY0', 'AH0', 'T', 'IH2', 'Z', 'AH0', 'M']"
10225,periodically,3.89e-06,3.59,ADV,"['P', 'IY2', 'R', 'IY0', 'AA1', 'D', 'IH0', 'K', 'AH0', 'L', 'IY0']"
10226,piles,3.89e-06,3.59,NOUN,"['P', 'AY1', 'L', 'Z']"
10227,plumbing,3.89e-06,3.59,NOUN,"['P', 'L', 'AH1', 'M', 'IH0', 'NG']"
10228,poppy,3.89e-06,3.59,ADJ,"['P', 'AA1', 'P', 'IY0']"
10229,precautions,3.89e-06,3.59,NOUN,"['P', 'R', 'IY0', 'K', 'AO1', 'SH', 'AH0', 'N', 'Z']"
10230,predecessors,3.89e-06,3.59,NOUN,"['P', 'R', 'EH1', 'D', 'AH0', 'S', 'EH2', 'S', 'ER0', 'Z']"
10231,protested,3.89e-06,3.59,VERB,"['P', 'R', 'AH0', 'T', 'EH1', 'S', 'T', 'AH0', 'D']"
10232,raced,3.89e-06,3.59,VERB,"['R', 'EY1', 'S', 'T']"
10233,raleigh,3.89e-06,3.59,PROPN,"['R', 'AO1', 'L', 'IY0']"
10234,readiness,3.89e-06,3.59,NOUN,"['R', 'EH1', 'D', 'IY0', 'N', 'AH0', 'S']"
10235,redundant,3.89e-06,3.59,ADJ,"['R', 'IH0', 'D', 'AH1', 'N', 'D', 'AH0', 'N', 'T']"
10236,regulators,3.89e-06,3.59,NOUN,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'EY2', 'T', 'ER0', 'Z']"
10237,rejecting,3.89e-06,3.59,VERB,"['R', 'IH0', 'JH', 'EH1', 'K', 'T', 'IH0', 'NG']"
10238,remarked,3.89e-06,3.59,VERB,"['R', 'IH0', 'M', 'AA1', 'R', 'K', 'T']"
10239,rested,3.89e-06,3.59,VERB,"['R', 'EH1', 'S', 'T', 'AH0', 'D']"
10240,rib,3.89e-06,3.59,NOUN,"['R', 'IH1', 'B']"
10241,rods,3.89e-06,3.59,NOUN,"['R', 'AA1', 'D', 'Z']"
10242,roth,3.89e-06,3.59,PROPN,"['R', 'AO1', 'TH']"
10243,sacks,3.89e-06,3.59,NOUN,"['S', 'AE1', 'K', 'S']"
10244,seizures,3.89e-06,3.59,NOUN,"['S', 'IY1', 'ZH', 'ER0', 'Z']"
10245,sermon,3.89e-06,3.59,VERB,"['S', 'ER1', 'M', 'AH0', 'N']"
10246,slender,3.89e-06,3.59,ADJ,"['S', 'L', 'EH1', 'N', 'D', 'ER0']"
10247,sloppy,3.89e-06,3.59,ADJ,"['S', 'L', 'AA1', 'P', 'IY0']"
10248,snapchat,3.89e-06,3.59,VERB,"['S', 'N', 'AE1', 'P', 'CH', 'AE2', 'T']"
10249,socialists,3.89e-06,3.59,NOUN,"['S', 'OW1', 'SH', 'AH0', 'L', 'AH0', 'S', 'T', 'S']"
10250,societal,3.89e-06,3.59,PROPN,"['S', 'AH0', 'S', 'AY1', 'IH0', 'T', 'AH0', 'L']"
10251,soviets,3.89e-06,3.59,NOUN,"['S', 'OW1', 'V', 'IY0', 'EH2', 'T', 'S']"
10252,sponge,3.89e-06,3.59,NOUN,"['S', 'P', 'AH1', 'N', 'JH']"
10253,steele,3.89e-06,3.59,PROPN,"['S', 'T', 'IY1', 'L']"
10254,sucker,3.89e-06,3.59,NOUN,"['S', 'AH1', 'K', 'ER0']"
10255,suns,3.89e-06,3.59,NOUN,"['S', 'AH1', 'N', 'Z']"
10256,superiority,3.89e-06,3.59,NOUN,"['S', 'UW2', 'P', 'IH0', 'R', 'IY0', 'AO1', 'R', 'IH0', 'T', 'IY0']"
10257,supervised,3.89e-06,3.59,VERB,"['S', 'UW1', 'P', 'ER0', 'V', 'AY2', 'Z', 'D']"
10258,surreal,3.89e-06,3.59,ADJ,"['S', 'ER0', 'IY1', 'L']"
10259,tease,3.89e-06,3.59,VERB,"['T', 'IY1', 'Z']"
10260,tendencies,3.89e-06,3.59,NOUN,"['T', 'EH1', 'N', 'D', 'AH0', 'N', 'S', 'IY0', 'Z']"
10261,titanic,3.89e-06,3.59,PROPN,"['T', 'AY0', 'T', 'AE1', 'N', 'IH0', 'K']"
10262,transmitter,3.89e-06,3.59,NOUN,"['T', 'R', 'AE0', 'N', 'S', 'M', 'IH1', 'T', 'ER0']"
10263,typhoon,3.89e-06,3.59,NOUN,"['T', 'AY2', 'F', 'UW1', 'N']"
10264,upheld,3.89e-06,3.59,VERB,"['AH0', 'P', 'HH', 'EH1', 'L', 'D']"
10265,vaccination,3.89e-06,3.59,NOUN,"['V', 'AE0', 'K', 'S', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']"
10266,valerie,3.89e-06,3.59,PROPN,"['V', 'AE1', 'L', 'ER0', 'IY0']"
10267,valves,3.89e-06,3.59,NOUN,"['V', 'AE1', 'L', 'V', 'Z']"
10268,vampires,3.89e-06,3.59,NOUN,"['V', 'AE1', 'M', 'P', 'AY0', 'R', 'Z']"
10269,vibration,3.89e-06,3.59,NOUN,"['V', 'AY0', 'B', 'R', 'EY1', 'SH', 'AH0', 'N']"
10270,vitamins,3.89e-06,3.59,NOUN,"['V', 'AY1', 'T', 'AH0', 'M', 'AH0', 'N', 'Z']"
10271,wicket,3.89e-06,3.59,NOUN,"['W', 'IH1', 'K', 'AH0', 'T']"
10272,winnipeg,3.89e-06,3.59,PROPN,"['W', 'IH1', 'N', 'IH0', 'P', 'AH0', 'G']"
10273,worcester,3.89e-06,3.59,PROPN,"['W', 'UH1', 'S', 'T', 'ER0']"
10274,zurich,3.89e-06,3.59,PROPN,"['Z', 'UH1', 'R', 'IH0', 'K']"
10275,abdominal,3.8e-06,3.58,ADJ,"['AE0', 'B', 'D', 'AA1', 'M', 'AH0', 'N', 'AH0', 'L']"
10276,adolescent,3.8e-06,3.58,NOUN,"['AE2', 'D', 'AH0', 'L', 'EH1', 'S', 'AH0', 'N', 'T']"
10277,airing,3.8e-06,3.58,VERB,"['EH1', 'R', 'IH0', 'NG']"
10278,announcer,3.8e-06,3.58,NOUN,"['AH0', 'N', 'AW1', 'N', 'S', 'ER0']"
10279,awaited,3.8e-06,3.58,VERB,"['AH0', 'W', 'EY1', 'T', 'AH0', 'D']"
10280,baba,3.8e-06,3.58,PROPN,"['B', 'AH1', 'B', 'AH0']"
10281,backdrop,3.8e-06,3.58,NOUN,"['B', 'AE1', 'K', 'D', 'R', 'AA2', 'P']"
10282,beau,3.8e-06,3.58,NOUN,"['B', 'OW1']"
