,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
8773,tidal,5.01e-06,3.7,ADJ,"['T', 'AY1', 'D', 'AH0', 'L']"
8774,transcript,5.01e-06,3.7,NOUN,"['T', 'R', 'AE1', 'N', 'S', 'K', 'R', 'IH2', 'P', 'T']"
8775,treasures,5.01e-06,3.7,NOUN,"['T', 'R', 'EH1', 'ZH', 'ER0', 'Z']"
8776,trench,5.01e-06,3.7,NOUN,"['T', 'R', 'EH1', 'N', 'CH']"
8777,utc,5.01e-06,3.7,PROPN,"['AH1', 'T']"
8778,validity,5.01e-06,3.7,NOUN,"['V', 'AH0', 'L', 'IH1', 'D', 'AH0', 'T', 'IY0']"
8779,variants,5.01e-06,3.7,NOUN,"['V', 'EH1', 'R', 'IY0', 'AH0', 'N', 'T', 'S']"
8780,varsity,5.01e-06,3.7,NOUN,"['V', 'AA1', 'R', 'S', 'IH0', 'T', 'IY0']"
8781,verification,5.01e-06,3.7,NOUN,"['V', 'EH2', 'R', 'AH0', 'F', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']"
8782,vows,5.01e-06,3.7,VERB,"['V', 'AW1', 'Z']"
8783,vulnerability,5.01e-06,3.7,NOUN,"['V', 'AH2', 'L', 'N', 'ER0', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']"
8784,wesley,5.01e-06,3.7,PROPN,"['W', 'EH1', 'S', 'L', 'IY0']"
8785,whichever,5.01e-06,3.7,PRON,"['W', 'IH0', 'CH', 'EH1', 'V', 'ER0']"
8786,whipped,5.01e-06,3.7,VERB,"['W', 'IH1', 'P', 'T']"
8787,wo,5.01e-06,3.7,AUX,"['W', 'OW1']"
8788,yuan,5.01e-06,3.7,PROPN,"['Y', 'UW0', 'AA1', 'N']"
8789,zen,5.01e-06,3.7,NOUN,"['Z', 'EH1', 'N']"
8790,abuses,4.9e-06,3.69,NOUN,"['AH0', 'B', 'Y', 'UW1', 'S', 'IH0', 'Z']"
8791,accomplishment,4.9e-06,3.69,NOUN,"['AH0', 'K', 'AA1', 'M', 'P', 'L', 'IH0', 'SH', 'M', 'AH0', 'N', 'T']"
8792,aide,4.9e-06,3.69,NOUN,"['EY1', 'D']"
8793,allegiance,4.9e-06,3.69,NOUN,"['AH0', 'L', 'IY1', 'JH', 'AH0', 'N', 'S']"
8794,apt,4.9e-06,3.69,ADJ,"['AE1', 'P', 'T']"
8795,attracting,4.9e-06,3.69,VERB,"['AH0', 'T', 'R', 'AE1', 'K', 'T', 'IH0', 'NG']"
8796,avatar,4.9e-06,3.69,NOUN,"['AE1', 'V', 'AH0', 'T', 'AA2', 'R']"
8797,bali,4.9e-06,3.69,PROPN,"['B', 'AA1', 'L', 'IY0']"
8798,bangalore,4.9e-06,3.69,PROPN,"['B', 'AE1', 'NG', 'G', 'AH0', 'L', 'AO2', 'R']"
8799,bans,4.9e-06,3.69,NOUN,"['B', 'AE1', 'N', 'Z']"
8800,battling,4.9e-06,3.69,VERB,"['B', 'AE1', 'T', 'AH0', 'L', 'IH0', 'NG']"
8801,beads,4.9e-06,3.69,NOUN,"['B', 'IY1', 'D', 'Z']"
8802,beverage,4.9e-06,3.69,NOUN,"['B', 'EH1', 'V', 'ER0', 'IH0', 'JH']"
8803,blaze,4.9e-06,3.69,VERB,"['B', 'L', 'EY1', 'Z']"
8804,brendan,4.9e-06,3.69,PROPN,"['B', 'R', 'EH1', 'N', 'D', 'AH0', 'N']"
8805,brent,4.9e-06,3.69,PROPN,"['B', 'R', 'EH1', 'N', 'T']"
8806,bullied,4.9e-06,3.69,VERB,"['B', 'UH1', 'L', 'IY0', 'D']"
8807,bumper,4.9e-06,3.69,NOUN,"['B', 'AH1', 'M', 'P', 'ER0']"
8808,carlo,4.9e-06,3.69,PROPN,"['K', 'AA1', 'R', 'L', 'OW0']"
8809,caves,4.9e-06,3.69,NOUN,"['K', 'EY1', 'V', 'Z']"
8810,chalk,4.9e-06,3.69,VERB,"['CH', 'AA1', 'K']"
8811,chilling,4.9e-06,3.69,VERB,"['CH', 'IH1', 'L', 'IH0', 'NG']"
8812,coaster,4.9e-06,3.69,NOUN,"['K', 'OW1', 'S', 'T', 'ER0']"
8813,coated,4.9e-06,3.69,VERB,"['K', 'OW1', 'T', 'AH0', 'D']"
8814,contingent,4.9e-06,3.69,NOUN,"['K', 'AH0', 'N', 'T', 'IH1', 'N', 'JH', 'AH0', 'N', 'T']"
8815,cornell,4.9e-06,3.69,PROPN,"['K', 'AO0', 'R', 'N', 'EH1', 'L']"
8816,corrections,4.9e-06,3.69,NOUN,"['K', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']"
8817,costing,4.9e-06,3.69,VERB,"['K', 'AO1', 'S', 'T', 'IH0', 'NG']"
8818,cyclists,4.9e-06,3.69,NOUN,"['S', 'AY1', 'K', 'AH0', 'L', 'IH0', 'S', 'T', 'S']"
8819,disciplines,4.9e-06,3.69,NOUN,"['D', 'IH1', 'S', 'AH0', 'P', 'L', 'AH0', 'N', 'Z']"
8820,dos,4.9e-06,3.69,NOUN,"['D', 'AO1', 'S']"
8821,drained,4.9e-06,3.69,VERB,"['D', 'R', 'EY1', 'N', 'D']"
8822,eldest,4.9e-06,3.69,ADJ,"['EH1', 'L', 'D', 'AH0', 'S', 'T']"
8823,emphasize,4.9e-06,3.69,VERB,"['EH1', 'M', 'F', 'AH0', 'S', 'AY2', 'Z']"
8824,entirety,4.9e-06,3.69,NOUN,"['IH0', 'N', 'T', 'AY1', 'ER0', 'T', 'IY0']"
8825,everytime,4.9e-06,3.69,NOUN,"['EH1', 'V', 'R', 'IY0', 'T', 'AY2', 'M']"
8826,exodus,4.9e-06,3.69,NOUN,"['EH1', 'K', 'S', 'AH0', 'D', 'AH0', 'S']"
8827,figuring,4.9e-06,3.69,VERB,"['F', 'IH1', 'G', 'Y', 'ER0', 'IH0', 'NG']"
8828,financed,4.9e-06,3.69,VERB,"['F', 'IH0', 'N', 'AE1', 'N', 'S', 'T']"
8829,firearm,4.9e-06,3.69,NOUN,"['F', 'AY1', 'ER0', 'AA2', 'R', 'M']"
8830,fisheries,4.9e-06,3.69,NOUN,"['F', 'IH1', 'SH', 'ER0', 'IY0', 'Z']"
8831,flock,4.9e-06,3.69,VERB,"['F', 'L', 'AA1', 'K']"
8832,flyers,4.9e-06,3.69,NOUN,"['F', 'L', 'AY1', 'ER0', 'Z']"
8833,footballer,4.9e-06,3.69,NOUN,"['F', 'UH1', 'T', 'B', 'AH2', 'L', 'ER0']"
8834,footsteps,4.9e-06,3.69,NOUN,"['F', 'UH1', 'T', 'S', 'T', 'EH2', 'P', 'S']"
8835,forestry,4.9e-06,3.69,NOUN,"['F', 'AO1', 'R', 'AH0', 'S', 'T', 'R', 'IY0']"
8836,ghetto,4.9e-06,3.69,NOUN,"['G', 'EH1', 'T', 'OW0']"
8837,grim,4.9e-06,3.69,ADJ,"['G', 'R', 'IH1', 'M']"
8838,helpless,4.9e-06,3.69,ADJ,"['HH', 'EH1', 'L', 'P', 'L', 'AH0', 'S']"
8839,hemisphere,4.9e-06,3.69,NOUN,"['HH', 'EH1', 'M', 'IH0', 'S', 'F', 'IH2', 'R']"
8840,housed,4.9e-06,3.69,VERB,"['HH', 'AW1', 'Z', 'D']"
8841,hyper,4.9e-06,3.69,ADJ,"['HH', 'AY1', 'P', 'ER0']"
8842,inconvenience,4.9e-06,3.69,VERB,"['IH2', 'N', 'K', 'AH0', 'N', 'V', 'IY1', 'N', 'Y', 'AH0', 'N', 'S']"
8843,incorporating,4.9e-06,3.69,VERB,"['IH0', 'N', 'K', 'AO1', 'R', 'P', 'ER0', 'EY2', 'T', 'IH0', 'NG']"
8844,injected,4.9e-06,3.69,VERB,"['IH0', 'N', 'JH', 'EH1', 'K', 'T', 'AH0', 'D']"
8845,insured,4.9e-06,3.69,VERB,"['IH0', 'N', 'SH', 'UH1', 'R', 'D']"
8846,intends,4.9e-06,3.69,VERB,"['IH0', 'N', 'T', 'EH1', 'N', 'D', 'Z']"
8847,intervals,4.9e-06,3.69,NOUN,"['IH1', 'N', 'T', 'ER0', 'V', 'AH0', 'L', 'Z']"
8848,iq,4.9e-06,3.69,PROPN,"['IH1', 'K']"
8849,ix,4.9e-06,3.69,PROPN,"['IH1', 'K', 'S']"
8850,killings,4.9e-06,3.69,NOUN,"['K', 'IH1', 'L', 'IH0', 'NG', 'Z']"
8851,lastly,4.9e-06,3.69,ADV,"['L', 'AE1', 'S', 'T', 'L', 'IY0']"
8852,liberties,4.9e-06,3.69,NOUN,"['L', 'IH1', 'B', 'ER0', 'T', 'IY0', 'Z']"
8853,lipstick,4.9e-06,3.69,NOUN,"['L', 'IH1', 'P', 'S', 'T', 'IH2', 'K']"
8854,macdonald,4.9e-06,3.69,PROPN,"['M', 'AH0', 'K', 'D', 'AA1', 'N', 'AH0', 'L', 'D']"
8855,manipulate,4.9e-06,3.69,VERB,"['M', 'AH0', 'N', 'IH1', 'P', 'Y', 'AH0', 'L', 'EY2', 'T']"
8856,mart,4.9e-06,3.69,PROPN,"['M', 'AA1', 'R', 'T']"
8857,martinez,4.9e-06,3.69,PROPN,"['M', 'AA0', 'R', 'T', 'IY1', 'N', 'EH0', 'Z']"
8858,midlands,4.9e-06,3.69,PROPN,"['M', 'IH1', 'D', 'L', 'AE2', 'N', 'D', 'Z']"
8859,midway,4.9e-06,3.69,NOUN,"['M', 'IH1', 'D', 'W', 'EY2']"
8860,minors,4.9e-06,3.69,NOUN,"['M', 'AY1', 'N', 'ER0', 'Z']"
8861,monarch,4.9e-06,3.69,NOUN,"['M', 'AA1', 'N', 'AA2', 'R', 'K']"
8862,monte,4.9e-06,3.69,PROPN,"['M', 'AA1', 'N', 'T', 'IY0']"
8863,mortgages,4.9e-06,3.69,NOUN,"['M', 'AO1', 'R', 'G', 'AH0', 'JH', 'AH0', 'Z']"
8864,mourning,4.9e-06,3.69,VERB,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']"
8865,mu,4.9e-06,3.69,NOUN,"['M', 'UW1']"
8866,mustard,4.9e-06,3.69,NOUN,"['M', 'AH1', 'S', 'T', 'ER0', 'D']"
8867,neighbour,4.9e-06,3.69,NOUN,"['N', 'EY1', 'B', 'AW0', 'ER0']"
8868,nissan,4.9e-06,3.69,PROPN,"['N', 'IY1', 'S', 'AA0', 'N']"
8869,norwich,4.9e-06,3.69,PROPN,"['N', 'AO1', 'R', 'W', 'IH0', 'CH']"
8870,nothin,4.9e-06,3.69,PROPN,"['N', 'AA1', 'TH', 'IH0', 'N']"
8871,patterson,4.9e-06,3.69,PROPN,"['P', 'AE1', 'T', 'ER0', 'S', 'AH0', 'N']"
8872,persona,4.9e-06,3.69,PROPN,"['P', 'ER0', 'S', 'OW1', 'N', 'AH0']"
8873,plaque,4.9e-06,3.69,VERB,"['P', 'L', 'AE1', 'K']"
8874,plymouth,4.9e-06,3.69,PROPN,"['P', 'L', 'IH1', 'M', 'AH0', 'TH']"
8875,poetic,4.9e-06,3.69,ADJ,"['P', 'OW0', 'EH1', 'T', 'IH0', 'K']"
8876,princes,4.9e-06,3.69,NOUN,"['P', 'R', 'IH1', 'N', 'S', 'AH0', 'Z']"
8877,proposing,4.9e-06,3.69,VERB,"['P', 'R', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'NG']"
8878,punjab,4.9e-06,3.69,PROPN,"['P', 'AH0', 'N', 'JH', 'AA1', 'B']"
8879,purity,4.9e-06,3.69,NOUN,"['P', 'Y', 'UH1', 'R', 'AH0', 'T', 'IY0']"
8880,rabbi,4.9e-06,3.69,NOUN,"['R', 'AE1', 'B', 'AY2']"
8881,receipts,4.9e-06,3.69,NOUN,"['R', 'IH0', 'S', 'IY1', 'T', 'S']"
8882,rhodes,4.9e-06,3.69,PROPN,"['R', 'OW1', 'D', 'Z']"
8883,ri,4.9e-06,3.69,PROPN,"['R', 'IY1']"
8884,scheduling,4.9e-06,3.69,NOUN,"['S', 'K', 'EH1', 'JH', 'UH0', 'L', 'IH0', 'NG']"
8885,scoop,4.9e-06,3.69,VERB,"['S', 'K', 'UW1', 'P']"
8886,scotch,4.9e-06,3.69,VERB,"['S', 'K', 'AA1', 'CH']"
8887,separating,4.9e-06,3.69,VERB,"['S', 'EH1', 'P', 'ER0', 'EY2', 'T', 'IH0', 'NG']"
8888,sewing,4.9e-06,3.69,NOUN,"['S', 'OW1', 'IH0', 'NG']"
8889,shale,4.9e-06,3.69,NOUN,"['SH', 'EY1', 'L']"
8890,shin,4.9e-06,3.69,PROPN,"['SH', 'IH1', 'N']"
8891,shootings,4.9e-06,3.69,NOUN,"['SH', 'UW1', 'T', 'IH0', 'NG', 'Z']"
8892,simplified,4.9e-06,3.69,ADJ,"['S', 'IH1', 'M', 'P', 'L', 'AH0', 'F', 'AY2', 'D']"
8893,slipping,4.9e-06,3.69,VERB,"['S', 'L', 'IH1', 'P', 'IH0', 'NG']"
8894,smartphones,4.9e-06,3.69,NOUN,"['S', 'M', 'AA1', 'R', 'T', 'F', 'AH0', 'N', 'Z']"
8895,sol,4.9e-06,3.69,NOUN,"['S', 'AA1', 'L']"
8896,solicitor,4.9e-06,3.69,PROPN,"['S', 'AH0', 'L', 'IH1', 'S', 'AH0', 'T', 'ER0']"
8897,sophomore,4.9e-06,3.69,NOUN,"['S', 'AA1', 'F', 'M', 'AO2', 'R']"
8898,spreads,4.9e-06,3.69,VERB,"['S', 'P', 'R', 'EH1', 'D', 'Z']"
8899,squirrel,4.9e-06,3.69,NOUN,"['S', 'K', 'W', 'ER1', 'AH0', 'L']"
8900,stalin,4.9e-06,3.69,PROPN,"['S', 'T', 'AA1', 'L', 'AH0', 'N']"
8901,stickers,4.9e-06,3.69,NOUN,"['S', 'T', 'IH1', 'K', 'ER0', 'Z']"
8902,stigma,4.9e-06,3.69,NOUN,"['S', 'T', 'IH1', 'G', 'M', 'AH0']"
8903,taco,4.9e-06,3.69,NOUN,"['T', 'AA1', 'K', 'OW0']"
8904,takeover,4.9e-06,3.69,NOUN,"['T', 'EY1', 'K', 'OW2', 'V', 'ER0']"
8905,thor,4.9e-06,3.69,PROPN,"['TH', 'AO1', 'R']"
8906,thumbs,4.9e-06,3.69,NOUN,"['TH', 'AH1', 'M', 'Z']"
8907,titan,4.9e-06,3.69,PROPN,"['T', 'AY1', 'T', 'AH0', 'N']"
8908,trait,4.9e-06,3.69,NOUN,"['T', 'R', 'EY1', 'T']"
8909,traitor,4.9e-06,3.69,NOUN,"['T', 'R', 'EY1', 'T', 'ER0']"
8910,truths,4.9e-06,3.69,NOUN,"['T', 'R', 'UW1', 'TH', 'S']"
8911,underestimate,4.9e-06,3.69,VERB,"['AH1', 'N', 'D', 'ER0', 'EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T']"
8912,uni,4.9e-06,3.69,ADJ,"['Y', 'UW1', 'N', 'IY0']"
8913,updating,4.9e-06,3.69,VERB,"['AH0', 'P', 'D', 'EY1', 'T', 'IH0', 'NG']"
8914,wallpaper,4.9e-06,3.69,NOUN,"['W', 'AO1', 'L', 'P', 'EY2', 'P', 'ER0']"
8915,wasnt,4.9e-06,3.69,AUX,"['W', 'AO1', 'S', 'T']"
8916,watt,4.9e-06,3.69,PROPN,"['W', 'AA1', 'T']"
8917,weighs,4.9e-06,3.69,VERB,"['W', 'EY1', 'Z']"
8918,willis,4.9e-06,3.69,PROPN,"['W', 'IH1', 'L', 'IH0', 'S']"
8919,willow,4.9e-06,3.69,VERB,"['W', 'IH1', 'L', 'OW2']"
8920,addict,4.79e-06,3.68,NOUN,"['AE1', 'D', 'IH2', 'K', 'T']"
8921,api,4.79e-06,3.68,PROPN,"['AA1', 'P', 'IY0']"
8922,archaeological,4.79e-06,3.68,ADJ,"['AA2', 'R', 'K', 'IY0', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']"
8923,assistants,4.79e-06,3.68,NOUN,"['AH0', 'S', 'IH1', 'S', 'T', 'AH0', 'N', 'T', 'S']"
8924,az,4.79e-06,3.68,PROPN,"['AE1', 'Z']"
8925,banging,4.79e-06,3.68,VERB,"['B', 'AE1', 'NG', 'IH0', 'NG']"
8926,bengal,4.79e-06,3.68,PROPN,"['B', 'EH1', 'NG', 'G', 'AH0', 'L']"
8927,betrayal,4.79e-06,3.68,NOUN,"['B', 'IH0', 'T', 'R', 'EY1', 'AH0', 'L']"
8928,boiled,4.79e-06,3.68,VERB,"['B', 'OY1', 'L', 'D']"
8929,bonding,4.79e-06,3.68,NOUN,"['B', 'AA1', 'N', 'D', 'IH0', 'NG']"
8930,bounds,4.79e-06,3.68,NOUN,"['B', 'AW1', 'N', 'D', 'Z']"
8931,breeds,4.79e-06,3.68,VERB,"['B', 'R', 'IY1', 'D', 'Z']"
8932,byron,4.79e-06,3.68,NOUN,"['B', 'AY1', 'R', 'AH0', 'N']"
8933,cardiovascular,4.79e-06,3.68,ADJ,"['K', 'AA2', 'R', 'D', 'IY0', 'OW0', 'V', 'AE1', 'S', 'K', 'Y', 'AH0', 'L', 'ER0']"
8934,chic,4.79e-06,3.68,ADJ,"['SH', 'IY1', 'K']"
8935,clusters,4.79e-06,3.68,NOUN,"['K', 'L', 'AH1', 'S', 'T', 'ER0', 'Z']"
8936,communal,4.79e-06,3.68,ADJ,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'L']"
8937,compliments,4.79e-06,3.68,VERB,"['K', 'AA1', 'M', 'P', 'L', 'AH0', 'M', 'AH0', 'N', 'T', 'S']"
8938,consortium,4.79e-06,3.68,NOUN,"['K', 'AH0', 'N', 'S', 'AO1', 'R', 'SH', 'IY0', 'AH0', 'M']"
8939,controllers,4.79e-06,3.68,NOUN,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L', 'ER0', 'Z']"
8940,copying,4.79e-06,3.68,VERB,"['K', 'AA1', 'P', 'IY0', 'IH0', 'NG']"
8941,countdown,4.79e-06,3.68,NOUN,"['K', 'AW1', 'N', 'T', 'D', 'AW2', 'N']"
8942,courier,4.79e-06,3.68,NOUN,"['K', 'ER1', 'IY0', 'ER0']"
8943,danced,4.79e-06,3.68,VERB,"['D', 'AE1', 'N', 'S', 'T']"
8944,decreasing,4.79e-06,3.68,VERB,"['D', 'IH0', 'K', 'R', 'IY1', 'S', 'IH0', 'NG']"
8945,defect,4.79e-06,3.68,VERB,"['D', 'IY1', 'F', 'EH0', 'K', 'T']"
8946,disastrous,4.79e-06,3.68,ADJ,"['D', 'IH0', 'Z', 'AE1', 'S', 'T', 'R', 'AH0', 'S']"
8947,displaying,4.79e-06,3.68,VERB,"['D', 'IH0', 'S', 'P', 'L', 'EY1', 'IH0', 'NG']"
8948,drown,4.79e-06,3.68,VERB,"['D', 'R', 'AW1', 'N']"
8949,drummer,4.79e-06,3.68,NOUN,"['D', 'R', 'AH1', 'M', 'ER0']"
8950,durable,4.79e-06,3.68,ADJ,"['D', 'UH1', 'R', 'AH0', 'B', 'AH0', 'L']"
8951,erik,4.79e-06,3.68,PROPN,"['EH1', 'R', 'IH0', 'K']"
8952,exhibitions,4.79e-06,3.68,NOUN,"['EH2', 'K', 'S', 'AH0', 'B', 'IH1', 'SH', 'AH0', 'N', 'Z']"
8953,exploited,4.79e-06,3.68,VERB,"['EH1', 'K', 'S', 'P', 'L', 'OY2', 'T', 'AH0', 'D']"
8954,extracted,4.79e-06,3.68,VERB,"['IH0', 'K', 'S', 'T', 'R', 'AE1', 'K', 'T', 'AH0', 'D']"
8955,faults,4.79e-06,3.68,NOUN,"['F', 'AO1', 'L', 'T', 'S']"
8956,filipino,4.79e-06,3.68,PROPN,"['F', 'IH2', 'L', 'AH0', 'P', 'IY1', 'N', 'OW0']"
8957,flashing,4.79e-06,3.68,VERB,"['F', 'L', 'AE1', 'SH', 'IH0', 'NG']"
8958,freelance,4.79e-06,3.68,NOUN,"['F', 'R', 'IY1', 'L', 'AE2', 'N', 'S']"
8959,gerard,4.79e-06,3.68,PROPN,"['JH', 'ER0', 'AA1', 'R', 'D']"
8960,gin,4.79e-06,3.68,NOUN,"['JH', 'IH1', 'N']"
8961,girlfriends,4.79e-06,3.68,NOUN,"['G', 'ER1', 'L', 'F', 'R', 'EH2', 'N', 'D', 'Z']"
8962,granting,4.79e-06,3.68,VERB,"['G', 'R', 'AE1', 'N', 'T', 'IH0', 'NG']"
8963,greeting,4.79e-06,3.68,NOUN,"['G', 'R', 'IY1', 'T', 'IH0', 'NG']"
8964,hawaiian,4.79e-06,3.68,ADJ,"['HH', 'AH0', 'W', 'AY1', 'AH0', 'N']"
8965,headaches,4.79e-06,3.68,NOUN,"['HH', 'EH1', 'D', 'EY2', 'K', 'S']"
8966,honeymoon,4.79e-06,3.68,NOUN,"['HH', 'AH1', 'N', 'IY0', 'M', 'UW2', 'N']"
8967,ignition,4.79e-06,3.68,NOUN,"['IH0', 'G', 'N', 'IH1', 'SH', 'AH0', 'N']"
8968,incomes,4.79e-06,3.68,NOUN,"['IH1', 'N', 'K', 'AH2', 'M', 'Z']"
8969,investigative,4.79e-06,3.68,ADJ,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'AH0', 'G', 'EY2', 'T', 'IH0', 'V']"
8970,ir,4.79e-06,3.68,PROPN,['ER1']
8971,jewel,4.79e-06,3.68,NOUN,"['JH', 'UW1', 'AH0', 'L']"
8972,jupiter,4.79e-06,3.68,PROPN,"['JH', 'UW1', 'P', 'AH0', 'T', 'ER0']"
8973,leonardo,4.79e-06,3.68,PROPN,"['L', 'IY2', 'AH0', 'N', 'AA1', 'R', 'D', 'OW0']"
8974,manifest,4.79e-06,3.68,VERB,"['M', 'AE1', 'N', 'AH0', 'F', 'EH2', 'S', 'T']"
8975,marx,4.79e-06,3.68,PROPN,"['M', 'AA1', 'R', 'K', 'S']"
8976,mets,4.79e-06,3.68,NOUN,"['M', 'EH1', 'T', 'S']"
8977,mourinho,4.79e-06,3.68,PROPN,"['M', 'AO0', 'R', 'IY1', 'N', 'OW0']"
8978,navigate,4.79e-06,3.68,VERB,"['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T']"
8979,outreach,4.79e-06,3.68,NOUN,"['AW1', 'T', 'R', 'IY2', 'CH']"
8980,overlooking,4.79e-06,3.68,VERB,"['OW1', 'V', 'ER0', 'L', 'UH2', 'K', 'IH0', 'NG']"
8981,pandemic,4.79e-06,3.68,ADJ,"['P', 'AE0', 'N', 'D', 'EH1', 'M', 'IH0', 'K']"
8982,passages,4.79e-06,3.68,NOUN,"['P', 'AE1', 'S', 'AH0', 'JH', 'AH0', 'Z']"
8983,perceptions,4.79e-06,3.68,NOUN,"['P', 'ER0', 'S', 'EH1', 'P', 'SH', 'AH0', 'N', 'Z']"
8984,perimeter,4.79e-06,3.68,NOUN,"['P', 'ER0', 'IH1', 'M', 'AH0', 'T', 'ER0']"
8985,pike,4.79e-06,3.68,VERB,"['P', 'AY1', 'K']"
8986,piper,4.79e-06,3.68,VERB,"['P', 'AY1', 'P', 'ER0']"
8987,procurement,4.79e-06,3.68,NOUN,"['P', 'R', 'OW0', 'K', 'Y', 'UH1', 'R', 'M', 'AH0', 'N', 'T']"
8988,protector,4.79e-06,3.68,NOUN,"['P', 'R', 'AH0', 'T', 'EH1', 'K', 'T', 'ER0']"
8989,rabbits,4.79e-06,3.68,NOUN,"['R', 'AE1', 'B', 'AH0', 'T', 'S']"
8990,ransom,4.79e-06,3.68,VERB,"['R', 'AE1', 'N', 'S', 'AH0', 'M']"
8991,recruits,4.79e-06,3.68,NOUN,"['R', 'AH0', 'K', 'R', 'UW1', 'T', 'S']"
8992,reel,4.79e-06,3.68,VERB,"['R', 'IY1', 'L']"
8993,refs,4.79e-06,3.68,NOUN,"['R', 'EH1', 'F', 'S']"
8994,reg,4.79e-06,3.68,PROPN,"['R', 'EH1', 'G']"
8995,rehearsal,4.79e-06,3.68,PROPN,"['R', 'IH0', 'HH', 'ER1', 'S', 'AH0', 'L']"
8996,reinforce,4.79e-06,3.68,VERB,"['R', 'IY2', 'IH0', 'N', 'F', 'AO1', 'R', 'S']"
8997,restart,4.79e-06,3.68,VERB,"['R', 'IY0', 'S', 'T', 'AA1', 'R', 'T']"
8998,rigorous,4.79e-06,3.68,ADJ,"['R', 'IH1', 'G', 'ER0', 'AH0', 'S']"
8999,ringing,4.79e-06,3.68,VERB,"['R', 'IH1', 'NG', 'IH0', 'NG']"
9000,rna,4.79e-06,3.68,NOUN,"['R', 'EY1', 'N']"
9001,scarf,4.79e-06,3.68,NOUN,"['S', 'K', 'AA1', 'R', 'F']"
9002,scenery,4.79e-06,3.68,NOUN,"['S', 'IY1', 'N', 'ER0', 'IY0']"
9003,selections,4.79e-06,3.68,NOUN,"['S', 'AH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']"
9004,sensory,4.79e-06,3.68,ADJ,"['S', 'EH1', 'N', 'S', 'ER0', 'IY0']"
9005,shelters,4.79e-06,3.68,NOUN,"['SH', 'EH1', 'L', 'T', 'ER0', 'Z']"
9006,skeptical,4.79e-06,3.68,ADJ,"['S', 'K', 'EH1', 'P', 'T', 'AH0', 'K', 'AH0', 'L']"
9007,sleepy,4.79e-06,3.68,ADJ,"['S', 'L', 'IY1', 'P', 'IY0']"
9008,staple,4.79e-06,3.68,NOUN,"['S', 'T', 'EY1', 'P', 'AH0', 'L']"
9009,steelers,4.79e-06,3.68,PROPN,"['S', 'T', 'IY1', 'L', 'ER0', 'Z']"
9010,stereotypes,4.79e-06,3.68,NOUN,"['S', 'T', 'EH1', 'R', 'IY0', 'AH0', 'T', 'AY2', 'P', 'S']"
9011,stirring,4.79e-06,3.68,VERB,"['S', 'T', 'ER1', 'IH0', 'NG']"
9012,strand,4.79e-06,3.68,NOUN,"['S', 'T', 'R', 'AE1', 'N', 'D']"
9013,stunned,4.79e-06,3.68,VERB,"['S', 'T', 'AH1', 'N', 'D']"
9014,suppression,4.79e-06,3.68,NOUN,"['S', 'AH0', 'P', 'R', 'EH1', 'SH', 'AH0', 'N']"
9015,sushi,4.79e-06,3.68,PROPN,"['S', 'UW1', 'SH', 'IY0']"
9016,suspend,4.79e-06,3.68,VERB,"['S', 'AH0', 'S', 'P', 'EH1', 'N', 'D']"
9017,tails,4.79e-06,3.68,NOUN,"['T', 'EY1', 'L', 'Z']"
9018,theatrical,4.79e-06,3.68,ADJ,"['TH', 'IY0', 'AE1', 'T', 'R', 'IH0', 'K', 'AH0', 'L']"
9019,travellers,4.79e-06,3.68,NOUN,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'ER0', 'Z']"
9020,trustee,4.79e-06,3.68,NOUN,"['T', 'R', 'AH2', 'S', 'T', 'IY1']"
9021,turnout,4.79e-06,3.68,PROPN,"['T', 'ER1', 'N', 'AW2', 'T']"
9022,unanimous,4.79e-06,3.68,ADJ,"['Y', 'UW0', 'N', 'AE1', 'N', 'AH0', 'M', 'AH0', 'S']"
9023,unpredictable,4.79e-06,3.68,ADJ,"['AH2', 'N', 'P', 'R', 'IH0', 'D', 'IH1', 'K', 'T', 'AH0', 'B', 'AH0', 'L']"
9024,urging,4.79e-06,3.68,VERB,"['ER1', 'JH', 'IH0', 'NG']"
9025,validation,4.79e-06,3.68,NOUN,"['V', 'AE2', 'L', 'AH0', 'D', 'EY1', 'SH', 'AH0', 'N']"
9026,verizon,4.79e-06,3.68,PROPN,"['V', 'EH1', 'R', 'IH0', 'Z', 'AA0', 'N']"
9027,visually,4.79e-06,3.68,ADV,"['V', 'IH1', 'ZH', 'W', 'AH0', 'L', 'IY0']"
9028,waits,4.79e-06,3.68,VERB,"['W', 'EY1', 'T', 'S']"
