,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
7849,polo,5.89e-06,3.77,PROPN,"['P', 'OW1', 'L', 'OW0']"
7850,proclaimed,5.89e-06,3.77,VERB,"['P', 'R', 'OW0', 'K', 'L', 'EY1', 'M', 'D']"
7851,prohibition,5.89e-06,3.77,NOUN,"['P', 'R', 'OW2', 'AH0', 'B', 'IH1', 'SH', 'AH0', 'N']"
7852,recognizing,5.89e-06,3.77,VERB,"['R', 'EH1', 'K', 'AH0', 'G', 'N', 'AY2', 'Z', 'IH0', 'NG']"
7853,recommends,5.89e-06,3.77,VERB,"['R', 'EH2', 'K', 'AH0', 'M', 'EH1', 'N', 'D', 'Z']"
7854,registry,5.89e-06,3.77,NOUN,"['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'R', 'IY0']"
7855,relieve,5.89e-06,3.77,VERB,"['R', 'IH0', 'L', 'IY1', 'V']"
7856,remarkably,5.89e-06,3.77,ADV,"['R', 'IH0', 'M', 'AA1', 'R', 'K', 'AH0', 'B', 'L', 'IY0']"
7857,repaired,5.89e-06,3.77,VERB,"['R', 'IH0', 'P', 'EH1', 'R', 'D']"
7858,sandwiches,5.89e-06,3.77,NOUN,"['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH', 'IH0', 'Z']"
7859,satellites,5.89e-06,3.77,NOUN,"['S', 'AE1', 'T', 'AH0', 'L', 'AY2', 'T', 'S']"
7860,scar,5.89e-06,3.77,NOUN,"['S', 'K', 'AA1', 'R']"
7861,scouts,5.89e-06,3.77,NOUN,"['S', 'K', 'AW1', 'T', 'S']"
7862,scripture,5.89e-06,3.77,NOUN,"['S', 'K', 'R', 'IH1', 'P', 'CH', 'ER0']"
7863,seminar,5.89e-06,3.77,NOUN,"['S', 'EH1', 'M', 'AH0', 'N', 'AA2', 'R']"
7864,shores,5.89e-06,3.77,NOUN,"['SH', 'AO1', 'R', 'Z']"
7865,silva,5.89e-06,3.77,PROPN,"['S', 'IH1', 'L', 'V', 'AH0']"
7866,simplicity,5.89e-06,3.77,NOUN,"['S', 'IH0', 'M', 'P', 'L', 'IH1', 'S', 'AH0', 'T', 'IY0']"
7867,slightest,5.89e-06,3.77,VERB,"['S', 'L', 'AY1', 'T', 'AH0', 'S', 'T']"
7868,softly,5.89e-06,3.77,ADV,"['S', 'AO1', 'F', 'T', 'L', 'IY0']"
7869,starbucks,5.89e-06,3.77,PROPN,"['S', 'T', 'AA1', 'R', 'B', 'AH2', 'K', 'S']"
7870,stereo,5.89e-06,3.77,NOUN,"['S', 'T', 'EH1', 'R', 'IY0', 'OW2']"
7871,supplements,5.89e-06,3.77,NOUN,"['S', 'AH1', 'P', 'L', 'AH0', 'M', 'AH0', 'N', 'T', 'S']"
7872,surrey,5.89e-06,3.77,PROPN,"['S', 'ER1', 'IY0']"
7873,sustainability,5.89e-06,3.77,NOUN,"['S', 'AH0', 'S', 'T', 'EY2', 'N', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']"
7874,symphony,5.89e-06,3.77,NOUN,"['S', 'IH1', 'M', 'F', 'AH0', 'N', 'IY0']"
7875,tesla,5.89e-06,3.77,PROPN,"['T', 'EH1', 'S', 'L', 'AH0']"
7876,textbook,5.89e-06,3.77,NOUN,"['T', 'EH1', 'K', 'S', 'T', 'B', 'UH2', 'K']"
7877,theological,5.89e-06,3.77,ADJ,"['TH', 'IY2', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']"
7878,undercover,5.89e-06,3.77,ADJ,"['AH2', 'N', 'D', 'ER0', 'K', 'AH1', 'V', 'ER0']"
7879,valentine,5.89e-06,3.77,PROPN,"['V', 'AE1', 'L', 'AH0', 'N', 'T', 'AY2', 'N']"
7880,vegetation,5.89e-06,3.77,NOUN,"['V', 'EH2', 'JH', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']"
7881,vendors,5.89e-06,3.77,NOUN,"['V', 'EH1', 'N', 'D', 'ER0', 'Z']"
7882,viewer,5.89e-06,3.77,VERB,"['V', 'Y', 'UW1', 'ER0']"
7883,webb,5.89e-06,3.77,PROPN,"['W', 'EH1', 'B']"
7884,welcoming,5.89e-06,3.77,VERB,"['W', 'EH1', 'L', 'K', 'AH0', 'M', 'IH0', 'NG']"
7885,wheeler,5.89e-06,3.77,NOUN,"['W', 'IY1', 'L', 'ER0']"
7886,worm,5.89e-06,3.77,NOUN,"['W', 'ER1', 'M']"
7887,zombies,5.89e-06,3.77,NOUN,"['Z', 'AA1', 'M', 'B', 'IY0', 'Z']"
7888,accountant,5.75e-06,3.76,NOUN,"['AH0', 'K', 'AW1', 'N', 'T', 'AH0', 'N', 'T']"
7889,activate,5.75e-06,3.76,VERB,"['AE1', 'K', 'T', 'AH0', 'V', 'EY2', 'T']"
7890,admissions,5.75e-06,3.76,NOUN,"['AE0', 'D', 'M', 'IH1', 'SH', 'AH0', 'N', 'Z']"
7891,amusing,5.75e-06,3.76,ADJ,"['AH0', 'M', 'Y', 'UW1', 'Z', 'IH0', 'NG']"
7892,arabs,5.75e-06,3.76,PROPN,"['AE1', 'R', 'AH0', 'B', 'Z']"
7893,betrayed,5.75e-06,3.76,VERB,"['B', 'IH0', 'T', 'R', 'EY1', 'D']"
7894,biased,5.75e-06,3.76,ADJ,"['B', 'AY1', 'AH0', 'S', 'T']"
7895,bloggers,5.75e-06,3.76,NOUN,"['B', 'L', 'AA1', 'G', 'ER0', 'Z']"
7896,bypass,5.75e-06,3.76,VERB,"['B', 'AY1', 'P', 'AE2', 'S']"
7897,cancellation,5.75e-06,3.76,NOUN,"['K', 'AE2', 'N', 'S', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']"
7898,cane,5.75e-06,3.76,NOUN,"['K', 'EY1', 'N']"
7899,capturing,5.75e-06,3.76,VERB,"['K', 'AE1', 'P', 'CH', 'ER0', 'IH0', 'NG']"
7900,cedar,5.75e-06,3.76,NOUN,"['S', 'IY1', 'D', 'ER0']"
7901,celebrates,5.75e-06,3.76,VERB,"['S', 'EH1', 'L', 'AH0', 'B', 'R', 'EY2', 'T', 'S']"
7902,concludes,5.75e-06,3.76,VERB,"['K', 'AH0', 'N', 'K', 'L', 'UW1', 'D', 'Z']"
7903,cons,5.75e-06,3.76,NOUN,"['K', 'AA1', 'N', 'Z']"
7904,corpse,5.75e-06,3.76,NOUN,"['K', 'AO1', 'R', 'P', 'S']"
7905,crab,5.75e-06,3.76,NOUN,"['K', 'R', 'AE1', 'B']"
7906,cruelty,5.75e-06,3.76,NOUN,"['K', 'R', 'UW1', 'L', 'T', 'IY0']"
7907,darwin,5.75e-06,3.76,PROPN,"['D', 'AA1', 'R', 'W', 'IH0', 'N']"
7908,dawson,5.75e-06,3.76,PROPN,"['D', 'AO1', 'S', 'AH0', 'N']"
7909,decorations,5.75e-06,3.76,NOUN,"['D', 'EH2', 'K', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']"
7910,dementia,5.75e-06,3.76,NOUN,"['D', 'IH0', 'M', 'EH1', 'N', 'SH', 'IY0', 'AH0']"
7911,demonstrating,5.75e-06,3.76,VERB,"['D', 'EH1', 'M', 'AH0', 'N', 'S', 'T', 'R', 'EY2', 'T', 'IH0', 'NG']"
7912,designation,5.75e-06,3.76,NOUN,"['D', 'EH2', 'Z', 'AH0', 'G', 'N', 'EY1', 'SH', 'AH0', 'N']"
7913,dev,5.75e-06,3.76,NOUN,"['D', 'EH1', 'V']"
7914,dice,5.75e-06,3.76,PROPN,"['D', 'AY1', 'S']"
7915,diploma,5.75e-06,3.76,NOUN,"['D', 'IH0', 'P', 'L', 'OW1', 'M', 'AH0']"
7916,disasters,5.75e-06,3.76,NOUN,"['D', 'IH0', 'Z', 'AE1', 'S', 'T', 'ER0', 'Z']"
7917,dispatch,5.75e-06,3.76,VERB,"['D', 'IH0', 'S', 'P', 'AE1', 'CH']"
7918,dots,5.75e-06,3.76,NOUN,"['D', 'AA1', 'T', 'S']"
7919,duchess,5.75e-06,3.76,NOUN,"['D', 'AH1', 'CH', 'AH0', 'S']"
7920,dunno,5.75e-06,3.76,VERB,"['D', 'AH0', 'N', 'OW1']"
7921,economists,5.75e-06,3.76,NOUN,"['IH0', 'K', 'AA1', 'N', 'AH0', 'M', 'IH0', 'S', 'T', 'S']"
7922,eds,5.75e-06,3.76,NOUN,"['EH1', 'D', 'Z']"
7923,elders,5.75e-06,3.76,NOUN,"['EH1', 'L', 'D', 'ER0', 'Z']"
7924,exceeded,5.75e-06,3.76,VERB,"['IH0', 'K', 'S', 'IY1', 'D', 'AH0', 'D']"
7925,explanations,5.75e-06,3.76,NOUN,"['EH2', 'K', 'S', 'P', 'L', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N', 'Z']"
7926,factions,5.75e-06,3.76,NOUN,"['F', 'AE1', 'K', 'SH', 'AH0', 'N', 'Z']"
7927,foil,5.75e-06,3.76,NOUN,"['F', 'OY1', 'L']"
7928,formats,5.75e-06,3.76,NOUN,"['F', 'AO1', 'R', 'M', 'AE2', 'T', 'S']"
7929,freddie,5.75e-06,3.76,PROPN,"['F', 'R', 'EH1', 'D', 'IY0']"
7930,gardner,5.75e-06,3.76,NOUN,"['G', 'AA1', 'R', 'D', 'N', 'ER0']"
7931,geology,5.75e-06,3.76,NOUN,"['JH', 'IY0', 'AA1', 'L', 'AH0', 'JH', 'IY0']"
7932,gerald,5.75e-06,3.76,PROPN,"['JH', 'EH1', 'R', 'AH0', 'L', 'D']"
7933,gram,5.75e-06,3.76,NOUN,"['G', 'R', 'AE1', 'M']"
7934,greene,5.75e-06,3.76,PROPN,"['G', 'R', 'IY1', 'N']"
7935,heath,5.75e-06,3.76,PROPN,"['HH', 'IY1', 'TH']"
7936,heavenly,5.75e-06,3.76,ADJ,"['HH', 'EH1', 'V', 'AH0', 'N', 'L', 'IY0']"
7937,hormones,5.75e-06,3.76,NOUN,"['HH', 'AO1', 'R', 'M', 'OW2', 'N', 'Z']"
7938,horrific,5.75e-06,3.76,ADJ,"['HH', 'AO0', 'R', 'IH1', 'F', 'IH0', 'K']"
7939,hugo,5.75e-06,3.76,PROPN,"['HH', 'Y', 'UW1', 'G', 'OW0']"
7940,infants,5.75e-06,3.76,NOUN,"['IH1', 'N', 'F', 'AH0', 'N', 'T', 'S']"
7941,insect,5.75e-06,3.76,VERB,"['IH1', 'N', 'S', 'EH2', 'K', 'T']"
7942,iris,5.75e-06,3.76,NOUN,"['AY1', 'R', 'AH0', 'S']"
7943,issuing,5.75e-06,3.76,VERB,"['IH1', 'SH', 'UW0', 'IH0', 'NG']"
7944,lifts,5.75e-06,3.76,VERB,"['L', 'IH1', 'F', 'T', 'S']"
7945,logging,5.75e-06,3.76,VERB,"['L', 'AO1', 'G', 'IH0', 'NG']"
7946,lookin,5.75e-06,3.76,NOUN,"['L', 'UH1', 'K', 'IH0', 'N']"
7947,maurice,5.75e-06,3.76,PROPN,"['M', 'AO0', 'R', 'IY1', 'S']"
7948,medications,5.75e-06,3.76,NOUN,"['M', 'EH2', 'D', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']"
7949,mentality,5.75e-06,3.76,NOUN,"['M', 'EH0', 'N', 'T', 'AE1', 'L', 'AH0', 'T', 'IY0']"
7950,metre,5.75e-06,3.76,NOUN,"['M', 'EH1', 'T', 'R', 'EY2']"
7951,minecraft,5.75e-06,3.76,PROPN,"['M', 'AY1', 'N', 'K', 'R', 'AE2', 'F', 'T']"
7952,miracles,5.75e-06,3.76,NOUN,"['M', 'IH1', 'R', 'AH0', 'K', 'AH0', 'L', 'Z']"
7953,nascar,5.75e-06,3.76,PROPN,"['N', 'AE1', 'S', 'K', 'AA2', 'R']"
7954,neural,5.75e-06,3.76,ADJ,"['N', 'UH1', 'R', 'AH0', 'L']"
7955,nineteenth,5.75e-06,3.76,NOUN,"['N', 'AY1', 'N', 'T', 'IY1', 'N', 'TH']"
7956,nitrogen,5.75e-06,3.76,NOUN,"['N', 'AY1', 'T', 'R', 'AH0', 'JH', 'AH0', 'N']"
7957,norms,5.75e-06,3.76,NOUN,"['N', 'AO1', 'R', 'M', 'Z']"
7958,oceans,5.75e-06,3.76,NOUN,"['OW1', 'SH', 'AH0', 'N', 'Z']"
7959,ooh,5.75e-06,3.76,INTJ,['UW1']
7960,patricia,5.75e-06,3.76,PROPN,"['P', 'AH0', 'T', 'R', 'IH1', 'SH', 'AH0']"
7961,paulo,5.75e-06,3.76,PROPN,"['P', 'AO1', 'L', 'OW0']"
7962,phenomenal,5.75e-06,3.76,ADJ,"['F', 'AH0', 'N', 'AA1', 'M', 'AH0', 'N', 'AH0', 'L']"
7963,photographic,5.75e-06,3.76,NOUN,"['F', 'OW2', 'T', 'AH0', 'G', 'R', 'AE1', 'F', 'IH0', 'K']"
7964,pinch,5.75e-06,3.76,VERB,"['P', 'IH1', 'N', 'CH']"
7965,ping,5.75e-06,3.76,VERB,"['P', 'IH1', 'NG']"
7966,polished,5.75e-06,3.76,ADJ,"['P', 'AA1', 'L', 'IH0', 'SH', 'T']"
7967,pots,5.75e-06,3.76,NOUN,"['P', 'AA1', 'T', 'S']"
7968,predictable,5.75e-06,3.76,ADJ,"['P', 'R', 'IH0', 'D', 'IH1', 'K', 'T', 'AH0', 'B', 'AH0', 'L']"
7969,privileges,5.75e-06,3.76,NOUN,"['P', 'R', 'IH1', 'V', 'L', 'AH0', 'JH', 'AH0', 'Z']"
7970,prix,5.75e-06,3.76,PROPN,"['P', 'R', 'IY1']"
7971,professionally,5.75e-06,3.76,ADV,"['P', 'R', 'AH0', 'F', 'EH1', 'SH', 'AH0', 'N', 'AH0', 'L', 'IY0']"
7972,protesting,5.75e-06,3.76,VERB,"['P', 'R', 'AH0', 'T', 'EH1', 'S', 'T', 'IH0', 'NG']"
7973,protocols,5.75e-06,3.76,NOUN,"['P', 'R', 'OW1', 'T', 'AH0', 'K', 'AO2', 'L', 'Z']"
7974,pushes,5.75e-06,3.76,VERB,"['P', 'UH1', 'SH', 'AH0', 'Z']"
7975,queer,5.75e-06,3.76,ADJ,"['K', 'W', 'IH1', 'R']"
7976,rebounds,5.75e-06,3.76,VERB,"['R', 'IY1', 'B', 'AW0', 'N', 'D', 'Z']"
7977,reckon,5.75e-06,3.76,VERB,"['R', 'EH1', 'K', 'AH0', 'N']"
7978,recycling,5.75e-06,3.76,VERB,"['R', 'IY0', 'S', 'AY1', 'K', 'AH0', 'L', 'IH0', 'NG']"
7979,restriction,5.75e-06,3.76,NOUN,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'SH', 'AH0', 'N']"
7980,resurrection,5.75e-06,3.76,NOUN,"['R', 'EH2', 'Z', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N']"
7981,rover,5.75e-06,3.76,PROPN,"['R', 'OW1', 'V', 'ER0']"
7982,scars,5.75e-06,3.76,NOUN,"['S', 'K', 'AA1', 'R', 'Z']"
7983,shannon,5.75e-06,3.76,PROPN,"['SH', 'AE1', 'N', 'AH0', 'N']"
7984,shelves,5.75e-06,3.76,NOUN,"['SH', 'EH1', 'L', 'V', 'Z']"
7985,shipment,5.75e-06,3.76,NOUN,"['SH', 'IH1', 'P', 'M', 'AH0', 'N', 'T']"
7986,slut,5.75e-06,3.76,VERB,"['S', 'L', 'AH1', 'T']"
7987,sparks,5.75e-06,3.76,VERB,"['S', 'P', 'AA1', 'R', 'K', 'S']"
7988,spatial,5.75e-06,3.76,ADJ,"['S', 'P', 'EY1', 'SH', 'AH0', 'L']"
7989,stainless,5.75e-06,3.76,ADJ,"['S', 'T', 'EY1', 'N', 'L', 'AH0', 'S']"
7990,statutory,5.75e-06,3.76,ADJ,"['S', 'T', 'AE1', 'CH', 'AH0', 'T', 'AO2', 'R', 'IY0']"
7991,stellar,5.75e-06,3.76,ADJ,"['S', 'T', 'EH1', 'L', 'ER0']"
7992,stockholm,5.75e-06,3.76,PROPN,"['S', 'T', 'AA1', 'K', 'HH', 'OW2', 'L', 'M']"
7993,stripes,5.75e-06,3.76,NOUN,"['S', 'T', 'R', 'AY1', 'P', 'S']"
7994,summoned,5.75e-06,3.76,VERB,"['S', 'AH1', 'M', 'AH0', 'N', 'D']"
7995,swords,5.75e-06,3.76,NOUN,"['S', 'AO1', 'R', 'D', 'Z']"
7996,syrup,5.75e-06,3.76,VERB,"['S', 'ER1', 'AH0', 'P']"
7997,tackles,5.75e-06,3.76,NOUN,"['T', 'AE1', 'K', 'AH0', 'L', 'Z']"
7998,tamil,5.75e-06,3.76,PROPN,"['T', 'AH0', 'M', 'IH1', 'L']"
7999,tapping,5.75e-06,3.76,VERB,"['T', 'AE1', 'P', 'IH0', 'NG']"
8000,teachings,5.75e-06,3.76,NOUN,"['T', 'IY1', 'CH', 'IH0', 'NG', 'Z']"
8001,tightly,5.75e-06,3.76,ADV,"['T', 'AY1', 'T', 'L', 'IY0']"
8002,tones,5.75e-06,3.76,NOUN,"['T', 'OW1', 'N', 'Z']"
8003,tories,5.75e-06,3.76,PROPN,"['T', 'AO1', 'R', 'IY0', 'Z']"
8004,transplant,5.75e-06,3.76,NOUN,"['T', 'R', 'AE1', 'N', 'S', 'P', 'L', 'AE0', 'N', 'T']"
8005,traps,5.75e-06,3.76,NOUN,"['T', 'R', 'AE1', 'P', 'S']"
8006,tu,5.75e-06,3.76,PROPN,"['T', 'UW1']"
8007,turf,5.75e-06,3.76,NOUN,"['T', 'ER1', 'F']"
8008,username,5.75e-06,3.76,PROPN,"['Y', 'UW1', 'S', 'ER0', 'N', 'EY2', 'M']"
8009,vaccines,5.75e-06,3.76,NOUN,"['V', 'AE2', 'K', 'S', 'IY1', 'N', 'Z']"
8010,veins,5.75e-06,3.76,NOUN,"['V', 'EY1', 'N', 'Z']"
8011,visions,5.75e-06,3.76,NOUN,"['V', 'IH1', 'ZH', 'AH0', 'N', 'Z']"
8012,voiced,5.75e-06,3.76,VERB,"['V', 'OY1', 'S', 'T']"
8013,volcano,5.75e-06,3.76,NOUN,"['V', 'AA0', 'L', 'K', 'EY1', 'N', 'OW0']"
8014,webster,5.75e-06,3.76,PROPN,"['W', 'EH1', 'B', 'S', 'T', 'ER0']"
8015,weddings,5.75e-06,3.76,NOUN,"['W', 'EH1', 'D', 'IH0', 'NG', 'Z']"
8016,yelled,5.75e-06,3.76,VERB,"['Y', 'EH1', 'L', 'D']"
8017,zach,5.75e-06,3.76,PROPN,"['Z', 'AE1', 'K']"
8018,accelerated,5.62e-06,3.75,VERB,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'EY2', 'T', 'IH0', 'D']"
8019,accomplishments,5.62e-06,3.75,NOUN,"['AH0', 'K', 'AA1', 'M', 'P', 'L', 'IH0', 'SH', 'M', 'AH0', 'N', 'T', 'S']"
8020,advertised,5.62e-06,3.75,VERB,"['AE1', 'D', 'V', 'ER0', 'T', 'AY2', 'Z', 'D']"
8021,advertisements,5.62e-06,3.75,NOUN,"['AE1', 'D', 'V', 'ER0', 'T', 'AY2', 'Z', 'M', 'AH0', 'N', 'T', 'S']"
8022,ark,5.62e-06,3.75,PROPN,"['AA1', 'R', 'K']"
8023,armour,5.62e-06,3.75,PROPN,"['AA1', 'R', 'M', 'ER0']"
8024,assaulted,5.62e-06,3.75,VERB,"['AH0', 'S', 'AO1', 'L', 'T', 'IH0', 'D']"
8025,atoms,5.62e-06,3.75,NOUN,"['AE1', 'T', 'AH0', 'M', 'Z']"
8026,attach,5.62e-06,3.75,VERB,"['AH0', 'T', 'AE1', 'CH']"
8027,awaiting,5.62e-06,3.75,VERB,"['AH0', 'W', 'EY1', 'T', 'IH0', 'NG']"
8028,bayern,5.62e-06,3.75,PROPN,"['B', 'EY1', 'ER0', 'N']"
8029,bind,5.62e-06,3.75,VERB,"['B', 'AY1', 'N', 'D']"
8030,blessings,5.62e-06,3.75,NOUN,"['B', 'L', 'EH1', 'S', 'IH0', 'NG', 'Z']"
8031,blu,5.62e-06,3.75,PROPN,"['B', 'L', 'UW1']"
8032,bluetooth,5.62e-06,3.75,PROPN,"['B', 'L', 'UW1', 'T', 'UW2', 'TH']"
8033,boiling,5.62e-06,3.75,VERB,"['B', 'OY1', 'L', 'IH0', 'NG']"
8034,borrowing,5.62e-06,3.75,VERB,"['B', 'AA1', 'R', 'OW0', 'IH0', 'NG']"
8035,bowls,5.62e-06,3.75,NOUN,"['B', 'OW1', 'L', 'Z']"
8036,bradford,5.62e-06,3.75,PROPN,"['B', 'R', 'AE1', 'D', 'F', 'ER0', 'D']"
8037,bum,5.62e-06,3.75,NOUN,"['B', 'AH1', 'M']"
8038,butcher,5.62e-06,3.75,NOUN,"['B', 'UH1', 'CH', 'ER0']"
8039,café,5.62e-06,3.75,NOUN,"['K', 'AH0', 'F', 'EY1']"
8040,chandler,5.62e-06,3.75,PROPN,"['CH', 'AE1', 'N', 'D', 'L', 'ER0']"
8041,cheapest,5.62e-06,3.75,ADJ,"['CH', 'IY1', 'P', 'AH0', 'S', 'T']"
8042,chloe,5.62e-06,3.75,PROPN,"['K', 'L', 'OW1', 'IY0']"
8043,communists,5.62e-06,3.75,NOUN,"['K', 'AA1', 'M', 'Y', 'AH0', 'N', 'AH0', 'S', 'T', 'S']"
8044,compares,5.62e-06,3.75,VERB,"['K', 'AH0', 'M', 'P', 'EH1', 'R', 'Z']"
8045,conception,5.62e-06,3.75,NOUN,"['K', 'AH0', 'N', 'S', 'EH1', 'P', 'SH', 'AH0', 'N']"
8046,congo,5.62e-06,3.75,PROPN,"['K', 'AA1', 'NG', 'G', 'OW0']"
8047,cue,5.62e-06,3.75,NOUN,"['K', 'Y', 'UW1']"
8048,deed,5.62e-06,3.75,NOUN,"['D', 'IY1', 'D']"
8049,disciplinary,5.62e-06,3.75,ADJ,"['D', 'IH1', 'S', 'AH0', 'P', 'L', 'AH0', 'N', 'EH2', 'R', 'IY0']"
8050,dreamed,5.62e-06,3.75,VERB,"['D', 'R', 'IY1', 'M', 'D']"
8051,dwarf,5.62e-06,3.75,VERB,"['D', 'W', 'AO1', 'R', 'F']"
8052,eighty,5.62e-06,3.75,NUM,"['EY1', 'T', 'IY0']"
8053,elena,5.62e-06,3.75,PROPN,"['EH1', 'L', 'AH0', 'N', 'AH0']"
8054,enlisted,5.62e-06,3.75,VERB,"['EH0', 'N', 'L', 'IH1', 'S', 'T', 'IH0', 'D']"
8055,eyebrows,5.62e-06,3.75,NOUN,"['AY1', 'B', 'R', 'AW2', 'Z']"
8056,finite,5.62e-06,3.75,ADJ,"['F', 'AY1', 'N', 'AY2', 'T']"
8057,flagship,5.62e-06,3.75,NOUN,"['F', 'L', 'AE1', 'G', 'SH', 'IH2', 'P']"
8058,forthcoming,5.62e-06,3.75,VERB,"['F', 'AO1', 'R', 'TH', 'K', 'AH1', 'M', 'IH0', 'NG']"
8059,gallon,5.62e-06,3.75,NOUN,"['G', 'AE1', 'L', 'AH0', 'N']"
8060,glowing,5.62e-06,3.75,VERB,"['G', 'L', 'OW1', 'IH0', 'NG']"
8061,glucose,5.62e-06,3.75,NOUN,"['G', 'L', 'UW1', 'K', 'OW2', 'S']"
8062,gore,5.62e-06,3.75,PROPN,"['G', 'AO1', 'R']"
8063,govt,5.62e-06,3.75,NOUN,"['G', 'AH1', 'V', 'T']"
8064,gown,5.62e-06,3.75,NOUN,"['G', 'AW1', 'N']"
8065,greedy,5.62e-06,3.75,ADJ,"['G', 'R', 'IY1', 'D', 'IY0']"
8066,halo,5.62e-06,3.75,NOUN,"['HH', 'EY1', 'L', 'OW0']"
8067,hilton,5.62e-06,3.75,PROPN,"['HH', 'IH1', 'L', 'T', 'AH0', 'N']"
8068,ideally,5.62e-06,3.75,ADV,"['AY0', 'D', 'IY1', 'L', 'IY0']"
8069,identifies,5.62e-06,3.75,VERB,"['AY0', 'D', 'EH1', 'N', 'T', 'AH0', 'F', 'AY2', 'Z']"
8070,improves,5.62e-06,3.75,VERB,"['IH0', 'M', 'P', 'R', 'UW1', 'V', 'Z']"
8071,infamous,5.62e-06,3.75,ADJ,"['IH1', 'N', 'F', 'AH0', 'M', 'AH0', 'S']"
8072,internally,5.62e-06,3.75,ADV,"['IH0', 'N', 'T', 'ER1', 'N', 'AH0', 'L', 'IY0']"
8073,kashmir,5.62e-06,3.75,PROPN,"['K', 'AE1', 'SH', 'M', 'IH0', 'R']"
8074,knox,5.62e-06,3.75,PROPN,"['N', 'AA1', 'K', 'S']"
8075,lateral,5.62e-06,3.75,ADJ,"['L', 'AE1', 'T', 'ER0', 'AH0', 'L']"
8076,leigh,5.62e-06,3.75,PROPN,"['L', 'IY1']"
8077,lib,5.62e-06,3.75,NOUN,"['L', 'IH1', 'B']"
8078,lifelong,5.62e-06,3.75,ADJ,"['L', 'AY1', 'F', 'L', 'AO1', 'NG']"
8079,limestone,5.62e-06,3.75,NOUN,"['L', 'AY1', 'M', 'S', 'T', 'OW2', 'N']"
8080,liner,5.62e-06,3.75,NOUN,"['L', 'AY1', 'N', 'ER0']"
8081,majors,5.62e-06,3.75,NOUN,"['M', 'EY1', 'JH', 'ER0', 'Z']"
8082,marched,5.62e-06,3.75,VERB,"['M', 'AA1', 'R', 'CH', 'T']"
8083,marrying,5.62e-06,3.75,VERB,"['M', 'EH1', 'R', 'IY0', 'IH0', 'NG']"
8084,maths,5.62e-06,3.75,PROPN,"['M', 'AE1', 'TH', 'S']"
8085,memes,5.62e-06,3.75,NOUN,"['M', 'EH1', 'M', 'Z']"
8086,merge,5.62e-06,3.75,VERB,"['M', 'ER1', 'JH']"
8087,mesh,5.62e-06,3.75,PROPN,"['M', 'EH1', 'SH']"
8088,migrant,5.62e-06,3.75,NOUN,"['M', 'AY1', 'G', 'R', 'AH0', 'N', 'T']"
8089,mohammed,5.62e-06,3.75,PROPN,"['M', 'OW0', 'HH', 'AE1', 'M', 'IH0', 'D']"
8090,monitored,5.62e-06,3.75,VERB,"['M', 'AA1', 'N', 'AH0', 'T', 'ER0', 'D']"
8091,moron,5.62e-06,3.75,NOUN,"['M', 'AO1', 'R', 'AA2', 'N']"
8092,mortar,5.62e-06,3.75,NOUN,"['M', 'AO1', 'R', 'T', 'ER0']"
8093,myths,5.62e-06,3.75,NOUN,"['M', 'IH1', 'TH', 'S']"
8094,naive,5.62e-06,3.75,ADJ,"['N', 'AY2', 'IY1', 'V']"
8095,noises,5.62e-06,3.75,NOUN,"['N', 'OY1', 'Z', 'IH0', 'Z']"
8096,norton,5.62e-06,3.75,PROPN,"['N', 'AO1', 'R', 'T', 'AH0', 'N']"
8097,observing,5.62e-06,3.75,VERB,"['AH0', 'B', 'Z', 'ER1', 'V', 'IH0', 'NG']"
8098,opted,5.62e-06,3.75,VERB,"['AA1', 'P', 'T', 'IH0', 'D']"
8099,palestinians,5.62e-06,3.75,PROPN,"['P', 'AE2', 'L', 'IH0', 'S', 'T', 'IH1', 'N', 'IY0', 'AH0', 'N', 'Z']"
8100,paula,5.62e-06,3.75,PROPN,"['P', 'AO1', 'L', 'AH0']"
8101,paypal,5.62e-06,3.75,PROPN,"['P', 'EY1', 'P', 'AH0', 'L']"
8102,pedro,5.62e-06,3.75,PROPN,"['P', 'EY1', 'D', 'R', 'OW0']"
8103,pens,5.62e-06,3.75,NOUN,"['P', 'EH1', 'N', 'Z']"
8104,perfume,5.62e-06,3.75,NOUN,"['P', 'ER1', 'F', 'Y', 'UW0', 'M']"
8105,pitching,5.62e-06,3.75,VERB,"['P', 'IH1', 'CH', 'IH0', 'NG']"
8106,premiums,5.62e-06,3.75,NOUN,"['P', 'R', 'IY1', 'M', 'IY0', 'AH0', 'M', 'Z']"
8107,prestige,5.62e-06,3.75,NOUN,"['P', 'R', 'EH0', 'S', 'T', 'IY1', 'ZH']"
