,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
3528,opera,1.86e-05,4.27,NOUN,"['AA1', 'P', 'R', 'AH0']"
3529,overcome,1.86e-05,4.27,VERB,"['OW1', 'V', 'ER0', 'K', 'AH2', 'M']"
3530,parallel,1.86e-05,4.27,ADJ,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L']"
3531,passage,1.86e-05,4.27,NOUN,"['P', 'AE1', 'S', 'AH0', 'JH']"
3532,pit,1.86e-05,4.27,NOUN,"['P', 'IH1', 'T']"
3533,psychological,1.86e-05,4.27,ADJ,"['S', 'AY2', 'K', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']"
3534,publications,1.86e-05,4.27,NOUN,"['P', 'AH2', 'B', 'L', 'IH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']"
3535,quest,1.86e-05,4.27,PROPN,"['K', 'W', 'EH1', 'S', 'T']"
3536,shocked,1.86e-05,4.27,VERB,"['SH', 'AA1', 'K', 'T']"
3537,sized,1.86e-05,4.27,ADJ,"['S', 'AY1', 'Z', 'D']"
3538,stroke,1.86e-05,4.27,INTJ,"['S', 'T', 'R', 'OW1', 'K']"
3539,tanks,1.86e-05,4.27,NOUN,"['T', 'AE1', 'NG', 'K', 'S']"
3540,tokyo,1.86e-05,4.27,PROPN,"['T', 'OW1', 'K', 'IY0', 'OW2']"
3541,topics,1.86e-05,4.27,NOUN,"['T', 'AA1', 'P', 'IH0', 'K', 'S']"
3542,trains,1.86e-05,4.27,NOUN,"['T', 'R', 'EY1', 'N', 'Z']"
3543,traveling,1.86e-05,4.27,VERB,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'IH0', 'NG']"
3544,tune,1.86e-05,4.27,NOUN,"['T', 'UW1', 'N']"
3545,vessel,1.86e-05,4.27,NOUN,"['V', 'EH1', 'S', 'AH0', 'L']"
3546,wherever,1.86e-05,4.27,SCONJ,"['W', 'EH0', 'R', 'EH1', 'V', 'ER0']"
3547,acquisition,1.82e-05,4.26,NOUN,"['AE2', 'K', 'W', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']"
3548,addressed,1.82e-05,4.26,VERB,"['AH0', 'D', 'R', 'EH1', 'S', 'T']"
3549,alabama,1.82e-05,4.26,PROPN,"['AE2', 'L', 'AH0', 'B', 'AE1', 'M', 'AH0']"
3550,alice,1.82e-05,4.26,PROPN,"['AE1', 'L', 'AH0', 'S']"
3551,angels,1.82e-05,4.26,NOUN,"['EY1', 'N', 'JH', 'AH0', 'L', 'Z']"
3552,anime,1.82e-05,4.26,NOUN,"['AE1', 'N', 'IH0', 'M']"
3553,announce,1.82e-05,4.26,VERB,"['AH0', 'N', 'AW1', 'N', 'S']"
3554,autumn,1.82e-05,4.26,NOUN,"['AO1', 'T', 'AH0', 'M']"
3555,backed,1.82e-05,4.26,VERB,"['B', 'AE1', 'K', 'T']"
3556,barry,1.82e-05,4.26,PROPN,"['B', 'AE1', 'R', 'IY0']"
3557,bold,1.82e-05,4.26,ADJ,"['B', 'OW1', 'L', 'D']"
3558,borders,1.82e-05,4.26,NOUN,"['B', 'AO1', 'R', 'D', 'ER0', 'Z']"
3559,breathe,1.82e-05,4.26,VERB,"['B', 'R', 'IY1', 'DH']"
3560,choosing,1.82e-05,4.26,VERB,"['CH', 'UW1', 'Z', 'IH0', 'NG']"
3561,classical,1.82e-05,4.26,ADJ,"['K', 'L', 'AE1', 'S', 'IH0', 'K', 'AH0', 'L']"
3562,clip,1.82e-05,4.26,NOUN,"['K', 'L', 'IH1', 'P']"
3563,coaches,1.82e-05,4.26,NOUN,"['K', 'OW1', 'CH', 'IH0', 'Z']"
3564,concepts,1.82e-05,4.26,NOUN,"['K', 'AA1', 'N', 'S', 'EH0', 'P', 'T', 'S']"
3565,controversy,1.82e-05,4.26,NOUN,"['K', 'AA1', 'N', 'T', 'R', 'AH0', 'V', 'ER2', 'S', 'IY0']"
3566,convince,1.82e-05,4.26,VERB,"['K', 'AH0', 'N', 'V', 'IH1', 'N', 'S']"
3567,cooper,1.82e-05,4.26,PROPN,"['K', 'UW1', 'P', 'ER0']"
3568,disappeared,1.82e-05,4.26,VERB,"['D', 'IH2', 'S', 'AH0', 'P', 'IH1', 'R', 'D']"
3569,eh,1.82e-05,4.26,INTJ,['EH1']
3570,encounter,1.82e-05,4.26,VERB,"['IH0', 'N', 'K', 'AW1', 'N', 'T', 'ER0']"
3571,equality,1.82e-05,4.26,NOUN,"['IH0', 'K', 'W', 'AA1', 'L', 'AH0', 'T', 'IY0']"
3572,exam,1.82e-05,4.26,NOUN,"['IH0', 'G', 'Z', 'AE1', 'M']"
3573,examination,1.82e-05,4.26,NOUN,"['IH0', 'G', 'Z', 'AE2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']"
3574,fails,1.82e-05,4.26,VERB,"['F', 'EY1', 'L', 'Z']"
3575,federation,1.82e-05,4.26,NOUN,"['F', 'EH2', 'D', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
3576,fi,1.82e-05,4.26,NOUN,"['F', 'AY1']"
3577,fiscal,1.82e-05,4.26,ADJ,"['F', 'IH1', 'S', 'K', 'AH0', 'L']"
3578,guardian,1.82e-05,4.26,NOUN,"['G', 'AA1', 'R', 'D', 'IY0', 'AH0', 'N']"
3579,instrument,1.82e-05,4.26,NOUN,"['IH1', 'N', 'S', 'T', 'R', 'AH0', 'M', 'AH0', 'N', 'T']"
3580,intervention,1.82e-05,4.26,NOUN,"['IH2', 'N', 'T', 'ER0', 'V', 'EH1', 'N', 'CH', 'AH0', 'N']"
3581,jerry,1.82e-05,4.26,PROPN,"['JH', 'EH1', 'R', 'IY0']"
3582,missouri,1.82e-05,4.26,PROPN,"['M', 'AH0', 'Z', 'UH1', 'R', 'IY0']"
3583,mounted,1.82e-05,4.26,VERB,"['M', 'AW1', 'N', 'T', 'AH0', 'D']"
3584,nope,1.82e-05,4.26,INTJ,"['N', 'OW1', 'P']"
3585,occasions,1.82e-05,4.26,NOUN,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'Z']"
3586,oral,1.82e-05,4.26,ADJ,"['AO1', 'R', 'AH0', 'L']"
3587,panic,1.82e-05,4.26,NOUN,"['P', 'AE1', 'N', 'IH0', 'K']"
3588,pays,1.82e-05,4.26,VERB,"['P', 'EY1', 'Z']"
3589,peoples,1.82e-05,4.26,NOUN,"['P', 'IY1', 'P', 'AH0', 'L', 'Z']"
3590,pursue,1.82e-05,4.26,VERB,"['P', 'ER0', 'S', 'UW1']"
3591,realise,1.82e-05,4.26,VERB,"['R', 'IY1', 'L', 'AY2', 'Z']"
3592,removing,1.82e-05,4.26,VERB,"['R', 'IY0', 'M', 'UW1', 'V', 'IH0', 'NG']"
3593,requirement,1.82e-05,4.26,NOUN,"['R', 'IH0', 'K', 'W', 'AY1', 'R', 'M', 'AH0', 'N', 'T']"
3594,responded,1.82e-05,4.26,VERB,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'IH0', 'D']"
3595,rip,1.82e-05,4.26,VERB,"['R', 'IH1', 'P']"
3596,ruined,1.82e-05,4.26,VERB,"['R', 'UW1', 'AH0', 'N', 'D']"
3597,scope,1.82e-05,4.26,NOUN,"['S', 'K', 'OW1', 'P']"
3598,segment,1.82e-05,4.26,NOUN,"['S', 'EH2', 'G', 'M', 'EH1', 'N', 'T']"
3599,spectrum,1.82e-05,4.26,NOUN,"['S', 'P', 'EH1', 'K', 'T', 'R', 'AH0', 'M']"
3600,stays,1.82e-05,4.26,VERB,"['S', 'T', 'EY1', 'Z']"
3601,ted,1.82e-05,4.26,NOUN,"['T', 'EH1', 'D']"
3602,terror,1.82e-05,4.26,NOUN,"['T', 'EH1', 'R', 'ER0']"
3603,uh,1.82e-05,4.26,INTJ,['AH1']
3604,venture,1.82e-05,4.26,NOUN,"['V', 'EH1', 'N', 'CH', 'ER0']"
3605,warren,1.82e-05,4.26,PROPN,"['W', 'AO1', 'R', 'AH0', 'N']"
3606,yea,1.82e-05,4.26,INTJ,"['Y', 'EY1']"
3607,ac,1.78e-05,4.25,PROPN,"['EY1', 'S', 'IY1']"
3608,accompanied,1.78e-05,4.25,VERB,"['AH0', 'K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0', 'D']"
3609,adams,1.78e-05,4.25,PROPN,"['AE1', 'D', 'AH0', 'M', 'Z']"
3610,aimed,1.78e-05,4.25,VERB,"['EY1', 'M', 'D']"
3611,alpha,1.78e-05,4.25,NOUN,"['AE1', 'L', 'F', 'AH0']"
3612,approaches,1.78e-05,4.25,NOUN,"['AH0', 'P', 'R', 'OW1', 'CH', 'AH0', 'Z']"
3613,arguing,1.78e-05,4.25,VERB,"['AA1', 'R', 'G', 'Y', 'UW0', 'IH0', 'NG']"
3614,arrangement,1.78e-05,4.25,NOUN,"['ER0', 'EY1', 'N', 'JH', 'M', 'AH0', 'N', 'T']"
3615,beliefs,1.78e-05,4.25,NOUN,"['B', 'IH0', 'L', 'IY1', 'F', 'S']"
3616,boats,1.78e-05,4.25,NOUN,"['B', 'OW1', 'T', 'S']"
3617,brooklyn,1.78e-05,4.25,PROPN,"['B', 'R', 'UH1', 'K', 'L', 'AH0', 'N']"
3618,colleges,1.78e-05,4.25,NOUN,"['K', 'AA1', 'L', 'IH0', 'JH', 'IH0', 'Z']"
3619,considerable,1.78e-05,4.25,ADJ,"['K', 'AH0', 'N', 'S', 'IH1', 'D', 'ER0', 'AH0', 'B', 'AH0', 'L']"
3620,conventional,1.78e-05,4.25,ADJ,"['K', 'AH0', 'N', 'V', 'EH1', 'N', 'SH', 'AH0', 'N', 'AH0', 'L']"
3621,danny,1.78e-05,4.25,PROPN,"['D', 'AE1', 'N', 'IY0']"
3622,emperor,1.78e-05,4.25,NOUN,"['EH1', 'M', 'P', 'ER0', 'ER0']"
3623,employers,1.78e-05,4.25,NOUN,"['EH0', 'M', 'P', 'L', 'OY1', 'ER0', 'Z']"
3624,errors,1.78e-05,4.25,NOUN,"['EH1', 'R', 'ER0', 'Z']"
3625,garage,1.78e-05,4.25,NOUN,"['G', 'ER0', 'AA1', 'ZH']"
3626,gathering,1.78e-05,4.25,VERB,"['G', 'AE1', 'DH', 'ER0', 'IH0', 'NG']"
3627,guidelines,1.78e-05,4.25,NOUN,"['G', 'AY1', 'D', 'L', 'AY2', 'N', 'Z']"
3628,handled,1.78e-05,4.25,VERB,"['HH', 'AE1', 'N', 'D', 'AH0', 'L', 'D']"
3629,hosted,1.78e-05,4.25,VERB,"['HH', 'OW1', 'S', 'T', 'IH0', 'D']"
3630,inquiry,1.78e-05,4.25,NOUN,"['IH0', 'N', 'K', 'W', 'AY1', 'R', 'IY0']"
3631,jumped,1.78e-05,4.25,VERB,"['JH', 'AH1', 'M', 'P', 'T']"
3632,li,1.78e-05,4.25,PROPN,"['L', 'IY1']"
3633,lion,1.78e-05,4.25,NOUN,"['L', 'AY1', 'AH0', 'N']"
3634,loaded,1.78e-05,4.25,VERB,"['L', 'OW1', 'D', 'AH0', 'D']"
3635,mercy,1.78e-05,4.25,NOUN,"['M', 'ER1', 'S', 'IY0']"
3636,newspapers,1.78e-05,4.25,NOUN,"['N', 'UW1', 'Z', 'P', 'EY2', 'P', 'ER0', 'Z']"
3637,outer,1.78e-05,4.25,NOUN,"['AW1', 'T', 'ER0']"
3638,oxygen,1.78e-05,4.25,NOUN,"['AA1', 'K', 'S', 'AH0', 'JH', 'AH0', 'N']"
3639,pissed,1.78e-05,4.25,VERB,"['P', 'IH1', 'S', 'T']"
3640,poem,1.78e-05,4.25,VERB,"['P', 'OW1', 'AH0', 'M']"
3641,promises,1.78e-05,4.25,VERB,"['P', 'R', 'AA1', 'M', 'AH0', 'S', 'AH0', 'Z']"
3642,racism,1.78e-05,4.25,NOUN,"['R', 'EY1', 'S', 'IH2', 'Z', 'AH0', 'M']"
3643,reads,1.78e-05,4.25,VERB,"['R', 'IY1', 'D', 'Z']"
3644,recovered,1.78e-05,4.25,VERB,"['R', 'AH0', 'K', 'AH1', 'V', 'ER0', 'D']"
3645,refers,1.78e-05,4.25,VERB,"['R', 'AH0', 'F', 'ER1', 'Z']"
3646,roy,1.78e-05,4.25,PROPN,"['R', 'OY1']"
3647,rude,1.78e-05,4.25,ADJ,"['R', 'UW1', 'D']"
3648,screw,1.78e-05,4.25,VERB,"['S', 'K', 'R', 'UW1']"
3649,seventh,1.78e-05,4.25,ADJ,"['S', 'EH1', 'V', 'AH0', 'N', 'TH']"
3650,shelter,1.78e-05,4.25,NOUN,"['SH', 'EH1', 'L', 'T', 'ER0']"
3651,signature,1.78e-05,4.25,NOUN,"['S', 'IH1', 'G', 'N', 'AH0', 'CH', 'ER0']"
3652,spider,1.78e-05,4.25,NOUN,"['S', 'P', 'AY1', 'D', 'ER0']"
3653,stewart,1.78e-05,4.25,PROPN,"['S', 'T', 'UW1', 'ER0', 'T']"
3654,strikes,1.78e-05,4.25,VERB,"['S', 'T', 'R', 'AY1', 'K', 'S']"
3655,suggesting,1.78e-05,4.25,VERB,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T', 'IH0', 'NG']"
3656,suits,1.78e-05,4.25,NOUN,"['S', 'UW1', 'T', 'S']"
3657,toys,1.78e-05,4.25,NOUN,"['T', 'OY1', 'Z']"
3658,tracking,1.78e-05,4.25,VERB,"['T', 'R', 'AE1', 'K', 'IH0', 'NG']"
3659,tribute,1.78e-05,4.25,NOUN,"['T', 'R', 'IH1', 'B', 'Y', 'UW0', 'T']"
3660,trigger,1.78e-05,4.25,VERB,"['T', 'R', 'IH1', 'G', 'ER0']"
3661,venue,1.78e-05,4.25,NOUN,"['V', 'EH1', 'N', 'Y', 'UW0']"
3662,wages,1.78e-05,4.25,NOUN,"['W', 'EY1', 'JH', 'AH0', 'Z']"
3663,wells,1.78e-05,4.25,PROPN,"['W', 'EH1', 'L', 'Z']"
3664,wheels,1.78e-05,4.25,NOUN,"['W', 'IY1', 'L', 'Z']"
3665,abc,1.74e-05,4.24,PROPN,"['AE1', 'B', 'K']"
3666,abortion,1.74e-05,4.24,NOUN,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N']"
3667,accuracy,1.74e-05,4.24,NOUN,"['AE1', 'K', 'Y', 'ER0', 'AH0', 'S', 'IY0']"
3668,albert,1.74e-05,4.24,PROPN,"['AE1', 'L', 'B', 'ER0', 'T']"
3669,applying,1.74e-05,4.24,VERB,"['AH0', 'P', 'L', 'AY1', 'IH0', 'NG']"
3670,artificial,1.74e-05,4.24,ADJ,"['AA2', 'R', 'T', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'L']"
3671,belongs,1.74e-05,4.24,VERB,"['B', 'IH0', 'L', 'AO1', 'NG', 'Z']"
3672,beneath,1.74e-05,4.24,ADP,"['B', 'IH0', 'N', 'IY1', 'TH']"
3673,bitcoin,1.74e-05,4.24,PROPN,"['B', 'IH1', 'T', 'K', 'AH0', 'N']"
3674,bullet,1.74e-05,4.24,NOUN,"['B', 'UH1', 'L', 'AH0', 'T']"
3675,burns,1.74e-05,4.24,NOUN,"['B', 'ER1', 'N', 'Z']"
3676,celebrated,1.74e-05,4.24,VERB,"['S', 'EH1', 'L', 'AH0', 'B', 'R', 'EY2', 'T', 'AH0', 'D']"
3677,consistently,1.74e-05,4.24,ADV,"['K', 'AH0', 'N', 'S', 'IH1', 'S', 'T', 'AH0', 'N', 'T', 'L', 'IY0']"
3678,conversion,1.74e-05,4.24,NOUN,"['K', 'AH0', 'N', 'V', 'ER1', 'ZH', 'AH0', 'N']"
3679,copyright,1.74e-05,4.24,NOUN,"['K', 'AA1', 'P', 'IY0', 'R', 'AY2', 'T']"
3680,counties,1.74e-05,4.24,NOUN,"['K', 'AW1', 'N', 'T', 'IY0', 'Z']"
3681,democrat,1.74e-05,4.24,PROPN,"['D', 'EH1', 'M', 'AH0', 'K', 'R', 'AE2', 'T']"
3682,deposit,1.74e-05,4.24,NOUN,"['D', 'AH0', 'P', 'AA1', 'Z', 'IH0', 'T']"
3683,destination,1.74e-05,4.24,NOUN,"['D', 'EH2', 'S', 'T', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']"
3684,diverse,1.74e-05,4.24,ADJ,"['D', 'AY0', 'V', 'ER1', 'S']"
3685,divine,1.74e-05,4.24,ADJ,"['D', 'IH0', 'V', 'AY1', 'N']"
3686,emails,1.74e-05,4.24,NOUN,"['IY0', 'M', 'EY1', 'L', 'Z']"
3687,exclusively,1.74e-05,4.24,ADV,"['IH0', 'K', 'S', 'K', 'L', 'UW1', 'S', 'IH0', 'V', 'L', 'IY0']"
3688,export,1.74e-05,4.24,NOUN,"['EH1', 'K', 'S', 'P', 'AO0', 'R', 'T']"
3689,fastest,1.74e-05,4.24,ADJ,"['F', 'AE1', 'S', 'T', 'AH0', 'S', 'T']"
3690,formerly,1.74e-05,4.24,ADV,"['F', 'AO1', 'R', 'M', 'ER0', 'L', 'IY0']"
3691,functional,1.74e-05,4.24,ADJ,"['F', 'AH1', 'NG', 'K', 'SH', 'AH0', 'N', 'AH0', 'L']"
3692,grandfather,1.74e-05,4.24,NOUN,"['G', 'R', 'AE1', 'N', 'D', 'F', 'AA2', 'DH', 'ER0']"
3693,habit,1.74e-05,4.24,NOUN,"['HH', 'AE1', 'B', 'AH0', 'T']"
3694,harvard,1.74e-05,4.24,PROPN,"['HH', 'AA1', 'R', 'V', 'ER0', 'D']"
3695,indicates,1.74e-05,4.24,VERB,"['IH1', 'N', 'D', 'IH0', 'K', 'EY2', 'T', 'S']"
3696,isolated,1.74e-05,4.24,VERB,"['AY1', 'S', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']"
3697,jealous,1.74e-05,4.24,ADJ,"['JH', 'EH1', 'L', 'AH0', 'S']"
3698,landed,1.74e-05,4.24,VERB,"['L', 'AE1', 'N', 'D', 'AH0', 'D']"
3699,laughed,1.74e-05,4.24,VERB,"['L', 'AE1', 'F', 'T']"
3700,laura,1.74e-05,4.24,PROPN,"['L', 'AO1', 'R', 'AH0']"
3701,lazy,1.74e-05,4.24,ADJ,"['L', 'EY1', 'Z', 'IY0']"
3702,marshall,1.74e-05,4.24,PROPN,"['M', 'AA1', 'R', 'SH', 'AH0', 'L']"
3703,mitchell,1.74e-05,4.24,PROPN,"['M', 'IH1', 'CH', 'AH0', 'L']"
3704,modified,1.74e-05,4.24,VERB,"['M', 'AA1', 'D', 'AH0', 'F', 'AY2', 'D']"
3705,municipal,1.74e-05,4.24,ADJ,"['M', 'Y', 'UW0', 'N', 'IH1', 'S', 'AH0', 'P', 'AH0', 'L']"
3706,naval,1.74e-05,4.24,PROPN,"['N', 'EY1', 'V', 'AH0', 'L']"
3707,neighbors,1.74e-05,4.24,NOUN,"['N', 'EY1', 'B', 'ER0', 'Z']"
3708,nelson,1.74e-05,4.24,PROPN,"['N', 'EH1', 'L', 'S', 'AH0', 'N']"
3709,neutral,1.74e-05,4.24,ADJ,"['N', 'UW1', 'T', 'R', 'AH0', 'L']"
3710,noble,1.74e-05,4.24,ADJ,"['N', 'OW1', 'B', 'AH0', 'L']"
3711,pat,1.74e-05,4.24,PROPN,"['P', 'AE1', 'T']"
3712,picks,1.74e-05,4.24,VERB,"['P', 'IH1', 'K', 'S']"
3713,poland,1.74e-05,4.24,PROPN,"['P', 'OW1', 'L', 'AH0', 'N', 'D']"
3714,popularity,1.74e-05,4.24,NOUN,"['P', 'AA2', 'P', 'Y', 'AH0', 'L', 'EH1', 'R', 'AH0', 'T', 'IY0']"
3715,professionals,1.74e-05,4.24,NOUN,"['P', 'R', 'AH0', 'F', 'EH1', 'SH', 'AH0', 'N', 'AH0', 'L', 'Z']"
3716,pussy,1.74e-05,4.24,NOUN,"['P', 'UH1', 'S', 'IY0']"
3717,reactions,1.74e-05,4.24,NOUN,"['R', 'IY0', 'AE1', 'K', 'SH', 'AH0', 'N', 'Z']"
3718,relate,1.74e-05,4.24,VERB,"['R', 'IH0', 'L', 'EY1', 'T']"
3719,shoe,1.74e-05,4.24,NOUN,"['SH', 'UW1']"
3720,speakers,1.74e-05,4.24,NOUN,"['S', 'P', 'IY1', 'K', 'ER0', 'Z']"
3721,suggestions,1.74e-05,4.24,NOUN,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'CH', 'AH0', 'N', 'Z']"
3722,supplied,1.74e-05,4.24,VERB,"['S', 'AH0', 'P', 'L', 'AY1', 'D']"
3723,susan,1.74e-05,4.24,PROPN,"['S', 'UW1', 'Z', 'AH0', 'N']"
3724,suspension,1.74e-05,4.24,NOUN,"['S', 'AH0', 'S', 'P', 'EH1', 'N', 'SH', 'AH0', 'N']"
3725,terrorism,1.74e-05,4.24,NOUN,"['T', 'EH1', 'R', 'ER0', 'IH2', 'Z', 'AH0', 'M']"
3726,terry,1.74e-05,4.24,PROPN,"['T', 'EH1', 'R', 'IY0']"
3727,toxic,1.74e-05,4.24,ADJ,"['T', 'AA1', 'K', 'S', 'IH0', 'K']"
3728,treasury,1.74e-05,4.24,PROPN,"['T', 'R', 'EH1', 'ZH', 'ER0', 'IY0']"
3729,tunnel,1.74e-05,4.24,NOUN,"['T', 'AH1', 'N', 'AH0', 'L']"
3730,unions,1.74e-05,4.24,NOUN,"['Y', 'UW1', 'N', 'Y', 'AH0', 'N', 'Z']"
3731,upgrade,1.74e-05,4.24,VERB,"['AH1', 'P', 'G', 'R', 'EY0', 'D']"
3732,wider,1.74e-05,4.24,ADJ,"['W', 'AY1', 'D', 'ER0']"
3733,wound,1.74e-05,4.24,VERB,"['W', 'AW1', 'N', 'D']"
3734,aaron,1.7e-05,4.23,PROPN,"['EH1', 'R', 'AH0', 'N']"
3735,actively,1.7e-05,4.23,ADV,"['AE1', 'K', 'T', 'IH0', 'V', 'L', 'IY0']"
3736,afghanistan,1.7e-05,4.23,PROPN,"['AE0', 'F', 'G', 'AE1', 'N', 'AH0', 'S', 'T', 'AE2', 'N']"
3737,ai,1.7e-05,4.23,VERB,['AY1']
3738,applies,1.7e-05,4.23,VERB,"['AH0', 'P', 'L', 'AY1', 'Z']"
3739,asset,1.7e-05,4.23,NOUN,"['AE1', 'S', 'EH2', 'T']"
3740,assuming,1.7e-05,4.23,VERB,"['AH0', 'S', 'UW1', 'M', 'IH0', 'NG']"
3741,backing,1.7e-05,4.23,VERB,"['B', 'AE1', 'K', 'IH0', 'NG']"
3742,baker,1.7e-05,4.23,PROPN,"['B', 'EY1', 'K', 'ER0']"
3743,barcelona,1.7e-05,4.23,PROPN,"['B', 'AA2', 'R', 'S', 'IH0', 'L', 'OW1', 'N', 'AH0']"
3744,blessed,1.7e-05,4.23,VERB,"['B', 'L', 'EH1', 'S', 'IH0', 'D']"
3745,brazilian,1.7e-05,4.23,ADJ,"['B', 'R', 'AH0', 'Z', 'IH1', 'L', 'Y', 'AH0', 'N']"
3746,brush,1.7e-05,4.23,PROPN,"['B', 'R', 'AH1', 'SH']"
3747,burden,1.7e-05,4.23,NOUN,"['B', 'ER1', 'D', 'AH0', 'N']"
3748,campbell,1.7e-05,4.23,PROPN,"['K', 'AE1', 'M', 'B', 'AH0', 'L']"
3749,casual,1.7e-05,4.23,ADJ,"['K', 'AE1', 'ZH', 'AH0', 'W', 'AH0', 'L']"
3750,certified,1.7e-05,4.23,VERB,"['S', 'ER1', 'T', 'AH0', 'F', 'AY2', 'D']"
3751,charter,1.7e-05,4.23,NOUN,"['CH', 'AA1', 'R', 'T', 'ER0']"
3752,chef,1.7e-05,4.23,PROPN,"['SH', 'EH1', 'F']"
3753,coalition,1.7e-05,4.23,NOUN,"['K', 'OW2', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N']"
3754,cock,1.7e-05,4.23,VERB,"['K', 'AA1', 'K']"
3755,complain,1.7e-05,4.23,VERB,"['K', 'AH0', 'M', 'P', 'L', 'EY1', 'N']"
3756,complaints,1.7e-05,4.23,NOUN,"['K', 'AH0', 'M', 'P', 'L', 'EY1', 'N', 'T', 'S']"
3757,controversial,1.7e-05,4.23,ADJ,"['K', 'AA2', 'N', 'T', 'R', 'AH0', 'V', 'ER1', 'SH', 'AH0', 'L']"
3758,denver,1.7e-05,4.23,PROPN,"['D', 'EH1', 'N', 'V', 'ER0']"
3759,differently,1.7e-05,4.23,ADV,"['D', 'IH1', 'F', 'R', 'AH0', 'N', 'T', 'L', 'IY0']"
3760,directions,1.7e-05,4.23,NOUN,"['D', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']"
3761,discussing,1.7e-05,4.23,VERB,"['D', 'IH0', 'S', 'K', 'AH1', 'S', 'IH0', 'NG']"
3762,disgusting,1.7e-05,4.23,VERB,"['D', 'IH0', 'S', 'G', 'AH1', 'S', 'T', 'IH0', 'NG']"
3763,earning,1.7e-05,4.23,VERB,"['ER1', 'N', 'IH0', 'NG']"
3764,emma,1.7e-05,4.23,PROPN,"['EH1', 'M', 'AH0']"
3765,essay,1.7e-05,4.23,NOUN,"['EH1', 'S', 'EY2']"
3766,expense,1.7e-05,4.23,NOUN,"['IH0', 'K', 'S', 'P', 'EH1', 'N', 'S']"
3767,furthermore,1.7e-05,4.23,ADV,"['F', 'ER1', 'DH', 'ER0', 'M', 'AO2', 'R']"
3768,greg,1.7e-05,4.23,PROPN,"['G', 'R', 'EH1', 'G']"
3769,healing,1.7e-05,4.23,VERB,"['HH', 'IY1', 'L', 'IH0', 'NG']"
3770,hiring,1.7e-05,4.23,VERB,"['HH', 'AY1', 'R', 'IH0', 'NG']"
3771,hosts,1.7e-05,4.23,NOUN,"['HH', 'OW1', 'S', 'T', 'S']"
3772,instantly,1.7e-05,4.23,ADV,"['IH1', 'N', 'S', 'T', 'AH0', 'N', 'T', 'L', 'IY0']"
3773,jacob,1.7e-05,4.23,PROPN,"['JH', 'EY1', 'K', 'AH0', 'B']"
3774,jumping,1.7e-05,4.23,VERB,"['JH', 'AH1', 'M', 'P', 'IH0', 'NG']"
3775,laptop,1.7e-05,4.23,NOUN,"['L', 'AE1', 'P', 'T', 'AA2', 'P']"
3776,legendary,1.7e-05,4.23,ADJ,"['L', 'EH1', 'JH', 'AH0', 'N', 'D', 'EH2', 'R', 'IY0']"
3777,leo,1.7e-05,4.23,PROPN,"['L', 'IY1', 'OW0']"
3778,maker,1.7e-05,4.23,NOUN,"['M', 'EY1', 'K', 'ER0']"
3779,margaret,1.7e-05,4.23,PROPN,"['M', 'AA1', 'R', 'G', 'ER0', 'IH0', 'T']"
3780,palm,1.7e-05,4.23,NOUN,"['P', 'AA1', 'M']"
3781,parker,1.7e-05,4.23,PROPN,"['P', 'AA1', 'R', 'K', 'ER0']"
3782,pole,1.7e-05,4.23,NOUN,"['P', 'OW1', 'L']"
3783,pub,1.7e-05,4.23,NOUN,"['P', 'AH1', 'B']"
3784,queensland,1.7e-05,4.23,PROPN,"['K', 'W', 'IY1', 'N', 'Z', 'L', 'AE2', 'N', 'D']"
3785,rangers,1.7e-05,4.23,NOUN,"['R', 'EY1', 'N', 'JH', 'ER0', 'Z']"
3786,ranks,1.7e-05,4.23,VERB,"['R', 'AE1', 'NG', 'K', 'S']"
3787,regulatory,1.7e-05,4.23,ADJ,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'AH0', 'T', 'AO2', 'R', 'IY0']"
3788,reviewed,1.7e-05,4.23,VERB,"['R', 'IY0', 'V', 'Y', 'UW1', 'D']"
3789,rolls,1.7e-05,4.23,VERB,"['R', 'OW1', 'L', 'Z']"
3790,serial,1.7e-05,4.23,ADJ,"['S', 'IH1', 'R', 'IY0', 'AH0', 'L']"
3791,settings,1.7e-05,4.23,NOUN,"['S', 'EH1', 'T', 'IH0', 'NG', 'Z']"
