,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
3194,requested,2.14e-05,4.33,VERB,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T', 'IH0', 'D']"
3195,residential,2.14e-05,4.33,ADJ,"['R', 'EH2', 'Z', 'IH0', 'D', 'EH1', 'N', 'CH', 'AH0', 'L']"
3196,robin,2.14e-05,4.33,PROPN,"['R', 'AA1', 'B', 'AH0', 'N']"
3197,shake,2.14e-05,4.33,VERB,"['SH', 'EY1', 'K']"
3198,shore,2.14e-05,4.33,NOUN,"['SH', 'AO1', 'R']"
3199,spots,2.14e-05,4.33,NOUN,"['S', 'P', 'AA1', 'T', 'S']"
3200,stats,2.14e-05,4.33,NOUN,"['S', 'T', 'AE1', 'T', 'S']"
3201,substantial,2.14e-05,4.33,ADJ,"['S', 'AH0', 'B', 'S', 'T', 'AE1', 'N', 'CH', 'AH0', 'L']"
3202,teen,2.14e-05,4.33,NOUN,"['T', 'IY1', 'N']"
3203,temperatures,2.14e-05,4.33,NOUN,"['T', 'EH1', 'M', 'P', 'R', 'AH0', 'CH', 'ER0', 'Z']"
3204,trap,2.14e-05,4.33,NOUN,"['T', 'R', 'AE1', 'P']"
3205,wildlife,2.14e-05,4.33,NOUN,"['W', 'AY1', 'L', 'D', 'L', 'AY2', 'F']"
3206,ads,2.09e-05,4.32,NOUN,"['AE1', 'D', 'Z']"
3207,aggressive,2.09e-05,4.32,ADJ,"['AH0', 'G', 'R', 'EH1', 'S', 'IH0', 'V']"
3208,anne,2.09e-05,4.32,PROPN,"['AE1', 'N']"
3209,answered,2.09e-05,4.32,VERB,"['AE1', 'N', 'S', 'ER0', 'D']"
3210,apparent,2.09e-05,4.32,ADJ,"['AH0', 'P', 'EH1', 'R', 'AH0', 'N', 'T']"
3211,bang,2.09e-05,4.32,PROPN,"['B', 'AE1', 'NG']"
3212,blast,2.09e-05,4.32,NOUN,"['B', 'L', 'AE1', 'S', 'T']"
3213,bones,2.09e-05,4.32,NOUN,"['B', 'OW1', 'N', 'Z']"
3214,brands,2.09e-05,4.32,NOUN,"['B', 'R', 'AE1', 'N', 'D', 'Z']"
3215,centuries,2.09e-05,4.32,NOUN,"['S', 'EH1', 'N', 'CH', 'ER0', 'IY0', 'Z']"
3216,communist,2.09e-05,4.32,ADJ,"['K', 'AA1', 'M', 'Y', 'AH0', 'N', 'AH0', 'S', 'T']"
3217,component,2.09e-05,4.32,NOUN,"['K', 'AH0', 'M', 'P', 'OW1', 'N', 'AH0', 'N', 'T']"
3218,courage,2.09e-05,4.32,NOUN,"['K', 'ER1', 'AH0', 'JH']"
3219,cure,2.09e-05,4.32,NOUN,"['K', 'Y', 'UH1', 'R']"
3220,del,2.09e-05,4.32,PROPN,"['D', 'EH1', 'L']"
3221,desperate,2.09e-05,4.32,ADJ,"['D', 'EH1', 'S', 'P', 'R', 'IH0', 'T']"
3222,diversity,2.09e-05,4.32,NOUN,"['D', 'IH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']"
3223,duties,2.09e-05,4.32,NOUN,"['D', 'UW1', 'T', 'IY0', 'Z']"
3224,encouraged,2.09e-05,4.32,VERB,"['EH0', 'N', 'K', 'ER1', 'IH0', 'JH', 'D']"
3225,eve,2.09e-05,4.32,NOUN,"['IY1', 'V']"
3226,faculty,2.09e-05,4.32,NOUN,"['F', 'AE1', 'K', 'AH0', 'L', 'T', 'IY0']"
3227,feedback,2.09e-05,4.32,NOUN,"['F', 'IY1', 'D', 'B', 'AE2', 'K']"
3228,fighter,2.09e-05,4.32,NOUN,"['F', 'AY1', 'T', 'ER0']"
3229,frozen,2.09e-05,4.32,ADJ,"['F', 'R', 'OW1', 'Z', 'AH0', 'N']"
3230,guards,2.09e-05,4.32,NOUN,"['G', 'AA1', 'R', 'D', 'Z']"
3231,hiding,2.09e-05,4.32,VERB,"['HH', 'AY1', 'D', 'IH0', 'NG']"
3232,humanity,2.09e-05,4.32,NOUN,"['HH', 'Y', 'UW0', 'M', 'AE1', 'N', 'IH0', 'T', 'IY0']"
3233,il,2.09e-05,4.32,PROPN,"['IH1', 'L']"
3234,innovation,2.09e-05,4.32,NOUN,"['IH2', 'N', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']"
3235,instruments,2.09e-05,4.32,NOUN,"['IH1', 'N', 'S', 'T', 'R', 'AH0', 'M', 'AH0', 'N', 'T', 'S']"
3236,invest,2.09e-05,4.32,VERB,"['IH0', 'N', 'V', 'EH1', 'S', 'T']"
3237,justin,2.09e-05,4.32,PROPN,"['JH', 'AH1', 'S', 'T', 'AH0', 'N']"
3238,legislative,2.09e-05,4.32,ADJ,"['L', 'EH1', 'JH', 'AH0', 'S', 'L', 'EY2', 'T', 'IH0', 'V']"
3239,listing,2.09e-05,4.32,VERB,"['L', 'IH1', 'S', 'T', 'IH0', 'NG']"
3240,manual,2.09e-05,4.32,ADJ,"['M', 'AE1', 'N', 'Y', 'UW0', 'AH0', 'L']"
3241,mothers,2.09e-05,4.32,NOUN,"['M', 'AH1', 'DH', 'ER0', 'Z']"
3242,murdered,2.09e-05,4.32,VERB,"['M', 'ER1', 'D', 'ER0', 'D']"
3243,nursing,2.09e-05,4.32,NOUN,"['N', 'ER1', 'S', 'IH0', 'NG']"
3244,occupied,2.09e-05,4.32,VERB,"['AA1', 'K', 'Y', 'AH0', 'P', 'AY2', 'D']"
3245,ongoing,2.09e-05,4.32,VERB,"['AA1', 'N', 'G', 'OW2', 'IH0', 'NG']"
3246,pound,2.09e-05,4.32,NOUN,"['P', 'AW1', 'N', 'D']"
3247,preparation,2.09e-05,4.32,NOUN,"['P', 'R', 'EH2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
3248,punch,2.09e-05,4.32,VERB,"['P', 'AH1', 'N', 'CH']"
3249,purple,2.09e-05,4.32,NOUN,"['P', 'ER1', 'P', 'AH0', 'L']"
3250,railroad,2.09e-05,4.32,NOUN,"['R', 'EY1', 'L', 'R', 'OW2', 'D']"
3251,registration,2.09e-05,4.32,NOUN,"['R', 'EH2', 'JH', 'IH0', 'S', 'T', 'R', 'EY1', 'SH', 'AH0', 'N']"
3252,releases,2.09e-05,4.32,VERB,"['R', 'IH0', 'L', 'IY1', 'S', 'IH0', 'Z']"
3253,rick,2.09e-05,4.32,PROPN,"['R', 'IH1', 'K']"
3254,romance,2.09e-05,4.32,NOUN,"['R', 'OW0', 'M', 'AE1', 'N', 'S']"
3255,submitted,2.09e-05,4.32,VERB,"['S', 'AH0', 'B', 'M', 'IH1', 'T', 'AH0', 'D']"
3256,sufficient,2.09e-05,4.32,ADJ,"['S', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T']"
3257,survived,2.09e-05,4.32,VERB,"['S', 'ER0', 'V', 'AY1', 'V', 'D']"
3258,suspended,2.09e-05,4.32,VERB,"['S', 'AH0', 'S', 'P', 'EH1', 'N', 'D', 'AH0', 'D']"
3259,technologies,2.09e-05,4.32,NOUN,"['T', 'EH0', 'K', 'N', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'Z']"
3260,tissue,2.09e-05,4.32,NOUN,"['T', 'IH1', 'S', 'Y', 'UW2']"
3261,trailer,2.09e-05,4.32,NOUN,"['T', 'R', 'EY1', 'L', 'ER0']"
3262,trials,2.09e-05,4.32,NOUN,"['T', 'R', 'AY1', 'AH0', 'L', 'Z']"
3263,ukraine,2.09e-05,4.32,PROPN,"['Y', 'UW0', 'K', 'R', 'EY1', 'N']"
3264,underground,2.09e-05,4.32,ADV,"['AH1', 'N', 'D', 'ER0', 'G', 'R', 'AW2', 'N', 'D']"
3265,versus,2.09e-05,4.32,ADP,"['V', 'ER1', 'S', 'AH0', 'S']"
3266,virtual,2.09e-05,4.32,ADJ,"['V', 'ER1', 'CH', 'UW0', 'AH0', 'L']"
3267,walks,2.09e-05,4.32,VERB,"['W', 'AO1', 'K', 'S']"
3268,wounded,2.09e-05,4.32,VERB,"['W', 'UW1', 'N', 'D', 'AH0', 'D']"
3269,ali,2.04e-05,4.31,PROPN,"['AA1', 'L', 'IY0']"
3270,amongst,2.04e-05,4.31,ADP,"['AH0', 'M', 'AH1', 'NG', 'S', 'T']"
3271,announcement,2.04e-05,4.31,NOUN,"['AH0', 'N', 'AW1', 'N', 'S', 'M', 'AH0', 'N', 'T']"
3272,arranged,2.04e-05,4.31,VERB,"['ER0', 'EY1', 'N', 'JH', 'D']"
3273,arsenal,2.04e-05,4.31,ADJ,"['AA1', 'R', 'S', 'AH0', 'N', 'AH0', 'L']"
3274,attending,2.04e-05,4.31,VERB,"['AH0', 'T', 'EH1', 'N', 'D', 'IH0', 'NG']"
3275,biological,2.04e-05,4.31,ADJ,"['B', 'AY2', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']"
3276,bite,2.04e-05,4.31,VERB,"['B', 'AY1', 'T']"
3277,boards,2.04e-05,4.31,NOUN,"['B', 'AO1', 'R', 'D', 'Z']"
3278,burned,2.04e-05,4.31,VERB,"['B', 'ER1', 'N', 'D']"
3279,checks,2.04e-05,4.31,NOUN,"['CH', 'EH1', 'K', 'S']"
3280,chip,2.04e-05,4.31,NOUN,"['CH', 'IH1', 'P']"
3281,concerning,2.04e-05,4.31,VERB,"['K', 'AH0', 'N', 'S', 'ER1', 'N', 'IH0', 'NG']"
3282,dare,2.04e-05,4.31,VERB,"['D', 'EH1', 'R']"
3283,database,2.04e-05,4.31,NOUN,"['D', 'EY1', 'T', 'AH0', 'B', 'EY2', 'S']"
3284,discrimination,2.04e-05,4.31,NOUN,"['D', 'IH0', 'S', 'K', 'R', 'IH2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']"
3285,disorder,2.04e-05,4.31,NOUN,"['D', 'IH0', 'S', 'AO1', 'R', 'D', 'ER0']"
3286,domain,2.04e-05,4.31,NOUN,"['D', 'OW0', 'M', 'EY1', 'N']"
3287,dynamic,2.04e-05,4.31,ADJ,"['D', 'AY0', 'N', 'AE1', 'M', 'IH0', 'K']"
3288,edited,2.04e-05,4.31,VERB,"['EH1', 'D', 'AH0', 'T', 'AH0', 'D']"
3289,engagement,2.04e-05,4.31,NOUN,"['EH0', 'N', 'G', 'EY1', 'JH', 'M', 'AH0', 'N', 'T']"
3290,explore,2.04e-05,4.31,VERB,"['IH0', 'K', 'S', 'P', 'L', 'AO1', 'R']"
3291,fewer,2.04e-05,4.31,ADJ,"['F', 'Y', 'UW1', 'ER0']"
3292,hamilton,2.04e-05,4.31,PROPN,"['HH', 'AE1', 'M', 'AH0', 'L', 'T', 'AH0', 'N']"
3293,implementation,2.04e-05,4.31,NOUN,"['IH2', 'M', 'P', 'L', 'AH0', 'M', 'EH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']"
3294,indiana,2.04e-05,4.31,PROPN,"['IH2', 'N', 'D', 'IY0', 'AE1', 'N', 'AH0']"
3295,investigate,2.04e-05,4.31,VERB,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'AH0', 'G', 'EY2', 'T']"
3296,jazz,2.04e-05,4.31,NOUN,"['JH', 'AE1', 'Z']"
3297,jon,2.04e-05,4.31,PROPN,"['JH', 'AA1', 'N']"
3298,laboratory,2.04e-05,4.31,NOUN,"['L', 'AE1', 'B', 'R', 'AH0', 'T', 'AO2', 'R', 'IY0']"
3299,lawrence,2.04e-05,4.31,PROPN,"['L', 'AO1', 'R', 'AH0', 'N', 'S']"
3300,lincoln,2.04e-05,4.31,PROPN,"['L', 'IH1', 'NG', 'K', 'AH0', 'N']"
3301,literary,2.04e-05,4.31,ADJ,"['L', 'IH1', 'T', 'ER0', 'EH2', 'R', 'IY0']"
3302,mask,2.04e-05,4.31,NOUN,"['M', 'AE1', 'S', 'K']"
3303,massachusetts,2.04e-05,4.31,PROPN,"['M', 'AE2', 'S', 'AH0', 'CH', 'UW1', 'S', 'AH0', 'T', 'S']"
3304,midnight,2.04e-05,4.31,NOUN,"['M', 'IH1', 'D', 'N', 'AY2', 'T']"
3305,minnesota,2.04e-05,4.31,PROPN,"['M', 'IH2', 'N', 'IH0', 'S', 'OW1', 'T', 'AH0']"
3306,mouse,2.04e-05,4.31,PROPN,"['M', 'AW1', 'S']"
3307,praise,2.04e-05,4.31,VERB,"['P', 'R', 'EY1', 'Z']"
3308,presentation,2.04e-05,4.31,NOUN,"['P', 'R', 'EH2', 'Z', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']"
3309,psychology,2.04e-05,4.31,NOUN,"['S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']"
3310,relation,2.04e-05,4.31,NOUN,"['R', 'IY0', 'L', 'EY1', 'SH', 'AH0', 'N']"
3311,restrictions,2.04e-05,4.31,NOUN,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'SH', 'AH0', 'N', 'Z']"
3312,rocket,2.04e-05,4.31,NOUN,"['R', 'AA1', 'K', 'AH0', 'T']"
3313,ruin,2.04e-05,4.31,VERB,"['R', 'UW1', 'AH0', 'N']"
3314,saudi,2.04e-05,4.31,ADJ,"['S', 'AO1', 'D', 'IY0']"
3315,sec,2.04e-05,4.31,PROPN,"['S', 'EH1', 'K']"
3316,secrets,2.04e-05,4.31,NOUN,"['S', 'IY1', 'K', 'R', 'AH0', 'T', 'S']"
3317,slave,2.04e-05,4.31,NOUN,"['S', 'L', 'EY1', 'V']"
3318,stability,2.04e-05,4.31,NOUN,"['S', 'T', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']"
3319,steady,2.04e-05,4.31,ADJ,"['S', 'T', 'EH1', 'D', 'IY0']"
3320,symbol,2.04e-05,4.31,NOUN,"['S', 'IH1', 'M', 'B', 'AH0', 'L']"
3321,terminal,2.04e-05,4.31,NOUN,"['T', 'ER1', 'M', 'AH0', 'N', 'AH0', 'L']"
3322,toilet,2.04e-05,4.31,NOUN,"['T', 'OY1', 'L', 'AH0', 'T']"
3323,treaty,2.04e-05,4.31,NOUN,"['T', 'R', 'IY1', 'T', 'IY0']"
3324,triple,2.04e-05,4.31,ADJ,"['T', 'R', 'IH1', 'P', 'AH0', 'L']"
3325,unlikely,2.04e-05,4.31,ADJ,"['AH0', 'N', 'L', 'AY1', 'K', 'L', 'IY0']"
3326,updates,2.04e-05,4.31,NOUN,"['AH0', 'P', 'D', 'EY1', 'T', 'S']"
3327,vietnam,2.04e-05,4.31,PROPN,"['V', 'IY0', 'EH2', 'T', 'N', 'AA1', 'M']"
3328,viewed,2.04e-05,4.31,VERB,"['V', 'Y', 'UW1', 'D']"
3329,affair,2e-05,4.3,NOUN,"['AH0', 'F', 'EH1', 'R']"
3330,agenda,2e-05,4.3,NOUN,"['AH0', 'JH', 'EH1', 'N', 'D', 'AH0']"
3331,bat,2e-05,4.3,NOUN,"['B', 'AE1', 'T']"
3332,bow,2e-05,4.3,VERB,"['B', 'AW1']"
3333,calendar,2e-05,4.3,NOUN,"['K', 'AE1', 'L', 'AH0', 'N', 'D', 'ER0']"
3334,cape,2e-05,4.3,NOUN,"['K', 'EY1', 'P']"
3335,collective,2e-05,4.3,NOUN,"['K', 'AH0', 'L', 'EH1', 'K', 'T', 'IH0', 'V']"
3336,conversations,2e-05,4.3,NOUN,"['K', 'AA2', 'N', 'V', 'ER0', 'S', 'EY1', 'SH', 'AH0', 'N', 'Z']"
3337,cooperation,2e-05,4.3,NOUN,"['K', 'OW0', 'AA2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
3338,craft,2e-05,4.3,NOUN,"['K', 'R', 'AE1', 'F', 'T']"
3339,darkness,2e-05,4.3,NOUN,"['D', 'AA1', 'R', 'K', 'N', 'AH0', 'S']"
3340,deeper,2e-05,4.3,ADJ,"['D', 'IY1', 'P', 'ER0']"
3341,devil,2e-05,4.3,NOUN,"['D', 'EH1', 'V', 'AH0', 'L']"
3342,edit,2e-05,4.3,VERB,"['EH1', 'D', 'AH0', 'T']"
3343,enable,2e-05,4.3,VERB,"['EH0', 'N', 'EY1', 'B', 'AH0', 'L']"
3344,estimates,2e-05,4.3,VERB,"['EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T', 'S']"
3345,finishing,2e-05,4.3,VERB,"['F', 'IH1', 'N', 'IH0', 'SH', 'IH0', 'NG']"
3346,fortune,2e-05,4.3,NOUN,"['F', 'AO1', 'R', 'CH', 'AH0', 'N']"
3347,gates,2e-05,4.3,NOUN,"['G', 'EY1', 'T', 'S']"
3348,goodbye,2e-05,4.3,NOUN,"['G', 'UH2', 'D', 'B', 'AY1']"
3349,graham,2e-05,4.3,PROPN,"['G', 'R', 'EY1', 'AH0', 'M']"
3350,hardware,2e-05,4.3,NOUN,"['HH', 'AA1', 'R', 'D', 'W', 'EH2', 'R']"
3351,hurts,2e-05,4.3,VERB,"['HH', 'ER1', 'T', 'S']"
3352,intellectual,2e-05,4.3,ADJ,"['IH2', 'N', 'T', 'AH0', 'L', 'EH1', 'K', 'CH', 'UW0', 'AH0', 'L']"
3353,invite,2e-05,4.3,VERB,"['IH1', 'N', 'V', 'AY0', 'T']"
3354,kentucky,2e-05,4.3,PROPN,"['K', 'AH0', 'N', 'T', 'AH1', 'K', 'IY0']"
3355,madrid,2e-05,4.3,PROPN,"['M', 'AH0', 'D', 'R', 'IH1', 'D']"
3356,nuts,2e-05,4.3,NOUN,"['N', 'AH1', 'T', 'S']"
3357,oregon,2e-05,4.3,PROPN,"['AO1', 'R', 'AH0', 'G', 'AH0', 'N']"
3358,partly,2e-05,4.3,ADV,"['P', 'AA1', 'R', 'T', 'L', 'IY0']"
3359,petition,2e-05,4.3,NOUN,"['P', 'AH0', 'T', 'IH1', 'SH', 'AH0', 'N']"
3360,physically,2e-05,4.3,ADV,"['F', 'IH1', 'Z', 'IH0', 'K', 'AH0', 'L', 'IY0']"
3361,racial,2e-05,4.3,ADJ,"['R', 'EY1', 'SH', 'AH0', 'L']"
3362,rated,2e-05,4.3,VERB,"['R', 'EY1', 'T', 'AH0', 'D']"
3363,regime,2e-05,4.3,NOUN,"['R', 'AH0', 'ZH', 'IY1', 'M']"
3364,rounds,2e-05,4.3,NOUN,"['R', 'AW1', 'N', 'D', 'Z']"
3365,ruled,2e-05,4.3,VERB,"['R', 'UW1', 'L', 'D']"
3366,sa,2e-05,4.3,PROPN,"['S', 'AA1']"
3367,sauce,2e-05,4.3,NOUN,"['S', 'AO1', 'S']"
3368,seal,2e-05,4.3,VERB,"['S', 'IY1', 'L']"
3369,separated,2e-05,4.3,VERB,"['S', 'EH1', 'P', 'ER0', 'EY2', 'T', 'AH0', 'D']"
3370,shield,2e-05,4.3,VERB,"['SH', 'IY1', 'L', 'D']"
3371,slide,2e-05,4.3,VERB,"['S', 'L', 'AY1', 'D']"
3372,stem,2e-05,4.3,NOUN,"['S', 'T', 'EH1', 'M']"
3373,summit,2e-05,4.3,NOUN,"['S', 'AH1', 'M', 'AH0', 'T']"
3374,talented,2e-05,4.3,ADJ,"['T', 'AE1', 'L', 'AH0', 'N', 'T', 'AH0', 'D']"
3375,throat,2e-05,4.3,NOUN,"['TH', 'R', 'OW1', 'T']"
3376,touched,2e-05,4.3,VERB,"['T', 'AH1', 'CH', 'T']"
3377,toy,2e-05,4.3,NOUN,"['T', 'OY1']"
3378,visits,2e-05,4.3,NOUN,"['V', 'IH1', 'Z', 'AH0', 'T', 'S']"
3379,warriors,2e-05,4.3,NOUN,"['W', 'AO1', 'R', 'IY0', 'ER0', 'Z']"
3380,wisdom,2e-05,4.3,NOUN,"['W', 'IH1', 'Z', 'D', 'AH0', 'M']"
3381,accounting,1.95e-05,4.29,VERB,"['AH0', 'K', 'AW1', 'N', 'T', 'IH0', 'NG']"
3382,alien,1.95e-05,4.29,ADJ,"['EY1', 'L', 'IY0', 'AH0', 'N']"
3383,beast,1.95e-05,4.29,NOUN,"['B', 'IY1', 'S', 'T']"
3384,candy,1.95e-05,4.29,NOUN,"['K', 'AE1', 'N', 'D', 'IY0']"
3385,celebration,1.95e-05,4.29,NOUN,"['S', 'EH2', 'L', 'AH0', 'B', 'R', 'EY1', 'SH', 'AH0', 'N']"
3386,celebrity,1.95e-05,4.29,NOUN,"['S', 'AH0', 'L', 'EH1', 'B', 'R', 'IH0', 'T', 'IY0']"
3387,certificate,1.95e-05,4.29,NOUN,"['S', 'ER0', 'T', 'IH1', 'F', 'IH0', 'K', 'EY2', 'T']"
3388,cited,1.95e-05,4.29,VERB,"['S', 'AY1', 'T', 'AH0', 'D']"
3389,clay,1.95e-05,4.29,NOUN,"['K', 'L', 'EY1']"
3390,coaching,1.95e-05,4.29,VERB,"['K', 'OW1', 'CH', 'IH0', 'NG']"
3391,colleagues,1.95e-05,4.29,NOUN,"['K', 'AA1', 'L', 'IY0', 'G', 'Z']"
3392,dated,1.95e-05,4.29,VERB,"['D', 'EY1', 'T', 'IH0', 'D']"
3393,dec,1.95e-05,4.29,PROPN,"['D', 'EH1', 'K']"
3394,default,1.95e-05,4.29,VERB,"['D', 'IH0', 'F', 'AO1', 'L', 'T']"
3395,delhi,1.95e-05,4.29,PROPN,"['D', 'EH1', 'L', 'IY0']"
3396,disabled,1.95e-05,4.29,ADJ,"['D', 'IH0', 'S', 'EY1', 'B', 'AH0', 'L', 'D']"
3397,distinct,1.95e-05,4.29,ADJ,"['D', 'IH0', 'S', 'T', 'IH1', 'NG', 'K', 'T']"
3398,educated,1.95e-05,4.29,VERB,"['EH1', 'JH', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']"
3399,eligible,1.95e-05,4.29,ADJ,"['EH1', 'L', 'AH0', 'JH', 'AH0', 'B', 'AH0', 'L']"
3400,estimate,1.95e-05,4.29,VERB,"['EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T']"
3401,execution,1.95e-05,4.29,NOUN,"['EH2', 'K', 'S', 'AH0', 'K', 'Y', 'UW1', 'SH', 'AH0', 'N']"
3402,fifty,1.95e-05,4.29,NUM,"['F', 'IH1', 'F', 'T', 'IY0']"
3403,followers,1.95e-05,4.29,NOUN,"['F', 'AA1', 'L', 'OW0', 'ER0', 'Z']"
3404,fool,1.95e-05,4.29,NOUN,"['F', 'UW1', 'L']"
3405,framework,1.95e-05,4.29,NOUN,"['F', 'R', 'EY1', 'M', 'W', 'ER2', 'K']"
3406,franchise,1.95e-05,4.29,NOUN,"['F', 'R', 'AE1', 'N', 'CH', 'AY2', 'Z']"
3407,funded,1.95e-05,4.29,VERB,"['F', 'AH1', 'N', 'D', 'AH0', 'D']"
3408,guaranteed,1.95e-05,4.29,VERB,"['G', 'EH2', 'R', 'AH0', 'N', 'T', 'IY1', 'D']"
3409,integrated,1.95e-05,4.29,VERB,"['IH1', 'N', 'T', 'AH0', 'G', 'R', 'EY2', 'T', 'AH0', 'D']"
3410,intelligent,1.95e-05,4.29,ADJ,"['IH0', 'N', 'T', 'EH1', 'L', 'AH0', 'JH', 'AH0', 'N', 'T']"
3411,interaction,1.95e-05,4.29,NOUN,"['IH2', 'N', 'T', 'ER0', 'AE1', 'K', 'SH', 'AH0', 'N']"
3412,journalists,1.95e-05,4.29,NOUN,"['JH', 'ER1', 'N', 'AH0', 'L', 'AH0', 'S', 'T', 'S']"
3413,lifestyle,1.95e-05,4.29,NOUN,"['L', 'AY1', 'F', 'S', 'T', 'AY2', 'L']"
3414,lighting,1.95e-05,4.29,VERB,"['L', 'AY1', 'T', 'IH0', 'NG']"
3415,lisa,1.95e-05,4.29,PROPN,"['L', 'IY1', 'S', 'AH0']"
3416,loop,1.95e-05,4.29,NOUN,"['L', 'UW1', 'P']"
3417,mall,1.95e-05,4.29,NOUN,"['M', 'AO1', 'L']"
3418,overseas,1.95e-05,4.29,ADV,"['OW1', 'V', 'ER0', 'S', 'IY1', 'Z']"
3419,performances,1.95e-05,4.29,NOUN,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'AH0', 'N', 'S', 'AH0', 'Z']"
3420,philippines,1.95e-05,4.29,PROPN,"['F', 'IH1', 'L', 'AH0', 'P', 'IY2', 'N', 'Z']"
3421,recommendations,1.95e-05,4.29,NOUN,"['R', 'EH2', 'K', 'AH0', 'M', 'AH0', 'N', 'D', 'EY1', 'SH', 'AH0', 'N', 'Z']"
3422,recover,1.95e-05,4.29,VERB,"['R', 'IH0', 'K', 'AH1', 'V', 'ER0']"
3423,regarded,1.95e-05,4.29,VERB,"['R', 'AH0', 'G', 'AA1', 'R', 'D', 'AH0', 'D']"
3424,reliable,1.95e-05,4.29,ADJ,"['R', 'IH0', 'L', 'AY1', 'AH0', 'B', 'AH0', 'L']"
3425,rely,1.95e-05,4.29,VERB,"['R', 'IH0', 'L', 'AY1']"
3426,remarkable,1.95e-05,4.29,ADJ,"['R', 'IH0', 'M', 'AA1', 'R', 'K', 'AH0', 'B', 'AH0', 'L']"
3427,responses,1.95e-05,4.29,NOUN,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S', 'IH0', 'Z']"
3428,ruling,1.95e-05,4.29,VERB,"['R', 'UW1', 'L', 'IH0', 'NG']"
3429,sacrifice,1.95e-05,4.29,NOUN,"['S', 'AE1', 'K', 'R', 'AH0', 'F', 'AY2', 'S']"
3430,sole,1.95e-05,4.29,NOUN,"['S', 'OW1', 'L']"
3431,stopping,1.95e-05,4.29,VERB,"['S', 'T', 'AA1', 'P', 'IH0', 'NG']"
3432,tale,1.95e-05,4.29,NOUN,"['T', 'EY1', 'L']"
3433,targets,1.95e-05,4.29,NOUN,"['T', 'AA1', 'R', 'G', 'AH0', 'T', 'S']"
3434,ton,1.95e-05,4.29,NOUN,"['T', 'AH1', 'N']"
3435,wore,1.95e-05,4.29,VERB,"['W', 'AO1', 'R']"
3436,worship,1.95e-05,4.29,VERB,"['W', 'ER1', 'SH', 'AH0', 'P']"
3437,alarm,1.91e-05,4.28,NOUN,"['AH0', 'L', 'AA1', 'R', 'M']"
3438,bass,1.91e-05,4.28,NOUN,"['B', 'AE1', 'S']"
3439,breathing,1.91e-05,4.28,VERB,"['B', 'R', 'IY1', 'DH', 'IH0', 'NG']"
3440,butt,1.91e-05,4.28,PROPN,"['B', 'AH1', 'T']"
3441,characteristics,1.91e-05,4.28,NOUN,"['K', 'EH2', 'R', 'AH0', 'K', 'T', 'ER0', 'IH1', 'S', 'T', 'IH0', 'K', 'S']"
3442,collaboration,1.91e-05,4.28,NOUN,"['K', 'AH0', 'L', 'AE2', 'B', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
3443,con,1.91e-05,4.28,VERB,"['K', 'AA1', 'N']"
3444,consideration,1.91e-05,4.28,NOUN,"['K', 'AH0', 'N', 'S', 'IH2', 'D', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
3445,counts,1.91e-05,4.28,VERB,"['K', 'AW1', 'N', 'T', 'S']"
3446,creates,1.91e-05,4.28,VERB,"['K', 'R', 'IY0', 'EY1', 'T', 'S']"
3447,crucial,1.91e-05,4.28,ADJ,"['K', 'R', 'UW1', 'SH', 'AH0', 'L']"
3448,daughters,1.91e-05,4.28,NOUN,"['D', 'AO1', 'T', 'ER0', 'Z']"
3449,discussions,1.91e-05,4.28,NOUN,"['D', 'IH0', 'S', 'K', 'AH1', 'SH', 'AH0', 'N', 'Z']"
3450,drives,1.91e-05,4.28,VERB,"['D', 'R', 'AY1', 'V', 'Z']"
3451,equipped,1.91e-05,4.28,VERB,"['IH0', 'K', 'W', 'IH1', 'P', 'T']"
3452,expanded,1.91e-05,4.28,VERB,"['IH0', 'K', 'S', 'P', 'AE1', 'N', 'D', 'AH0', 'D']"
3453,experimental,1.91e-05,4.28,ADJ,"['IH0', 'K', 'S', 'P', 'EH2', 'R', 'IH0', 'M', 'EH1', 'N', 'T', 'AH0', 'L']"
