,Unnamed: 0,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Prediction
225,225,usual,RLSH,real,long,simple,4.17e-05,7,4.62,"['Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L']","['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L']",ADJ,"['Y', 'UW', 'ZH', 'AH', 'W', '<EOS>', '<EOS>']"
226,226,concrete,RLSH,real,long,simple,2.75e-05,7,4.44,"['K', 'AH0', 'N', 'K', 'R', 'IY1', 'T']","['K', 'AH', 'N', 'K', 'R', 'IY', 'T']",NOUN,"['K', 'AH', 'N', 'K', 'R', 'IY', '<EOS>']"
227,227,possible,RLSH,real,long,simple,0.000229,7,5.36,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']","['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']",ADJ,"['P', 'AA', 'S', 'AH', 'B', '<EOS>', '<EOS>']"
228,228,expense,RLSH,real,long,simple,1.7e-05,7,4.23,"['IH0', 'K', 'S', 'P', 'EH1', 'N', 'S']","['IH', 'K', 'S', 'P', 'EH', 'N', 'S']",NOUN,"['IH', 'K', 'S', 'P', 'EH', '<EOS>', '<EOS>']"
229,229,manual,RLSH,real,long,simple,2.09e-05,7,4.32,"['M', 'AE1', 'N', 'Y', 'UW0', 'AH0', 'L']","['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']",ADJ,"['M', 'AE', 'N', 'Y', 'UW', '<EOS>', '<EOS>']"
230,230,wisconsin,RLSH,real,long,simple,2.29e-05,9,4.36,"['W', 'IH0', 'S', 'K', 'AA1', 'N', 'S', 'AH0', 'N']","['W', 'IH', 'S', 'K', 'AA', 'N', 'S', 'AH', 'N']",PROPN,"['W', 'IH', 'S', 'K', 'AA', 'N', '<EOS>', '<EOS>', '<EOS>']"
231,231,oxygen,RLSH,real,long,simple,1.78e-05,7,4.25,"['AA1', 'K', 'S', 'AH0', 'JH', 'AH0', 'N']","['AA', 'K', 'S', 'AH', 'JH', 'AH', 'N']",NOUN,"['AA', 'K', 'S', 'AH', 'JH', '<EOS>', '<EOS>']"
232,232,advocate,RLSH,real,long,simple,1.62e-05,7,4.21,"['AE1', 'D', 'V', 'AH0', 'K', 'AH0', 'T']","['AE', 'D', 'V', 'AH', 'K', 'AH', 'T']",VERB,"['AE', 'D', 'V', 'AH', 'K', '<EOS>', '<EOS>']"
233,233,attention,RLSH,real,long,simple,0.000129,7,5.11,"['AH0', 'T', 'EH1', 'N', 'SH', 'AH0', 'N']","['AH', 'T', 'EH', 'N', 'SH', 'AH', 'N']",NOUN,"['AH', 'T', 'EH', 'N', 'SH', '<EOS>', '<EOS>']"
234,234,genuine,RLSH,real,long,simple,2.34e-05,8,4.37,"['JH', 'EH1', 'N', 'Y', 'AH0', 'W', 'AH0', 'N']","['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N']",ADJ,"['JH', 'EH', 'N', 'Y', 'AH', 'W', '<EOS>', '<EOS>']"
235,235,important,RLSH,real,long,simple,0.000275,9,5.44,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']","['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'T']",ADJ,"['IH', 'M', 'P', 'AO', 'R', 'T', '<EOS>', '<EOS>', '<EOS>']"
236,236,volunteer,RLSH,real,long,simple,1.91e-05,8,4.28,"['V', 'AA2', 'L', 'AH0', 'N', 'T', 'IH1', 'R']","['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']",NOUN,"['V', 'AA', 'L', 'AH', 'N', '<EOS>', '<EOS>', '<EOS>']"
237,237,apparent,RLSH,real,long,simple,2.09e-05,7,4.32,"['AH0', 'P', 'EH1', 'R', 'AH0', 'N', 'T']","['AH', 'P', 'EH', 'R', 'AH', 'N', 'T']",ADJ,"['AH', 'P', 'EH', 'R', '<EOS>', '<EOS>', '<EOS>']"
238,238,anniversary,RLSH,real,long,simple,3.39e-05,8,4.53,"['AE2', 'N', 'AH0', 'V', 'ER1', 'S', 'ER0', 'IY0']","['AE', 'N', 'AH', 'V', 'ER', 'S', 'ER', 'IY']",NOUN,"['AE', 'N', 'AH', 'V', 'ER', 'S', '<EOS>', '<EOS>']"
239,239,respect,RLSH,real,long,simple,0.000107,7,5.03,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T']","['R', 'IH', 'S', 'P', 'EH', 'K', 'T']",NOUN,"['R', 'IH', 'S', 'P', 'EH', 'K', '<EOS>']"
240,240,faculty,RLSH,real,long,simple,2.09e-05,7,4.32,"['F', 'AE1', 'K', 'AH0', 'L', 'T', 'IY0']","['F', 'AE', 'K', 'AH', 'L', 'T', 'IY']",NOUN,"['F', 'AE', 'K', 'AH', 'L', '<EOS>', '<EOS>']"
241,241,efficient,RLSH,real,long,simple,2.63e-05,7,4.42,"['IH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T']","['IH', 'F', 'IH', 'SH', 'AH', 'N', 'T']",ADJ,"['IH', 'F', 'IH', 'SH', 'AH', '<EOS>', '<EOS>']"
242,242,curious,RLSH,real,long,simple,2.82e-05,7,4.45,"['K', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S']","['K', 'Y', 'UH', 'R', 'IY', 'AH', 'S']",ADJ,"['K', 'Y', 'UH', 'R', 'IY', '<EOS>', '<EOS>']"
243,243,interest,RLSH,real,long,simple,0.000148,7,5.17,"['IH1', 'N', 'T', 'R', 'AH0', 'S', 'T']","['IH', 'N', 'T', 'R', 'AH', 'S', 'T']",NOUN,"['IH', 'N', 'T', 'R', 'AH', '<EOS>', '<EOS>']"
244,244,position,RLSH,real,long,simple,0.000162,7,5.21,"['P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",NOUN,"['P', 'AH', 'Z', 'IH', 'SH', '<EOS>', '<EOS>']"
245,245,estimate,RLSH,real,long,simple,1.95e-05,7,4.29,"['EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T']","['EH', 'S', 'T', 'AH', 'M', 'AH', 'T']",VERB,"['EH', 'S', 'T', 'AH', 'M', '<EOS>', '<EOS>']"
246,246,pregnant,RLSH,real,long,simple,3.63e-05,8,4.56,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'N', 'T']","['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']",ADJ,"['P', 'R', 'EH', 'G', 'N', '<EOS>', '<EOS>', '<EOS>']"
247,247,conflict,RLSH,real,long,simple,4.37e-05,8,4.64,"['K', 'AA1', 'N', 'F', 'L', 'IH0', 'K', 'T']","['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']",NOUN,"['K', 'AA', 'N', 'F', 'L', 'IH', '<EOS>', '<EOS>']"
248,248,academy,RLSH,real,long,simple,3.72e-05,7,4.57,"['AH0', 'K', 'AE1', 'D', 'AH0', 'M', 'IY0']","['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']",NOUN,"['AH', 'K', 'AE', 'D', '<EOS>', '<EOS>', '<EOS>']"
249,249,innocent,RLSH,real,long,simple,2.82e-05,7,4.45,"['IH1', 'N', 'AH0', 'S', 'AH0', 'N', 'T']","['IH', 'N', 'AH', 'S', 'AH', 'N', 'T']",ADJ,"['IH', 'N', 'AH', 'S', 'T', '<EOS>', '<EOS>']"
250,250,houston,RLSH,real,long,simple,2.63e-05,7,4.42,"['HH', 'Y', 'UW1', 'S', 'T', 'AH0', 'N']","['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']",PROPN,"['HH', 'Y', 'UW', 'S', 'T', '<EOS>', '<EOS>']"
251,251,vehicle,RLSH,real,long,simple,5.75e-05,7,4.76,"['V', 'IY1', 'HH', 'IH0', 'K', 'AH0', 'L']","['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']",NOUN,"['V', 'IY', 'HH', 'IH', '<EOS>', '<EOS>', '<EOS>']"
252,252,category,RLSH,real,long,simple,3.72e-05,8,4.57,"['K', 'AE1', 'T', 'AH0', 'G', 'AO2', 'R', 'IY0']","['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY']",NOUN,"['K', 'AE', 'T', 'AH', 'G', 'AO', '<EOS>', '<EOS>']"
253,253,stadium,RLSH,real,long,simple,4.27e-05,7,4.63,"['S', 'T', 'EY1', 'D', 'IY0', 'AH0', 'M']","['S', 'T', 'EY', 'D', 'IY', 'AH', 'M']",NOUN,"['S', 'T', 'EY', 'D', 'IY', '<EOS>', '<EOS>']"
254,254,violent,RLSH,real,long,simple,2.88e-05,7,4.46,"['V', 'AY1', 'AH0', 'L', 'AH0', 'N', 'T']","['V', 'AY', 'AH', 'L', 'AH', 'N', 'T']",ADJ,"['V', 'AY', 'AH', 'L', '<EOS>', '<EOS>', '<EOS>']"
255,255,struggle,RLSH,real,long,simple,4.17e-05,7,4.62,"['S', 'T', 'R', 'AH1', 'G', 'AH0', 'L']","['S', 'T', 'R', 'AH', 'G', 'AH', 'L']",VERB,"['S', 'T', 'R', 'AH', 'G', '<EOS>', '<EOS>']"
256,256,respond,RLSH,real,long,simple,3.39e-05,7,4.53,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D']","['R', 'IH', 'S', 'P', 'AA', 'N', 'D']",VERB,"['R', 'IH', 'S', 'P', 'AA', 'N', '<EOS>']"
257,257,register,RLSH,real,long,simple,3.89e-05,7,4.59,"['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'ER0']","['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER']",VERB,"['R', 'EH', 'JH', 'IH', 'S', '<EOS>', '<EOS>']"
258,258,mutual,RLSH,real,long,simple,1.82e-05,8,4.26,"['M', 'Y', 'UW1', 'CH', 'AH0', 'W', 'AH0', 'L']","['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']",ADJ,"['M', 'Y', 'UW', 'CH', 'AH', 'L', '<EOS>', '<EOS>']"
259,259,hospital,RLSH,real,long,simple,0.000117,8,5.07,"['HH', 'AA1', 'S', 'P', 'IH2', 'T', 'AH0', 'L']","['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L']",NOUN,"['HH', 'AA', 'S', 'P', 'IH', 'L', '<EOS>', '<EOS>']"
260,260,determine,RLSH,real,long,simple,4.27e-05,7,4.63,"['D', 'AH0', 'T', 'ER1', 'M', 'AH0', 'N']","['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']",VERB,"['D', 'AH', 'T', 'ER', '<EOS>', '<EOS>', '<EOS>']"
261,261,request,RLSH,real,long,simple,5.75e-05,7,4.76,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T']","['R', 'IH', 'K', 'W', 'EH', 'S', 'T']",VERB,"['R', 'IH', 'K', 'W', 'EH', 'S', '<EOS>']"
262,262,november,RLSH,real,long,simple,0.000126,7,5.1,"['N', 'OW0', 'V', 'EH1', 'M', 'B', 'ER0']","['N', 'OW', 'V', 'EH', 'M', 'B', 'ER']",PROPN,"['N', 'OW', 'V', 'EH', 'M', '<EOS>', '<EOS>']"
263,263,project,RLSH,real,long,simple,0.000166,7,5.22,"['P', 'R', 'AA1', 'JH', 'EH0', 'K', 'T']","['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']",NOUN,"['P', 'R', 'AA', 'JH', 'EH', 'K', '<EOS>']"
264,264,secretary,RLSH,real,long,simple,8.91e-05,9,4.95,"['S', 'EH1', 'K', 'R', 'AH0', 'T', 'EH2', 'R', 'IY0']","['S', 'EH', 'K', 'R', 'AH', 'T', 'EH', 'R', 'IY']",NOUN,"['S', 'EH', 'K', 'R', 'AH', 'T', '<EOS>', '<EOS>', '<EOS>']"
265,265,disaster,RLSH,real,long,simple,2.45e-05,7,4.39,"['D', 'IH0', 'Z', 'AE1', 'S', 'T', 'ER0']","['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']",NOUN,"['D', 'IH', 'Z', 'AE', 'S', '<EOS>', '<EOS>']"
266,266,guarantee,RLSH,real,long,simple,2.75e-05,7,4.44,"['G', 'EH2', 'R', 'AH0', 'N', 'T', 'IY1']","['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']",VERB,"['G', 'EH', 'R', 'AH', 'N', 'IY', '<EOS>']"
267,267,appreciate,RLSH,real,long,simple,5.5e-05,8,4.74,"['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']","['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']",VERB,"['AH', 'P', 'R', 'IY', 'SH', 'IY', '<EOS>', '<EOS>']"
268,268,conduct,RLSH,real,long,simple,3.31e-05,7,4.52,"['K', 'AA1', 'N', 'D', 'AH0', 'K', 'T']","['K', 'AA', 'N', 'D', 'AH', 'K', 'T']",VERB,"['K', 'AA', 'N', 'D', 'AH', '<EOS>', '<EOS>']"
269,269,consent,RLSH,real,long,simple,2.29e-05,7,4.36,"['K', 'AH0', 'N', 'S', 'EH1', 'N', 'T']","['K', 'AH', 'N', 'S', 'EH', 'N', 'T']",NOUN,"['K', 'AH', 'N', 'S', 'EH', 'N', '<EOS>']"
270,270,strength,RLSH,real,long,simple,6.31e-05,7,4.8,"['S', 'T', 'R', 'EH1', 'NG', 'K', 'TH']","['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",NOUN,"['S', 'T', 'R', 'EH', 'NG', 'K', '<EOS>']"
271,271,america,RLSH,real,long,simple,0.000166,7,5.22,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH']",PROPN,"['AH', 'M', 'EH', 'R', 'AH', '<EOS>', '<EOS>']"
272,272,alabama,RLSH,real,long,simple,1.82e-05,7,4.26,"['AE2', 'L', 'AH0', 'B', 'AE1', 'M', 'AH0']","['AE', 'L', 'AH', 'B', 'AE', 'M', 'AH']",PROPN,"['AE', 'L', 'AH', 'B', 'AE', '<EOS>', '<EOS>']"
273,273,problem,RLSH,real,long,simple,0.000251,7,5.4,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']","['P', 'R', 'AA', 'B', 'L', 'AH', 'M']",NOUN,"['P', 'R', 'AA', 'B', 'L', '<EOS>', '<EOS>']"
274,274,singapore,RLSH,real,long,simple,2.24e-05,7,4.35,"['S', 'IH1', 'NG', 'AH0', 'P', 'AO2', 'R']","['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']",PROPN,"['S', 'IH', 'NG', 'AH', 'P', '<EOS>', '<EOS>']"
275,275,incident,RLSH,real,long,simple,3.47e-05,8,4.54,"['IH1', 'N', 'S', 'AH0', 'D', 'AH0', 'N', 'T']","['IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'T']",NOUN,"['IH', 'N', 'S', 'AH', 'D', '<EOS>', '<EOS>', '<EOS>']"
276,276,portrait,RLSH,real,long,simple,1.66e-05,7,4.22,"['P', 'AO1', 'R', 'T', 'R', 'AH0', 'T']","['P', 'AO', 'R', 'T', 'R', 'AH', 'T']",NOUN,"['P', 'AO', 'R', 'T', 'R', '<EOS>', '<EOS>']"
277,277,regular,RLSH,real,long,simple,8.91e-05,7,4.95,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']",ADJ,"['R', 'EH', 'G', 'Y', 'AH', '<EOS>', '<EOS>']"
278,278,hamilton,RLSH,real,long,simple,2.04e-05,8,4.31,"['HH', 'AE1', 'M', 'AH0', 'L', 'T', 'AH0', 'N']","['HH', 'AE', 'M', 'AH', 'L', 'T', 'AH', 'N']",PROPN,"['HH', 'AE', 'M', 'AH', 'L', '<EOS>', '<EOS>', '<EOS>']"
279,279,contract,RLSH,real,long,simple,8.71e-05,8,4.94,"['K', 'AA1', 'N', 'T', 'R', 'AE2', 'K', 'T']","['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T']",NOUN,"['K', 'AA', 'N', 'T', 'R', 'AE', '<EOS>', '<EOS>']"
280,280,convince,RLSH,real,long,simple,1.82e-05,7,4.26,"['K', 'AH0', 'N', 'V', 'IH1', 'N', 'S']","['K', 'AH', 'N', 'V', 'IH', 'N', 'S']",VERB,"['K', 'AH', 'N', 'V', 'IH', '<EOS>', '<EOS>']"
281,281,tournament,RLSH,real,long,simple,3.63e-05,9,4.56,"['T', 'UH1', 'R', 'N', 'AH0', 'M', 'AH0', 'N', 'T']","['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']",NOUN,"['T', 'UH', 'R', 'N', 'AH', 'M', '<EOS>', '<EOS>', '<EOS>']"
282,282,alcohol,RLSH,real,long,simple,4.07e-05,7,4.61,"['AE1', 'L', 'K', 'AH0', 'HH', 'AA2', 'L']","['AE', 'L', 'K', 'AH', 'HH', 'AA', 'L']",NOUN,"['AE', 'L', 'K', 'AH', 'HH', '<EOS>', '<EOS>']"
283,283,complete,RLSH,real,long,simple,0.000126,7,5.1,"['K', 'AH0', 'M', 'P', 'L', 'IY1', 'T']","['K', 'AH', 'M', 'P', 'L', 'IY', 'T']",VERB,"['K', 'AH', 'M', 'P', 'L', 'IY', '<EOS>']"
284,284,province,RLSH,real,long,simple,2.95e-05,7,4.47,"['P', 'R', 'AA1', 'V', 'AH0', 'N', 'S']","['P', 'R', 'AA', 'V', 'AH', 'N', 'S']",NOUN,"['P', 'R', 'AA', 'V', '<EOS>', '<EOS>', '<EOS>']"
285,285,subject,RLSH,real,long,simple,9.12e-05,7,4.96,"['S', 'AH1', 'B', 'JH', 'IH0', 'K', 'T']","['S', 'AH', 'B', 'JH', 'IH', 'K', 'T']",NOUN,"['S', 'AH', 'B', 'JH', 'IH', '<EOS>', '<EOS>']"
286,286,mexico,RLSH,real,long,simple,5.62e-05,7,4.75,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'OW2']","['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']",PROPN,"['M', 'EH', 'K', 'S', '<EOS>', '<EOS>', '<EOS>']"
287,287,parliament,RLSH,real,long,simple,5.5e-05,9,4.74,"['P', 'AA1', 'R', 'L', 'AH0', 'M', 'AH0', 'N', 'T']","['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']",NOUN,"['P', 'AA', 'R', 'L', 'AH', 'N', '<EOS>', '<EOS>', '<EOS>']"
288,288,margaret,RLSH,real,long,simple,1.7e-05,7,4.23,"['M', 'AA1', 'R', 'G', 'ER0', 'IH0', 'T']","['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']",PROPN,"['M', 'AA', 'R', 'G', 'ER', '<EOS>', '<EOS>']"
289,289,principal,RLSH,real,long,simple,3.31e-05,9,4.52,"['P', 'R', 'IH1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",NOUN,"['P', 'R', 'IH', 'N', 'S', 'AH', '<EOS>', '<EOS>', '<EOS>']"
290,290,magazine,RLSH,real,long,simple,5.5e-05,7,4.74,"['M', 'AE1', 'G', 'AH0', 'Z', 'IY2', 'N']","['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']",NOUN,"['M', 'AE', 'G', 'AH', 'Z', '<EOS>', '<EOS>']"
291,291,candidate,RLSH,real,long,simple,4.57e-05,8,4.66,"['K', 'AE1', 'N', 'D', 'AH0', 'D', 'EY0', 'T']","['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T']",NOUN,"['K', 'AE', 'N', 'D', 'AH', 'D', '<EOS>', '<EOS>']"
292,292,fantasy,RLSH,real,long,simple,3.31e-05,7,4.52,"['F', 'AE1', 'N', 'T', 'AH0', 'S', 'IY0']","['F', 'AE', 'N', 'T', 'AH', 'S', 'IY']",NOUN,"['F', 'AE', 'N', 'T', 'AH', '<EOS>', '<EOS>']"
293,293,argentina,RLSH,real,long,simple,1.66e-05,9,4.22,"['AA2', 'R', 'JH', 'AH0', 'N', 'T', 'IY1', 'N', 'AH0']","['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']",PROPN,"['AA', 'R', 'JH', 'AH', 'N', 'IY', '<EOS>', '<EOS>', '<EOS>']"
294,294,franchise,RLSH,real,long,simple,1.95e-05,7,4.29,"['F', 'R', 'AE1', 'N', 'CH', 'AY2', 'Z']","['F', 'R', 'AE', 'N', 'CH', 'AY', 'Z']",NOUN,"['F', 'R', 'AE', 'N', 'CH', '<EOS>', '<EOS>']"
295,295,document,RLSH,real,long,simple,3.16e-05,9,4.5,"['D', 'AA1', 'K', 'Y', 'AH0', 'M', 'AH0', 'N', 'T']","['D', 'AA', 'K', 'Y', 'AH', 'M', 'AH', 'N', 'T']",NOUN,"['D', 'AA', 'K', 'Y', 'AH', 'M', '<EOS>', '<EOS>', '<EOS>']"
296,296,capacity,RLSH,real,long,simple,5.13e-05,8,4.71,"['K', 'AH0', 'P', 'AE1', 'S', 'AH0', 'T', 'IY0']","['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'IY']",NOUN,"['K', 'AH', 'P', 'AE', 'S', 'IY', '<EOS>', '<EOS>']"
297,297,deputy,RLSH,real,long,simple,3.55e-05,7,4.55,"['D', 'EH1', 'P', 'Y', 'AH0', 'T', 'IY0']","['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",NOUN,"['D', 'EH', 'P', 'Y', 'IY', '<EOS>', '<EOS>']"
298,298,religion,RLSH,real,long,simple,5.5e-05,7,4.74,"['R', 'IH0', 'L', 'IH1', 'JH', 'AH0', 'N']","['R', 'IH', 'L', 'IH', 'JH', 'AH', 'N']",NOUN,"['R', 'IH', 'L', 'IH', 'JH', '<EOS>', '<EOS>']"
299,299,library,RLSH,real,long,simple,7.24e-05,7,4.86,"['L', 'AY1', 'B', 'R', 'EH2', 'R', 'IY0']","['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']",NOUN,"['L', 'AY', 'B', 'R', 'EH', '<EOS>', '<EOS>']"
300,300,burgundy,RLSL,real,long,simple,2.88e-06,7,3.46,"['B', 'ER1', 'G', 'AH0', 'N', 'D', 'IY0']","['B', 'ER', 'G', 'AH', 'N', 'D', 'IY']",NOUN,"['B', 'ER', 'G', 'AH', 'N', '<EOS>', '<EOS>']"
301,301,tripoli,RLSL,real,long,simple,1.95e-06,7,3.29,"['T', 'R', 'IH1', 'P', 'AH0', 'L', 'IY0']","['T', 'R', 'IH', 'P', 'AH', 'L', 'IY']",PROPN,"['T', 'R', 'IH', 'P', 'IY', '<EOS>', '<EOS>']"
302,302,barbados,RLSL,real,long,simple,3.16e-06,8,3.5,"['B', 'AA0', 'R', 'B', 'EY1', 'D', 'OW0', 'S']","['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']",PROPN,"['B', 'AA', 'R', 'B', 'OW', '<EOS>', '<EOS>', '<EOS>']"
303,303,scarlett,RLSL,real,long,simple,2.82e-06,7,3.45,"['S', 'K', 'AA1', 'R', 'L', 'IH0', 'T']","['S', 'K', 'AA', 'R', 'L', 'IH', 'T']",PROPN,"['S', 'K', 'AA', 'R', 'L', '<EOS>', '<EOS>']"
304,304,ecstasy,RLSL,real,long,simple,3.02e-06,7,3.48,"['EH1', 'K', 'S', 'T', 'AH0', 'S', 'IY0']","['EH', 'K', 'S', 'T', 'AH', 'S', 'IY']",NOUN,"['EH', 'K', 'S', 'T', '<EOS>', '<EOS>', '<EOS>']"
305,305,kubrick,RLSL,real,long,simple,7.59e-07,7,2.88,"['K', 'Y', 'UW1', 'B', 'R', 'IH2', 'K']","['K', 'Y', 'UW', 'B', 'R', 'IH', 'K']",PROPN,"['K', 'Y', 'UW', 'B', 'R', '<EOS>', '<EOS>']"
306,306,impetus,RLSL,real,long,simple,1.86e-06,7,3.27,"['IH1', 'M', 'P', 'AH0', 'T', 'AH0', 'S']","['IH', 'M', 'P', 'AH', 'T', 'AH', 'S']",NOUN,"['IH', 'M', 'P', 'AH', 'T', '<EOS>', '<EOS>']"
307,307,honolulu,RLSL,real,long,simple,3.16e-06,8,3.5,"['HH', 'AA2', 'N', 'AH0', 'L', 'UW1', 'L', 'UW0']","['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']",PROPN,"['HH', 'AA', 'N', 'AH', 'L', 'UW', '<EOS>', '<EOS>']"
308,308,amethyst,RLSL,real,long,simple,1.02e-06,7,3.01,"['AE1', 'M', 'IH0', 'TH', 'IH0', 'S', 'T']","['AE', 'M', 'IH', 'TH', 'IH', 'S', 'T']",NOUN,"['AE', 'M', 'IH', 'TH', 'IH', 'S', '<EOS>']"
309,309,cadillac,RLSL,real,long,simple,3.02e-06,7,3.48,"['K', 'AE1', 'D', 'AH0', 'L', 'AE2', 'K']","['K', 'AE', 'D', 'AH', 'L', 'AE', 'K']",PROPN,"['K', 'AE', 'D', 'AH', 'L', '<EOS>', '<EOS>']"
310,310,epsilon,RLSL,real,long,simple,7.59e-07,7,2.88,"['EH1', 'P', 'S', 'AH0', 'L', 'AA2', 'N']","['EH', 'P', 'S', 'AH', 'L', 'AA', 'N']",NOUN,"['EH', 'P', 'S', 'AH', 'L', '<EOS>', '<EOS>']"
311,311,tabernacle,RLSL,real,long,simple,1.15e-06,9,3.06,"['T', 'AE1', 'B', 'ER0', 'N', 'AE2', 'K', 'AH0', 'L']","['T', 'AE', 'B', 'ER', 'N', 'AE', 'K', 'AH', 'L']",NOUN,"['T', 'AE', 'B', 'ER', 'K', '<EOS>', '<EOS>', '<EOS>', '<EOS>']"
312,312,pringle,RLSL,real,long,simple,7.94e-07,7,2.9,"['P', 'R', 'IH1', 'NG', 'G', 'AH0', 'L']","['P', 'R', 'IH', 'NG', 'G', 'AH', 'L']",PROPN,"['P', 'R', 'IH', 'NG', 'G', '<EOS>', '<EOS>']"
313,313,diaspora,RLSL,real,long,simple,2.82e-06,7,3.45,"['D', 'AY0', 'AE1', 'S', 'P', 'ER0', 'AH0']","['D', 'AY', 'AE', 'S', 'P', 'ER', 'AH']",PROPN,"['D', 'AY', 'AE', 'NG', 'K', '<EOS>', '<EOS>']"
314,314,camelot,RLSL,real,long,simple,9.33e-07,7,2.97,"['K', 'AE1', 'M', 'AH0', 'L', 'AA2', 'T']","['K', 'AE', 'M', 'AH', 'L', 'AA', 'T']",PROPN,"['K', 'AE', 'M', 'AH', 'L', '<EOS>', '<EOS>']"
315,315,conundrum,RLSL,real,long,simple,1e-06,9,3.0,"['K', 'AH0', 'N', 'AH1', 'N', 'D', 'R', 'AH0', 'M']","['K', 'AH', 'N', 'AH', 'N', 'D', 'R', 'AH', 'M']",NOUN,"['K', 'AH', 'N', 'AH', 'N', 'D', '<EOS>', '<EOS>', '<EOS>']"
316,316,lombard,RLSL,real,long,simple,1e-06,7,3.0,"['L', 'AA1', 'M', 'B', 'AA0', 'R', 'D']","['L', 'AA', 'M', 'B', 'AA', 'R', 'D']",PROPN,"['L', 'AA', 'M', 'B', 'AA', '<EOS>', '<EOS>']"
317,317,placebo,RLSL,real,long,simple,3.02e-06,7,3.48,"['P', 'L', 'AH0', 'S', 'IY1', 'B', 'OW0']","['P', 'L', 'AH', 'S', 'IY', 'B', 'OW']",NOUN,"['P', 'L', 'AH', 'S', 'IY', '<EOS>', '<EOS>']"
318,318,bolshevik,RLSL,real,long,simple,9.33e-07,8,2.97,"['B', 'OW1', 'L', 'SH', 'AH0', 'V', 'IH2', 'K']","['B', 'OW', 'L', 'SH', 'AH', 'V', 'IH', 'K']",ADJ,"['B', 'OW', 'L', 'V', '<EOS>', '<EOS>', '<EOS>', '<EOS>']"
