,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
221,ordinary,RLSH,real,long,simple,2.63e-05,8,4.42,"['AO', 'R', 'D', 'AH', 'N', 'EH', 'R', 'IY']","['AO', 'R', 'D', 'AH', 'N', 'EH', 'R', 'IY']",ADJ,4,4,"['AO', 'R', 'D', 'AH', 'N', 'EH', 'R', 'IY']",0,0,0,0,[]
222,suspect,RLSH,real,long,simple,3.24e-05,7,4.51,"['S', 'AH', 'S', 'P', 'EH', 'K', 'T']","['S', 'AH', 'S', 'P', 'EH', 'K', 'T']",VERB,2,5,"['S', 'AH', 'S', 'P', 'EH', 'K', 'T']",0,0,0,0,[]
223,principle,RLSH,real,long,simple,2.19e-05,9,4.34,"['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']","['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",NOUN,3,6,"['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",0,0,0,0,[]
224,consider,RLSH,real,long,simple,9.77e-05,7,4.99,"['K', 'AH', 'N', 'S', 'IH', 'D', 'ER']","['K', 'AH', 'N', 'S', 'IH', 'D', 'ER']",VERB,3,4,"['K', 'AH', 'N', 'S', 'IH', 'D', 'ER']",0,0,0,0,[]
225,usual,RLSH,real,long,simple,4.17e-05,7,4.62,"['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L']","['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L']",ADJ,3,4,"['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L']",0,0,0,0,[]
226,concrete,RLSH,real,long,simple,2.75e-05,7,4.44,"['K', 'AH', 'N', 'K', 'R', 'IY', 'T']","['K', 'AH', 'N', 'K', 'R', 'IY', 'T']",NOUN,2,5,"['K', 'AH', 'N', 'K', 'R', 'IY', 'T']",0,0,0,0,[]
227,possible,RLSH,real,long,simple,0.000229,7,5.36,"['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']","['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']",ADJ,3,4,"['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
228,expense,RLSH,real,long,simple,1.7e-05,7,4.23,"['IH', 'K', 'S', 'P', 'EH', 'N', 'S']","['IH', 'K', 'S', 'P', 'EH', 'N', 'S']",NOUN,2,5,"['IH', 'K', 'S', 'P', 'EH', 'N', 'S']",0,0,0,0,[]
229,manual,RLSH,real,long,simple,2.09e-05,7,4.32,"['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']","['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']",ADJ,3,4,"['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']",0,0,0,0,[]
230,wisconsin,RLSH,real,long,simple,2.29e-05,9,4.36,"['W', 'IH', 'S', 'K', 'AA', 'N', 'S', 'AH', 'N']","['W', 'IH', 'S', 'K', 'AA', 'N', 'S', 'AH', 'N']",PROPN,3,6,"['W', 'IH', 'S', 'K', 'AA', 'N', 'S', 'AH', 'N']",0,0,0,0,[]
231,oxygen,RLSH,real,long,simple,1.78e-05,7,4.25,"['AA', 'K', 'S', 'AH', 'JH', 'AH', 'N']","['AA', 'K', 'S', 'AH', 'JH', 'AH', 'N']",NOUN,3,4,"['AA', 'K', 'S', 'AH', 'JH', 'AH', 'N']",0,0,0,0,[]
232,advocate,RLSH,real,long,simple,1.62e-05,7,4.21,"['AE', 'D', 'V', 'AH', 'K', 'AH', 'T']","['AE', 'D', 'V', 'AH', 'K', 'AH', 'T']",VERB,3,4,"['AE', 'D', 'V', 'AH', 'K', 'AH', 'T']",0,0,0,0,[]
233,attention,RLSH,real,long,simple,0.000129,7,5.11,"['AH', 'T', 'EH', 'N', 'SH', 'AH', 'N']","['AH', 'T', 'EH', 'N', 'SH', 'AH', 'N']",NOUN,3,4,"['AH', 'T', 'EH', 'N', 'SH', 'AH', 'N']",0,0,0,0,[]
234,genuine,RLSH,real,long,simple,2.34e-05,8,4.37,"['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N']","['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N']",ADJ,3,5,"['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N']",0,0,0,0,[]
235,important,RLSH,real,long,simple,0.000275,9,5.44,"['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'T']","['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'T']",ADJ,3,6,"['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'T']",0,0,0,0,[]
236,volunteer,RLSH,real,long,simple,1.91e-05,8,4.28,"['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']","['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']",NOUN,3,5,"['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']",0,0,0,0,[]
237,apparent,RLSH,real,long,simple,2.09e-05,7,4.32,"['AH', 'P', 'EH', 'R', 'AH', 'N', 'T']","['AH', 'P', 'EH', 'R', 'AH', 'N', 'T']",ADJ,3,4,"['AH', 'P', 'EH', 'R', 'AH', 'N', 'T']",0,0,0,0,[]
238,anniversary,RLSH,real,long,simple,3.39e-05,8,4.53,"['AE', 'N', 'AH', 'V', 'ER', 'S', 'ER', 'IY']","['AE', 'N', 'AH', 'V', 'ER', 'S', 'ER', 'IY']",NOUN,5,3,"['AE', 'N', 'AH', 'V', 'ER', 'S', 'ER', 'IY']",0,0,0,0,[]
239,respect,RLSH,real,long,simple,0.000107,7,5.03,"['R', 'IH', 'S', 'P', 'EH', 'K', 'T']","['R', 'IH', 'S', 'P', 'EH', 'K', 'T']",NOUN,2,5,"['R', 'IH', 'S', 'P', 'EH', 'K', 'T']",0,0,0,0,[]
240,faculty,RLSH,real,long,simple,2.09e-05,7,4.32,"['F', 'AE', 'K', 'AH', 'L', 'T', 'IY']","['F', 'AE', 'K', 'AH', 'L', 'T', 'IY']",NOUN,3,4,"['F', 'AE', 'K', 'AH', 'L', 'T', 'IY']",0,0,0,0,[]
241,efficient,RLSH,real,long,simple,2.63e-05,7,4.42,"['IH', 'F', 'IH', 'SH', 'AH', 'N', 'T']","['IH', 'F', 'IH', 'SH', 'AH', 'N', 'T']",ADJ,3,4,"['IH', 'F', 'IH', 'SH', 'AH', 'N', 'T']",0,0,0,0,[]
242,curious,RLSH,real,long,simple,2.82e-05,7,4.45,"['K', 'Y', 'UH', 'R', 'IY', 'AH', 'S']","['K', 'Y', 'UH', 'R', 'IY', 'AH', 'S']",ADJ,3,4,"['K', 'Y', 'UH', 'R', 'IY', 'AH', 'S']",0,0,0,0,[]
243,interest,RLSH,real,long,simple,0.000148,7,5.17,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T']","['IH', 'N', 'T', 'R', 'AH', 'S', 'T']",NOUN,2,5,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T']",0,0,0,0,[]
244,position,RLSH,real,long,simple,0.000162,7,5.21,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",NOUN,3,4,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",0,0,0,0,[]
245,estimate,RLSH,real,long,simple,1.95e-05,7,4.29,"['EH', 'S', 'T', 'AH', 'M', 'AH', 'T']","['EH', 'S', 'T', 'AH', 'M', 'AH', 'T']",VERB,3,4,"['EH', 'S', 'T', 'AH', 'M', 'AH', 'T']",0,0,0,0,[]
246,pregnant,RLSH,real,long,simple,3.63e-05,8,4.56,"['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']","['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']",ADJ,2,6,"['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']",0,0,0,0,[]
247,conflict,RLSH,real,long,simple,4.37e-05,8,4.64,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']","['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']",NOUN,2,6,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']",0,0,0,0,[]
248,academy,RLSH,real,long,simple,3.72e-05,7,4.57,"['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']","['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']",NOUN,4,3,"['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']",0,0,0,0,[]
249,innocent,RLSH,real,long,simple,2.82e-05,7,4.45,"['IH', 'N', 'AH', 'S', 'AH', 'N', 'T']","['IH', 'N', 'AH', 'S', 'AH', 'N', 'T']",ADJ,3,4,"['IH', 'N', 'AH', 'S', 'AH', 'N', 'T']",0,0,0,0,[]
250,houston,RLSH,real,long,simple,2.63e-05,7,4.42,"['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']","['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']",PROPN,2,5,"['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']",0,0,0,0,[]
251,vehicle,RLSH,real,long,simple,5.75e-05,7,4.76,"['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']","['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']",NOUN,3,4,"['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']",0,0,0,0,[]
252,category,RLSH,real,long,simple,3.72e-05,8,4.57,"['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY']","['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY']",NOUN,4,4,"['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY']",0,0,0,0,[]
253,stadium,RLSH,real,long,simple,4.27e-05,7,4.63,"['S', 'T', 'EY', 'D', 'IY', 'AH', 'M']","['S', 'T', 'EY', 'D', 'IY', 'AH', 'M']",NOUN,3,4,"['S', 'T', 'EY', 'D', 'IY', 'AH', 'M']",0,0,0,0,[]
254,violent,RLSH,real,long,simple,2.88e-05,7,4.46,"['V', 'AY', 'AH', 'L', 'AH', 'N', 'T']","['V', 'AY', 'AH', 'L', 'AH', 'N', 'T']",ADJ,3,4,"['V', 'AY', 'AH', 'L', 'AH', 'N', 'T']",0,0,0,0,[]
255,struggle,RLSH,real,long,simple,4.17e-05,7,4.62,"['S', 'T', 'R', 'AH', 'G', 'AH', 'L']","['S', 'T', 'R', 'AH', 'G', 'AH', 'L']",VERB,2,5,"['S', 'T', 'R', 'AH', 'G', 'AH', 'L']",0,0,0,0,[]
256,respond,RLSH,real,long,simple,3.39e-05,7,4.53,"['R', 'IH', 'S', 'P', 'AA', 'N', 'D']","['R', 'IH', 'S', 'P', 'AA', 'N', 'D']",VERB,2,5,"['R', 'IH', 'S', 'P', 'AA', 'N', 'D']",0,0,0,0,[]
257,register,RLSH,real,long,simple,3.89e-05,7,4.59,"['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER']","['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER']",VERB,3,4,"['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER']",0,0,0,0,[]
258,mutual,RLSH,real,long,simple,1.82e-05,8,4.26,"['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']","['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']",ADJ,3,5,"['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']",0,0,0,0,[]
259,hospital,RLSH,real,long,simple,0.000117,8,5.07,"['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L']","['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L']",NOUN,3,5,"['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L']",0,0,0,0,[]
260,determine,RLSH,real,long,simple,4.27e-05,7,4.63,"['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']","['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']",VERB,3,4,"['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']",0,0,0,0,[]
261,request,RLSH,real,long,simple,5.75e-05,7,4.76,"['R', 'IH', 'K', 'W', 'EH', 'S', 'T']","['R', 'IH', 'K', 'W', 'EH', 'S', 'T']",VERB,2,5,"['R', 'IH', 'K', 'W', 'EH', 'S', 'T']",0,0,0,0,[]
262,november,RLSH,real,long,simple,0.000126,7,5.1,"['N', 'OW', 'V', 'EH', 'M', 'B', 'ER']","['N', 'OW', 'V', 'EH', 'M', 'B', 'ER']",PROPN,3,4,"['N', 'OW', 'V', 'EH', 'M', 'B', 'ER']",0,0,0,0,[]
263,project,RLSH,real,long,simple,0.000166,7,5.22,"['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']","['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']",NOUN,2,5,"['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']",0,0,0,0,[]
264,secretary,RLSH,real,long,simple,8.91e-05,9,4.95,"['S', 'EH', 'K', 'R', 'AH', 'T', 'EH', 'R', 'IY']","['S', 'EH', 'K', 'R', 'AH', 'T', 'EH', 'R', 'IY']",NOUN,4,5,"['S', 'EH', 'K', 'R', 'AH', 'T', 'EH', 'R', 'IY']",0,0,0,0,[]
265,disaster,RLSH,real,long,simple,2.45e-05,7,4.39,"['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']","['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']",NOUN,3,4,"['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']",0,0,0,0,[]
266,guarantee,RLSH,real,long,simple,2.75e-05,7,4.44,"['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']","['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']",VERB,3,4,"['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']",0,0,0,0,[]
267,appreciate,RLSH,real,long,simple,5.5e-05,8,4.74,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']","['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']",VERB,4,4,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']",0,0,0,0,[]
268,conduct,RLSH,real,long,simple,3.31e-05,7,4.52,"['K', 'AA', 'N', 'D', 'AH', 'K', 'T']","['K', 'AA', 'N', 'D', 'AH', 'K', 'T']",VERB,2,5,"['K', 'AA', 'N', 'D', 'AH', 'K', 'T']",0,0,0,0,[]
269,consent,RLSH,real,long,simple,2.29e-05,7,4.36,"['K', 'AH', 'N', 'S', 'EH', 'N', 'T']","['K', 'AH', 'N', 'S', 'EH', 'N', 'T']",NOUN,2,5,"['K', 'AH', 'N', 'S', 'EH', 'N', 'T']",0,0,0,0,[]
270,strength,RLSH,real,long,simple,6.31e-05,7,4.8,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']","['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",NOUN,1,6,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",0,0,0,0,[]
271,america,RLSH,real,long,simple,0.000166,7,5.22,"['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH']",PROPN,4,3,"['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH']",0,0,0,0,[]
272,alabama,RLSH,real,long,simple,1.82e-05,7,4.26,"['AE', 'L', 'AH', 'B', 'AE', 'M', 'AH']","['AE', 'L', 'AH', 'B', 'AE', 'M', 'AH']",PROPN,4,3,"['AE', 'L', 'AH', 'B', 'AE', 'M', 'AH']",0,0,0,0,[]
273,problem,RLSH,real,long,simple,0.000251,7,5.4,"['P', 'R', 'AA', 'B', 'L', 'AH', 'M']","['P', 'R', 'AA', 'B', 'L', 'AH', 'M']",NOUN,2,5,"['P', 'R', 'AA', 'B', 'L', 'AH', 'M']",0,0,0,0,[]
274,singapore,RLSH,real,long,simple,2.24e-05,7,4.35,"['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']","['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']",PROPN,3,4,"['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']",0,0,0,0,[]
275,incident,RLSH,real,long,simple,3.47e-05,8,4.54,"['IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'T']","['IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'T']",NOUN,3,5,"['IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'T']",0,0,0,0,[]
276,portrait,RLSH,real,long,simple,1.66e-05,7,4.22,"['P', 'AO', 'R', 'T', 'R', 'AH', 'T']","['P', 'AO', 'R', 'T', 'R', 'AH', 'T']",NOUN,2,5,"['P', 'AO', 'R', 'T', 'R', 'AH', 'T']",0,0,0,0,[]
277,regular,RLSH,real,long,simple,8.91e-05,7,4.95,"['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']",ADJ,3,4,"['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']",0,0,0,0,[]
278,hamilton,RLSH,real,long,simple,2.04e-05,8,4.31,"['HH', 'AE', 'M', 'AH', 'L', 'T', 'AH', 'N']","['HH', 'AE', 'M', 'AH', 'L', 'T', 'AH', 'N']",PROPN,3,5,"['HH', 'AE', 'M', 'AH', 'L', 'T', 'AH', 'N']",0,0,0,0,[]
279,contract,RLSH,real,long,simple,8.71e-05,8,4.94,"['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T']","['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T']",NOUN,2,6,"['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T']",0,0,0,0,[]
280,convince,RLSH,real,long,simple,1.82e-05,7,4.26,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S']","['K', 'AH', 'N', 'V', 'IH', 'N', 'S']",VERB,2,5,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S']",0,0,0,0,[]
281,tournament,RLSH,real,long,simple,3.63e-05,9,4.56,"['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']","['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6,"['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']",0,0,0,0,[]
282,alcohol,RLSH,real,long,simple,4.07e-05,7,4.61,"['AE', 'L', 'K', 'AH', 'HH', 'AA', 'L']","['AE', 'L', 'K', 'AH', 'HH', 'AA', 'L']",NOUN,3,4,"['AE', 'L', 'K', 'AH', 'HH', 'AA', 'L']",0,0,0,0,[]
283,complete,RLSH,real,long,simple,0.000126,7,5.1,"['K', 'AH', 'M', 'P', 'L', 'IY', 'T']","['K', 'AH', 'M', 'P', 'L', 'IY', 'T']",VERB,2,5,"['K', 'AH', 'M', 'P', 'L', 'IY', 'T']",0,0,0,0,[]
284,province,RLSH,real,long,simple,2.95e-05,7,4.47,"['P', 'R', 'AA', 'V', 'AH', 'N', 'S']","['P', 'R', 'AA', 'V', 'AH', 'N', 'S']",NOUN,2,5,"['P', 'R', 'AA', 'V', 'AH', 'N', 'S']",0,0,0,0,[]
285,subject,RLSH,real,long,simple,9.12e-05,7,4.96,"['S', 'AH', 'B', 'JH', 'IH', 'K', 'T']","['S', 'AH', 'B', 'JH', 'IH', 'K', 'T']",NOUN,2,5,"['S', 'AH', 'B', 'JH', 'IH', 'K', 'T']",0,0,0,0,[]
286,mexico,RLSH,real,long,simple,5.62e-05,7,4.75,"['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']","['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']",PROPN,3,4,"['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']",0,0,0,0,[]
287,parliament,RLSH,real,long,simple,5.5e-05,9,4.74,"['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']","['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6,"['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']",0,0,0,0,[]
288,margaret,RLSH,real,long,simple,1.7e-05,7,4.23,"['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']","['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']",PROPN,3,4,"['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']",0,0,0,0,[]
289,principal,RLSH,real,long,simple,3.31e-05,9,4.52,"['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']","['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",NOUN,3,6,"['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",0,0,0,0,[]
290,magazine,RLSH,real,long,simple,5.5e-05,7,4.74,"['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']","['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']",NOUN,3,4,"['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']",0,0,0,0,[]
291,candidate,RLSH,real,long,simple,4.57e-05,8,4.66,"['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T']","['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T']",NOUN,3,5,"['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T']",0,0,0,0,[]
292,fantasy,RLSH,real,long,simple,3.31e-05,7,4.52,"['F', 'AE', 'N', 'T', 'AH', 'S', 'IY']","['F', 'AE', 'N', 'T', 'AH', 'S', 'IY']",NOUN,3,4,"['F', 'AE', 'N', 'T', 'AH', 'S', 'IY']",0,0,0,0,[]
293,argentina,RLSH,real,long,simple,1.66e-05,9,4.22,"['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']","['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']",PROPN,4,5,"['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']",0,0,0,0,[]
294,franchise,RLSH,real,long,simple,1.95e-05,7,4.29,"['F', 'R', 'AE', 'N', 'CH', 'AY', 'Z']","['F', 'R', 'AE', 'N', 'CH', 'AY', 'Z']",NOUN,2,5,"['F', 'R', 'AE', 'N', 'CH', 'AY', 'Z']",0,0,0,0,[]
295,document,RLSH,real,long,simple,3.16e-05,9,4.5,"['D', 'AA', 'K', 'Y', 'AH', 'M', 'AH', 'N', 'T']","['D', 'AA', 'K', 'Y', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6,"['D', 'AA', 'K', 'Y', 'AH', 'M', 'AH', 'N', 'T']",0,0,0,0,[]
296,capacity,RLSH,real,long,simple,5.13e-05,8,4.71,"['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'IY']","['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'IY']",NOUN,4,4,"['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'IY']",0,0,0,0,[]
297,deputy,RLSH,real,long,simple,3.55e-05,7,4.55,"['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']","['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",NOUN,3,4,"['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",0,0,0,0,[]
298,religion,RLSH,real,long,simple,5.5e-05,7,4.74,"['R', 'IH', 'L', 'IH', 'JH', 'AH', 'N']","['R', 'IH', 'L', 'IH', 'JH', 'AH', 'N']",NOUN,3,4,"['R', 'IH', 'L', 'IH', 'JH', 'AH', 'N']",0,0,0,0,[]
299,library,RLSH,real,long,simple,7.24e-05,7,4.86,"['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']","['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']",NOUN,3,4,"['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']",0,0,0,0,[]
300,burgundy,RLSL,real,long,simple,2.88e-06,7,3.46,"['B', 'ER', 'G', 'AH', 'N', 'D', 'IY']","['B', 'ER', 'G', 'AH', 'N', 'D', 'IY']",NOUN,3,4,"['B', 'ER', 'G', 'AH', 'N', 'D', 'IY']",0,0,0,0,[]
301,tripoli,RLSL,real,long,simple,1.95e-06,7,3.29,"['T', 'R', 'IH', 'P', 'AH', 'L', 'IY']","['T', 'R', 'IH', 'P', 'AH', 'L', 'IY']",PROPN,3,4,"['T', 'R', 'IH', 'P', 'AH', 'L', 'IY']",0,0,0,0,[]
302,barbados,RLSL,real,long,simple,3.16e-06,8,3.5,"['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']","['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']",PROPN,3,5,"['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']",0,0,0,0,[]
303,scarlett,RLSL,real,long,simple,2.82e-06,7,3.45,"['S', 'K', 'AA', 'R', 'L', 'IH', 'T']","['S', 'K', 'AA', 'R', 'L', 'IH', 'T']",PROPN,2,5,"['S', 'K', 'AA', 'R', 'L', 'IH', 'T']",0,0,0,0,[]
304,ecstasy,RLSL,real,long,simple,3.02e-06,7,3.48,"['EH', 'K', 'S', 'T', 'AH', 'S', 'IY']","['EH', 'K', 'S', 'T', 'AH', 'S', 'IY']",NOUN,3,4,"['EH', 'K', 'S', 'T', 'AH', 'S', 'IY']",0,0,0,0,[]
305,kubrick,RLSL,real,long,simple,7.59e-07,7,2.88,"['K', 'Y', 'UW', 'B', 'R', 'IH', 'K']","['K', 'Y', 'UW', 'B', 'R', 'IH', 'K']",PROPN,2,5,"['K', 'Y', 'UW', 'B', 'R', 'IH', 'K']",0,0,0,0,[]
306,impetus,RLSL,real,long,simple,1.86e-06,7,3.27,"['IH', 'M', 'P', 'AH', 'T', 'AH', 'S']","['IH', 'M', 'P', 'AH', 'T', 'AH', 'S']",NOUN,3,4,"['IH', 'M', 'P', 'AH', 'T', 'AH', 'S']",0,0,0,0,[]
307,honolulu,RLSL,real,long,simple,3.16e-06,8,3.5,"['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']","['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']",PROPN,4,4,"['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']",0,0,0,0,[]
308,amethyst,RLSL,real,long,simple,1.02e-06,7,3.01,"['AE', 'M', 'IH', 'TH', 'IH', 'S', 'T']","['AE', 'M', 'IH', 'TH', 'IH', 'S', 'T']",NOUN,3,4,"['AE', 'M', 'IH', 'TH', 'IH', 'S', 'T']",0,0,0,0,[]
309,cadillac,RLSL,real,long,simple,3.02e-06,7,3.48,"['K', 'AE', 'D', 'AH', 'L', 'AE', 'K']","['K', 'AE', 'D', 'AH', 'L', 'AE', 'K']",PROPN,3,4,"['K', 'AE', 'D', 'AH', 'L', 'AE', 'K']",0,0,0,0,[]
310,epsilon,RLSL,real,long,simple,7.59e-07,7,2.88,"['EH', 'P', 'S', 'AH', 'L', 'AA', 'N']","['EH', 'P', 'S', 'AH', 'L', 'AA', 'N']",NOUN,3,4,"['EH', 'P', 'S', 'AH', 'L', 'AA', 'N']",0,0,0,0,[]
311,tabernacle,RLSL,real,long,simple,1.15e-06,9,3.06,"['T', 'AE', 'B', 'ER', 'N', 'AE', 'K', 'AH', 'L']","['T', 'AE', 'B', 'ER', 'N', 'AE', 'K', 'AH', 'L']",NOUN,4,5,"['T', 'AE', 'B', 'ER', 'N', 'AE', 'K', 'AH', 'L']",0,0,0,0,[]
