,Phonemes,No Stress,Type,Real,Length
12054,"['IH0', 'DH', 'AO0']","['IH', 'DH', 'AO']",VCV,False,3
12055,"['IH0', 'DH', 'UW0']","['IH', 'DH', 'UW']",VCV,False,3
12056,"['IH0', 'DH', 'IH0']","['IH', 'DH', 'IH']",VCV,False,3
12057,"['IH0', 'DH', 'EH0']","['IH', 'DH', 'EH']",VCV,False,3
12058,"['IH0', 'DH', 'UH0']","['IH', 'DH', 'UH']",VCV,False,3
12059,"['IH0', 'DH', 'IY0']","['IH', 'DH', 'IY']",VCV,False,3
12060,"['IH0', 'DH', 'EY0']","['IH', 'DH', 'EY']",VCV,False,3
12061,"['IH0', 'DH', 'OW0']","['IH', 'DH', 'OW']",VCV,False,3
12062,"['IH0', 'DH', 'AE0']","['IH', 'DH', 'AE']",VCV,False,3
12063,"['IH0', 'DH', 'AW0']","['IH', 'DH', 'AW']",VCV,False,3
12064,"['IH0', 'DH', 'P']","['IH', 'DH', 'P']",VCC,False,3
12065,"['IH0', 'DH', 'T']","['IH', 'DH', 'T']",VCC,False,3
12066,"['IH0', 'DH', 'K']","['IH', 'DH', 'K']",VCC,False,3
12067,"['IH0', 'DH', 'B']","['IH', 'DH', 'B']",VCC,False,3
12068,"['IH0', 'DH', 'D']","['IH', 'DH', 'D']",VCC,False,3
12069,"['IH0', 'DH', 'G']","['IH', 'DH', 'G']",VCC,False,3
12070,"['IH0', 'DH', 'F']","['IH', 'DH', 'F']",VCC,False,3
12071,"['IH0', 'DH', 'TH']","['IH', 'DH', 'TH']",VCC,False,3
12072,"['IH0', 'DH', 'S']","['IH', 'DH', 'S']",VCC,False,3
12073,"['IH0', 'DH', 'SH']","['IH', 'DH', 'SH']",VCC,False,3
12074,"['IH0', 'DH', 'Z']","['IH', 'DH', 'Z']",VCC,False,3
12075,"['IH0', 'DH', 'ZH']","['IH', 'DH', 'ZH']",VCC,False,3
12076,"['IH0', 'DH', 'V']","['IH', 'DH', 'V']",VCC,False,3
12077,"['IH0', 'DH', 'DH']","['IH', 'DH', 'DH']",VCC,False,3
12078,"['IH0', 'DH', 'HH']","['IH', 'DH', 'HH']",VCC,False,3
12079,"['IH0', 'DH', 'CH']","['IH', 'DH', 'CH']",VCC,False,3
12080,"['IH0', 'DH', 'JH']","['IH', 'DH', 'JH']",VCC,False,3
12081,"['IH0', 'DH', 'M']","['IH', 'DH', 'M']",VCC,False,3
12082,"['IH0', 'DH', 'N']","['IH', 'DH', 'N']",VCC,False,3
12083,"['IH0', 'DH', 'NG']","['IH', 'DH', 'NG']",VCC,False,3
12084,"['IH0', 'DH', 'L']","['IH', 'DH', 'L']",VCC,False,3
12085,"['IH0', 'DH', 'R']","['IH', 'DH', 'R']",VCC,False,3
12086,"['IH0', 'DH', 'W']","['IH', 'DH', 'W']",VCC,False,3
12087,"['IH0', 'DH', 'Y']","['IH', 'DH', 'Y']",VCC,False,3
12088,"['IH0', 'HH']","['IH', 'HH']",VC,False,2
12089,"['IH0', 'HH', 'AH0']","['IH', 'HH', 'AH']",VCV,False,3
12090,"['IH0', 'HH', 'OY0']","['IH', 'HH', 'OY']",VCV,False,3
12091,"['IH0', 'HH', 'AA0']","['IH', 'HH', 'AA']",VCV,False,3
12092,"['IH0', 'HH', 'AY0']","['IH', 'HH', 'AY']",VCV,False,3
12093,"['IH0', 'HH', 'ER0']","['IH', 'HH', 'ER']",VCV,False,3
12094,"['IH0', 'HH', 'AO0']","['IH', 'HH', 'AO']",VCV,False,3
12095,"['IH0', 'HH', 'UW0']","['IH', 'HH', 'UW']",VCV,False,3
12096,"['IH0', 'HH', 'IH0']","['IH', 'HH', 'IH']",VCV,False,3
12097,"['IH0', 'HH', 'EH0']","['IH', 'HH', 'EH']",VCV,False,3
12098,"['IH0', 'HH', 'UH0']","['IH', 'HH', 'UH']",VCV,False,3
12099,"['IH0', 'HH', 'IY0']","['IH', 'HH', 'IY']",VCV,False,3
12100,"['IH0', 'HH', 'EY0']","['IH', 'HH', 'EY']",VCV,False,3
12101,"['IH0', 'HH', 'OW0']","['IH', 'HH', 'OW']",VCV,False,3
12102,"['IH0', 'HH', 'AE0']","['IH', 'HH', 'AE']",VCV,False,3
12103,"['IH0', 'HH', 'AW0']","['IH', 'HH', 'AW']",VCV,False,3
12104,"['IH0', 'HH', 'P']","['IH', 'HH', 'P']",VCC,False,3
12105,"['IH0', 'HH', 'T']","['IH', 'HH', 'T']",VCC,False,3
12106,"['IH0', 'HH', 'K']","['IH', 'HH', 'K']",VCC,False,3
12107,"['IH0', 'HH', 'B']","['IH', 'HH', 'B']",VCC,False,3
12108,"['IH0', 'HH', 'D']","['IH', 'HH', 'D']",VCC,False,3
12109,"['IH0', 'HH', 'G']","['IH', 'HH', 'G']",VCC,False,3
12110,"['IH0', 'HH', 'F']","['IH', 'HH', 'F']",VCC,False,3
12111,"['IH0', 'HH', 'TH']","['IH', 'HH', 'TH']",VCC,False,3
12112,"['IH0', 'HH', 'S']","['IH', 'HH', 'S']",VCC,False,3
12113,"['IH0', 'HH', 'SH']","['IH', 'HH', 'SH']",VCC,False,3
12114,"['IH0', 'HH', 'Z']","['IH', 'HH', 'Z']",VCC,False,3
12115,"['IH0', 'HH', 'ZH']","['IH', 'HH', 'ZH']",VCC,False,3
12116,"['IH0', 'HH', 'V']","['IH', 'HH', 'V']",VCC,False,3
12117,"['IH0', 'HH', 'DH']","['IH', 'HH', 'DH']",VCC,False,3
12118,"['IH0', 'HH', 'HH']","['IH', 'HH', 'HH']",VCC,False,3
12119,"['IH0', 'HH', 'CH']","['IH', 'HH', 'CH']",VCC,False,3
12120,"['IH0', 'HH', 'JH']","['IH', 'HH', 'JH']",VCC,False,3
12121,"['IH0', 'HH', 'M']","['IH', 'HH', 'M']",VCC,False,3
12122,"['IH0', 'HH', 'N']","['IH', 'HH', 'N']",VCC,False,3
12123,"['IH0', 'HH', 'NG']","['IH', 'HH', 'NG']",VCC,False,3
12124,"['IH0', 'HH', 'L']","['IH', 'HH', 'L']",VCC,False,3
12125,"['IH0', 'HH', 'R']","['IH', 'HH', 'R']",VCC,False,3
12126,"['IH0', 'HH', 'W']","['IH', 'HH', 'W']",VCC,False,3
12127,"['IH0', 'HH', 'Y']","['IH', 'HH', 'Y']",VCC,False,3
12128,"['IH0', 'CH']","['IH', 'CH']",VC,False,2
12129,"['IH0', 'CH', 'AH0']","['IH', 'CH', 'AH']",VCV,False,3
12130,"['IH0', 'CH', 'OY0']","['IH', 'CH', 'OY']",VCV,False,3
12131,"['IH0', 'CH', 'AA0']","['IH', 'CH', 'AA']",VCV,False,3
12132,"['IH0', 'CH', 'AY0']","['IH', 'CH', 'AY']",VCV,False,3
12133,"['IH0', 'CH', 'ER0']","['IH', 'CH', 'ER']",VCV,False,3
12134,"['IH0', 'CH', 'AO0']","['IH', 'CH', 'AO']",VCV,False,3
12135,"['IH0', 'CH', 'UW0']","['IH', 'CH', 'UW']",VCV,False,3
12136,"['IH0', 'CH', 'IH0']","['IH', 'CH', 'IH']",VCV,False,3
12137,"['IH0', 'CH', 'EH0']","['IH', 'CH', 'EH']",VCV,False,3
12138,"['IH0', 'CH', 'UH0']","['IH', 'CH', 'UH']",VCV,False,3
12139,"['IH0', 'CH', 'IY0']","['IH', 'CH', 'IY']",VCV,True,3
12140,"['IH0', 'CH', 'EY0']","['IH', 'CH', 'EY']",VCV,False,3
12141,"['IH0', 'CH', 'OW0']","['IH', 'CH', 'OW']",VCV,False,3
12142,"['IH0', 'CH', 'AE0']","['IH', 'CH', 'AE']",VCV,False,3
12143,"['IH0', 'CH', 'AW0']","['IH', 'CH', 'AW']",VCV,False,3
12144,"['IH0', 'CH', 'P']","['IH', 'CH', 'P']",VCC,False,3
12145,"['IH0', 'CH', 'T']","['IH', 'CH', 'T']",VCC,False,3
12146,"['IH0', 'CH', 'K']","['IH', 'CH', 'K']",VCC,False,3
12147,"['IH0', 'CH', 'B']","['IH', 'CH', 'B']",VCC,False,3
12148,"['IH0', 'CH', 'D']","['IH', 'CH', 'D']",VCC,False,3
12149,"['IH0', 'CH', 'G']","['IH', 'CH', 'G']",VCC,False,3
12150,"['IH0', 'CH', 'F']","['IH', 'CH', 'F']",VCC,False,3
12151,"['IH0', 'CH', 'TH']","['IH', 'CH', 'TH']",VCC,False,3
12152,"['IH0', 'CH', 'S']","['IH', 'CH', 'S']",VCC,False,3
12153,"['IH0', 'CH', 'SH']","['IH', 'CH', 'SH']",VCC,False,3
12154,"['IH0', 'CH', 'Z']","['IH', 'CH', 'Z']",VCC,False,3
12155,"['IH0', 'CH', 'ZH']","['IH', 'CH', 'ZH']",VCC,False,3
12156,"['IH0', 'CH', 'V']","['IH', 'CH', 'V']",VCC,False,3
12157,"['IH0', 'CH', 'DH']","['IH', 'CH', 'DH']",VCC,False,3
12158,"['IH0', 'CH', 'HH']","['IH', 'CH', 'HH']",VCC,False,3
12159,"['IH0', 'CH', 'CH']","['IH', 'CH', 'CH']",VCC,False,3
12160,"['IH0', 'CH', 'JH']","['IH', 'CH', 'JH']",VCC,False,3
12161,"['IH0', 'CH', 'M']","['IH', 'CH', 'M']",VCC,False,3
12162,"['IH0', 'CH', 'N']","['IH', 'CH', 'N']",VCC,False,3
12163,"['IH0', 'CH', 'NG']","['IH', 'CH', 'NG']",VCC,False,3
12164,"['IH0', 'CH', 'L']","['IH', 'CH', 'L']",VCC,False,3
12165,"['IH0', 'CH', 'R']","['IH', 'CH', 'R']",VCC,False,3
12166,"['IH0', 'CH', 'W']","['IH', 'CH', 'W']",VCC,False,3
12167,"['IH0', 'CH', 'Y']","['IH', 'CH', 'Y']",VCC,False,3
12168,"['IH0', 'JH']","['IH', 'JH']",VC,False,2
12169,"['IH0', 'JH', 'AH0']","['IH', 'JH', 'AH']",VCV,False,3
12170,"['IH0', 'JH', 'OY0']","['IH', 'JH', 'OY']",VCV,False,3
12171,"['IH0', 'JH', 'AA0']","['IH', 'JH', 'AA']",VCV,False,3
12172,"['IH0', 'JH', 'AY0']","['IH', 'JH', 'AY']",VCV,False,3
12173,"['IH0', 'JH', 'ER0']","['IH', 'JH', 'ER']",VCV,False,3
12174,"['IH0', 'JH', 'AO0']","['IH', 'JH', 'AO']",VCV,False,3
12175,"['IH0', 'JH', 'UW0']","['IH', 'JH', 'UW']",VCV,False,3
12176,"['IH0', 'JH', 'IH0']","['IH', 'JH', 'IH']",VCV,False,3
12177,"['IH0', 'JH', 'EH0']","['IH', 'JH', 'EH']",VCV,False,3
12178,"['IH0', 'JH', 'UH0']","['IH', 'JH', 'UH']",VCV,False,3
12179,"['IH0', 'JH', 'IY0']","['IH', 'JH', 'IY']",VCV,False,3
12180,"['IH0', 'JH', 'EY0']","['IH', 'JH', 'EY']",VCV,False,3
12181,"['IH0', 'JH', 'OW0']","['IH', 'JH', 'OW']",VCV,False,3
12182,"['IH0', 'JH', 'AE0']","['IH', 'JH', 'AE']",VCV,False,3
12183,"['IH0', 'JH', 'AW0']","['IH', 'JH', 'AW']",VCV,False,3
12184,"['IH0', 'JH', 'P']","['IH', 'JH', 'P']",VCC,False,3
12185,"['IH0', 'JH', 'T']","['IH', 'JH', 'T']",VCC,False,3
12186,"['IH0', 'JH', 'K']","['IH', 'JH', 'K']",VCC,False,3
12187,"['IH0', 'JH', 'B']","['IH', 'JH', 'B']",VCC,False,3
12188,"['IH0', 'JH', 'D']","['IH', 'JH', 'D']",VCC,False,3
12189,"['IH0', 'JH', 'G']","['IH', 'JH', 'G']",VCC,False,3
12190,"['IH0', 'JH', 'F']","['IH', 'JH', 'F']",VCC,False,3
12191,"['IH0', 'JH', 'TH']","['IH', 'JH', 'TH']",VCC,False,3
12192,"['IH0', 'JH', 'S']","['IH', 'JH', 'S']",VCC,False,3
12193,"['IH0', 'JH', 'SH']","['IH', 'JH', 'SH']",VCC,False,3
12194,"['IH0', 'JH', 'Z']","['IH', 'JH', 'Z']",VCC,False,3
12195,"['IH0', 'JH', 'ZH']","['IH', 'JH', 'ZH']",VCC,False,3
12196,"['IH0', 'JH', 'V']","['IH', 'JH', 'V']",VCC,False,3
12197,"['IH0', 'JH', 'DH']","['IH', 'JH', 'DH']",VCC,False,3
12198,"['IH0', 'JH', 'HH']","['IH', 'JH', 'HH']",VCC,False,3
12199,"['IH0', 'JH', 'CH']","['IH', 'JH', 'CH']",VCC,False,3
12200,"['IH0', 'JH', 'JH']","['IH', 'JH', 'JH']",VCC,False,3
12201,"['IH0', 'JH', 'M']","['IH', 'JH', 'M']",VCC,False,3
12202,"['IH0', 'JH', 'N']","['IH', 'JH', 'N']",VCC,False,3
12203,"['IH0', 'JH', 'NG']","['IH', 'JH', 'NG']",VCC,False,3
12204,"['IH0', 'JH', 'L']","['IH', 'JH', 'L']",VCC,False,3
12205,"['IH0', 'JH', 'R']","['IH', 'JH', 'R']",VCC,False,3
12206,"['IH0', 'JH', 'W']","['IH', 'JH', 'W']",VCC,False,3
12207,"['IH0', 'JH', 'Y']","['IH', 'JH', 'Y']",VCC,False,3
12208,"['IH0', 'M']","['IH', 'M']",VC,False,2
12209,"['IH0', 'M', 'AH0']","['IH', 'M', 'AH']",VCV,False,3
12210,"['IH0', 'M', 'OY0']","['IH', 'M', 'OY']",VCV,False,3
12211,"['IH0', 'M', 'AA0']","['IH', 'M', 'AA']",VCV,False,3
12212,"['IH0', 'M', 'AY0']","['IH', 'M', 'AY']",VCV,False,3
12213,"['IH0', 'M', 'ER0']","['IH', 'M', 'ER']",VCV,False,3
12214,"['IH0', 'M', 'AO0']","['IH', 'M', 'AO']",VCV,False,3
12215,"['IH0', 'M', 'UW0']","['IH', 'M', 'UW']",VCV,False,3
12216,"['IH0', 'M', 'IH0']","['IH', 'M', 'IH']",VCV,False,3
12217,"['IH0', 'M', 'EH0']","['IH', 'M', 'EH']",VCV,False,3
12218,"['IH0', 'M', 'UH0']","['IH', 'M', 'UH']",VCV,False,3
12219,"['IH0', 'M', 'IY0']","['IH', 'M', 'IY']",VCV,False,3
12220,"['IH0', 'M', 'EY0']","['IH', 'M', 'EY']",VCV,False,3
12221,"['IH0', 'M', 'OW0']","['IH', 'M', 'OW']",VCV,False,3
12222,"['IH0', 'M', 'AE0']","['IH', 'M', 'AE']",VCV,False,3
12223,"['IH0', 'M', 'AW0']","['IH', 'M', 'AW']",VCV,False,3
12224,"['IH0', 'M', 'P']","['IH', 'M', 'P']",VCC,True,3
12225,"['IH0', 'M', 'T']","['IH', 'M', 'T']",VCC,False,3
12226,"['IH0', 'M', 'K']","['IH', 'M', 'K']",VCC,False,3
12227,"['IH0', 'M', 'B']","['IH', 'M', 'B']",VCC,False,3
12228,"['IH0', 'M', 'D']","['IH', 'M', 'D']",VCC,False,3
12229,"['IH0', 'M', 'G']","['IH', 'M', 'G']",VCC,False,3
12230,"['IH0', 'M', 'F']","['IH', 'M', 'F']",VCC,False,3
12231,"['IH0', 'M', 'TH']","['IH', 'M', 'TH']",VCC,False,3
12232,"['IH0', 'M', 'S']","['IH', 'M', 'S']",VCC,False,3
12233,"['IH0', 'M', 'SH']","['IH', 'M', 'SH']",VCC,False,3
12234,"['IH0', 'M', 'Z']","['IH', 'M', 'Z']",VCC,False,3
12235,"['IH0', 'M', 'ZH']","['IH', 'M', 'ZH']",VCC,False,3
12236,"['IH0', 'M', 'V']","['IH', 'M', 'V']",VCC,False,3
12237,"['IH0', 'M', 'DH']","['IH', 'M', 'DH']",VCC,False,3
12238,"['IH0', 'M', 'HH']","['IH', 'M', 'HH']",VCC,False,3
12239,"['IH0', 'M', 'CH']","['IH', 'M', 'CH']",VCC,False,3
12240,"['IH0', 'M', 'JH']","['IH', 'M', 'JH']",VCC,False,3
12241,"['IH0', 'M', 'M']","['IH', 'M', 'M']",VCC,False,3
12242,"['IH0', 'M', 'N']","['IH', 'M', 'N']",VCC,False,3
12243,"['IH0', 'M', 'NG']","['IH', 'M', 'NG']",VCC,False,3
12244,"['IH0', 'M', 'L']","['IH', 'M', 'L']",VCC,False,3
12245,"['IH0', 'M', 'R']","['IH', 'M', 'R']",VCC,False,3
12246,"['IH0', 'M', 'W']","['IH', 'M', 'W']",VCC,False,3
12247,"['IH0', 'M', 'Y']","['IH', 'M', 'Y']",VCC,False,3
12248,"['IH0', 'N']","['IH', 'N']",VC,False,2
12249,"['IH0', 'N', 'AH0']","['IH', 'N', 'AH']",VCV,False,3
12250,"['IH0', 'N', 'OY0']","['IH', 'N', 'OY']",VCV,False,3
12251,"['IH0', 'N', 'AA0']","['IH', 'N', 'AA']",VCV,False,3
12252,"['IH0', 'N', 'AY0']","['IH', 'N', 'AY']",VCV,False,3
12253,"['IH0', 'N', 'ER0']","['IH', 'N', 'ER']",VCV,True,3
12254,"['IH0', 'N', 'AO0']","['IH', 'N', 'AO']",VCV,False,3
12255,"['IH0', 'N', 'UW0']","['IH', 'N', 'UW']",VCV,False,3
12256,"['IH0', 'N', 'IH0']","['IH', 'N', 'IH']",VCV,False,3
12257,"['IH0', 'N', 'EH0']","['IH', 'N', 'EH']",VCV,False,3
12258,"['IH0', 'N', 'UH0']","['IH', 'N', 'UH']",VCV,False,3
12259,"['IH0', 'N', 'IY0']","['IH', 'N', 'IY']",VCV,False,3
12260,"['IH0', 'N', 'EY0']","['IH', 'N', 'EY']",VCV,False,3
12261,"['IH0', 'N', 'OW0']","['IH', 'N', 'OW']",VCV,False,3
12262,"['IH0', 'N', 'AE0']","['IH', 'N', 'AE']",VCV,False,3
12263,"['IH0', 'N', 'AW0']","['IH', 'N', 'AW']",VCV,False,3
12264,"['IH0', 'N', 'P']","['IH', 'N', 'P']",VCC,False,3
12265,"['IH0', 'N', 'T']","['IH', 'N', 'T']",VCC,False,3
12266,"['IH0', 'N', 'K']","['IH', 'N', 'K']",VCC,False,3
12267,"['IH0', 'N', 'B']","['IH', 'N', 'B']",VCC,False,3
12268,"['IH0', 'N', 'D']","['IH', 'N', 'D']",VCC,False,3
12269,"['IH0', 'N', 'G']","['IH', 'N', 'G']",VCC,False,3
12270,"['IH0', 'N', 'F']","['IH', 'N', 'F']",VCC,False,3
12271,"['IH0', 'N', 'TH']","['IH', 'N', 'TH']",VCC,False,3
12272,"['IH0', 'N', 'S']","['IH', 'N', 'S']",VCC,False,3
12273,"['IH0', 'N', 'SH']","['IH', 'N', 'SH']",VCC,False,3
12274,"['IH0', 'N', 'Z']","['IH', 'N', 'Z']",VCC,True,3
12275,"['IH0', 'N', 'ZH']","['IH', 'N', 'ZH']",VCC,False,3
12276,"['IH0', 'N', 'V']","['IH', 'N', 'V']",VCC,False,3
12277,"['IH0', 'N', 'DH']","['IH', 'N', 'DH']",VCC,False,3
12278,"['IH0', 'N', 'HH']","['IH', 'N', 'HH']",VCC,False,3
12279,"['IH0', 'N', 'CH']","['IH', 'N', 'CH']",VCC,True,3
12280,"['IH0', 'N', 'JH']","['IH', 'N', 'JH']",VCC,False,3
12281,"['IH0', 'N', 'M']","['IH', 'N', 'M']",VCC,False,3
12282,"['IH0', 'N', 'N']","['IH', 'N', 'N']",VCC,False,3
12283,"['IH0', 'N', 'NG']","['IH', 'N', 'NG']",VCC,False,3
12284,"['IH0', 'N', 'L']","['IH', 'N', 'L']",VCC,False,3
12285,"['IH0', 'N', 'R']","['IH', 'N', 'R']",VCC,False,3
12286,"['IH0', 'N', 'W']","['IH', 'N', 'W']",VCC,False,3
12287,"['IH0', 'N', 'Y']","['IH', 'N', 'Y']",VCC,False,3
12288,"['IH0', 'NG']","['IH', 'NG']",VC,False,2
12289,"['IH0', 'NG', 'AH0']","['IH', 'NG', 'AH']",VCV,False,3
12290,"['IH0', 'NG', 'OY0']","['IH', 'NG', 'OY']",VCV,False,3
12291,"['IH0', 'NG', 'AA0']","['IH', 'NG', 'AA']",VCV,False,3
12292,"['IH0', 'NG', 'AY0']","['IH', 'NG', 'AY']",VCV,False,3
12293,"['IH0', 'NG', 'ER0']","['IH', 'NG', 'ER']",VCV,False,3
12294,"['IH0', 'NG', 'AO0']","['IH', 'NG', 'AO']",VCV,False,3
12295,"['IH0', 'NG', 'UW0']","['IH', 'NG', 'UW']",VCV,False,3
12296,"['IH0', 'NG', 'IH0']","['IH', 'NG', 'IH']",VCV,False,3
12297,"['IH0', 'NG', 'EH0']","['IH', 'NG', 'EH']",VCV,False,3
12298,"['IH0', 'NG', 'UH0']","['IH', 'NG', 'UH']",VCV,False,3
12299,"['IH0', 'NG', 'IY0']","['IH', 'NG', 'IY']",VCV,False,3
12300,"['IH0', 'NG', 'EY0']","['IH', 'NG', 'EY']",VCV,False,3
12301,"['IH0', 'NG', 'OW0']","['IH', 'NG', 'OW']",VCV,False,3
12302,"['IH0', 'NG', 'AE0']","['IH', 'NG', 'AE']",VCV,False,3
12303,"['IH0', 'NG', 'AW0']","['IH', 'NG', 'AW']",VCV,False,3
12304,"['IH0', 'NG', 'P']","['IH', 'NG', 'P']",VCC,False,3
12305,"['IH0', 'NG', 'T']","['IH', 'NG', 'T']",VCC,False,3
12306,"['IH0', 'NG', 'K']","['IH', 'NG', 'K']",VCC,True,3
12307,"['IH0', 'NG', 'B']","['IH', 'NG', 'B']",VCC,False,3
12308,"['IH0', 'NG', 'D']","['IH', 'NG', 'D']",VCC,False,3
12309,"['IH0', 'NG', 'G']","['IH', 'NG', 'G']",VCC,False,3
12310,"['IH0', 'NG', 'F']","['IH', 'NG', 'F']",VCC,False,3
12311,"['IH0', 'NG', 'TH']","['IH', 'NG', 'TH']",VCC,False,3
12312,"['IH0', 'NG', 'S']","['IH', 'NG', 'S']",VCC,False,3
12313,"['IH0', 'NG', 'SH']","['IH', 'NG', 'SH']",VCC,False,3
12314,"['IH0', 'NG', 'Z']","['IH', 'NG', 'Z']",VCC,False,3
12315,"['IH0', 'NG', 'ZH']","['IH', 'NG', 'ZH']",VCC,False,3
12316,"['IH0', 'NG', 'V']","['IH', 'NG', 'V']",VCC,False,3
12317,"['IH0', 'NG', 'DH']","['IH', 'NG', 'DH']",VCC,False,3
12318,"['IH0', 'NG', 'HH']","['IH', 'NG', 'HH']",VCC,False,3
12319,"['IH0', 'NG', 'CH']","['IH', 'NG', 'CH']",VCC,False,3
12320,"['IH0', 'NG', 'JH']","['IH', 'NG', 'JH']",VCC,False,3
12321,"['IH0', 'NG', 'M']","['IH', 'NG', 'M']",VCC,False,3
12322,"['IH0', 'NG', 'N']","['IH', 'NG', 'N']",VCC,False,3
12323,"['IH0', 'NG', 'NG']","['IH', 'NG', 'NG']",VCC,False,3
12324,"['IH0', 'NG', 'L']","['IH', 'NG', 'L']",VCC,False,3
12325,"['IH0', 'NG', 'R']","['IH', 'NG', 'R']",VCC,False,3
12326,"['IH0', 'NG', 'W']","['IH', 'NG', 'W']",VCC,False,3
12327,"['IH0', 'NG', 'Y']","['IH', 'NG', 'Y']",VCC,False,3
12328,"['IH0', 'L']","['IH', 'L']",VC,False,2
12329,"['IH0', 'L', 'AH0']","['IH', 'L', 'AH']",VCV,False,3
12330,"['IH0', 'L', 'OY0']","['IH', 'L', 'OY']",VCV,False,3
12331,"['IH0', 'L', 'AA0']","['IH', 'L', 'AA']",VCV,False,3
12332,"['IH0', 'L', 'AY0']","['IH', 'L', 'AY']",VCV,False,3
12333,"['IH0', 'L', 'ER0']","['IH', 'L', 'ER']",VCV,False,3
12334,"['IH0', 'L', 'AO0']","['IH', 'L', 'AO']",VCV,False,3
12335,"['IH0', 'L', 'UW0']","['IH', 'L', 'UW']",VCV,False,3
12336,"['IH0', 'L', 'IH0']","['IH', 'L', 'IH']",VCV,False,3
12337,"['IH0', 'L', 'EH0']","['IH', 'L', 'EH']",VCV,False,3
12338,"['IH0', 'L', 'UH0']","['IH', 'L', 'UH']",VCV,False,3
12339,"['IH0', 'L', 'IY0']","['IH', 'L', 'IY']",VCV,False,3
12340,"['IH0', 'L', 'EY0']","['IH', 'L', 'EY']",VCV,False,3
12341,"['IH0', 'L', 'OW0']","['IH', 'L', 'OW']",VCV,False,3
12342,"['IH0', 'L', 'AE0']","['IH', 'L', 'AE']",VCV,False,3
12343,"['IH0', 'L', 'AW0']","['IH', 'L', 'AW']",VCV,False,3
12344,"['IH0', 'L', 'P']","['IH', 'L', 'P']",VCC,False,3
12345,"['IH0', 'L', 'T']","['IH', 'L', 'T']",VCC,False,3
12346,"['IH0', 'L', 'K']","['IH', 'L', 'K']",VCC,True,3
12347,"['IH0', 'L', 'B']","['IH', 'L', 'B']",VCC,False,3
12348,"['IH0', 'L', 'D']","['IH', 'L', 'D']",VCC,False,3
12349,"['IH0', 'L', 'G']","['IH', 'L', 'G']",VCC,False,3
12350,"['IH0', 'L', 'F']","['IH', 'L', 'F']",VCC,False,3
12351,"['IH0', 'L', 'TH']","['IH', 'L', 'TH']",VCC,False,3
12352,"['IH0', 'L', 'S']","['IH', 'L', 'S']",VCC,False,3
12353,"['IH0', 'L', 'SH']","['IH', 'L', 'SH']",VCC,False,3
12354,"['IH0', 'L', 'Z']","['IH', 'L', 'Z']",VCC,True,3
12355,"['IH0', 'L', 'ZH']","['IH', 'L', 'ZH']",VCC,False,3
12356,"['IH0', 'L', 'V']","['IH', 'L', 'V']",VCC,False,3
12357,"['IH0', 'L', 'DH']","['IH', 'L', 'DH']",VCC,False,3
12358,"['IH0', 'L', 'HH']","['IH', 'L', 'HH']",VCC,False,3
12359,"['IH0', 'L', 'CH']","['IH', 'L', 'CH']",VCC,False,3
12360,"['IH0', 'L', 'JH']","['IH', 'L', 'JH']",VCC,False,3
12361,"['IH0', 'L', 'M']","['IH', 'L', 'M']",VCC,False,3
12362,"['IH0', 'L', 'N']","['IH', 'L', 'N']",VCC,False,3
12363,"['IH0', 'L', 'NG']","['IH', 'L', 'NG']",VCC,False,3
12364,"['IH0', 'L', 'L']","['IH', 'L', 'L']",VCC,False,3
12365,"['IH0', 'L', 'R']","['IH', 'L', 'R']",VCC,False,3
12366,"['IH0', 'L', 'W']","['IH', 'L', 'W']",VCC,False,3
12367,"['IH0', 'L', 'Y']","['IH', 'L', 'Y']",VCC,False,3
12368,"['IH0', 'R']","['IH', 'R']",VC,False,2
12369,"['IH0', 'R', 'AH0']","['IH', 'R', 'AH']",VCV,False,3
12370,"['IH0', 'R', 'OY0']","['IH', 'R', 'OY']",VCV,False,3
12371,"['IH0', 'R', 'AA0']","['IH', 'R', 'AA']",VCV,False,3
12372,"['IH0', 'R', 'AY0']","['IH', 'R', 'AY']",VCV,False,3
12373,"['IH0', 'R', 'ER0']","['IH', 'R', 'ER']",VCV,False,3
12374,"['IH0', 'R', 'AO0']","['IH', 'R', 'AO']",VCV,False,3
12375,"['IH0', 'R', 'UW0']","['IH', 'R', 'UW']",VCV,False,3
12376,"['IH0', 'R', 'IH0']","['IH', 'R', 'IH']",VCV,False,3
12377,"['IH0', 'R', 'EH0']","['IH', 'R', 'EH']",VCV,False,3
12378,"['IH0', 'R', 'UH0']","['IH', 'R', 'UH']",VCV,False,3
12379,"['IH0', 'R', 'IY0']","['IH', 'R', 'IY']",VCV,True,3
12380,"['IH0', 'R', 'EY0']","['IH', 'R', 'EY']",VCV,False,3
12381,"['IH0', 'R', 'OW0']","['IH', 'R', 'OW']",VCV,False,3
12382,"['IH0', 'R', 'AE0']","['IH', 'R', 'AE']",VCV,False,3
12383,"['IH0', 'R', 'AW0']","['IH', 'R', 'AW']",VCV,False,3
12384,"['IH0', 'R', 'P']","['IH', 'R', 'P']",VCC,False,3
12385,"['IH0', 'R', 'T']","['IH', 'R', 'T']",VCC,False,3
12386,"['IH0', 'R', 'K']","['IH', 'R', 'K']",VCC,False,3
12387,"['IH0', 'R', 'B']","['IH', 'R', 'B']",VCC,False,3
12388,"['IH0', 'R', 'D']","['IH', 'R', 'D']",VCC,False,3
