Unnamed: 0,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
1184,wonder,8.51e-05,4.93,VERB,"['W', 'AH1', 'N', 'D', 'ER0']","['W', 'AH', 'N', 'D', 'ER']",real,5,short
1185,worst,8.51e-05,4.93,ADJ,"['W', 'ER1', 'S', 'T']","['W', 'ER', 'S', 'T']",real,4,short
1187,awesome,8.32e-05,4.92,ADJ,"['AA1', 'S', 'AH0', 'M']","['AA', 'S', 'AH', 'M']",real,4,short
1188,band,8.32e-05,4.92,NOUN,"['B', 'AE1', 'N', 'D']","['B', 'AE', 'N', 'D']",real,4,short
1189,beach,8.32e-05,4.92,NOUN,"['B', 'IY1', 'CH']","['B', 'IY', 'CH']",real,3,short
1190,cash,8.32e-05,4.92,NOUN,"['K', 'AE1', 'SH']","['K', 'AE', 'SH']",real,3,short
1194,effort,8.32e-05,4.92,NOUN,"['EH1', 'F', 'ER0', 'T']","['EH', 'F', 'ER', 'T']",real,4,short
1195,ended,8.32e-05,4.92,VERB,"['EH1', 'N', 'D', 'AH0', 'D']","['EH', 'N', 'D', 'AH', 'D']",real,5,short
1196,fan,8.32e-05,4.92,PROPN,"['F', 'AE1', 'N']","['F', 'AE', 'N']",real,3,short
1197,fighting,8.32e-05,4.92,VERB,"['F', 'AY1', 'T', 'IH0', 'NG']","['F', 'AY', 'T', 'IH', 'NG']",real,5,short
1200,lack,8.32e-05,4.92,NOUN,"['L', 'AE1', 'K']","['L', 'AE', 'K']",real,3,short
1202,learning,8.32e-05,4.92,VERB,"['L', 'ER1', 'N', 'IH0', 'NG']","['L', 'ER', 'N', 'IH', 'NG']",real,5,short
1204,older,8.32e-05,4.92,ADJ,"['OW1', 'L', 'D', 'ER0']","['OW', 'L', 'D', 'ER']",real,4,short
1207,passed,8.32e-05,4.92,VERB,"['P', 'AE1', 'S', 'T']","['P', 'AE', 'S', 'T']",real,4,short
1211,senior,8.32e-05,4.92,ADJ,"['S', 'IY1', 'N', 'Y', 'ER0']","['S', 'IY', 'N', 'Y', 'ER']",real,5,short
1212,spring,8.32e-05,4.92,NOUN,"['S', 'P', 'R', 'IH1', 'NG']","['S', 'P', 'R', 'IH', 'NG']",real,5,short
1213,sunday,8.32e-05,4.92,PROPN,"['S', 'AH1', 'N', 'D', 'EY2']","['S', 'AH', 'N', 'D', 'EY']",real,5,short
1214,telling,8.32e-05,4.92,VERB,"['T', 'EH1', 'L', 'IH0', 'NG']","['T', 'EH', 'L', 'IH', 'NG']",real,5,short
1215,wear,8.32e-05,4.92,VERB,"['W', 'EH1', 'R']","['W', 'EH', 'R']",real,3,short
1217,address,8.13e-05,4.91,VERB,"['AE1', 'D', 'R', 'EH2', 'S']","['AE', 'D', 'R', 'EH', 'S']",real,5,short
1219,anyway,8.13e-05,4.91,ADV,"['EH1', 'N', 'IY0', 'W', 'EY2']","['EH', 'N', 'IY', 'W', 'EY']",real,5,short
1220,bought,8.13e-05,4.91,VERB,"['B', 'AA1', 'T']","['B', 'AA', 'T']",real,3,short
1221,calls,8.13e-05,4.91,VERB,"['K', 'AO1', 'L', 'Z']","['K', 'AO', 'L', 'Z']",real,4,short
1222,choose,8.13e-05,4.91,VERB,"['CH', 'UW1', 'Z']","['CH', 'UW', 'Z']",real,3,short
1224,color,8.13e-05,4.91,NOUN,"['K', 'AH1', 'L', 'ER0']","['K', 'AH', 'L', 'ER']",real,4,short
1228,direct,8.13e-05,4.91,ADJ,"['D', 'ER0', 'EH1', 'K', 'T']","['D', 'ER', 'EH', 'K', 'T']",real,5,short
1229,dream,8.13e-05,4.91,NOUN,"['D', 'R', 'IY1', 'M']","['D', 'R', 'IY', 'M']",real,4,short
1230,easily,8.13e-05,4.91,ADV,"['IY1', 'Z', 'AH0', 'L', 'IY0']","['IY', 'Z', 'AH', 'L', 'IY']",real,5,short
1231,finish,8.13e-05,4.91,VERB,"['F', 'IH1', 'N', 'IH0', 'SH']","['F', 'IH', 'N', 'IH', 'SH']",real,5,short
1232,grand,8.13e-05,4.91,NOUN,"['G', 'R', 'AE1', 'N', 'D']","['G', 'R', 'AE', 'N', 'D']",real,5,short
1236,luck,8.13e-05,4.91,NOUN,"['L', 'AH1', 'K']","['L', 'AH', 'K']",real,3,short
1237,marriage,8.13e-05,4.91,NOUN,"['M', 'EH1', 'R', 'IH0', 'JH']","['M', 'EH', 'R', 'IH', 'JH']",real,5,short
1238,names,8.13e-05,4.91,NOUN,"['N', 'EY1', 'M', 'Z']","['N', 'EY', 'M', 'Z']",real,4,short
1242,rich,8.13e-05,4.91,ADJ,"['R', 'IH1', 'CH']","['R', 'IH', 'CH']",real,3,short
1243,skin,8.13e-05,4.91,NOUN,"['S', 'K', 'IH1', 'N']","['S', 'K', 'IH', 'N']",real,4,short
1246,sweet,8.13e-05,4.91,ADJ,"['S', 'W', 'IY1', 'T']","['S', 'W', 'IY', 'T']",real,4,short
1247,thus,8.13e-05,4.91,ADV,"['DH', 'AH1', 'S']","['DH', 'AH', 'S']",real,3,short
1248,touch,8.13e-05,4.91,VERB,"['T', 'AH1', 'CH']","['T', 'AH', 'CH']",real,3,short
1250,caught,7.94e-05,4.9,VERB,"['K', 'AA1', 'T']","['K', 'AA', 'T']",real,3,short
1251,closed,7.94e-05,4.9,VERB,"['K', 'L', 'OW1', 'Z', 'D']","['K', 'L', 'OW', 'Z', 'D']",real,5,short
1253,damage,7.94e-05,4.9,VERB,"['D', 'AE1', 'M', 'AH0', 'JH']","['D', 'AE', 'M', 'AH', 'JH']",real,5,short
1255,disease,7.94e-05,4.9,NOUN,"['D', 'IH0', 'Z', 'IY1', 'Z']","['D', 'IH', 'Z', 'IY', 'Z']",real,5,short
1256,doctor,7.94e-05,4.9,NOUN,"['D', 'AA1', 'K', 'T', 'ER0']","['D', 'AA', 'K', 'T', 'ER']",real,5,short
1257,doubt,7.94e-05,4.9,VERB,"['D', 'AW1', 'T']","['D', 'AW', 'T']",real,3,short
1258,drink,7.94e-05,4.9,VERB,"['D', 'R', 'IH1', 'NG', 'K']","['D', 'R', 'IH', 'NG', 'K']",real,5,short
1261,feels,7.94e-05,4.9,VERB,"['F', 'IY1', 'L', 'Z']","['F', 'IY', 'L', 'Z']",real,4,short
1262,fish,7.94e-05,4.9,VERB,"['F', 'IH1', 'SH']","['F', 'IH', 'SH']",real,3,short
1265,glad,7.94e-05,4.9,ADJ,"['G', 'L', 'AE1', 'D']","['G', 'L', 'AE', 'D']",real,4,short
1266,greater,7.94e-05,4.9,ADJ,"['G', 'R', 'EY1', 'T', 'ER0']","['G', 'R', 'EY', 'T', 'ER']",real,5,short
1267,grow,7.94e-05,4.9,VERB,"['G', 'R', 'OW1']","['G', 'R', 'OW']",real,3,short
1269,machine,7.94e-05,4.9,NOUN,"['M', 'AH0', 'SH', 'IY1', 'N']","['M', 'AH', 'SH', 'IY', 'N']",real,5,short
1270,notice,7.94e-05,4.9,VERB,"['N', 'OW1', 'T', 'AH0', 'S']","['N', 'OW', 'T', 'AH', 'S']",real,5,short
1271,overall,7.94e-05,4.9,ADJ,"['OW1', 'V', 'ER0', 'AO2', 'L']","['OW', 'V', 'ER', 'AO', 'L']",real,5,short
1277,shown,7.94e-05,4.9,VERB,"['SH', 'OW1', 'N']","['SH', 'OW', 'N']",real,3,short
1278,sit,7.94e-05,4.9,VERB,"['S', 'IH1', 'T']","['S', 'IH', 'T']",real,3,short
1279,trip,7.94e-05,4.9,NOUN,"['T', 'R', 'IH1', 'P']","['T', 'R', 'IH', 'P']",real,4,short
1281,basic,7.76e-05,4.89,ADJ,"['B', 'EY1', 'S', 'IH0', 'K']","['B', 'EY', 'S', 'IH', 'K']",real,5,short
1283,carry,7.76e-05,4.89,VERB,"['K', 'AE1', 'R', 'IY0']","['K', 'AE', 'R', 'IY']",real,4,short
1284,cars,7.76e-05,4.89,NOUN,"['K', 'AA1', 'R', 'Z']","['K', 'AA', 'R', 'Z']",real,4,short
1285,crime,7.76e-05,4.89,NOUN,"['K', 'R', 'AY1', 'M']","['K', 'R', 'AY', 'M']",real,4,short
1289,fully,7.76e-05,4.89,ADV,"['F', 'UH1', 'L', 'IY0']","['F', 'UH', 'L', 'IY']",real,4,short
1290,highly,7.76e-05,4.89,ADV,"['HH', 'AY1', 'L', 'IY0']","['HH', 'AY', 'L', 'IY']",real,4,short
1292,japan,7.76e-05,4.89,PROPN,"['JH', 'AH0', 'P', 'AE1', 'N']","['JH', 'AH', 'P', 'AE', 'N']",real,5,short
1293,laws,7.76e-05,4.89,NOUN,"['L', 'AO1', 'Z']","['L', 'AO', 'Z']",real,3,short
1294,male,7.76e-05,4.89,NOUN,"['M', 'EY1', 'L']","['M', 'EY', 'L']",real,3,short
1296,plant,7.76e-05,4.89,NOUN,"['P', 'L', 'AE1', 'N', 'T']","['P', 'L', 'AE', 'N', 'T']",real,5,short
1298,smith,7.76e-05,4.89,PROPN,"['S', 'M', 'IH1', 'TH']","['S', 'M', 'IH', 'TH']",real,4,short
1299,spot,7.76e-05,4.89,NOUN,"['S', 'P', 'AA1', 'T']","['S', 'P', 'AA', 'T']",real,4,short
1301,winter,7.76e-05,4.89,NOUN,"['W', 'IH1', 'N', 'T', 'ER0']","['W', 'IH', 'N', 'T', 'ER']",real,5,short
1302,worse,7.76e-05,4.89,ADJ,"['W', 'ER1', 'S']","['W', 'ER', 'S']",real,3,short
1303,advice,7.59e-05,4.88,NOUN,"['AE0', 'D', 'V', 'AY1', 'S']","['AE', 'D', 'V', 'AY', 'S']",real,5,short
1305,award,7.59e-05,4.88,PROPN,"['AH0', 'W', 'AO1', 'R', 'D']","['AH', 'W', 'AO', 'R', 'D']",real,5,short
1306,block,7.59e-05,4.88,VERB,"['B', 'L', 'AA1', 'K']","['B', 'L', 'AA', 'K']",real,4,short
1308,caused,7.59e-05,4.88,VERB,"['K', 'AA1', 'Z', 'D']","['K', 'AA', 'Z', 'D']",real,4,short
1315,helped,7.59e-05,4.88,VERB,"['HH', 'EH1', 'L', 'P', 'T']","['HH', 'EH', 'L', 'P', 'T']",real,5,short
1316,holy,7.59e-05,4.88,ADJ,"['HH', 'OW1', 'L', 'IY0']","['HH', 'OW', 'L', 'IY']",real,4,short
1317,killing,7.59e-05,4.88,VERB,"['K', 'IH1', 'L', 'IH0', 'NG']","['K', 'IH', 'L', 'IH', 'NG']",real,5,short
1318,lived,7.59e-05,4.88,VERB,"['L', 'AY1', 'V', 'D']","['L', 'AY', 'V', 'D']",real,4,short
1319,lots,7.59e-05,4.88,NOUN,"['L', 'AA1', 'T', 'S']","['L', 'AA', 'T', 'S']",real,4,short
1320,nation,7.59e-05,4.88,NOUN,"['N', 'EY1', 'SH', 'AH0', 'N']","['N', 'EY', 'SH', 'AH', 'N']",real,5,short
1322,peter,7.59e-05,4.88,PROPN,"['P', 'IY1', 'T', 'ER0']","['P', 'IY', 'T', 'ER']",real,4,short
1325,purpose,7.59e-05,4.88,NOUN,"['P', 'ER1', 'P', 'AH0', 'S']","['P', 'ER', 'P', 'AH', 'S']",real,5,short
1326,rates,7.59e-05,4.88,NOUN,"['R', 'EY1', 'T', 'S']","['R', 'EY', 'T', 'S']",real,4,short
1328,shop,7.59e-05,4.88,NOUN,"['SH', 'AA1', 'P']","['SH', 'AA', 'P']",real,3,short
1329,showing,7.59e-05,4.88,VERB,"['SH', 'OW1', 'IH0', 'NG']","['SH', 'OW', 'IH', 'NG']",real,4,short
1330,sick,7.59e-05,4.88,ADJ,"['S', 'IH1', 'K']","['S', 'IH', 'K']",real,3,short
1331,teacher,7.59e-05,4.88,NOUN,"['T', 'IY1', 'CH', 'ER0']","['T', 'IY', 'CH', 'ER']",real,4,short
1332,theory,7.59e-05,4.88,NOUN,"['TH', 'IH1', 'R', 'IY0']","['TH', 'IH', 'R', 'IY']",real,4,short
1333,uses,7.59e-05,4.88,VERB,"['Y', 'UW1', 'S', 'AH0', 'Z']","['Y', 'UW', 'S', 'AH', 'Z']",real,5,short
1336,avoid,7.41e-05,4.87,VERB,"['AH0', 'V', 'OY1', 'D']","['AH', 'V', 'OY', 'D']",real,4,short
1337,camera,7.41e-05,4.87,NOUN,"['K', 'AE1', 'M', 'ER0', 'AH0']","['K', 'AE', 'M', 'ER', 'AH']",real,5,short
1338,catch,7.41e-05,4.87,VERB,"['K', 'AE1', 'CH']","['K', 'AE', 'CH']",real,3,short
1339,cell,7.41e-05,4.87,NOUN,"['S', 'EH1', 'L']","['S', 'EH', 'L']",real,3,short
1340,coast,7.41e-05,4.87,NOUN,"['K', 'OW1', 'S', 'T']","['K', 'OW', 'S', 'T']",real,4,short
1342,drug,7.41e-05,4.87,NOUN,"['D', 'R', 'AH1', 'G']","['D', 'R', 'AH', 'G']",real,4,short
1346,foot,7.41e-05,4.87,NOUN,"['F', 'UH1', 'T']","['F', 'UH', 'T']",real,3,short
1347,hall,7.41e-05,4.87,NOUN,"['HH', 'AO1', 'L']","['HH', 'AO', 'L']",real,3,short
1348,mass,7.41e-05,4.87,PROPN,"['M', 'AE1', 'S']","['M', 'AE', 'S']",real,3,short
1349,meaning,7.41e-05,4.87,VERB,"['M', 'IY1', 'N', 'IH0', 'NG']","['M', 'IY', 'N', 'IH', 'NG']",real,5,short
1350,mission,7.41e-05,4.87,NOUN,"['M', 'IH1', 'SH', 'AH0', 'N']","['M', 'IH', 'SH', 'AH', 'N']",real,5,short
1351,nine,7.41e-05,4.87,NUM,"['N', 'AY1', 'N']","['N', 'AY', 'N']",real,3,short
1355,pop,7.41e-05,4.87,VERB,"['P', 'AA1', 'P']","['P', 'AA', 'P']",real,3,short
1357,ran,7.41e-05,4.87,VERB,"['R', 'AE1', 'N']","['R', 'AE', 'N']",real,3,short
1361,trial,7.41e-05,4.87,NOUN,"['T', 'R', 'AY1', 'AH0', 'L']","['T', 'R', 'AY', 'AH', 'L']",real,5,short
1362,truly,7.41e-05,4.87,ADV,"['T', 'R', 'UW1', 'L', 'IY0']","['T', 'R', 'UW', 'L', 'IY']",real,5,short
1363,weather,7.41e-05,4.87,NOUN,"['W', 'EH1', 'DH', 'ER0']","['W', 'EH', 'DH', 'ER']",real,4,short
1366,claims,7.24e-05,4.86,VERB,"['K', 'L', 'EY1', 'M', 'Z']","['K', 'L', 'EY', 'M', 'Z']",real,5,short
1367,coffee,7.24e-05,4.86,NOUN,"['K', 'AA1', 'F', 'IY0']","['K', 'AA', 'F', 'IY']",real,4,short
1371,evening,7.24e-05,4.86,NOUN,"['IY1', 'V', 'N', 'IH0', 'NG']","['IY', 'V', 'N', 'IH', 'NG']",real,5,short
1372,flight,7.24e-05,4.86,NOUN,"['F', 'L', 'AY1', 'T']","['F', 'L', 'AY', 'T']",real,4,short
1374,heat,7.24e-05,4.86,NOUN,"['HH', 'IY1', 'T']","['HH', 'IY', 'T']",real,3,short
1375,highest,7.24e-05,4.86,ADJ,"['HH', 'AY1', 'AH0', 'S', 'T']","['HH', 'AY', 'AH', 'S', 'T']",real,5,short
1380,murder,7.24e-05,4.86,NOUN,"['M', 'ER1', 'D', 'ER0']","['M', 'ER', 'D', 'ER']",real,4,short
1381,obama,7.24e-05,4.86,PROPN,"['OW2', 'B', 'AA1', 'M', 'AH0']","['OW', 'B', 'AA', 'M', 'AH']",real,5,short
1382,offered,7.24e-05,4.86,VERB,"['AO1', 'F', 'ER0', 'D']","['AO', 'F', 'ER', 'D']",real,4,short
1383,putting,7.24e-05,4.86,VERB,"['P', 'AH1', 'T', 'IH0', 'NG']","['P', 'AH', 'T', 'IH', 'NG']",real,5,short
1384,queen,7.24e-05,4.86,NOUN,"['K', 'W', 'IY1', 'N']","['K', 'W', 'IY', 'N']",real,4,short
1386,showed,7.24e-05,4.86,VERB,"['SH', 'OW1', 'D']","['SH', 'OW', 'D']",real,3,short
1387,sitting,7.24e-05,4.86,VERB,"['S', 'IH1', 'T', 'IH0', 'NG']","['S', 'IH', 'T', 'IH', 'NG']",real,5,short
1389,stars,7.24e-05,4.86,NOUN,"['S', 'T', 'AA1', 'R', 'Z']","['S', 'T', 'AA', 'R', 'Z']",real,5,short
1390,walking,7.24e-05,4.86,VERB,"['W', 'AO1', 'K', 'IH0', 'NG']","['W', 'AO', 'K', 'IH', 'NG']",real,5,short
1393,appear,7.08e-05,4.85,VERB,"['AH0', 'P', 'IH1', 'R']","['AH', 'P', 'IH', 'R']",real,4,short
1395,broke,7.08e-05,4.85,VERB,"['B', 'R', 'OW1', 'K']","['B', 'R', 'OW', 'K']",real,4,short
1396,channel,7.08e-05,4.85,PROPN,"['CH', 'AE1', 'N', 'AH0', 'L']","['CH', 'AE', 'N', 'AH', 'L']",real,5,short
1398,eating,7.08e-05,4.85,VERB,"['IY1', 'T', 'IH0', 'NG']","['IY', 'T', 'IH', 'NG']",real,4,short
1400,fat,7.08e-05,4.85,ADJ,"['F', 'AE1', 'T']","['F', 'AE', 'T']",real,3,short
1401,fell,7.08e-05,4.85,VERB,"['F', 'EH1', 'L']","['F', 'EH', 'L']",real,3,short
1403,glass,7.08e-05,4.85,NOUN,"['G', 'L', 'AE1', 'S']","['G', 'L', 'AE', 'S']",real,4,short
1404,learned,7.08e-05,4.85,VERB,"['L', 'ER1', 'N', 'D']","['L', 'ER', 'N', 'D']",real,4,short
1405,losing,7.08e-05,4.85,VERB,"['L', 'UW1', 'Z', 'IH0', 'NG']","['L', 'UW', 'Z', 'IH', 'NG']",real,5,short
1406,mobile,7.08e-05,4.85,NOUN,"['M', 'OW1', 'B', 'AH0', 'L']","['M', 'OW', 'B', 'AH', 'L']",real,5,short
1408,opened,7.08e-05,4.85,VERB,"['OW1', 'P', 'AH0', 'N', 'D']","['OW', 'P', 'AH', 'N', 'D']",real,5,short
1409,placed,7.08e-05,4.85,VERB,"['P', 'L', 'EY1', 'S', 'T']","['P', 'L', 'EY', 'S', 'T']",real,5,short
1411,prior,7.08e-05,4.85,ADV,"['P', 'R', 'AY1', 'ER0']","['P', 'R', 'AY', 'ER']",real,4,short
1413,reached,7.08e-05,4.85,VERB,"['R', 'IY1', 'CH', 'T']","['R', 'IY', 'CH', 'T']",real,4,short
1414,receive,7.08e-05,4.85,VERB,"['R', 'AH0', 'S', 'IY1', 'V']","['R', 'AH', 'S', 'IY', 'V']",real,5,short
1416,ride,7.08e-05,4.85,VERB,"['R', 'AY1', 'D']","['R', 'AY', 'D']",real,3,short
1417,robert,7.08e-05,4.85,PROPN,"['R', 'AA1', 'B', 'ER0', 'T']","['R', 'AA', 'B', 'ER', 'T']",real,5,short
1418,royal,7.08e-05,4.85,ADJ,"['R', 'OY1', 'AH0', 'L']","['R', 'OY', 'AH', 'L']",real,4,short
1419,screen,7.08e-05,4.85,NOUN,"['S', 'K', 'R', 'IY1', 'N']","['S', 'K', 'R', 'IY', 'N']",real,5,short
1420,serve,7.08e-05,4.85,VERB,"['S', 'ER1', 'V']","['S', 'ER', 'V']",real,3,short
1421,signed,7.08e-05,4.85,VERB,"['S', 'AY1', 'N', 'D']","['S', 'AY', 'N', 'D']",real,4,short
1422,slow,7.08e-05,4.85,VERB,"['S', 'L', 'OW1']","['S', 'L', 'OW']",real,3,short
1424,speech,7.08e-05,4.85,NOUN,"['S', 'P', 'IY1', 'CH']","['S', 'P', 'IY', 'CH']",real,4,short
1426,tree,7.08e-05,4.85,NOUN,"['T', 'R', 'IY1']","['T', 'R', 'IY']",real,3,short
1427,types,7.08e-05,4.85,NOUN,"['T', 'AY1', 'P', 'S']","['T', 'AY', 'P', 'S']",real,4,short
1428,wearing,7.08e-05,4.85,VERB,"['W', 'EH1', 'R', 'IH0', 'NG']","['W', 'EH', 'R', 'IH', 'NG']",real,5,short
1429,whom,7.08e-05,4.85,PRON,"['HH', 'UW1', 'M']","['HH', 'UW', 'M']",real,3,short
1431,agreed,6.92e-05,4.84,VERB,"['AH0', 'G', 'R', 'IY1', 'D']","['AH', 'G', 'R', 'IY', 'D']",real,5,short
1434,appears,6.92e-05,4.84,VERB,"['AH0', 'P', 'IH1', 'R', 'Z']","['AH', 'P', 'IH', 'R', 'Z']",real,5,short
1435,begin,6.92e-05,4.84,VERB,"['B', 'IH0', 'G', 'IH1', 'N']","['B', 'IH', 'G', 'IH', 'N']",real,5,short
1437,bottom,6.92e-05,4.84,NOUN,"['B', 'AA1', 'T', 'AH0', 'M']","['B', 'AA', 'T', 'AH', 'M']",real,5,short
1438,cities,6.92e-05,4.84,NOUN,"['S', 'IH1', 'T', 'IY0', 'Z']","['S', 'IH', 'T', 'IY', 'Z']",real,5,short
1440,engine,6.92e-05,4.84,NOUN,"['EH1', 'N', 'JH', 'AH0', 'N']","['EH', 'N', 'JH', 'AH', 'N']",real,5,short
1442,famous,6.92e-05,4.84,ADJ,"['F', 'EY1', 'M', 'AH0', 'S']","['F', 'EY', 'M', 'AH', 'S']",real,5,short
1443,ideas,6.92e-05,4.84,NOUN,"['AY0', 'D', 'IY1', 'AH0', 'Z']","['AY', 'D', 'IY', 'AH', 'Z']",real,5,short
1445,keeping,6.92e-05,4.84,VERB,"['K', 'IY1', 'P', 'IH0', 'NG']","['K', 'IY', 'P', 'IH', 'NG']",real,5,short
1447,notes,6.92e-05,4.84,VERB,"['N', 'OW1', 'T', 'S']","['N', 'OW', 'T', 'S']",real,4,short
1449,plays,6.92e-05,4.84,VERB,"['P', 'L', 'EY1', 'Z']","['P', 'L', 'EY', 'Z']",real,4,short
1450,raised,6.92e-05,4.84,VERB,"['R', 'EY1', 'Z', 'D']","['R', 'EY', 'Z', 'D']",real,4,short
1451,runs,6.92e-05,4.84,VERB,"['R', 'AH1', 'N', 'Z']","['R', 'AH', 'N', 'Z']",real,4,short
1452,sad,6.92e-05,4.84,ADJ,"['S', 'AE1', 'D']","['S', 'AE', 'D']",real,3,short
1454,songs,6.92e-05,4.84,NOUN,"['S', 'AO1', 'NG', 'Z']","['S', 'AO', 'NG', 'Z']",real,4,short
1456,southern,6.92e-05,4.84,ADJ,"['S', 'AH1', 'DH', 'ER0', 'N']","['S', 'AH', 'DH', 'ER', 'N']",real,5,short
1457,square,6.92e-05,4.84,ADJ,"['S', 'K', 'W', 'EH1', 'R']","['S', 'K', 'W', 'EH', 'R']",real,5,short
1458,stopped,6.92e-05,4.84,VERB,"['S', 'T', 'AA1', 'P', 'T']","['S', 'T', 'AA', 'P', 'T']",real,5,short
1460,thomas,6.92e-05,4.84,PROPN,"['T', 'AA1', 'M', 'AH0', 'S']","['T', 'AA', 'M', 'AH', 'S']",real,5,short
1462,twice,6.92e-05,4.84,ADV,"['T', 'W', 'AY1', 'S']","['T', 'W', 'AY', 'S']",real,4,short
1463,wind,6.92e-05,4.84,NOUN,"['W', 'AY1', 'N', 'D']","['W', 'AY', 'N', 'D']",real,4,short
1464,worry,6.92e-05,4.84,VERB,"['W', 'ER1', 'IY0']","['W', 'ER', 'IY']",real,3,short
1466,appeared,6.76e-05,4.83,VERB,"['AH0', 'P', 'IH1', 'R', 'D']","['AH', 'P', 'IH', 'R', 'D']",real,5,short
1468,brand,6.76e-05,4.83,NOUN,"['B', 'R', 'AE1', 'N', 'D']","['B', 'R', 'AE', 'N', 'D']",real,5,short
1469,bus,6.76e-05,4.83,NOUN,"['B', 'AH1', 'S']","['B', 'AH', 'S']",real,3,short
1470,cent,6.76e-05,4.83,NOUN,"['S', 'EH1', 'N', 'T']","['S', 'EH', 'N', 'T']",real,4,short
1472,count,6.76e-05,4.83,VERB,"['K', 'AW1', 'N', 'T']","['K', 'AW', 'N', 'T']",real,4,short
1473,covered,6.76e-05,4.83,VERB,"['K', 'AH1', 'V', 'ER0', 'D']","['K', 'AH', 'V', 'ER', 'D']",real,5,short
1476,forced,6.76e-05,4.83,VERB,"['F', 'AO1', 'R', 'S', 'T']","['F', 'AO', 'R', 'S', 'T']",real,5,short
1477,fourth,6.76e-05,4.83,ADJ,"['F', 'AO1', 'R', 'TH']","['F', 'AO', 'R', 'TH']",real,4,short
1478,fresh,6.76e-05,4.83,ADJ,"['F', 'R', 'EH1', 'SH']","['F', 'R', 'EH', 'SH']",real,4,short
1479,lake,6.76e-05,4.83,NOUN,"['L', 'EY1', 'K']","['L', 'EY', 'K']",real,3,short
1482,missed,6.76e-05,4.83,VERB,"['M', 'IH1', 'S', 'T']","['M', 'IH', 'S', 'T']",real,4,short
1484,mouth,6.76e-05,4.83,PROPN,"['M', 'AW1', 'TH']","['M', 'AW', 'TH']",real,3,short
1485,owner,6.76e-05,4.83,NOUN,"['OW1', 'N', 'ER0']","['OW', 'N', 'ER']",real,3,short
1486,photos,6.76e-05,4.83,NOUN,"['F', 'OW1', 'T', 'OW2', 'Z']","['F', 'OW', 'T', 'OW', 'Z']",real,5,short
1488,realize,6.76e-05,4.83,VERB,"['R', 'IY1', 'L', 'AY2', 'Z']","['R', 'IY', 'L', 'AY', 'Z']",real,5,short
1489,remain,6.76e-05,4.83,VERB,"['R', 'IH0', 'M', 'EY1', 'N']","['R', 'IH', 'M', 'EY', 'N']",real,5,short
1490,scale,6.76e-05,4.83,NOUN,"['S', 'K', 'EY1', 'L']","['S', 'K', 'EY', 'L']",real,4,short
1491,score,6.76e-05,4.83,VERB,"['S', 'K', 'AO1', 'R']","['S', 'K', 'AO', 'R']",real,4,short
1493,smart,6.76e-05,4.83,ADJ,"['S', 'M', 'AA1', 'R', 'T']","['S', 'M', 'AA', 'R', 'T']",real,5,short
1495,surface,6.76e-05,4.83,NOUN,"['S', 'ER1', 'F', 'AH0', 'S']","['S', 'ER', 'F', 'AH', 'S']",real,5,short
1496,throw,6.76e-05,4.83,VERB,"['TH', 'R', 'OW1']","['TH', 'R', 'OW']",real,3,short
1497,tom,6.76e-05,4.83,PROPN,"['T', 'AA1', 'M']","['T', 'AA', 'M']",real,3,short
1499,views,6.76e-05,4.83,NOUN,"['V', 'Y', 'UW1', 'Z']","['V', 'Y', 'UW', 'Z']",real,4,short
1500,wedding,6.76e-05,4.83,NOUN,"['W', 'EH1', 'D', 'IH0', 'NG']","['W', 'EH', 'D', 'IH', 'NG']",real,5,short
1501,acting,6.61e-05,4.82,VERB,"['AE1', 'K', 'T', 'IH0', 'NG']","['AE', 'K', 'T', 'IH', 'NG']",real,5,short
1504,arms,6.61e-05,4.82,NOUN,"['AA1', 'R', 'M', 'Z']","['AA', 'R', 'M', 'Z']",real,4,short
1506,budget,6.61e-05,4.82,NOUN,"['B', 'AH1', 'JH', 'IH0', 'T']","['B', 'AH', 'JH', 'IH', 'T']",real,5,short
1507,click,6.61e-05,4.82,VERB,"['K', 'L', 'IH1', 'K']","['K', 'L', 'IH', 'K']",real,4,short
1508,estate,6.61e-05,4.82,NOUN,"['IH0', 'S', 'T', 'EY1', 'T']","['IH', 'S', 'T', 'EY', 'T']",real,5,short
1509,failed,6.61e-05,4.82,VERB,"['F', 'EY1', 'L', 'D']","['F', 'EY', 'L', 'D']",real,4,short
1510,faith,6.61e-05,4.82,NOUN,"['F', 'EY1', 'TH']","['F', 'EY', 'TH']",real,3,short
1511,fashion,6.61e-05,4.82,NOUN,"['F', 'AE1', 'SH', 'AH0', 'N']","['F', 'AE', 'SH', 'AH', 'N']",real,5,short
1512,feature,6.61e-05,4.82,VERB,"['F', 'IY1', 'CH', 'ER0']","['F', 'IY', 'CH', 'ER']",real,4,short
1513,fund,6.61e-05,4.82,NOUN,"['F', 'AH1', 'N', 'D']","['F', 'AH', 'N', 'D']",real,4,short
1515,hearing,6.61e-05,4.82,VERB,"['HH', 'IY1', 'R', 'IH0', 'NG']","['HH', 'IY', 'R', 'IH', 'NG']",real,5,short
1516,hill,6.61e-05,4.82,NOUN,"['HH', 'IH1', 'L']","['HH', 'IH', 'L']",real,3,short
1517,jack,6.61e-05,4.82,PROPN,"['JH', 'AE1', 'K']","['JH', 'AE', 'K']",real,3,short
