,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
16505,commandments,2.51e-06,3.4,NOUN,"['K', 'AH0', 'M', 'AE1', 'N', 'D', 'M', 'AH0', 'N', 'T', 'S']"
16506,conceive,2.51e-06,3.4,VERB,"['K', 'AH0', 'N', 'S', 'IY1', 'V']"
16507,condensed,2.51e-06,3.4,VERB,"['K', 'AH0', 'N', 'D', 'EH1', 'N', 'S', 'T']"
16508,contemporaries,2.51e-06,3.4,NOUN,"['K', 'AH0', 'N', 'T', 'EH1', 'M', 'P', 'ER0', 'EH2', 'R', 'IY0', 'Z']"
16509,controversies,2.51e-06,3.4,NOUN,"['K', 'AA1', 'N', 'T', 'R', 'AH0', 'V', 'ER2', 'S', 'IY0', 'Z']"
16510,convened,2.51e-06,3.4,VERB,"['K', 'AH0', 'N', 'V', 'IY1', 'N', 'D']"
16511,conveyed,2.51e-06,3.4,VERB,"['K', 'AH0', 'N', 'V', 'EY1', 'D']"
16512,crabs,2.51e-06,3.4,NOUN,"['K', 'R', 'AE1', 'B', 'Z']"
16513,cuddle,2.51e-06,3.4,VERB,"['K', 'AH1', 'D', 'AH0', 'L']"
16514,culprit,2.51e-06,3.4,NOUN,"['K', 'AH1', 'L', 'P', 'R', 'IH0', 'T']"
16515,darius,2.51e-06,3.4,PROPN,"['D', 'ER0', 'AY1', 'AH0', 'S']"
16516,daunting,2.51e-06,3.4,VERB,"['D', 'AO1', 'N', 'T', 'IH0', 'NG']"
16517,demos,2.51e-06,3.4,NOUN,"['D', 'EH1', 'M', 'OW2', 'Z']"
16518,deviation,2.51e-06,3.4,NOUN,"['D', 'IY2', 'V', 'IY0', 'EY1', 'SH', 'AH0', 'N']"
16519,diffusion,2.51e-06,3.4,NOUN,"['D', 'IH0', 'F', 'Y', 'UW1', 'ZH', 'AH0', 'N']"
16520,dildo,2.51e-06,3.4,PROPN,"['D', 'IH1', 'L', 'D', 'OW0']"
16521,distrust,2.51e-06,3.4,NOUN,"['D', 'IH0', 'S', 'T', 'R', 'AH1', 'S', 'T']"
16522,dominates,2.51e-06,3.4,VERB,"['D', 'AA1', 'M', 'AH0', 'N', 'EY2', 'T', 'S']"
16523,echoed,2.51e-06,3.4,VERB,"['EH1', 'K', 'OW0', 'D']"
16524,elbows,2.51e-06,3.4,NOUN,"['EH1', 'L', 'B', 'OW2', 'Z']"
16525,ellison,2.51e-06,3.4,PROPN,"['EH1', 'L', 'IH0', 'S', 'AH0', 'N']"
16526,elves,2.51e-06,3.4,NOUN,"['EH1', 'L', 'V', 'Z']"
16527,embark,2.51e-06,3.4,VERB,"['EH0', 'M', 'B', 'AA1', 'R', 'K']"
16528,empires,2.51e-06,3.4,NOUN,"['EH1', 'M', 'P', 'AY0', 'ER0', 'Z']"
16529,entrepreneurial,2.51e-06,3.4,ADJ,"['AA2', 'N', 'T', 'R', 'AH0', 'P', 'R', 'AH0', 'N', 'ER1', 'IY0', 'AH0', 'L']"
16530,ether,2.51e-06,3.4,VERB,"['IY1', 'TH', 'ER0']"
16531,etiquette,2.51e-06,3.4,NOUN,"['EH1', 'T', 'AH0', 'K', 'AH0', 'T']"
16532,exhibiting,2.51e-06,3.4,VERB,"['IH0', 'G', 'Z', 'IH1', 'B', 'IH0', 'T', 'IH0', 'NG']"
16533,extravagant,2.51e-06,3.4,ADJ,"['IH0', 'K', 'S', 'T', 'R', 'AE1', 'V', 'AH0', 'G', 'AH0', 'N', 'T']"
16534,familiarity,2.51e-06,3.4,NOUN,"['F', 'AH0', 'M', 'IH2', 'L', 'Y', 'EH1', 'R', 'AH0', 'T', 'IY0']"
16535,felipe,2.51e-06,3.4,PROPN,"['F', 'AH0', 'L', 'IY1', 'P']"
16536,fender,2.51e-06,3.4,NOUN,"['F', 'EH1', 'N', 'D', 'ER0']"
16537,feng,2.51e-06,3.4,PROPN,"['F', 'EH1', 'NG']"
16538,ferris,2.51e-06,3.4,ADJ,"['F', 'EH1', 'R', 'IH0', 'S']"
16539,fetal,2.51e-06,3.4,NOUN,"['F', 'IY1', 'T', 'AH0', 'L']"
16540,fiance,2.51e-06,3.4,NOUN,"['F', 'IY0', 'AA1', 'N', 'S', 'EY2']"
16541,finer,2.51e-06,3.4,ADJ,"['F', 'AY1', 'N', 'ER0']"
16542,fittings,2.51e-06,3.4,NOUN,"['F', 'IH1', 'T', 'IH0', 'NG', 'Z']"
16543,flushing,2.51e-06,3.4,VERB,"['F', 'L', 'AH1', 'SH', 'IH0', 'NG']"
16544,freeing,2.51e-06,3.4,VERB,"['F', 'R', 'IY1', 'IH0', 'NG']"
16545,fused,2.51e-06,3.4,VERB,"['F', 'Y', 'UW1', 'Z', 'D']"
16546,goa,2.51e-06,3.4,PROPN,"['G', 'OW1', 'AH0']"
16547,gorge,2.51e-06,3.4,VERB,"['G', 'AO1', 'R', 'JH']"
16548,greenwood,2.51e-06,3.4,PROPN,"['G', 'R', 'IY1', 'N', 'W', 'UH2', 'D']"
16549,groves,2.51e-06,3.4,NOUN,"['G', 'R', 'OW1', 'V', 'Z']"
16550,gu,2.51e-06,3.4,PROPN,"['G', 'UW1']"
16551,gutted,2.51e-06,3.4,VERB,"['G', 'AH1', 'T', 'IH0', 'D']"
16552,harp,2.51e-06,3.4,PROPN,"['HH', 'AA1', 'R', 'P']"
16553,hartley,2.51e-06,3.4,PROPN,"['HH', 'AA1', 'R', 'T', 'L', 'IY0']"
16554,heartfelt,2.51e-06,3.4,ADJ,"['HH', 'AA1', 'R', 'T', 'F', 'EH2', 'L', 'T']"
16555,hinted,2.51e-06,3.4,VERB,"['HH', 'IH1', 'N', 'T', 'AH0', 'D']"
16556,hoodie,2.51e-06,3.4,VERB,"['HH', 'UW1', 'D', 'IY0']"
16557,housewife,2.51e-06,3.4,NOUN,"['HH', 'AW1', 'S', 'W', 'AY2', 'F']"
16558,housewives,2.51e-06,3.4,NOUN,"['HH', 'AW1', 'S', 'W', 'AY2', 'V', 'Z']"
16559,hubs,2.51e-06,3.4,NOUN,"['HH', 'AH1', 'B', 'Z']"
16560,hypocrite,2.51e-06,3.4,NOUN,"['HH', 'IH1', 'P', 'AH0', 'K', 'R', 'IH2', 'T']"
16561,incorporation,2.51e-06,3.4,NOUN,"['IH0', 'N', 'K', 'AO2', 'R', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']"
16562,insure,2.51e-06,3.4,VERB,"['IH0', 'N', 'SH', 'UH1', 'R']"
16563,joyful,2.51e-06,3.4,ADJ,"['JH', 'OY1', 'F', 'AH0', 'L']"
16564,judah,2.51e-06,3.4,PROPN,"['JH', 'UW1', 'D', 'AH0']"
16565,kabul,2.51e-06,3.4,PROPN,"['K', 'AA1', 'B', 'UH0', 'L']"
16566,kelley,2.51e-06,3.4,PROPN,"['K', 'EH1', 'L', 'IY0']"
16567,kickoff,2.51e-06,3.4,NOUN,"['K', 'IH1', 'K', 'AO2', 'F']"
16568,kimberly,2.51e-06,3.4,PROPN,"['K', 'IH1', 'M', 'B', 'ER0', 'L', 'IY0']"
16569,lacrosse,2.51e-06,3.4,NOUN,"['L', 'AH0', 'K', 'R', 'AO1', 'S']"
16570,lars,2.51e-06,3.4,PROPN,"['L', 'AA1', 'R', 'Z']"
16571,latex,2.51e-06,3.4,NOUN,"['L', 'EY1', 'T', 'EH2', 'K', 'S']"
16572,leftover,2.51e-06,3.4,NOUN,"['L', 'EH1', 'F', 'T', 'OW2', 'V', 'ER0']"
16573,legalization,2.51e-06,3.4,NOUN,"['L', 'IY2', 'G', 'AH0', 'L', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N']"
16574,localized,2.51e-06,3.4,VERB,"['L', 'OW1', 'K', 'AH0', 'L', 'AY2', 'Z', 'D']"
16575,lori,2.51e-06,3.4,PROPN,"['L', 'AO1', 'R', 'IY0']"
16576,malibu,2.51e-06,3.4,PROPN,"['M', 'AE1', 'L', 'AH0', 'B', 'UW0']"
16577,mammoth,2.51e-06,3.4,ADJ,"['M', 'AE1', 'M', 'AH0', 'TH']"
16578,martyrs,2.51e-06,3.4,NOUN,"['M', 'AA1', 'R', 'T', 'ER0', 'Z']"
16579,marvellous,2.51e-06,3.4,ADJ,"['M', 'AA1', 'R', 'V', 'AH0', 'L', 'AH0', 'S']"
16580,matchup,2.51e-06,3.4,NOUN,"['M', 'AE1', 'CH', 'AH0', 'P']"
16581,meh,2.51e-06,3.4,VERB,"['M', 'EH1', 'HH']"
16582,merkel,2.51e-06,3.4,PROPN,"['M', 'ER1', 'K', 'AH0', 'L']"
16583,modem,2.51e-06,3.4,NOUN,"['M', 'OW1', 'D', 'AH0', 'M']"
16584,mosques,2.51e-06,3.4,NOUN,"['M', 'AA1', 'S', 'K', 'S']"
16585,motif,2.51e-06,3.4,NOUN,"['M', 'OW0', 'T', 'IY1', 'F']"
16586,necks,2.51e-06,3.4,NOUN,"['N', 'EH1', 'K', 'S']"
16587,newcomer,2.51e-06,3.4,NOUN,"['N', 'UW1', 'K', 'AH2', 'M', 'ER0']"
16588,nic,2.51e-06,3.4,PROPN,"['EH1', 'N', 'AY1', 'S', 'IY1']"
16589,nobles,2.51e-06,3.4,NOUN,"['N', 'OW1', 'B', 'AH0', 'L', 'Z']"
16590,oats,2.51e-06,3.4,PROPN,"['OW1', 'T', 'S']"
16591,ominous,2.51e-06,3.4,ADJ,"['AA1', 'M', 'AH0', 'N', 'AH0', 'S']"
16592,openness,2.51e-06,3.4,NOUN,"['OW1', 'P', 'AH0', 'N', 'N', 'AH0', 'S']"
16593,optimized,2.51e-06,3.4,VERB,"['AA1', 'P', 'T', 'AH0', 'M', 'AY2', 'Z', 'D']"
16594,overheard,2.51e-06,3.4,VERB,"['OW1', 'V', 'ER0', 'HH', 'ER1', 'D']"
16595,oversized,2.51e-06,3.4,ADJ,"['OW1', 'V', 'ER0', 'S', 'AY2', 'Z', 'D']"
16596,pak,2.51e-06,3.4,NOUN,"['P', 'AE1', 'K']"
16597,pandora,2.51e-06,3.4,PROPN,"['P', 'AE0', 'N', 'D', 'AO1', 'R', 'AH0']"
16598,panicked,2.51e-06,3.4,VERB,"['P', 'AE1', 'N', 'IH0', 'K', 'T']"
16599,paolo,2.51e-06,3.4,PROPN,"['P', 'AW1', 'L', 'OW0']"
16600,papal,2.51e-06,3.4,PROPN,"['P', 'EY1', 'P', 'AH0', 'L']"
16601,patton,2.51e-06,3.4,PROPN,"['P', 'AE1', 'T', 'AH0', 'N']"
16602,pepe,2.51e-06,3.4,NOUN,"['P', 'EH1', 'P', 'IY0']"
16603,peril,2.51e-06,3.4,PROPN,"['P', 'EH1', 'R', 'AH0', 'L']"
16604,playable,2.51e-06,3.4,ADJ,"['P', 'L', 'EY1', 'AH0', 'B', 'AH0', 'L']"
16605,plunged,2.51e-06,3.4,VERB,"['P', 'L', 'AH1', 'N', 'JH', 'D']"
16606,polly,2.51e-06,3.4,PROPN,"['P', 'AA1', 'L', 'IY0']"
16607,pores,2.51e-06,3.4,VERB,"['P', 'AO1', 'R', 'Z']"
16608,posh,2.51e-06,3.4,ADJ,"['P', 'AA1', 'SH']"
16609,practising,2.51e-06,3.4,VERB,"['P', 'R', 'AE1', 'K', 'T', 'IH0', 'S', 'IH0', 'NG']"
16610,precaution,2.51e-06,3.4,NOUN,"['P', 'R', 'IY0', 'K', 'AO1', 'SH', 'AH0', 'N']"
16611,principally,2.51e-06,3.4,ADV,"['P', 'R', 'IH1', 'N', 'S', 'IH0', 'P', 'L', 'IY0']"
16612,professionalism,2.51e-06,3.4,NOUN,"['P', 'R', 'AH0', 'F', 'EH1', 'SH', 'AH0', 'N', 'AH0', 'L', 'IH2', 'Z', 'AH0', 'M']"
16613,puppets,2.51e-06,3.4,NOUN,"['P', 'AH1', 'P', 'AH0', 'T', 'S']"
16614,rampage,2.51e-06,3.4,NOUN,"['R', 'AE1', 'M', 'P', 'EY2', 'JH']"
16615,reassuring,2.51e-06,3.4,VERB,"['R', 'IY2', 'AH0', 'SH', 'UH1', 'R', 'IH0', 'NG']"
16616,rebirth,2.51e-06,3.4,NOUN,"['R', 'IY0', 'B', 'ER1', 'TH']"
16617,recharge,2.51e-06,3.4,VERB,"['R', 'IY0', 'CH', 'AA1', 'R', 'JH']"
16618,rehearsals,2.51e-06,3.4,NOUN,"['R', 'IH0', 'HH', 'ER1', 'S', 'AH0', 'L', 'Z']"
16619,reliably,2.51e-06,3.4,ADV,"['R', 'IH0', 'L', 'AY1', 'AH0', 'B', 'L', 'IY0']"
16620,renovations,2.51e-06,3.4,NOUN,"['R', 'EH1', 'N', 'AH0', 'V', 'EY2', 'SH', 'AH0', 'N', 'Z']"
16621,reservoirs,2.51e-06,3.4,NOUN,"['R', 'EH1', 'Z', 'ER0', 'V', 'W', 'AA2', 'R', 'Z']"
16622,retina,2.51e-06,3.4,PROPN,"['R', 'EH1', 'T', 'AH0', 'N', 'AH0']"
16623,revolves,2.51e-06,3.4,VERB,"['R', 'IY0', 'V', 'AA1', 'L', 'V', 'Z']"
16624,riff,2.51e-06,3.4,NOUN,"['R', 'IH1', 'F']"
16625,rosen,2.51e-06,3.4,PROPN,"['R', 'OW1', 'Z', 'AH0', 'N']"
16626,rossi,2.51e-06,3.4,PROPN,"['R', 'AO1', 'S', 'IY0']"
16627,rutgers,2.51e-06,3.4,PROPN,"['R', 'AH1', 'T', 'G', 'ER0', 'Z']"
16628,sahara,2.51e-06,3.4,PROPN,"['S', 'AH0', 'HH', 'EH1', 'R', 'AH0']"
16629,scattering,2.51e-06,3.4,VERB,"['S', 'K', 'AE1', 'T', 'ER0', 'IH0', 'NG']"
16630,scrape,2.51e-06,3.4,VERB,"['S', 'K', 'R', 'EY1', 'P']"
16631,scripted,2.51e-06,3.4,VERB,"['S', 'K', 'R', 'IH1', 'P', 'T', 'IH0', 'D']"
16632,semantic,2.51e-06,3.4,ADJ,"['S', 'IH0', 'M', 'AE1', 'N', 'T', 'IH0', 'K']"
16633,shear,2.51e-06,3.4,VERB,"['SH', 'IH1', 'R']"
16634,shedding,2.51e-06,3.4,VERB,"['SH', 'EH1', 'D', 'IH0', 'NG']"
16635,sherry,2.51e-06,3.4,PROPN,"['SH', 'EH1', 'R', 'IY0']"
16636,shitting,2.51e-06,3.4,VERB,"['SH', 'IH1', 'T', 'IH0', 'NG']"
16637,silicone,2.51e-06,3.4,NOUN,"['S', 'IH1', 'L', 'AH0', 'K', 'OW2', 'N']"
16638,skepticism,2.51e-06,3.4,NOUN,"['S', 'K', 'EH1', 'P', 'T', 'IH0', 'S', 'IH2', 'Z', 'AH0', 'M']"
16639,slovakia,2.51e-06,3.4,PROPN,"['S', 'L', 'OW2', 'V', 'AA1', 'K', 'IY0', 'AH0']"
16640,sly,2.51e-06,3.4,ADJ,"['S', 'L', 'AY1']"
16641,smiley,2.51e-06,3.4,ADJ,"['S', 'M', 'AY1', 'L', 'IY0']"
16642,smithsonian,2.51e-06,3.4,PROPN,"['S', 'M', 'IH0', 'TH', 'S', 'OW1', 'N', 'IY0', 'AH0', 'N']"
16643,snoop,2.51e-06,3.4,NOUN,"['S', 'N', 'UW1', 'P']"
16644,sponsoring,2.51e-06,3.4,VERB,"['S', 'P', 'AA1', 'N', 'S', 'ER0', 'IH0', 'NG']"
16645,stables,2.51e-06,3.4,NOUN,"['S', 'T', 'EY1', 'B', 'AH0', 'L', 'Z']"
16646,startling,2.51e-06,3.4,VERB,"['S', 'T', 'AA1', 'R', 'T', 'L', 'IH0', 'NG']"
16647,strands,2.51e-06,3.4,NOUN,"['S', 'T', 'R', 'AE1', 'N', 'D', 'Z']"
16648,strife,2.51e-06,3.4,NOUN,"['S', 'T', 'R', 'AY1', 'F']"
16649,stylist,2.51e-06,3.4,NOUN,"['S', 'T', 'AY1', 'L', 'IH0', 'S', 'T']"
16650,superheroes,2.51e-06,3.4,NOUN,"['S', 'UW2', 'P', 'ER0', 'HH', 'IY1', 'R', 'OW0', 'Z']"
16651,tattooed,2.51e-06,3.4,VERB,"['T', 'AE0', 'T', 'UW1', 'D']"
16652,tenor,2.51e-06,3.4,NOUN,"['T', 'EH1', 'N', 'ER0']"
16653,thrift,2.51e-06,3.4,NOUN,"['TH', 'R', 'IH1', 'F', 'T']"
16654,toured,2.51e-06,3.4,VERB,"['T', 'UH1', 'R', 'D']"
16655,transformations,2.51e-06,3.4,NOUN,"['T', 'R', 'AE2', 'N', 'S', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N', 'Z']"
16656,traverse,2.51e-06,3.4,VERB,"['T', 'R', 'AE1', 'V', 'ER0', 'S']"
16657,turnaround,2.51e-06,3.4,NOUN,"['T', 'ER1', 'N', 'ER0', 'AW2', 'N', 'D']"
16658,uterus,2.51e-06,3.4,NOUN,"['Y', 'UW1', 'T', 'ER0', 'AH0', 'S']"
16659,validate,2.51e-06,3.4,VERB,"['V', 'AE1', 'L', 'AH0', 'D', 'EY0', 'T']"
16660,vid,2.51e-06,3.4,X,"['V', 'IH1', 'D']"
16661,vocalist,2.51e-06,3.4,NOUN,"['V', 'OW1', 'K', 'AH0', 'L', 'IH0', 'S', 'T']"
16662,warranted,2.51e-06,3.4,VERB,"['W', 'AO1', 'R', 'AH0', 'N', 'T', 'IH0', 'D']"
16663,weakening,2.51e-06,3.4,VERB,"['W', 'IY1', 'K', 'AH0', 'N', 'IH0', 'NG']"
16664,westbrook,2.51e-06,3.4,PROPN,"['W', 'EH1', 'S', 'T', 'B', 'R', 'UH2', 'K']"
16665,wildcats,2.51e-06,3.4,NOUN,"['W', 'AY1', 'L', 'D', 'K', 'AE2', 'T', 'S']"
16666,wipes,2.51e-06,3.4,VERB,"['W', 'AY1', 'P', 'S']"
16667,womens,2.51e-06,3.4,PROPN,"['W', 'IH1', 'M', 'AH0', 'N', 'Z']"
16668,wrists,2.51e-06,3.4,NOUN,"['R', 'IH1', 'S', 'T', 'S']"
16669,xvi,2.51e-06,3.4,PROPN,"['Z', 'IY1', 'V', 'IY0']"
16670,yielding,2.51e-06,3.4,VERB,"['Y', 'IY1', 'L', 'D', 'IH0', 'NG']"
16671,zebra,2.51e-06,3.4,PROPN,"['Z', 'IY1', 'B', 'R', 'AH0']"
16672,zionist,2.51e-06,3.4,ADJ,"['Z', 'AY1', 'AH0', 'N', 'IH0', 'S', 'T']"
16673,abrams,2.45e-06,3.39,PROPN,"['EY1', 'B', 'R', 'AH0', 'M', 'Z']"
16674,aces,2.45e-06,3.39,NOUN,"['EY1', 'S', 'IH0', 'Z']"
16675,aft,2.45e-06,3.39,ADV,"['AE1', 'F', 'T']"
16676,albion,2.45e-06,3.39,NOUN,"['AE1', 'L', 'B', 'IY0', 'AH0', 'N']"
16677,anesthesia,2.45e-06,3.39,VERB,"['AE2', 'N', 'IH0', 'S', 'TH', 'IY1', 'ZH', 'AH0']"
16678,anonymity,2.45e-06,3.39,NOUN,"['AE2', 'N', 'AH0', 'N', 'IH1', 'M', 'IH0', 'T', 'IY0']"
16679,anticipating,2.45e-06,3.39,VERB,"['AE0', 'N', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T', 'IH0', 'NG']"
16680,antoine,2.45e-06,3.39,PROPN,"['AA0', 'N', 'T', 'W', 'AA1', 'N']"
16681,appropriation,2.45e-06,3.39,NOUN,"['AH0', 'P', 'R', 'OW2', 'P', 'R', 'IY0', 'EY1', 'SH', 'AH0', 'N']"
16682,aria,2.45e-06,3.39,PROPN,"['AA1', 'R', 'IY0', 'AH0']"
16683,articulated,2.45e-06,3.39,VERB,"['AA0', 'R', 'T', 'IH1', 'K', 'Y', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']"
16684,assassinated,2.45e-06,3.39,VERB,"['AH0', 'S', 'AE1', 'S', 'AH0', 'N', 'EY2', 'T', 'AH0', 'D']"
16685,babes,2.45e-06,3.39,NOUN,"['B', 'EY1', 'B', 'Z']"
16686,bandits,2.45e-06,3.39,NOUN,"['B', 'AE1', 'N', 'D', 'AH0', 'T', 'S']"
16687,banished,2.45e-06,3.39,VERB,"['B', 'AE1', 'N', 'IH0', 'SH', 'T']"
16688,barefoot,2.45e-06,3.39,NOUN,"['B', 'EH1', 'R', 'F', 'UH2', 'T']"
16689,barrage,2.45e-06,3.39,NOUN,"['B', 'ER0', 'AA1', 'ZH']"
16690,bartlett,2.45e-06,3.39,PROPN,"['B', 'AA1', 'R', 'T', 'L', 'IH0', 'T']"
16691,beauties,2.45e-06,3.39,NOUN,"['B', 'Y', 'UW1', 'T', 'IY0', 'Z']"
16692,bestowed,2.45e-06,3.39,VERB,"['B', 'IH0', 'S', 'T', 'OW1', 'D']"
16693,bethesda,2.45e-06,3.39,PROPN,"['B', 'AH0', 'TH', 'EH1', 'Z', 'D', 'AH0']"
16694,blackpool,2.45e-06,3.39,PROPN,"['B', 'L', 'AE1', 'K', 'P', 'UW2', 'L']"
16695,bordering,2.45e-06,3.39,VERB,"['B', 'AO1', 'R', 'D', 'ER0', 'IH0', 'NG']"
16696,bournemouth,2.45e-06,3.39,PROPN,"['B', 'AO1', 'R', 'N', 'AH0', 'M', 'Y', 'UW0', 'TH']"
16697,brilliance,2.45e-06,3.39,NOUN,"['B', 'R', 'IH1', 'L', 'Y', 'AH0', 'N', 'S']"
16698,britney,2.45e-06,3.39,PROPN,"['B', 'R', 'IH1', 'T', 'N', 'IY0']"
16699,broth,2.45e-06,3.39,PROPN,"['B', 'R', 'AO1', 'TH']"
16700,bruised,2.45e-06,3.39,VERB,"['B', 'R', 'UW1', 'Z', 'D']"
16701,buns,2.45e-06,3.39,NOUN,"['B', 'AH1', 'N', 'Z']"
16702,burnley,2.45e-06,3.39,PROPN,"['B', 'ER1', 'N', 'L', 'IY0']"
16703,cabins,2.45e-06,3.39,NOUN,"['K', 'AE1', 'B', 'AH0', 'N', 'Z']"
16704,campaigned,2.45e-06,3.39,VERB,"['K', 'AE0', 'M', 'P', 'EY1', 'N', 'D']"
16705,centenary,2.45e-06,3.39,NOUN,"['S', 'EH1', 'N', 'T', 'AH0', 'N', 'EH2', 'R', 'IY0']"
16706,ceos,2.45e-06,3.39,NOUN,"['S', 'IY1', 'OW0', 'S']"
16707,checkpoint,2.45e-06,3.39,NOUN,"['CH', 'EH1', 'K', 'P', 'OY2', 'N', 'T']"
16708,chloride,2.45e-06,3.39,NOUN,"['K', 'L', 'AO1', 'R', 'AY0', 'D']"
16709,classify,2.45e-06,3.39,VERB,"['K', 'L', 'AE1', 'S', 'AH0', 'F', 'AY2']"
16710,clinically,2.45e-06,3.39,ADV,"['K', 'L', 'IH1', 'N', 'IH0', 'K', 'AH0', 'L', 'IY0']"
16711,cocky,2.45e-06,3.39,ADJ,"['K', 'AA1', 'K', 'IY0']"
16712,coefficient,2.45e-06,3.39,NOUN,"['K', 'OW2', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T']"
16713,coined,2.45e-06,3.39,VERB,"['K', 'OY1', 'N', 'D']"
16714,collapsing,2.45e-06,3.39,VERB,"['K', 'AH0', 'L', 'AE1', 'P', 'S', 'IH0', 'NG']"
16715,collisions,2.45e-06,3.39,NOUN,"['K', 'AH0', 'L', 'IH1', 'ZH', 'AH0', 'N', 'Z']"
16716,condemning,2.45e-06,3.39,VERB,"['K', 'AH0', 'N', 'D', 'EH1', 'M', 'IH0', 'NG']"
16717,conditioner,2.45e-06,3.39,NOUN,"['K', 'AH0', 'N', 'D', 'IH1', 'SH', 'AH0', 'N', 'ER0']"
16718,conductors,2.45e-06,3.39,NOUN,"['K', 'AH0', 'N', 'D', 'AH1', 'K', 'T', 'ER0', 'Z']"
16719,cones,2.45e-06,3.39,NOUN,"['K', 'OW1', 'N', 'Z']"
16720,conglomerate,2.45e-06,3.39,NOUN,"['K', 'AH0', 'N', 'G', 'L', 'AA1', 'M', 'ER0', 'AH0', 'T']"
16721,consultations,2.45e-06,3.39,NOUN,"['K', 'AA2', 'N', 'S', 'AH0', 'L', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']"
16722,conversions,2.45e-06,3.39,NOUN,"['K', 'AH0', 'N', 'V', 'ER1', 'ZH', 'AH0', 'N', 'Z']"
16723,cornerstone,2.45e-06,3.39,NOUN,"['K', 'AO1', 'R', 'N', 'ER0', 'S', 'T', 'OW2', 'N']"
16724,correctness,2.45e-06,3.39,NOUN,"['K', 'ER0', 'EH1', 'K', 'T', 'N', 'AH0', 'S']"
16725,counterfeit,2.45e-06,3.39,ADJ,"['K', 'AW1', 'N', 'T', 'ER0', 'F', 'IH2', 'T']"
16726,damian,2.45e-06,3.39,PROPN,"['D', 'EY1', 'M', 'IY0', 'AH0', 'N']"
16727,dazzling,2.45e-06,3.39,VERB,"['D', 'AE1', 'Z', 'AH0', 'L', 'IH0', 'NG']"
16728,dea,2.45e-06,3.39,PROPN,"['D', 'IY1']"
16729,deacon,2.45e-06,3.39,PROPN,"['D', 'IY1', 'K', 'AH0', 'N']"
16730,debuts,2.45e-06,3.39,NOUN,"['D', 'EY1', 'B', 'Y', 'UW0', 'Z']"
16731,deceived,2.45e-06,3.39,VERB,"['D', 'IH0', 'S', 'IY1', 'V', 'D']"
16732,delaying,2.45e-06,3.39,VERB,"['D', 'IH0', 'L', 'EY1', 'IH0', 'NG']"
16733,dentistry,2.45e-06,3.39,NOUN,"['D', 'EH1', 'N', 'T', 'AH0', 'S', 'T', 'R', 'IY0']"
16734,desks,2.45e-06,3.39,NOUN,"['D', 'EH1', 'S', 'K', 'S']"
16735,detainees,2.45e-06,3.39,NOUN,"['D', 'IH0', 'T', 'EY2', 'N', 'IY1', 'Z']"
16736,dictated,2.45e-06,3.39,VERB,"['D', 'IH0', 'K', 'T', 'EY1', 'T', 'AH0', 'D']"
16737,dino,2.45e-06,3.39,PROPN,"['D', 'IY1', 'N', 'OW0']"
16738,disks,2.45e-06,3.39,NOUN,"['D', 'IH1', 'S', 'K', 'S']"
16739,dismissing,2.45e-06,3.39,VERB,"['D', 'IH0', 'S', 'M', 'IH1', 'S', 'IH0', 'NG']"
16740,dortmund,2.45e-06,3.39,PROPN,"['D', 'AO1', 'R', 'T', 'M', 'AH0', 'N', 'D']"
16741,edgy,2.45e-06,3.39,ADJ,"['EH1', 'JH', 'IY0']"
16742,eff,2.45e-06,3.39,PROPN,"['EH1', 'F']"
16743,elevators,2.45e-06,3.39,NOUN,"['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0', 'Z']"
16744,elton,2.45e-06,3.39,PROPN,"['EH1', 'L', 'T', 'AH0', 'N']"
16745,encore,2.45e-06,3.39,VERB,"['AA1', 'N', 'K', 'AO2', 'R']"
16746,engages,2.45e-06,3.39,VERB,"['EH0', 'N', 'G', 'EY1', 'JH', 'IH0', 'Z']"
16747,enormously,2.45e-06,3.39,ADV,"['IH0', 'N', 'AO1', 'R', 'M', 'AH0', 'S', 'L', 'IY0']"
16748,epstein,2.45e-06,3.39,PROPN,"['EH1', 'P', 'S', 'T', 'IY2', 'N']"
16749,err,2.45e-06,3.39,VERB,"['EH1', 'R']"
16750,erupted,2.45e-06,3.39,VERB,"['IH0', 'R', 'AH1', 'P', 'T', 'AH0', 'D']"
16751,espresso,2.45e-06,3.39,NOUN,"['EH2', 'S', 'P', 'R', 'EH1', 'S', 'OW0']"
16752,evade,2.45e-06,3.39,VERB,"['IH0', 'V', 'EY1', 'D']"
16753,fab,2.45e-06,3.39,ADJ,"['F', 'AE1', 'B']"
16754,fairs,2.45e-06,3.39,NOUN,"['F', 'EH1', 'R', 'Z']"
16755,freaky,2.45e-06,3.39,ADJ,"['F', 'R', 'IY1', 'K', 'IY0']"
16756,freshmen,2.45e-06,3.39,VERB,"['F', 'R', 'EH1', 'SH', 'M', 'IH0', 'N']"
