Unnamed: 0,Word,Size,Length,Frequency,Zipf Frequency,Morphology,Lexicality,Part of Speech,Phonemes,No Stress,Condition
45,gack,short,3,,,simple,pseudo,,"['G', 'AE1', 'K']","['G', 'AE', 'K']",PSS
46,gaia,short,3,,,simple,pseudo,,"['G', 'AY1', 'AH0']","['G', 'AY', 'AH']",PSS
47,gaia,short,3,,,simple,pseudo,,"['G', 'AY1', 'AH0']","['G', 'AY', 'AH']",PSS
48,gaip,short,3,,,simple,pseudo,,"['G', 'EY1', 'P']","['G', 'EY', 'P']",PSS
49,galk,short,3,,,simple,pseudo,,"['G', 'AO1', 'K']","['G', 'AO', 'K']",PSS
50,gane,short,3,,,simple,pseudo,,"['G', 'AE1', 'N']","['G', 'AE', 'N']",PSS
51,gane,short,3,,,simple,pseudo,,"['G', 'AE1', 'N']","['G', 'AE', 'N']",PSS
52,gare,short,3,,,simple,pseudo,,"['G', 'EH1', 'R']","['G', 'EH', 'R']",PSS
53,gare,short,3,,,simple,pseudo,,"['G', 'EH1', 'R']","['G', 'EH', 'R']",PSS
54,garf,short,4,,,simple,pseudo,,"['G', 'AA1', 'R', 'F']","['G', 'AA', 'R', 'F']",PSS
55,glab,short,4,,,simple,pseudo,,"['G', 'L', 'AE1', 'B']","['G', 'L', 'AE', 'B']",PSS
56,glat,short,4,,,simple,pseudo,,"['G', 'L', 'AE1', 'T']","['G', 'L', 'AE', 'T']",PSS
57,gloe,short,3,,,simple,pseudo,,"['G', 'L', 'OW1']","['G', 'L', 'OW']",PSS
58,goab,short,3,,,simple,pseudo,,"['G', 'OW1', 'B']","['G', 'OW', 'B']",PSS
59,haid,short,3,,,simple,pseudo,,"['HH', 'EY1', 'D']","['HH', 'EY', 'D']",PSS
60,haly,short,4,,,simple,pseudo,,"['HH', 'EY1', 'L', 'IY0']","['HH', 'EY', 'L', 'IY']",PSS
61,hane,short,3,,,simple,pseudo,,"['HH', 'EY1', 'N']","['HH', 'EY', 'N']",PSS
62,hyma,short,4,,,simple,pseudo,,"['HH', 'AY1', 'M', 'AH0']","['HH', 'AY', 'M', 'AH']",PSS
63,i'lk,short,3,,,simple,pseudo,,"['AY1', 'L', 'K']","['AY', 'L', 'K']",PSS
64,kily,short,4,,,simple,pseudo,,"['K', 'IH1', 'L', 'IY0']","['K', 'IH', 'L', 'IY']",PSS
65,lill,short,3,,,simple,pseudo,,"['L', 'IH1', 'L']","['L', 'IH', 'L']",PSS
66,liti,short,4,,,simple,pseudo,,"['L', 'AY1', 'T', 'IY0']","['L', 'AY', 'T', 'IY']",PSS
67,loar,short,3,,,simple,pseudo,,"['L', 'AO1', 'R']","['L', 'AO', 'R']",PSS
69,migh,short,3,,,simple,pseudo,,"['M', 'AY1', 'G']","['M', 'AY', 'G']",PSS
70,migh,short,3,,,simple,pseudo,,"['M', 'AY1', 'G']","['M', 'AY', 'G']",PSS
71,nimn,short,3,,,simple,pseudo,,"['N', 'IH1', 'M']","['N', 'IH', 'M']",PSS
72,nith,short,3,,,simple,pseudo,,"['N', 'IH1', 'TH']","['N', 'IH', 'TH']",PSS
73,paip,short,3,,,simple,pseudo,,"['P', 'EY1', 'P']","['P', 'EY', 'P']",PSS
76,pild,short,4,,,simple,pseudo,,"['P', 'IH1', 'L', 'D']","['P', 'IH', 'L', 'D']",PSS
77,pild,short,4,,,simple,pseudo,,"['P', 'IH1', 'L', 'D']","['P', 'IH', 'L', 'D']",PSS
78,pimb,short,3,,,simple,pseudo,,"['P', 'IH1', 'M']","['P', 'IH', 'M']",PSS
79,quab,short,4,,,simple,pseudo,,"['K', 'W', 'AA1', 'B']","['K', 'W', 'AA', 'B']",PSS
80,quan,short,4,,,simple,pseudo,,"['K', 'W', 'AO1', 'N']","['K', 'W', 'AO', 'N']",PSS
81,quin,short,4,,,simple,pseudo,,"['K', 'W', 'IH1', 'N']","['K', 'W', 'IH', 'N']",PSS
82,quma,short,4,,,simple,pseudo,,"['K', 'UW1', 'M', 'AH0']","['K', 'UW', 'M', 'AH']",PSS
83,quma,short,4,,,simple,pseudo,,"['K', 'UW1', 'M', 'AH0']","['K', 'UW', 'M', 'AH']",PSS
84,qumb,short,4,,,simple,pseudo,,"['K', 'M', 'AH1', 'B']","['K', 'M', 'AH', 'B']",PSS
85,qumn,short,3,,,simple,pseudo,,"['K', 'AH1', 'M']","['K', 'AH', 'M']",PSS
86,rale,short,3,,,simple,pseudo,,"['R', 'EY1', 'L']","['R', 'EY', 'L']",PSS
87,ralk,short,3,,,simple,pseudo,,"['R', 'AO1', 'K']","['R', 'AO', 'K']",PSS
88,rane,short,3,,,simple,pseudo,,"['R', 'EY1', 'N']","['R', 'EY', 'N']",PSS
89,rane,short,3,,,simple,pseudo,,"['R', 'EY1', 'N']","['R', 'EY', 'N']",PSS
90,seft,short,4,,,simple,pseudo,,"['S', 'EH1', 'F', 'T']","['S', 'EH', 'F', 'T']",PSS
91,seft,short,4,,,simple,pseudo,,"['S', 'EH1', 'F', 'T']","['S', 'EH', 'F', 'T']",PSS
92,wack,short,3,,,simple,pseudo,,"['W', 'AE1', 'K']","['W', 'AE', 'K']",PSS
93,waia,short,3,,,simple,pseudo,,"['W', 'EY1', 'AH0']","['W', 'EY', 'AH']",PSS
94,waly,short,4,,,simple,pseudo,,"['W', 'AO1', 'L', 'IY0']","['W', 'AO', 'L', 'IY']",PSS
95,waly,short,4,,,simple,pseudo,,"['W', 'AO1', 'L', 'IY0']","['W', 'AO', 'L', 'IY']",PSS
96,wigh,short,3,,,simple,pseudo,,"['W', 'AY1', 'G']","['W', 'AY', 'G']",PSS
97,wigh,short,3,,,simple,pseudo,,"['W', 'AY1', 'G']","['W', 'AY', 'G']",PSS
98,wima,short,4,,,simple,pseudo,,"['W', 'IY1', 'M', 'AH0']","['W', 'IY', 'M', 'AH']",PSS
99,zeft,short,4,,,simple,pseudo,,"['Z', 'EH1', 'F', 'T']","['Z', 'EH', 'F', 'T']",PSS
100,abont,short,5,,,simple,pseudo,,"['AH0', 'B', 'AA1', 'N', 'T']","['AH', 'B', 'AA', 'N', 'T']",PSS
101,abosh,short,4,,,simple,pseudo,,"['AH0', 'B', 'AA1', 'SH']","['AH', 'B', 'AA', 'SH']",PSS
102,allob,short,4,,,simple,pseudo,,"['AE1', 'L', 'AH0', 'B']","['AE', 'L', 'AH', 'B']",PSS
103,banse,short,4,,,simple,pseudo,,"['B', 'AE1', 'N', 'S']","['B', 'AE', 'N', 'S']",PSS
104,blace,short,4,,,simple,pseudo,,"['B', 'L', 'EY1', 'S']","['B', 'L', 'EY', 'S']",PSS
105,blaid,short,4,,,simple,pseudo,,"['B', 'L', 'EY1', 'D']","['B', 'L', 'EY', 'D']",PSS
106,boait,short,4,,,simple,pseudo,,"['B', 'OW0', 'EY1', 'T']","['B', 'OW', 'EY', 'T']",PSS
107,bouse,short,3,,,simple,pseudo,,"['B', 'AW1', 'S']","['B', 'AW', 'S']",PSS
108,brild,short,5,,,simple,pseudo,,"['B', 'R', 'IH1', 'L', 'D']","['B', 'R', 'IH', 'L', 'D']",PSS
109,brose,short,4,,,simple,pseudo,,"['B', 'R', 'OW1', 'Z']","['B', 'R', 'OW', 'Z']",PSS
110,bryst,short,5,,,simple,pseudo,,"['B', 'R', 'IH1', 'S', 'T']","['B', 'R', 'IH', 'S', 'T']",PSS
111,clarl,short,5,,,simple,pseudo,,"['K', 'L', 'AA1', 'R', 'L']","['K', 'L', 'AA', 'R', 'L']",PSS
112,clect,short,5,,,simple,pseudo,,"['K', 'L', 'EH1', 'K', 'T']","['K', 'L', 'EH', 'K', 'T']",PSS
113,closs,short,4,,,simple,pseudo,,"['K', 'L', 'AO1', 'S']","['K', 'L', 'AO', 'S']",PSS
114,cluse,short,4,,,simple,pseudo,,"['K', 'L', 'UW1', 'Z']","['K', 'L', 'UW', 'Z']",PSS
115,creck,short,4,,,simple,pseudo,,"['K', 'R', 'EH1', 'K']","['K', 'R', 'EH', 'K']",PSS
116,dinck,short,4,,,simple,pseudo,,"['D', 'IH1', 'NG', 'K']","['D', 'IH', 'NG', 'K']",PSS
117,dirur,short,4,,,simple,pseudo,,"['D', 'IH1', 'R', 'UW0']","['D', 'IH', 'R', 'UW']",PSS
118,dithe,short,3,,,simple,pseudo,,"['D', 'IH1', 'TH']","['D', 'IH', 'TH']",PSS
119,donse,short,4,,,simple,pseudo,,"['D', 'AA1', 'N', 'S']","['D', 'AA', 'N', 'S']",PSS
120,drace,short,4,,,simple,pseudo,,"['D', 'R', 'EY1', 'S']","['D', 'R', 'EY', 'S']",PSS
121,drall,short,4,,,simple,pseudo,,"['D', 'R', 'AO1', 'L']","['D', 'R', 'AO', 'L']",PSS
122,dreal,short,4,,,simple,pseudo,,"['D', 'R', 'IY1', 'L']","['D', 'R', 'IY', 'L']",PSS
123,drean,short,4,,,simple,pseudo,,"['D', 'R', 'IY1', 'N']","['D', 'R', 'IY', 'N']",PSS
124,edill,short,4,,,simple,pseudo,,"['EH1', 'D', 'AH0', 'L']","['EH', 'D', 'AH', 'L']",PSS
125,flean,short,4,,,simple,pseudo,,"['F', 'L', 'IY1', 'N']","['F', 'L', 'IY', 'N']",PSS
126,fonte,short,4,,,simple,pseudo,,"['F', 'AA1', 'N', 'T']","['F', 'AA', 'N', 'T']",PSS
127,fourn,short,4,,,simple,pseudo,,"['F', 'AO1', 'R', 'N']","['F', 'AO', 'R', 'N']",PSS
128,fryst,short,5,,,simple,pseudo,,"['F', 'R', 'IH1', 'S', 'T']","['F', 'R', 'IH', 'S', 'T']",PSS
129,gryse,short,4,,,simple,pseudo,,"['G', 'R', 'AY1', 'S']","['G', 'R', 'AY', 'S']",PSS
130,horue,short,4,,,simple,pseudo,,"['HH', 'AO1', 'R', 'UW0']","['HH', 'AO', 'R', 'UW']",PSS
131,houff,short,3,,,simple,pseudo,,"['HH', 'OW1', 'F']","['HH', 'OW', 'F']",PSS
132,issel,short,4,,,simple,pseudo,,"['IH1', 'S', 'AH0', 'L']","['IH', 'S', 'AH', 'L']",PSS
133,knary,short,4,,,simple,pseudo,,"['N', 'EH1', 'R', 'IY0']","['N', 'EH', 'R', 'IY']",PSS
134,knash,short,3,,,simple,pseudo,,"['N', 'AE1', 'SH']","['N', 'AE', 'SH']",PSS
135,kngak,short,3,,,simple,pseudo,,"['N', 'AE1', 'K']","['N', 'AE', 'K']",PSS
136,leeal,short,4,,,simple,pseudo,,"['L', 'IY1', 'AH0', 'L']","['L', 'IY', 'AH', 'L']",PSS
137,leear,short,3,,,simple,pseudo,,"['L', 'IY1', 'R']","['L', 'IY', 'R']",PSS
138,lepar,short,4,,,simple,pseudo,,"['L', 'EH1', 'P', 'ER0']","['L', 'EH', 'P', 'ER']",PSS
139,liglt,short,6,,,simple,pseudo,,"['L', 'AY1', 'G', 'AH0', 'L', 'T']","['L', 'AY', 'G', 'AH', 'L', 'T']",PSS
140,linck,short,4,,,simple,pseudo,,"['L', 'IH1', 'NG', 'K']","['L', 'IH', 'NG', 'K']",PSS
141,lirce,short,3,,,simple,pseudo,,"['R', 'IH1', 'S']","['R', 'IH', 'S']",PSS
142,lisce,short,3,,,simple,pseudo,,"['L', 'AY1', 'S']","['L', 'AY', 'S']",PSS
143,luase,short,5,,,simple,pseudo,,"['L', 'UW0', 'AA1', 'S', 'IY0']","['L', 'UW', 'AA', 'S', 'IY']",PSS
144,morit,short,5,,,simple,pseudo,,"['M', 'AO1', 'R', 'IH0', 'T']","['M', 'AO', 'R', 'IH', 'T']",PSS
145,mourt,short,4,,,simple,pseudo,,"['M', 'AO1', 'R', 'T']","['M', 'AO', 'R', 'T']",PSS
146,neerd,short,4,,,simple,pseudo,,"['N', 'IH1', 'R', 'D']","['N', 'IH', 'R', 'D']",PSS
147,nenct,short,5,,,simple,pseudo,,"['N', 'EH1', 'NG', 'K', 'T']","['N', 'EH', 'NG', 'K', 'T']",PSS
148,nevel,short,5,,,simple,pseudo,,"['N', 'EY0', 'V', 'EH1', 'L']","['N', 'EY', 'V', 'EH', 'L']",PSS
149,ninel,short,5,,,simple,pseudo,,"['N', 'IH1', 'N', 'AH0', 'L']","['N', 'IH', 'N', 'AH', 'L']",PSS
150,offee,short,3,,,simple,pseudo,,"['AH0', 'F', 'IY1']","['AH', 'F', 'IY']",PSS
151,orark,short,5,,,simple,pseudo,,"['AO1', 'R', 'AA0', 'R', 'K']","['AO', 'R', 'AA', 'R', 'K']",PSS
152,phean,short,3,,,simple,pseudo,,"['F', 'IY1', 'N']","['F', 'IY', 'N']",PSS
153,plite,short,4,,,simple,pseudo,,"['P', 'L', 'AY1', 'T']","['P', 'L', 'AY', 'T']",PSS
154,pring,short,4,,,simple,pseudo,,"['P', 'R', 'IH1', 'NG']","['P', 'R', 'IH', 'NG']",PSS
155,prork,short,5,,,simple,pseudo,,"['P', 'R', 'AO1', 'R', 'K']","['P', 'R', 'AO', 'R', 'K']",PSS
156,quean,short,4,,,simple,pseudo,,"['K', 'W', 'IY1', 'N']","['K', 'W', 'IY', 'N']",PSS
157,quele,short,4,,,simple,pseudo,,"['K', 'W', 'IY1', 'L']","['K', 'W', 'IY', 'L']",PSS
158,qusue,short,5,,,simple,pseudo,,"['K', 'Y', 'UW1', 'S', 'UW0']","['K', 'Y', 'UW', 'S', 'UW']",PSS
159,qusum,short,5,,,simple,pseudo,,"['K', 'AH0', 'S', 'AH1', 'M']","['K', 'AH', 'S', 'AH', 'M']",PSS
160,scote,short,4,,,simple,pseudo,,"['S', 'K', 'OW1', 'T']","['S', 'K', 'OW', 'T']",PSS
161,seean,short,4,,,simple,pseudo,,"['S', 'IY1', 'AH0', 'N']","['S', 'IY', 'AH', 'N']",PSS
162,seele,short,3,,,simple,pseudo,,"['S', 'IY1', 'L']","['S', 'IY', 'L']",PSS
163,sevel,short,5,,,simple,pseudo,,"['S', 'EH1', 'V', 'AH0', 'L']","['S', 'EH', 'V', 'AH', 'L']",PSS
164,shase,short,3,,,simple,pseudo,,"['SH', 'EY1', 'Z']","['SH', 'EY', 'Z']",PSS
165,shrow,short,3,,,simple,pseudo,,"['SH', 'R', 'OW1']","['SH', 'R', 'OW']",PSS
166,slaic,short,4,,,simple,pseudo,,"['S', 'L', 'EY1', 'K']","['S', 'L', 'EY', 'K']",PSS
167,slail,short,3,,,simple,pseudo,,"['S', 'L', 'EY1']","['S', 'L', 'EY']",PSS
168,slasp,short,5,,,simple,pseudo,,"['S', 'L', 'AE1', 'S', 'P']","['S', 'L', 'AE', 'S', 'P']",PSS
169,sleak,short,4,,,simple,pseudo,,"['S', 'L', 'IY1', 'K']","['S', 'L', 'IY', 'K']",PSS
170,sllur,short,4,,,simple,pseudo,,"['S', 'L', 'EH1', 'R']","['S', 'L', 'EH', 'R']",PSS
171,slone,short,4,,,simple,pseudo,,"['S', 'L', 'OW1', 'N']","['S', 'L', 'OW', 'N']",PSS
172,sluic,short,5,,,simple,pseudo,,"['S', 'L', 'UW1', 'IH0', 'K']","['S', 'L', 'UW', 'IH', 'K']",PSS
173,smace,short,4,,,simple,pseudo,,"['S', 'M', 'EY1', 'S']","['S', 'M', 'EY', 'S']",PSS
174,smait,short,4,,,simple,pseudo,,"['S', 'M', 'EY1', 'T']","['S', 'M', 'EY', 'T']",PSS
175,smase,short,4,,,simple,pseudo,,"['S', 'M', 'EY1', 'Z']","['S', 'M', 'EY', 'Z']",PSS
176,smast,short,5,,,simple,pseudo,,"['S', 'M', 'AE1', 'S', 'T']","['S', 'M', 'AE', 'S', 'T']",PSS
177,smise,short,4,,,simple,pseudo,,"['S', 'M', 'IY1', 'S']","['S', 'M', 'IY', 'S']",PSS
178,soint,short,4,,,simple,pseudo,,"['S', 'OY1', 'N', 'T']","['S', 'OY', 'N', 'T']",PSS
179,spurl,short,4,,,simple,pseudo,,"['S', 'P', 'ER1', 'L']","['S', 'P', 'ER', 'L']",PSS
180,stace,short,4,,,simple,pseudo,,"['S', 'T', 'EY1', 'S']","['S', 'T', 'EY', 'S']",PSS
181,staib,short,4,,,simple,pseudo,,"['S', 'T', 'EY1', 'B']","['S', 'T', 'EY', 'B']",PSS
182,staic,short,4,,,simple,pseudo,,"['S', 'T', 'AA1', 'K']","['S', 'T', 'AA', 'K']",PSS
183,stonk,short,5,,,simple,pseudo,,"['S', 'T', 'AA1', 'NG', 'K']","['S', 'T', 'AA', 'NG', 'K']",PSS
184,storn,short,5,,,simple,pseudo,,"['S', 'T', 'AO1', 'R', 'N']","['S', 'T', 'AO', 'R', 'N']",PSS
185,stost,short,5,,,simple,pseudo,,"['S', 'T', 'AA1', 'S', 'T']","['S', 'T', 'AA', 'S', 'T']",PSS
186,stull,short,4,,,simple,pseudo,,"['S', 'T', 'AH1', 'L']","['S', 'T', 'AH', 'L']",PSS
187,stume,short,4,,,simple,pseudo,,"['S', 'T', 'UW1', 'M']","['S', 'T', 'UW', 'M']",PSS
188,swack,short,4,,,simple,pseudo,,"['S', 'W', 'AO1', 'K']","['S', 'W', 'AO', 'K']",PSS
189,threr,short,4,,,simple,pseudo,,"['TH', 'R', 'EH1', 'R']","['TH', 'R', 'EH', 'R']",PSS
190,trall,short,4,,,simple,pseudo,,"['T', 'R', 'AO1', 'L']","['T', 'R', 'AO', 'L']",PSS
191,trear,short,4,,,simple,pseudo,,"['T', 'R', 'EH1', 'R']","['T', 'R', 'EH', 'R']",PSS
192,valum,short,5,,,simple,pseudo,,"['V', 'AE1', 'L', 'AH0', 'M']","['V', 'AE', 'L', 'AH', 'M']",PSS
193,vance,short,4,,,simple,pseudo,,"['V', 'AE1', 'N', 'S']","['V', 'AE', 'N', 'S']",PSS
194,vepak,short,5,,,simple,pseudo,,"['V', 'EH1', 'P', 'AH0', 'K']","['V', 'EH', 'P', 'AH', 'K']",PSS
195,whild,short,4,,,simple,pseudo,,"['W', 'IH1', 'L', 'D']","['W', 'IH', 'L', 'D']",PSS
196,whost,short,4,,,simple,pseudo,,"['HH', 'UW1', 'S', 'T']","['HH', 'UW', 'S', 'T']",PSS
197,whrib,short,4,,,simple,pseudo,,"['W', 'IH1', 'R', 'B']","['W', 'IH', 'R', 'B']",PSS
198,whrow,short,3,,,simple,pseudo,,"['W', 'AO1', 'R']","['W', 'AO', 'R']",PSS
199,wirct,short,4,,,simple,pseudo,,"['W', 'ER1', 'K', 'T']","['W', 'ER', 'K', 'T']",PSS
200,achoon,short,4,,,simple,pseudo,,"['AH0', 'SH', 'UW1', 'N']","['AH', 'SH', 'UW', 'N']",PSS
202,acriel,short,6,,,simple,pseudo,,"['AE1', 'K', 'R', 'IY0', 'AH0', 'L']","['AE', 'K', 'R', 'IY', 'AH', 'L']",PSS
203,acrket,short,5,,,simple,pseudo,,"['AE1', 'K', 'R', 'AH0', 'T']","['AE', 'K', 'R', 'AH', 'T']",PSS
204,appene,short,4,,,simple,pseudo,,"['AH0', 'P', 'IY1', 'N']","['AH', 'P', 'IY', 'N']",PSS
205,apphyr,short,3,,,simple,pseudo,,"['AE1', 'F', 'ER0']","['AE', 'F', 'ER']",PSS
206,bullen,short,5,,,simple,pseudo,,"['B', 'UH1', 'L', 'AH0', 'N']","['B', 'UH', 'L', 'AH', 'N']",PSS
207,bullew,short,5,,,simple,pseudo,,"['B', 'UH1', 'L', 'W', 'EH2']","['B', 'UH', 'L', 'W', 'EH']",PSS
208,bullow,short,4,,,simple,pseudo,,"['B', 'UH1', 'L', 'OW0']","['B', 'UH', 'L', 'OW']",PSS
209,buzzle,short,5,,,simple,pseudo,,"['B', 'AH1', 'Z', 'AH0', 'L']","['B', 'AH', 'Z', 'AH', 'L']",PSS
210,cammon,short,5,,,simple,pseudo,,"['K', 'AE1', 'M', 'AH0', 'N']","['K', 'AE', 'M', 'AH', 'N']",PSS
211,carson,short,6,,,simple,pseudo,,"['K', 'AA1', 'R', 'S', 'AH0', 'N']","['K', 'AA', 'R', 'S', 'AH', 'N']",PSS
212,castem,short,6,,,simple,pseudo,,"['K', 'AE1', 'S', 'T', 'AH0', 'M']","['K', 'AE', 'S', 'T', 'AH', 'M']",PSS
213,coddow,short,4,,,simple,pseudo,,"['K', 'AA1', 'D', 'OW0']","['K', 'AA', 'D', 'OW']",PSS
214,codine,short,6,,,simple,pseudo,,"['K', 'OW0', 'D', 'IY1', 'N', 'IY0']","['K', 'OW', 'D', 'IY', 'N', 'IY']",PSS
215,couise,short,4,,,simple,pseudo,,"['K', 'W', 'AY1', 'S']","['K', 'W', 'AY', 'S']",PSS
216,cource,short,4,,,simple,pseudo,,"['K', 'AO1', 'R', 'S']","['K', 'AO', 'R', 'S']",PSS
217,courch,short,4,,,simple,pseudo,,"['K', 'AO1', 'R', 'CH']","['K', 'AO', 'R', 'CH']",PSS
218,courct,short,5,,,simple,pseudo,,"['K', 'AO1', 'R', 'K', 'T']","['K', 'AO', 'R', 'K', 'T']",PSS
219,cracle,short,6,,,simple,pseudo,,"['K', 'R', 'AE1', 'K', 'AH0', 'L']","['K', 'R', 'AE', 'K', 'AH', 'L']",PSS
220,crugal,short,6,,,simple,pseudo,,"['K', 'R', 'AH1', 'G', 'AH0', 'L']","['K', 'R', 'AH', 'G', 'AH', 'L']",PSS
221,dicech,short,5,,,simple,pseudo,,"['D', 'AY1', 'S', 'EH2', 'K']","['D', 'AY', 'S', 'EH', 'K']",PSS
222,dimbly,short,6,,,simple,pseudo,,"['D', 'IH1', 'M', 'B', 'L', 'IY0']","['D', 'IH', 'M', 'B', 'L', 'IY']",PSS
223,dingol,short,6,,,simple,pseudo,,"['D', 'IH1', 'NG', 'G', 'AH0', 'L']","['D', 'IH', 'NG', 'G', 'AH', 'L']",PSS
224,dittet,short,5,,,simple,pseudo,,"['D', 'IH0', 'T', 'IY1', 'T']","['D', 'IH', 'T', 'IY', 'T']",PSS
225,divear,short,5,,,simple,pseudo,,"['D', 'IH0', 'V', 'IH1', 'R']","['D', 'IH', 'V', 'IH', 'R']",PSS
226,diview,short,5,,,simple,pseudo,,"['D', 'IH1', 'V', 'IY0', 'UW0']","['D', 'IH', 'V', 'IY', 'UW']",PSS
227,divile,short,5,,,simple,pseudo,,"['D', 'IH0', 'V', 'AY1', 'L']","['D', 'IH', 'V', 'AY', 'L']",PSS
228,engide,short,5,,,simple,pseudo,,"['EH1', 'N', 'JH', 'AH0', 'D']","['EH', 'N', 'JH', 'AH', 'D']",PSS
229,enopel,short,6,,,simple,pseudo,,"['IH0', 'N', 'AA1', 'P', 'AH0', 'L']","['IH', 'N', 'AA', 'P', 'AH', 'L']",PSS
230,famble,short,6,,,simple,pseudo,,"['F', 'AE1', 'M', 'B', 'AH0', 'L']","['F', 'AE', 'M', 'B', 'AH', 'L']",PSS
231,famiss,short,5,,,simple,pseudo,,"['F', 'AA1', 'M', 'IH0', 'S']","['F', 'AA', 'M', 'IH', 'S']",PSS
232,fammol,short,5,,,simple,pseudo,,"['F', 'AE1', 'M', 'AH0', 'L']","['F', 'AE', 'M', 'AH', 'L']",PSS
233,farile,short,5,,,simple,pseudo,,"['F', 'EH1', 'R', 'AH0', 'L']","['F', 'EH', 'R', 'AH', 'L']",PSS
234,follet,short,5,,,simple,pseudo,,"['F', 'AA1', 'L', 'IH0', 'T']","['F', 'AA', 'L', 'IH', 'T']",PSS
235,fommon,short,5,,,simple,pseudo,,"['F', 'AA1', 'M', 'AH0', 'N']","['F', 'AA', 'M', 'AH', 'N']",PSS
236,fourct,short,5,,,simple,pseudo,,"['F', 'AO1', 'R', 'K', 'T']","['F', 'AO', 'R', 'K', 'T']",PSS
237,fourut,short,5,,,simple,pseudo,,"['F', 'UH1', 'R', 'UW0', 'T']","['F', 'UH', 'R', 'UW', 'T']",PSS
238,frangh,short,4,,,simple,pseudo,,"['F', 'R', 'AE1', 'NG']","['F', 'R', 'AE', 'NG']",PSS
239,frcese,short,6,,,simple,pseudo,,"['F', 'R', 'IH0', 'S', 'IY1', 'S']","['F', 'R', 'IH', 'S', 'IY', 'S']",PSS
240,friger,short,5,,,simple,pseudo,,"['F', 'R', 'AY1', 'G', 'ER0']","['F', 'R', 'AY', 'G', 'ER']",PSS
241,frigin,short,6,,,simple,pseudo,,"['F', 'R', 'IH1', 'JH', 'IH0', 'N']","['F', 'R', 'IH', 'JH', 'IH', 'N']",PSS
242,frithe,short,4,,,simple,pseudo,,"['F', 'R', 'IH1', 'DH']","['F', 'R', 'IH', 'DH']",PSS
243,frithe,short,4,,,simple,pseudo,,"['F', 'R', 'IH1', 'DH']","['F', 'R', 'IH', 'DH']",PSS
244,fritle,short,6,,,simple,pseudo,,"['F', 'R', 'IH1', 'T', 'AH0', 'L']","['F', 'R', 'IH', 'T', 'AH', 'L']",PSS
245,friver,short,5,,,simple,pseudo,,"['F', 'R', 'AY1', 'V', 'ER0']","['F', 'R', 'AY', 'V', 'ER']",PSS
246,frivon,short,6,,,simple,pseudo,,"['F', 'R', 'IH1', 'V', 'AH0', 'N']","['F', 'R', 'IH', 'V', 'AH', 'N']",PSS
247,fruise,short,4,,,simple,pseudo,,"['F', 'R', 'UW1', 'Z']","['F', 'R', 'UW', 'Z']",PSS
248,frurce,short,4,,,simple,pseudo,,"['F', 'R', 'UW1', 'S']","['F', 'R', 'UW', 'S']",PSS
249,frurch,short,4,,,simple,pseudo,,"['F', 'R', 'ER1', 'K']","['F', 'R', 'ER', 'K']",PSS
250,frurct,short,5,,,simple,pseudo,,"['F', 'R', 'AH1', 'K', 'T']","['F', 'R', 'AH', 'K', 'T']",PSS
251,haphem,short,5,,,simple,pseudo,,"['HH', 'AE1', 'F', 'AH0', 'M']","['HH', 'AE', 'F', 'AH', 'M']",PSS
252,harsow,short,5,,,simple,pseudo,,"['HH', 'AA1', 'R', 'S', 'OW0']","['HH', 'AA', 'R', 'S', 'OW']",PSS
253,iouiel,short,4,,,simple,pseudo,,"['AY1', 'AH0', 'L', 'IY0']","['AY', 'AH', 'L', 'IY']",PSS
254,iourut,short,5,,,simple,pseudo,,"['Y', 'UW1', 'R', 'AH0', 'T']","['Y', 'UW', 'R', 'AH', 'T']",PSS
255,iovern,short,4,,,simple,pseudo,,"['AY1', 'V', 'ER0', 'N']","['AY', 'V', 'ER', 'N']",PSS
256,jamble,short,6,,,simple,pseudo,,"['JH', 'AE1', 'M', 'B', 'AH0', 'L']","['JH', 'AE', 'M', 'B', 'AH', 'L']",PSS
257,japhen,short,5,,,simple,pseudo,,"['JH', 'AE1', 'F', 'AH0', 'N']","['JH', 'AE', 'F', 'AH', 'N']",PSS
258,jarget,short,6,,,simple,pseudo,,"['JH', 'AA1', 'R', 'JH', 'IH0', 'T']","['JH', 'AA', 'R', 'JH', 'IH', 'T']",PSS
259,jarket,short,6,,,simple,pseudo,,"['JH', 'AA1', 'R', 'K', 'AH0', 'T']","['JH', 'AA', 'R', 'K', 'AH', 'T']",PSS
260,kearce,short,3,,,simple,pseudo,,"['K', 'ER1', 'S']","['K', 'ER', 'S']",PSS
261,kearse,short,3,,,simple,pseudo,,"['K', 'ER1', 'S']","['K', 'ER', 'S']",PSS
262,kephen,short,5,,,simple,pseudo,,"['K', 'EH1', 'F', 'AH0', 'N']","['K', 'EH', 'F', 'AH', 'N']",PSS
263,kerson,short,5,,,simple,pseudo,,"['K', 'ER1', 'S', 'AH0', 'N']","['K', 'ER', 'S', 'AH', 'N']",PSS
264,licect,short,6,,,simple,pseudo,,"['L', 'AY1', 'S', 'IH0', 'K', 'T']","['L', 'AY', 'S', 'IH', 'K', 'T']",PSS
265,licher,short,4,,,simple,pseudo,,"['L', 'IH1', 'K', 'ER0']","['L', 'IH', 'K', 'ER']",PSS
266,limble,short,6,,,simple,pseudo,,"['L', 'IH1', 'M', 'B', 'AH0', 'L']","['L', 'IH', 'M', 'B', 'AH', 'L']",PSS
