Unnamed: 0,Word,Size,Length,Frequency,Zipf Frequency,Morphology,Lexicality,Part of Speech,Phonemes,No Stress,Condition
260,franchish,long,7,,,simple,pseudo,,"['F', 'R', 'AE1', 'N', 'CH', 'IH0', 'SH']","['F', 'R', 'AE', 'N', 'CH', 'IH', 'SH']",PLS
261,franciple,long,9,,,simple,pseudo,,"['F', 'R', 'AE1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['F', 'R', 'AE', 'N', 'S', 'AH', 'P', 'AH', 'L']",PLS
264,hurrender,long,7,,,simple,pseudo,,"['HH', 'Y', 'UH1', 'R', 'N', 'D', 'ER0']","['HH', 'Y', 'UH', 'R', 'N', 'D', 'ER']",PLS
266,hurrensin,long,7,,,simple,pseudo,,"['HH', 'ER1', 'AH0', 'N', 'S', 'AH0', 'N']","['HH', 'ER', 'AH', 'N', 'S', 'AH', 'N']",PLS
267,instember,long,8,,,simple,pseudo,,"['IH0', 'N', 'S', 'T', 'EH1', 'M', 'B', 'ER0']","['IH', 'N', 'S', 'T', 'EH', 'M', 'B', 'ER']",PLS
268,insterday,long,7,,,simple,pseudo,,"['IH1', 'N', 'S', 'T', 'ER0', 'D', 'EY2']","['IH', 'N', 'S', 'T', 'ER', 'D', 'EY']",PLS
269,paragrane,long,8,,,simple,pseudo,,"['P', 'EH1', 'R', 'AH0', 'G', 'R', 'EY2', 'N']","['P', 'EH', 'R', 'AH', 'G', 'R', 'EY', 'N']",PLS
270,paribbean,long,7,,,simple,pseudo,,"['P', 'AE2', 'R', 'IY0', 'B', 'IY1', 'N']","['P', 'AE', 'R', 'IY', 'B', 'IY', 'N']",PLS
271,passender,long,7,,,simple,pseudo,,"['P', 'AE1', 'S', 'AH0', 'N', 'D', 'ER0']","['P', 'AE', 'S', 'AH', 'N', 'D', 'ER']",PLS
272,princhish,long,7,,,simple,pseudo,,"['P', 'R', 'IH1', 'N', 'CH', 'IH0', 'SH']","['P', 'R', 'IH', 'N', 'CH', 'IH', 'SH']",PLS
273,privileon,long,8,,,simple,pseudo,,"['P', 'R', 'IH1', 'V', 'L', 'IY0', 'AH0', 'N']","['P', 'R', 'IH', 'V', 'L', 'IY', 'AH', 'N']",PLS
274,progralia,long,9,,,simple,pseudo,,"['P', 'R', 'OW0', 'G', 'R', 'EY1', 'L', 'IY0', 'AH0']","['P', 'R', 'OW', 'G', 'R', 'EY', 'L', 'IY', 'AH']",PLS
275,resperest,long,8,,,simple,pseudo,,"['R', 'EH1', 'S', 'P', 'ER0', 'IH0', 'S', 'T']","['R', 'EH', 'S', 'P', 'ER', 'IH', 'S', 'T']",PLS
276,restember,long,8,,,simple,pseudo,,"['R', 'IH0', 'S', 'T', 'EH1', 'M', 'B', 'ER0']","['R', 'IH', 'S', 'T', 'EH', 'M', 'B', 'ER']",PLS
277,resterate,long,7,,,simple,pseudo,,"['R', 'EH1', 'S', 'T', 'ER0', 'EY2', 'T']","['R', 'EH', 'S', 'T', 'ER', 'EY', 'T']",PLS
278,resterday,long,7,,,simple,pseudo,,"['R', 'EH1', 'S', 'T', 'ER0', 'D', 'EY2']","['R', 'EH', 'S', 'T', 'ER', 'D', 'EY']",PLS
279,satablise,long,8,,,simple,pseudo,,"['S', 'AE1', 'T', 'AH0', 'B', 'L', 'AY2', 'Z']","['S', 'AE', 'T', 'AH', 'B', 'L', 'AY', 'Z']",PLS
280,satervoir,long,7,,,simple,pseudo,,"['S', 'AE1', 'T', 'ER0', 'V', 'OY2', 'R']","['S', 'AE', 'T', 'ER', 'V', 'OY', 'R']",PLS
281,septerest,long,9,,,simple,pseudo,,"['S', 'EH1', 'P', 'S', 'T', 'ER0', 'AH0', 'S', 'T']","['S', 'EH', 'P', 'S', 'T', 'ER', 'AH', 'S', 'T']",PLS
282,surnitint,long,8,,,simple,pseudo,,"['S', 'ER1', 'N', 'AH0', 'T', 'AH0', 'N', 'T']","['S', 'ER', 'N', 'AH', 'T', 'AH', 'N', 'T']",PLS
284,telentage,long,9,,,simple,pseudo,,"['T', 'EH1', 'L', 'AH0', 'N', 'T', 'EY2', 'JH', 'T']","['T', 'EH', 'L', 'AH', 'N', 'T', 'EY', 'JH', 'T']",PLS
285,valegrang,long,9,,,simple,pseudo,,"['V', 'EY1', 'L', 'G', 'AA0', 'R', 'JH', 'IH0', 'NG']","['V', 'EY', 'L', 'G', 'AA', 'R', 'JH', 'IH', 'NG']",PLS
286,valegraph,long,8,,,simple,pseudo,,"['V', 'AE1', 'L', 'AH0', 'G', 'R', 'AE2', 'F']","['V', 'AE', 'L', 'AH', 'G', 'R', 'AE', 'F']",PLS
287,valentage,long,8,,,simple,pseudo,,"['V', 'AE1', 'L', 'AH0', 'N', 'T', 'EY2', 'JH']","['V', 'AE', 'L', 'AH', 'N', 'T', 'EY', 'JH']",PLS
288,valepheme,long,7,,,simple,pseudo,,"['V', 'AE1', 'L', 'AH0', 'F', 'AY2', 'M']","['V', 'AE', 'L', 'AH', 'F', 'AY', 'M']",PLS
289,valephold,long,8,,,simple,pseudo,,"['V', 'AE1', 'L', 'AH0', 'F', 'OW2', 'L', 'D']","['V', 'AE', 'L', 'AH', 'F', 'OW', 'L', 'D']",PLS
290,valtimore,long,8,,,simple,pseudo,,"['V', 'AE1', 'L', 'T', 'IH0', 'M', 'AO0', 'R']","['V', 'AE', 'L', 'T', 'IH', 'M', 'AO', 'R']",PLS
291,versatine,long,7,,,simple,pseudo,,"['V', 'ER1', 'S', 'AH0', 'T', 'IY2', 'N']","['V', 'ER', 'S', 'AH', 'T', 'IY', 'N']",PLS
292,versatint,long,8,,,simple,pseudo,,"['V', 'ER0', 'S', 'AE1', 'T', 'AH0', 'N', 'T']","['V', 'ER', 'S', 'AE', 'T', 'AH', 'N', 'T']",PLS
293,versation,long,7,,,simple,pseudo,,"['V', 'ER0', 'S', 'EY1', 'SH', 'AH0', 'N']","['V', 'ER', 'S', 'EY', 'SH', 'AH', 'N']",PLS
294,wiscolate,long,8,,,simple,pseudo,,"['W', 'IH1', 'S', 'K', 'AH0', 'L', 'EY2', 'T']","['W', 'IH', 'S', 'K', 'AH', 'L', 'EY', 'T']",PLS
295,wisconsus,long,9,,,simple,pseudo,,"['W', 'IH1', 'S', 'K', 'AH0', 'N', 'S', 'AH0', 'Z']","['W', 'IH', 'S', 'K', 'AH', 'N', 'S', 'AH', 'Z']",PLS
296,yesperate,long,7,,,simple,pseudo,,"['Y', 'EH1', 'S', 'P', 'ER0', 'EY2', 'T']","['Y', 'EH', 'S', 'P', 'ER', 'EY', 'T']",PLS
297,yesperest,long,9,,,simple,pseudo,,"['Y', 'EH1', 'S', 'P', 'IH0', 'R', 'EH0', 'S', 'T']","['Y', 'EH', 'S', 'P', 'IH', 'R', 'EH', 'S', 'T']",PLS
298,yesterate,long,7,,,simple,pseudo,,"['Y', 'EH1', 'S', 'T', 'ER0', 'EY2', 'T']","['Y', 'EH', 'S', 'T', 'ER', 'EY', 'T']",PLS
299,yesterate,long,7,,,simple,pseudo,,"['Y', 'EH1', 'S', 'T', 'ER0', 'EY2', 'T']","['Y', 'EH', 'S', 'T', 'ER', 'EY', 'T']",PLS
305,forizon,long,7,,,simple,pseudo,,"['F', 'AO1', 'R', 'IH0', 'Z', 'AA0', 'N']","['F', 'AO', 'R', 'IH', 'Z', 'AA', 'N']",PLS
312,retriol,long,7,,,simple,pseudo,,"['R', 'IY0', 'T', 'R', 'AY1', 'AH0', 'L']","['R', 'IY', 'T', 'R', 'AY', 'AH', 'L']",PLS
316,camplain,long,7,,,simple,pseudo,,"['K', 'AE1', 'M', 'P', 'L', 'AH0', 'N']","['K', 'AE', 'M', 'P', 'L', 'AH', 'N']",PLS
318,decemony,long,8,,,simple,pseudo,,"['D', 'IH0', 'S', 'EH1', 'M', 'AH0', 'N', 'IY0']","['D', 'IH', 'S', 'EH', 'M', 'AH', 'N', 'IY']",PLS
319,elephand,long,7,,,simple,pseudo,,"['EH1', 'L', 'AH0', 'F', 'AH0', 'N', 'D']","['EH', 'L', 'AH', 'F', 'AH', 'N', 'D']",PLS
320,freasant,long,7,,,simple,pseudo,,"['F', 'R', 'IY1', 'Z', 'AH0', 'N', 'T']","['F', 'R', 'IY', 'Z', 'AH', 'N', 'T']",PLS
322,maramber,long,7,,,simple,pseudo,,"['M', 'AE1', 'R', 'AH0', 'M', 'B', 'ER0']","['M', 'AE', 'R', 'AH', 'M', 'B', 'ER']",PLS
325,remplete,long,7,,,simple,pseudo,,"['R', 'EH1', 'M', 'P', 'L', 'IY2', 'T']","['R', 'EH', 'M', 'P', 'L', 'IY', 'T']",PLS
326,sannabis,long,7,,,simple,pseudo,,"['S', 'AE1', 'N', 'AH0', 'B', 'IY2', 'Z']","['S', 'AE', 'N', 'AH', 'B', 'IY', 'Z']",PLS
327,surrency,long,7,,,simple,pseudo,,"['S', 'AO1', 'R', 'AH0', 'N', 'S', 'IY0']","['S', 'AO', 'R', 'AH', 'N', 'S', 'IY']",PLS
330,advantile,long,8,,,simple,pseudo,,"['AE1', 'D', 'V', 'AH0', 'N', 'T', 'AH0', 'L']","['AE', 'D', 'V', 'AH', 'N', 'T', 'AH', 'L']",PLS
331,avallenge,long,7,,,simple,pseudo,,"['AE1', 'V', 'AH0', 'L', 'AH0', 'N', 'JH']","['AE', 'V', 'AH', 'L', 'AH', 'N', 'JH']",PLS
332,boomeleon,long,7,,,simple,pseudo,,"['B', 'UW1', 'M', 'IY0', 'L', 'AH0', 'N']","['B', 'UW', 'M', 'IY', 'L', 'AH', 'N']",PLS
334,colocaust,long,9,,,simple,pseudo,,"['K', 'OW1', 'L', 'K', 'AH0', 'S', 'AA2', 'T', 'S']","['K', 'OW', 'L', 'K', 'AH', 'S', 'AA', 'T', 'S']",PLS
336,detellite,long,7,,,simple,pseudo,,"['D', 'IH0', 'T', 'EH1', 'L', 'AH0', 'T']","['D', 'IH', 'T', 'EH', 'L', 'AH', 'T']",PLS
338,franciple,long,9,,,simple,pseudo,,"['F', 'R', 'AE1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['F', 'R', 'AE', 'N', 'S', 'AH', 'P', 'AH', 'L']",PLS
340,passender,long,7,,,simple,pseudo,,"['P', 'AE1', 'S', 'AH0', 'N', 'D', 'ER0']","['P', 'AE', 'S', 'AH', 'N', 'D', 'ER']",PLS
341,restember,long,8,,,simple,pseudo,,"['R', 'IH0', 'S', 'T', 'EH1', 'M', 'B', 'ER0']","['R', 'IH', 'S', 'T', 'EH', 'M', 'B', 'ER']",PLS
342,satablise,long,8,,,simple,pseudo,,"['S', 'AE1', 'T', 'AH0', 'B', 'L', 'AY2', 'Z']","['S', 'AE', 'T', 'AH', 'B', 'L', 'AY', 'Z']",PLS
343,versatine,long,7,,,simple,pseudo,,"['V', 'ER1', 'S', 'AH0', 'T', 'IY2', 'N']","['V', 'ER', 'S', 'AH', 'T', 'IY', 'N']",PLS
344,yesterate,long,7,,,simple,pseudo,,"['Y', 'EH1', 'S', 'T', 'ER0', 'EY2', 'T']","['Y', 'EH', 'S', 'T', 'ER', 'EY', 'T']",PLS
201,acrgal,long,7,,,simple,pseudo,,"['AA1', 'K', 'R', 'AH0', 'G', 'AH0', 'L']","['AA', 'K', 'R', 'AH', 'G', 'AH', 'L']",PLS
