Word,Lexicality,Zipf Frequency,Frequency,Phonemes,Length,Size,Morphology,Condition,Part of Speech,Root,Lemma,Zipf Lemma Frequency,No Stress
question,real,5.35,high,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['K', 'W', 'EH', 'S', 'CH', 'AH', 'N']"
district,real,5.04,high,"['D', 'IH1', 'S', 'T', 'R', 'IH0', 'K', 'T']",8,long,simple,RLSH,,,,,"['D', 'IH', 'S', 'T', 'R', 'IH', 'K', 'T']"
versatile,real,3.66,high,"['V', 'ER1', 'S', 'AH0', 'T', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['V', 'ER', 'S', 'AH', 'T', 'AH', 'L']"
accessory,real,3.63,high,"['AE0', 'K', 'S', 'EH1', 'S', 'ER0', 'IY0']",7,long,simple,RLSH,,,,,"['AE', 'K', 'S', 'EH', 'S', 'ER', 'IY']"
vascular,real,3.51,high,"['V', 'AE1', 'S', 'K', 'Y', 'AH0', 'L', 'ER0']",8,long,simple,RLSH,,,,,"['V', 'AE', 'S', 'K', 'Y', 'AH', 'L', 'ER']"
possible,real,5.36,high,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']"
confuse,real,3.67,high,"['K', 'AH0', 'N', 'F', 'Y', 'UW1', 'Z']",7,long,simple,RLSH,,,,,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z']"
mitigate,real,3.54,high,"['M', 'IH1', 'T', 'AH0', 'G', 'EY2', 'T']",7,long,simple,RLSH,,,,,"['M', 'IH', 'T', 'AH', 'G', 'EY', 'T']"
carpenter,real,3.81,high,"['K', 'AA1', 'R', 'P', 'AH0', 'N', 'T', 'ER0']",8,long,simple,RLSH,,,,,"['K', 'AA', 'R', 'P', 'AH', 'N', 'T', 'ER']"
accommodate,real,4.02,high,"['AH0', 'K', 'AA1', 'M', 'AH0', 'D', 'EY2', 'T']",8,long,simple,RLSH,,,,,"['AH', 'K', 'AA', 'M', 'AH', 'D', 'EY', 'T']"
cemetery,real,4.06,high,"['S', 'EH1', 'M', 'AH0', 'T', 'EH2', 'R', 'IY0']",8,long,simple,RLSH,,,,,"['S', 'EH', 'M', 'AH', 'T', 'EH', 'R', 'IY']"
oklahoma,real,4.27,high,"['OW2', 'K', 'L', 'AH0', 'HH', 'OW1', 'M', 'AH0']",8,long,simple,RLSH,,,,,"['OW', 'K', 'L', 'AH', 'HH', 'OW', 'M', 'AH']"
plausible,real,3.64,high,"['P', 'L', 'AO1', 'Z', 'AH0', 'B', 'AH0', 'L']",8,long,simple,RLSH,,,,,"['P', 'L', 'AO', 'Z', 'AH', 'B', 'AH', 'L']"
singapore,real,4.35,high,"['S', 'IH1', 'NG', 'AH0', 'P', 'AO2', 'R']",7,long,simple,RLSH,,,,,"['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']"
asbestos,real,3.54,high,"['AE0', 'S', 'B', 'EH1', 'S', 'T', 'AH0', 'S']",8,long,simple,RLSH,,,,,"['AE', 'S', 'B', 'EH', 'S', 'T', 'AH', 'S']"
distinct,real,4.29,high,"['D', 'IH0', 'S', 'T', 'IH1', 'NG', 'K', 'T']",8,long,simple,RLSH,,,,,"['D', 'IH', 'S', 'T', 'IH', 'NG', 'K', 'T']"
intricate,real,3.55,high,"['IH1', 'N', 'T', 'R', 'AH0', 'K', 'AH0', 'T']",8,long,simple,RLSH,,,,,"['IH', 'N', 'T', 'R', 'AH', 'K', 'AH', 'T']"
manifest,real,3.68,high,"['M', 'AE1', 'N', 'AH0', 'F', 'EH2', 'S', 'T']",8,long,simple,RLSH,,,,,"['M', 'AE', 'N', 'AH', 'F', 'EH', 'S', 'T']"
rwanda,real,3.53,high,"['R', 'AH0', 'W', 'AA1', 'N', 'D', 'AH0']",7,long,simple,RLSH,,,,,"['R', 'AH', 'W', 'AA', 'N', 'D', 'AH']"
instant,real,4.34,high,"['IH1', 'N', 'S', 'T', 'AH0', 'N', 'T']",7,long,simple,RLSH,,,,,"['IH', 'N', 'S', 'T', 'AH', 'N', 'T']"
lieutenant,real,4.44,high,"['L', 'UW0', 'T', 'EH1', 'N', 'AH0', 'N', 'T']",8,long,simple,RLSH,,,,,"['L', 'UW', 'T', 'EH', 'N', 'AH', 'N', 'T']"
obstacle,real,3.72,high,"['AA1', 'B', 'S', 'T', 'AH0', 'K', 'AH0', 'L']",8,long,simple,RLSH,,,,,"['AA', 'B', 'S', 'T', 'AH', 'K', 'AH', 'L']"
pneumonia,real,3.74,high,"['N', 'UW0', 'M', 'OW1', 'N', 'Y', 'AH0']",7,long,simple,RLSH,,,,,"['N', 'UW', 'M', 'OW', 'N', 'Y', 'AH']"
prestige,real,3.75,high,"['P', 'R', 'EH0', 'S', 'T', 'IY1', 'ZH']",7,long,simple,RLSH,,,,,"['P', 'R', 'EH', 'S', 'T', 'IY', 'ZH']"
coalition,real,4.23,high,"['K', 'OW2', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['K', 'OW', 'AH', 'L', 'IH', 'SH', 'AH', 'N']"
suspect,real,4.51,high,"['S', 'AH1', 'S', 'P', 'EH2', 'K', 'T']",7,long,simple,RLSH,,,,,"['S', 'AH', 'S', 'P', 'EH', 'K', 'T']"
execute,real,3.95,high,"['EH1', 'K', 'S', 'AH0', 'K', 'Y', 'UW2', 'T']",8,long,simple,RLSH,,,,,"['EH', 'K', 'S', 'AH', 'K', 'Y', 'UW', 'T']"
complain,real,4.23,high,"['K', 'AH0', 'M', 'P', 'L', 'EY1', 'N']",7,long,simple,RLSH,,,,,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N']"
cerebral,real,3.6,high,"['S', 'EH1', 'R', 'AH0', 'B', 'R', 'AH0', 'L']",8,long,simple,RLSH,,,,,"['S', 'EH', 'R', 'AH', 'B', 'R', 'AH', 'L']"
caravan,real,3.62,high,"['K', 'AE1', 'R', 'AH0', 'V', 'AE2', 'N']",7,long,simple,RLSH,,,,,"['K', 'AE', 'R', 'AH', 'V', 'AE', 'N']"
concrete,real,4.44,high,"['K', 'AH0', 'N', 'K', 'R', 'IY1', 'T']",7,long,simple,RLSH,,,,,"['K', 'AH', 'N', 'K', 'R', 'IY', 'T']"
bermuda,real,3.52,high,"['B', 'ER0', 'M', 'Y', 'UW1', 'D', 'AH0']",7,long,simple,RLSH,,,,,"['B', 'ER', 'M', 'Y', 'UW', 'D', 'AH']"
tradition,real,4.5,high,"['T', 'R', 'AH0', 'D', 'IH1', 'SH', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['T', 'R', 'AH', 'D', 'IH', 'SH', 'AH', 'N']"
umbrella,real,3.89,high,"['AH0', 'M', 'B', 'R', 'EH1', 'L', 'AH0']",7,long,simple,RLSH,,,,,"['AH', 'M', 'B', 'R', 'EH', 'L', 'AH']"
veterinary,real,3.75,high,"['V', 'EH1', 'T', 'R', 'AH0', 'N', 'EH2', 'R', 'IY0']",9,long,simple,RLSH,,,,,"['V', 'EH', 'T', 'R', 'AH', 'N', 'EH', 'R', 'IY']"
genuine,real,4.37,high,"['JH', 'EH1', 'N', 'Y', 'AH0', 'W', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N']"
disgust,real,3.61,high,"['D', 'IH0', 'S', 'G', 'AH1', 'S', 'T']",7,long,simple,RLSH,,,,,"['D', 'IH', 'S', 'G', 'AH', 'S', 'T']"
element,real,4.46,high,"['EH1', 'L', 'AH0', 'M', 'AH0', 'N', 'T']",7,long,simple,RLSH,,,,,"['EH', 'L', 'AH', 'M', 'AH', 'N', 'T']"
oxygen,real,4.25,high,"['AA1', 'K', 'S', 'AH0', 'JH', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['AA', 'K', 'S', 'AH', 'JH', 'AH', 'N']"
bangladesh,real,3.96,high,"['B', 'AE1', 'NG', 'L', 'AH0', 'D', 'EH2', 'SH']",8,long,simple,RLSH,,,,,"['B', 'AE', 'NG', 'L', 'AH', 'D', 'EH', 'SH']"
elastic,real,3.59,high,"['IH0', 'L', 'AE1', 'S', 'T', 'IH0', 'K']",7,long,simple,RLSH,,,,,"['IH', 'L', 'AE', 'S', 'T', 'IH', 'K']"
complete,real,5.1,high,"['K', 'AH0', 'M', 'P', 'L', 'IY1', 'T']",7,long,simple,RLSH,,,,,"['K', 'AH', 'M', 'P', 'L', 'IY', 'T']"
cortex,real,3.59,high,"['K', 'AO1', 'R', 'T', 'EH0', 'K', 'S']",7,long,simple,RLSH,,,,,"['K', 'AO', 'R', 'T', 'EH', 'K', 'S']"
protect,real,4.92,high,"['P', 'R', 'AH0', 'T', 'EH1', 'K', 'T']",7,long,simple,RLSH,,,,,"['P', 'R', 'AH', 'T', 'EH', 'K', 'T']"
convince,real,4.26,high,"['K', 'AH0', 'N', 'V', 'IH1', 'N', 'S']",7,long,simple,RLSH,,,,,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S']"
capitol,real,4.0,high,"['K', 'AE1', 'P', 'IH0', 'T', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['K', 'AE', 'P', 'IH', 'T', 'AH', 'L']"
tournament,real,4.56,high,"['T', 'UH1', 'R', 'N', 'AH0', 'M', 'AH0', 'N', 'T']",9,long,simple,RLSH,,,,,"['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']"
