,Word,Phonemes,No Stress,Length,Morphology
1004,auts,"['AO1', 'T', 'S']","['AO', 'T', 'S']",3,simple
1010,wres,"['R', 'EH1', 'Z']","['R', 'EH', 'Z']",3,simple
1018,cath,"['K', 'AE1', 'TH']","['K', 'AE', 'TH']",3,simple
1020,joun,"['JH', 'AW1', 'N']","['JH', 'AW', 'N']",3,simple
1027,taug,"['T', 'AO1', 'G']","['T', 'AO', 'G']",3,simple
1029,herm,"['HH', 'ER1', 'M']","['HH', 'ER', 'M']",3,simple
1038,libe,"['L', 'AY1', 'B']","['L', 'AY', 'B']",3,simple
1054,cour,"['K', 'UH1', 'R']","['K', 'UH', 'R']",3,simple
1057,verv,"['V', 'ER1', 'V']","['V', 'ER', 'V']",3,simple
1058,merf,"['M', 'ER1', 'F']","['M', 'ER', 'F']",3,simple
1060,toin,"['T', 'OY1', 'N']","['T', 'OY', 'N']",3,simple
1063,apar,"['EY1', 'P', 'ER0']","['EY', 'P', 'ER']",3,simple
1067,peor,"['P', 'IY1', 'ER0']","['P', 'IY', 'ER']",3,simple
1069,elay,"['EH1', 'L', 'EY0']","['EH', 'L', 'EY']",3,simple
1070,houn,"['HH', 'AW1', 'N']","['HH', 'AW', 'N']",3,simple
1074,bece,"['B', 'IY1', 'S']","['B', 'IY', 'S']",3,simple
1078,psym,"['S', 'IH1', 'M']","['S', 'IH', 'M']",3,simple
1091,appo,"['AE1', 'P', 'OW0']","['AE', 'P', 'OW']",3,simple
1092,effi,"['EH1', 'F', 'IY0']","['EH', 'F', 'IY']",3,simple
1097,reig,"['R', 'IY1', 'G']","['R', 'IY', 'G']",3,simple
1099,clea,"['K', 'L', 'IY1']","['K', 'L', 'IY']",3,simple
1104,durv,"['D', 'ER1', 'V']","['D', 'ER', 'V']",3,simple
1106,ausi,"['AW1', 'S', 'IY0']","['AW', 'S', 'IY']",3,simple
1107,loun,"['L', 'AW1', 'N']","['L', 'AW', 'N']",3,simple
1110,dese,"['D', 'IY1', 'S']","['D', 'IY', 'S']",3,simple
1113,boya,"['B', 'OY1', 'AH0']","['B', 'OY', 'AH']",3,simple
1114,affo,"['EY1', 'F', 'OW0']","['EY', 'F', 'OW']",3,simple
1122,feem,"['F', 'IY1', 'M']","['F', 'IY', 'M']",3,simple
1124,holl,"['HH', 'AA1', 'L']","['HH', 'AA', 'L']",3,simple
1129,foun,"['F', 'AW1', 'N']","['F', 'AW', 'N']",3,simple
1131,spee,"['S', 'P', 'IY1']","['S', 'P', 'IY']",3,simple
1135,thet,"['TH', 'EH1', 'T']","['TH', 'EH', 'T']",3,simple
1139,pook,"['P', 'UH1', 'K']","['P', 'UH', 'K']",3,simple
1141,shil,"['SH', 'IH1', 'L']","['SH', 'IH', 'L']",3,simple
1145,sarr,"['S', 'AA1', 'R']","['S', 'AA', 'R']",3,simple
1149,poin,"['P', 'OY1', 'N']","['P', 'OY', 'N']",3,simple
1153,shas,"['SH', 'AH1', 'S']","['SH', 'AH', 'S']",3,simple
1161,meme,"['M', 'EH1', 'M']","['M', 'EH', 'M']",3,simple
1165,pire,"['P', 'AY1', 'R']","['P', 'AY', 'R']",3,simple
1168,phet,"['F', 'EH1', 'T']","['F', 'EH', 'T']",3,simple
1184,paym,"['P', 'EY1', 'M']","['P', 'EY', 'M']",3,simple
1190,cert,"['S', 'ER1', 'T']","['S', 'ER', 'T']",3,simple
1194,coug,"['K', 'AH1', 'G']","['K', 'AH', 'G']",3,simple
1196,rell,"['R', 'EH1', 'L']","['R', 'EH', 'L']",3,simple
1198,chut,"['CH', 'AH1', 'T']","['CH', 'AH', 'T']",3,simple
1206,atto,"['AE1', 'T', 'OW0']","['AE', 'T', 'OW']",3,simple
1209,dece,"['D', 'IY1', 'S']","['D', 'IY', 'S']",3,simple
1218,memb,"['M', 'EH1', 'M']","['M', 'EH', 'M']",3,simple
1224,seav,"['S', 'IY1', 'V']","['S', 'IY', 'V']",3,simple
1228,voun,"['V', 'AW1', 'N']","['V', 'AW', 'N']",3,simple
1233,addi,"['AE1', 'D', 'IY0']","['AE', 'D', 'IY']",3,simple
1236,syse,"['S', 'AY1', 'S']","['S', 'AY', 'S']",3,simple
1239,effo,"['EH1', 'F', 'OW0']","['EH', 'F', 'OW']",3,simple
1240,acci,"['AE1', 'CH', 'IY0']","['AE', 'CH', 'IY']",3,simple
1241,ales,"['EY1', 'L', 'Z']","['EY', 'L', 'Z']",3,simple
1242,scou,"['S', 'K', 'UW1']","['S', 'K', 'UW']",3,simple
1243,hirg,"['HH', 'ER1', 'G']","['HH', 'ER', 'G']",3,simple
1244,oppr,"['AA1', 'P', 'ER0']","['AA', 'P', 'ER']",3,simple
1247,appa,"['AE1', 'P', 'AH0']","['AE', 'P', 'AH']",3,simple
1250,perm,"['P', 'ER1', 'M']","['P', 'ER', 'M']",3,simple
1254,alth,"['AO1', 'L', 'TH']","['AO', 'L', 'TH']",3,simple
1257,auta,"['AO1', 'T', 'AH0']","['AO', 'T', 'AH']",3,simple
1258,albe,"['AE1', 'L', 'B']","['AE', 'L', 'B']",3,simple
1260,surt,"['S', 'ER1', 'T']","['S', 'ER', 'T']",3,simple
1263,durn,"['D', 'ER1', 'N']","['D', 'ER', 'N']",3,simple
1283,suil,"['S', 'UW1', 'L']","['S', 'UW', 'L']",3,simple
1292,noth,"['N', 'AA1', 'TH']","['N', 'AA', 'TH']",3,simple
1293,pert,"['P', 'ER1', 'T']","['P', 'ER', 'T']",3,simple
1295,bunc,"['B', 'AH1', 'NG']","['B', 'AH', 'NG']",3,simple
1298,abse,"['AE1', 'B', 'S']","['AE', 'B', 'S']",3,simple
1307,seig,"['S', 'IY1', 'G']","['S', 'IY', 'G']",3,simple
1325,inve,"['IH1', 'N', 'V']","['IH', 'N', 'V']",3,simple
1328,suff,"['S', 'AH1', 'F']","['S', 'AH', 'F']",3,simple
1329,nath,"['N', 'AE1', 'TH']","['N', 'AE', 'TH']",3,simple
1338,arge,"['AA1', 'R', 'JH']","['AA', 'R', 'JH']",3,simple
1345,fibe,"['F', 'AY1', 'B']","['F', 'AY', 'B']",3,simple
1353,autr,"['AO1', 'T', 'ER0']","['AO', 'T', 'ER']",3,simple
1355,bome,"['B', 'OW1', 'M']","['B', 'OW', 'M']",3,simple
1364,serm,"['S', 'ER1', 'M']","['S', 'ER', 'M']",3,simple
1365,oppo,"['AA1', 'P', 'OW0']","['AA', 'P', 'OW']",3,simple
1382,hing,"['HH', 'IH1', 'NG']","['HH', 'IH', 'NG']",3,simple
1383,chem,"['K', 'EH1', 'M']","['K', 'EH', 'M']",3,simple
1385,weas,"['W', 'IY1', 'Z']","['W', 'IY', 'Z']",3,simple
1392,gerf,"['G', 'ER1', 'F']","['G', 'ER', 'F']",3,simple
1399,outu,"['UW1', 'T', 'UW2']","['UW', 'T', 'UW']",3,simple
1406,empe,"['EH1', 'M', 'P']","['EH', 'M', 'P']",3,simple
1446,arawe,"['AA1', 'R', 'OW0']","['AA', 'R', 'OW']",3,simple
1460,thoid,"['TH', 'OY1', 'D']","['TH', 'OY', 'D']",3,simple
1523,tisch,"['T', 'IH1', 'SH']","['T', 'IH', 'SH']",3,simple
1638,neape,"['N', 'IY1', 'P']","['N', 'IY', 'P']",3,simple
1694,murfe,"['M', 'ER1', 'F']","['M', 'ER', 'F']",3,simple
1768,whowi,"['HH', 'UW1', 'IY0']","['HH', 'UW', 'IY']",3,simple
1842,occou,"['AH0', 'K', 'UW1']","['AH', 'K', 'UW']",3,simple
1859,hothe,"['HH', 'AA1', 'TH']","['HH', 'AA', 'TH']",3,simple
1941,appoi,"['AH0', 'P', 'OY1']","['AH', 'P', 'OY']",3,simple
2002,leall,"['L', 'IY1', 'L']","['L', 'IY', 'L']",3,simple
2024,inswe,"['IH1', 'N', 'S']","['IH', 'N', 'S']",3,simple
2038,yug,"['Y', 'AH1', 'G']","['Y', 'AH', 'G']",3,simple
2561,thitch,"['TH', 'IH1', 'CH']","['CH', 'EH', 'CH']",3,simple
2813,assoug,"['AH0', 'S', 'AW1']","['AH', 'S', 'AW']",3,simple
2861,phoung,"['F', 'AW1', 'NG']","['F', 'AW', 'NG']",3,simple
3016,terthe,"['T', 'ER1', 'DH']","['T', 'ER', 'DH']",3,simple
3111,knowee,"['N', 'OW0', 'IY1']","['N', 'OW', 'IY']",3,simple
3186,cheife,"['CH', 'AY1', 'F']","['CH', 'AY', 'F']",3,simple
3829,cherve,"['CH', 'ER1', 'V']","['CH', 'ER', 'V']",3,simple
4313,thoide,"['TH', 'OY1', 'D']","['TH', 'OY', 'D']",3,simple
4485,righle,"['R', 'AY1', 'L']","['R', 'AY', 'L']",3,simple
4509,surough,"['S', 'ER0', 'UW1']","['S', 'ER', 'UW']",3,simple
4570,eitter,"['AY1', 'T', 'ER0']","['AY', 'T', 'ER']",3,simple
4787,choune,"['CH', 'UW1', 'N']","['CH', 'UW', 'N']",3,simple
4889,caugge,"['K', 'AO1', 'JH']","['K', 'AO', 'JH']",3,simple
4987,cheelle,"['CH', 'IY1', 'L']","['CH', 'IY', 'L']",3,simple
5145,shoide,"['SH', 'OY1', 'D']","['SH', 'OY', 'D']",3,simple
5167,assough,"['AH0', 'S', 'AW1']","['AH', 'S', 'AW']",3,simple
5528,thowl,"['TH', 'OW1', 'L']","['TH', 'AW', 'L']",3,simple
6323,thoeve,"['DH', 'OW1', 'V']","['DH', 'OW', 'V']",3,simple
6415,chakne,"['CH', 'AE1', 'K']","['CH', 'AE', 'K']",3,simple
6901,accough,"['AH0', 'K', 'UW1']","['AH', 'K', 'UW']",3,simple
7497,neurne,"['N', 'ER1', 'N']","['N', 'ER', 'N']",3,simple
7683,thurse,"['TH', 'ER1', 'S']","['TH', 'ER', 'S']",3,simple
8145,authed,"['AO1', 'TH', 'T']","['AO', 'TH', 'T']",3,simple
8250,innough,"['IH0', 'N', 'AW1']","['IH', 'N', 'AW']",3,simple
8466,thurse,"['TH', 'ER1', 'S']","['TH', 'ER', 'S']",3,simple
8624,shieng,"['SH', 'IY1', 'NG']","['SH', 'IY', 'NG']",3,simple
9495,aucces,"['AO1', 'K', 'S']","['AO', 'K', 'S']",3,simple
9596,showle,"['SH', 'OW1', 'L']","['SH', 'OW', 'L']",3,simple
