,Word,Phonemes,No Stress,Length,Morphology
3668,everyth,"['EH1', 'V', 'R', 'IY0', 'TH']","['EH', 'V', 'R', 'IY', 'TH']",5,simple
3669,fightio,"['F', 'AY1', 'T', 'IY0', 'OW0']","['F', 'AY', 'T', 'IY', 'OW']",5,simple
3737,natervi,"['N', 'AA0', 'T', 'ER1', 'V']","['N', 'AA', 'T', 'ER', 'V']",5,simple
3747,virroid,"['V', 'IH1', 'R', 'OY0', 'D']","['V', 'IH', 'R', 'OY', 'D']",5,simple
3748,washwar,"['W', 'AA1', 'SH', 'W', 'ER2']","['W', 'AA', 'SH', 'W', 'ER']",5,simple
3759,emeryth,"['EH1', 'M', 'ER0', 'IH0', 'TH']","['EH', 'M', 'ER', 'IH', 'TH']",5,simple
3762,incong,"['IH1', 'NG', 'K', 'AO0', 'NG']","['IH', 'NG', 'K', 'AO', 'NG']",5,simple
3770,attrage,"['AE1', 'T', 'R', 'AH0', 'JH']","['AE', 'T', 'R', 'AH', 'JH']",5,simple
3783,toupitt,"['T', 'UW1', 'P', 'IH0', 'T']","['T', 'UW', 'P', 'IH', 'T']",5,simple
3785,infause,"['IH0', 'N', 'F', 'AW1', 'S']","['IH', 'N', 'F', 'AW', 'S']",5,simple
3794,lemeor,"['L', 'EH1', 'M', 'AY0', 'ER0']","['L', 'EH', 'M', 'AY', 'ER']",5,simple
3807,opergy,"['OW1', 'P', 'ER0', 'JH', 'IY0']","['OW', 'P', 'ER', 'JH', 'IY']",5,simple
3821,fritcho,"['F', 'R', 'IH1', 'CH', 'OW0']","['F', 'R', 'IH', 'CH', 'OW']",5,simple
3838,collauc,"['K', 'AA1', 'L', 'AA0', 'K']","['K', 'AA', 'L', 'AA', 'K']",5,simple
3868,secase,"['S', 'IH0', 'K', 'EY1', 'S']","['S', 'IH', 'K', 'EY', 'S']",5,simple
3882,sullage,"['S', 'AH1', 'L', 'AH0', 'JH']","['S', 'AH', 'L', 'AH', 'JH']",5,simple
3883,barase,"['B', 'ER0', 'AA1', 'S', 'IY0']","['B', 'ER', 'AA', 'S', 'IY']",5,simple
3922,eleates,"['EH1', 'L', 'IY0', 'T', 'S']","['EH', 'L', 'IY', 'T', 'S']",5,simple
3931,sousen,"['S', 'AW1', 'S', 'AH0', 'N']","['S', 'AW', 'S', 'AH', 'N']",5,simple
3974,hisserf,"['HH', 'IH1', 'S', 'ER0', 'F']","['HH', 'IH', 'S', 'ER', 'F']",5,simple
3975,incounc,"['IH0', 'N', 'K', 'AW1', 'N']","['IH', 'N', 'K', 'AW', 'N']",5,simple
3976,whessio,"['W', 'EH1', 'S', 'IY0', 'OW0']","['W', 'EH', 'S', 'IY', 'OW']",5,simple
3990,comethe,"['K', 'AH1', 'M', 'DH', 'EH2']","['K', 'AH', 'M', 'DH', 'EH']",5,simple
4017,southdo,"['S', 'AW1', 'TH', 'D', 'OW0']","['S', 'AW', 'TH', 'D', 'OW']",5,simple
4037,fleassa,"['F', 'L', 'EH1', 'S', 'AH0']","['F', 'L', 'EH', 'S', 'AH']",5,simple
4039,telcue,"['T', 'EH1', 'L', 'CH', 'UW2']","['T', 'EH', 'L', 'CH', 'UW']",5,simple
4065,thrount,"['TH', 'R', 'AW1', 'N', 'T']","['TH', 'R', 'AW', 'N', 'T']",5,simple
4074,ecother,"['EH1', 'K', 'AH0', 'DH', 'ER0']","['EH', 'K', 'AH', 'DH', 'ER']",5,simple
4089,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
4097,orimmis,"['ER0', 'IH1', 'M', 'AH0', 'S']","['ER', 'IH', 'M', 'AH', 'S']",5,simple
4139,alwart,"['AO1', 'L', 'W', 'ER0', 'T']","['AO', 'L', 'W', 'ER', 'T']",5,simple
4144,fooseri,"['F', 'UW1', 'S', 'ER0', 'IY0']","['F', 'UW', 'S', 'ER', 'IY']",5,simple
4149,auguld,"['AO1', 'G', 'AH0', 'L', 'D']","['AO', 'G', 'AH', 'L', 'D']",5,simple
4162,pailds,"['P', 'EY1', 'L', 'D', 'Z']","['P', 'EY', 'L', 'D', 'Z']",5,simple
4167,vehing,"['V', 'IY1', 'HH', 'IH0', 'NG']","['V', 'IY', 'HH', 'IH', 'NG']",5,simple
4176,aweatme,"['AE1', 'W', 'IH0', 'T', 'M']","['AE', 'W', 'IH', 'T', 'M']",5,simple
4177,serreni,"['S', 'ER0', 'EH1', 'N', 'IY0']","['S', 'ER', 'EH', 'N', 'IY']",5,simple
4202,looterf,"['L', 'UW1', 'T', 'ER0', 'F']","['L', 'UW', 'T', 'ER', 'F']",5,simple
4210,apposur,"['AH0', 'P', 'AA1', 'S', 'ER0']","['AH', 'P', 'AA', 'S', 'ER']",5,simple
4213,churact,"['CH', 'ER0', 'AE1', 'K', 'T']","['CH', 'ER', 'AE', 'K', 'T']",5,simple
4227,insper,"['IH0', 'N', 'S', 'P', 'ER1']","['IH', 'N', 'S', 'P', 'ER']",5,simple
4235,earropi,"['IH0', 'R', 'OW1', 'P', 'IY0']","['IH', 'R', 'OW', 'P', 'IY']",5,simple
4312,husside,"['HH', 'AH1', 'S', 'AY0', 'D']","['HH', 'AH', 'S', 'AY', 'D']",5,simple
4325,abseary,"['AE1', 'B', 'S', 'ER0', 'IY0']","['AE', 'B', 'S', 'ER', 'IY']",5,simple
4342,hercene,"['HH', 'ER1', 'S', 'IY0', 'N']","['HH', 'ER', 'S', 'IY', 'N']",5,simple
4382,wittic,"['W', 'IH1', 'T', 'IH0', 'K']","['W', 'IH', 'T', 'IH', 'K']",5,simple
4387,forrishe,"['F', 'AO0', 'R', 'IH1', 'SH']","['F', 'AO', 'R', 'IH', 'SH']",5,simple
4423,surdeme,"['S', 'ER0', 'D', 'IY1', 'M']","['S', 'ER', 'D', 'IY', 'M']",5,simple
4437,diffeive,"['D', 'IH0', 'F', 'EY1', 'V']","['D', 'IH', 'F', 'EY', 'V']",5,simple
4442,titchech,"['T', 'IH1', 'CH', 'IH0', 'CH']","['T', 'IH', 'CH', 'IH', 'CH']",5,simple
4452,unling,"['AH1', 'N', 'L', 'IH0', 'NG']","['AH', 'N', 'L', 'IH', 'NG']",5,simple
4461,fackda,"['F', 'AE1', 'K', 'D', 'AH0']","['F', 'AE', 'K', 'D', 'AH']",5,simple
4471,disause,"['D', 'IH0', 'S', 'AO1', 'S']","['D', 'IH', 'S', 'AO', 'S']",5,simple
4486,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
4489,oppron,"['AH0', 'P', 'R', 'AO1', 'N']","['AH', 'P', 'R', 'AO', 'N']",5,simple
4493,popeng,"['P', 'OW1', 'P', 'AH0', 'NG']","['P', 'OW', 'P', 'AH', 'NG']",5,simple
4593,iditty,"['IH1', 'D', 'AH0', 'T', 'IY0']","['IH', 'D', 'AH', 'T', 'IY']",5,simple
4595,appecher,"['AE1', 'P', 'IY0', 'K', 'ER0']","['AE', 'P', 'IY', 'K', 'ER']",5,simple
4597,tuesish,"['T', 'UW1', 'Z', 'IH0', 'SH']","['T', 'UW', 'Z', 'IH', 'SH']",5,simple
4615,mathout,"['M', 'AE1', 'TH', 'AW2', 'T']","['M', 'AE', 'TH', 'AW', 'T']",5,simple
4617,govior,"['G', 'OW1', 'V', 'Y', 'ER0']","['G', 'OW', 'V', 'Y', 'ER']",5,simple
4633,anoths,"['AE1', 'N', 'AH0', 'TH', 'S']","['AE', 'N', 'AH', 'TH', 'S']",5,simple
4647,irreiver,"['IH1', 'R', 'AH0', 'V', 'ER0']","['IH', 'R', 'AH', 'V', 'ER']",5,simple
4658,estish,"['EH1', 'S', 'T', 'IH0', 'SH']","['EH', 'S', 'T', 'IH', 'SH']",5,simple
4670,thrount,"['TH', 'R', 'AW1', 'N', 'T']","['TH', 'R', 'AW', 'N', 'T']",5,simple
4674,cheution,"['CH', 'OY1', 'T', 'AH0', 'N']","['CH', 'OY', 'T', 'AH', 'N']",5,simple
4741,memaii,"['M', 'EY0', 'M', 'EY1', 'IY0']","['M', 'EY', 'M', 'EY', 'IY']",5,simple
4759,uncrow,"['AH1', 'N', 'K', 'R', 'AW0']","['AH', 'N', 'K', 'R', 'AW']",5,simple
4766,withore,"['W', 'IH1', 'TH', 'AO0', 'R']","['W', 'IH', 'TH', 'AO', 'R']",5,simple
4776,ecorme,"['IH0', 'K', 'AO1', 'R', 'M']","['IH', 'K', 'AO', 'R', 'M']",5,simple
4793,lathout,"['L', 'AE1', 'TH', 'AW2', 'T']","['L', 'AE', 'TH', 'AW', 'T']",5,simple
4801,periver,"['P', 'ER0', 'AY1', 'V', 'ER0']","['P', 'ER', 'AY', 'V', 'ER']",5,simple
4806,outchous,"['AW0', 'T', 'HH', 'AW2', 'S']","['AW', 'T', 'HH', 'AW', 'S']",5,simple
4813,sinien,"['S', 'IH1', 'N', 'IY0', 'N']","['S', 'IH', 'N', 'IY', 'N']",5,simple
4833,killauke,"['K', 'IH0', 'L', 'AO1', 'K']","['K', 'IH', 'L', 'AO', 'K']",5,simple
4859,bectoo,"['B', 'EH1', 'K', 'T', 'OW0']","['B', 'EH', 'K', 'T', 'OW']",5,simple
4862,etherage,"['EH1', 'TH', 'ER0', 'IH0', 'JH']","['EH', 'TH', 'ER', 'IH', 'JH']",5,simple
4863,showince,"['SH', 'OW1', 'AH0', 'N', 'S']","['SH', 'OW', 'AH', 'N', 'S']",5,simple
4878,sepored,"['S', 'IY1', 'P', 'ER0', 'D']","['S', 'IY', 'P', 'ER', 'D']",5,simple
4897,schertio,"['SH', 'ER0', 'T', 'IY1', 'OW0']","['SH', 'ER', 'T', 'IY', 'OW']",5,simple
4901,socury,"['S', 'OW1', 'K', 'ER0', 'IY0']","['S', 'OW', 'K', 'ER', 'IY']",5,simple
4946,keyboyed,"['K', 'IY1', 'B', 'OY0', 'D']","['K', 'IY', 'B', 'OY', 'D']",5,simple
4961,havieve,"['HH', 'AE1', 'V', 'IY0', 'V']","['HH', 'AE', 'V', 'IY', 'V']",5,simple
4984,lawresse,"['L', 'AO0', 'R', 'EH1', 'S']","['L', 'AO', 'R', 'EH', 'S']",5,simple
5046,ambath,"['AE1', 'M', 'B', 'AA2', 'TH']","['AE', 'M', 'B', 'AA', 'TH']",5,simple
5093,lieudy,"['L', 'Y', 'UW1', 'D', 'IY0']","['L', 'Y', 'UW', 'D', 'IY']",5,simple
5098,inheme,"['IH0', 'N', 'HH', 'IY1', 'M']","['IH', 'N', 'HH', 'IY', 'M']",5,simple
5113,weilha,"['W', 'IY1', 'L', 'HH', 'AH0']","['W', 'IY', 'L', 'HH', 'AH']",5,simple
5118,duseme,"['D', 'UW0', 'S', 'EH1', 'M']","['D', 'UW', 'S', 'EH', 'M']",5,simple
5121,ulthing,"['AH1', 'L', 'TH', 'IH0', 'NG']","['AH', 'L', 'TH', 'IH', 'NG']",5,simple
5137,ausiger,"['AW1', 'S', 'AY0', 'G', 'ER0']","['AW', 'S', 'AY', 'G', 'ER']",5,simple
5159,inciough,"['IH1', 'N', 'S', 'IY0', 'AO0']","['IH', 'N', 'S', 'IY', 'AO']",5,simple
5178,retwer,"['R', 'EH1', 'T', 'W', 'ER0']","['R', 'EH', 'T', 'W', 'ER']",5,simple
5187,inbely,"['IH1', 'N', 'B', 'L', 'IY0']","['IH', 'N', 'B', 'L', 'IY']",5,simple
5201,aniter,"['AE1', 'N', 'IY0', 'T', 'ER0']","['AE', 'N', 'IY', 'T', 'ER']",5,simple
5202,aggres,"['AE1', 'G', 'R', 'EH0', 'S']","['AE', 'G', 'R', 'EH', 'S']",5,simple
5218,otherty,"['AH1', 'TH', 'ER0', 'T', 'IY0']","['AH', 'TH', 'ER', 'T', 'IY']",5,simple
5283,peortry,"['P', 'IY1', 'ER0', 'T', 'IY0']","['P', 'IY', 'ER', 'T', 'IY']",5,simple
5338,peopern,"['P', 'IY1', 'P', 'ER0', 'N']","['P', 'IY', 'P', 'ER', 'N']",5,simple
5349,sebues,"['S', 'IY1', 'B', 'UW0', 'Z']","['S', 'IY', 'B', 'UW', 'Z']",5,simple
5365,annues,"['AE1', 'N', 'Y', 'UW2', 'Z']","['AE', 'N', 'Y', 'UW', 'Z']",5,simple
5367,varails,"['V', 'ER0', 'EY1', 'L', 'Z']","['V', 'ER', 'EY', 'L', 'Z']",5,simple
5378,drinch,"['D', 'R', 'IH1', 'N', 'CH']","['D', 'R', 'IH', 'N', 'CH']",5,simple
5380,socause,"['S', 'OW1', 'K', 'AO2', 'S']","['S', 'OW', 'K', 'AO', 'S']",5,simple
5401,opirts,"['OW1', 'P', 'ER0', 'T', 'S']","['OW', 'P', 'ER', 'T', 'S']",5,simple
5432,shararo,"['SH', 'ER0', 'AA1', 'R', 'OW0']","['SH', 'ER', 'AA', 'R', 'OW']",5,simple
5487,cersonne,"['CH', 'EH1', 'R', 'N', 'OW2']","['CH', 'EH', 'R', 'N', 'OW']",5,simple
5516,alreth,"['EH1', 'L', 'R', 'IH0', 'TH']","['EH', 'L', 'R', 'IH', 'TH']",5,simple
5560,thoulary,"['TH', 'OW1', 'L', 'ER0', 'IY0']","['TH', 'OW', 'L', 'ER', 'IY']",5,simple
5628,tamaire,"['T', 'AA0', 'M', 'EH1', 'R']","['T', 'AA', 'M', 'EH', 'R']",5,simple
5668,alreez,"['AA0', 'L', 'R', 'IY1', 'Z']","['AA', 'L', 'R', 'IY', 'Z']",5,simple
5702,abange,"['AH0', 'B', 'AE1', 'N', 'JH']","['AH', 'B', 'AE', 'N', 'JH']",5,simple
5736,ancluse,"['AE0', 'N', 'L', 'UW1', 'S']","['AE', 'N', 'L', 'UW', 'S']",5,simple
5738,johlet,"['JH', 'AA1', 'L', 'IH0', 'T']","['JH', 'AA', 'L', 'IH', 'T']",5,simple
5741,dettop,"['D', 'EH1', 'T', 'P', 'AA2']","['D', 'EH', 'T', 'P', 'AA']",5,simple
5770,towevit,"['T', 'AW1', 'V', 'IH0', 'T']","['T', 'AW', 'V', 'IH', 'T']",5,simple
5771,orgage,"['AO1', 'R', 'G', 'EY2', 'JH']","['AO', 'R', 'G', 'EY', 'JH']",5,simple
5811,advelle,"['AE0', 'D', 'V', 'EH1', 'L']","['AE', 'D', 'V', 'EH', 'L']",5,simple
5835,alwart,"['AO1', 'L', 'W', 'ER0', 'T']","['AO', 'L', 'W', 'ER', 'T']",5,simple
5874,nathry,"['N', 'AE1', 'TH', 'R', 'IY0']","['N', 'AE', 'TH', 'R', 'IY']",5,simple
5888,logeth,"['L', 'OW1', 'G', 'IH0', 'TH']","['L', 'OW', 'G', 'IH', 'TH']",5,simple
5891,penerve,"['P', 'EH1', 'N', 'ER0', 'V']","['P', 'EH', 'N', 'ER', 'V']",5,simple
5910,actury,"['AE1', 'K', 'CH', 'ER0', 'IY0']","['AE', 'K', 'CH', 'ER', 'IY']",5,simple
5925,pubberow,"['P', 'AH1', 'B', 'ER0', 'OW0']","['P', 'AH', 'B', 'ER', 'OW']",5,simple
5943,achooloye,"['AH0', 'K', 'UW1', 'L', 'OY0']","['AH', 'K', 'UW', 'L', 'OY']",5,simple
5945,natteen,"['N', 'AE1', 'T', 'IY1', 'N']","['N', 'AE', 'T', 'IY', 'N']",5,simple
5971,furong,"['F', 'UH1', 'R', 'AO0', 'NG']","['F', 'UH', 'R', 'AO', 'NG']",5,simple
5974,hurisher,"['HH', 'ER1', 'IH0', 'SH', 'ER0']","['HH', 'ER', 'IH', 'SH', 'ER']",5,simple
5979,shoulary,"['SH', 'UW1', 'L', 'ER0', 'IY0']","['SH', 'UW', 'L', 'ER', 'IY']",5,simple
6037,betteve,"['B', 'AH0', 'T', 'IY1', 'V']","['B', 'AH', 'T', 'IY', 'V']",5,simple
6042,recaus,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",5,simple
6058,nertaise,"['N', 'ER1', 'T', 'EY2', 'S']","['N', 'ER', 'T', 'EY', 'S']",5,simple
6093,furraced,"['F', 'ER0', 'AA1', 'S', 'T']","['F', 'ER', 'AA', 'S', 'T']",5,simple
6104,surrak,"['S', 'UH1', 'R', 'AH0', 'K']","['S', 'UH', 'R', 'AH', 'K']",5,simple
6108,huside,"['HH', 'AH1', 'Z', 'AY0', 'D']","['HH', 'AH', 'Z', 'AY', 'D']",5,simple
6111,dirpory,"['D', 'ER1', 'P', 'ER0', 'IY0']","['D', 'ER', 'P', 'ER', 'IY']",5,simple
6114,sockage,"['S', 'AA1', 'K', 'IH0', 'JH']","['S', 'AA', 'K', 'IH', 'JH']",5,simple
6141,bigang,"['B', 'AY1', 'G', 'AE0', 'NG']","['B', 'AY', 'G', 'AE', 'NG']",5,simple
6154,fervose,"['F', 'ER1', 'V', 'OW2', 'S']","['F', 'ER', 'V', 'OW', 'S']",5,simple
6160,mythout,"['M', 'IH1', 'TH', 'AW2', 'T']","['M', 'IH', 'TH', 'AW', 'T']",5,simple
6161,acqued,"['AH0', 'K', 'W', 'EH1', 'D']","['AH', 'K', 'W', 'EH', 'D']",5,simple
6194,apployer,"['AH0', 'P', 'L', 'OY1', 'ER0']","['AH', 'P', 'L', 'OY', 'ER']",5,simple
6209,jandsh,"['JH', 'AE1', 'N', 'D', 'SH']","['JH', 'AE', 'N', 'D', 'SH']",5,simple
6234,everime,"['EH1', 'V', 'ER0', 'AY2', 'M']","['EH', 'V', 'ER', 'AY', 'M']",5,simple
6269,affaing,"['AH0', 'F', 'EY1', 'N', 'JH']","['AH', 'F', 'EY', 'N', 'JH']",5,simple
6275,wesich,"['W', 'EH1', 'Z', 'IH0', 'K']","['W', 'EH', 'Z', 'IH', 'K']",5,simple
6312,nealts,"['N', 'IY1', 'L', 'T', 'S']","['N', 'IY', 'L', 'T', 'S']",5,simple
6335,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
6389,neepaing,"['N', 'IY1', 'P', 'AE2', 'NG']","['N', 'IY', 'P', 'AE', 'NG']",5,simple
6396,diffigh,"['D', 'IH1', 'F', 'IH0', 'G']","['D', 'IH', 'F', 'IH', 'G']",5,simple
6402,infaign,"['IH0', 'N', 'F', 'IY1', 'G']","['IH', 'N', 'F', 'IY', 'G']",5,simple
6410,advall,"['AE1', 'D', 'V', 'AO2', 'L']","['AE', 'D', 'V', 'AO', 'L']",5,simple
6412,caughbore,"['K', 'AO1', 'B', 'AO0', 'R']","['K', 'AO', 'B', 'AO', 'R']",5,simple
6424,embing,"['EH1', 'M', 'B', 'IH0', 'NG']","['EH', 'M', 'B', 'IH', 'NG']",5,simple
6426,arofer,"['EH1', 'R', 'AH0', 'F', 'ER0']","['EH', 'R', 'AH', 'F', 'ER']",5,simple
6484,airware,"['EH1', 'R', 'W', 'EH2', 'R']","['EH', 'R', 'W', 'EH', 'R']",5,simple
6491,maiteas,"['M', 'EY2', 'T', 'IY1', 'Z']","['M', 'EY', 'T', 'IY', 'Z']",5,simple
6506,onlege,"['AA1', 'N', 'L', 'IH0', 'JH']","['AA', 'N', 'L', 'IH', 'JH']",5,simple
6589,coucam,"['K', 'UW1', 'K', 'AH0', 'M']","['K', 'UW', 'K', 'AH', 'M']",5,simple
6617,maiseve,"['M', 'EY1', 'S', 'V', 'IY2']","['M', 'EY', 'S', 'V', 'IY']",5,simple
6644,bighward,"['B', 'AY1', 'W', 'ER0', 'D']","['B', 'AY', 'W', 'ER', 'D']",5,simple
6675,suppit,"['S', 'AH1', 'P', 'IH0', 'T']","['S', 'AH', 'P', 'IH', 'T']",5,simple
6690,othnsfer,"['AH1', 'DH', 'N', 'S', 'ER0']","['AH', 'DH', 'N', 'S', 'ER']",5,simple
6704,thoulard,"['TH', 'OW1', 'L', 'ER0', 'D']","['TH', 'OW', 'L', 'ER', 'D']",5,simple
6715,queezue,"['K', 'W', 'IY1', 'Z', 'UW0']","['K', 'W', 'IY', 'Z', 'UW']",5,simple
6747,knivived,"['N', 'AY1', 'V', 'IH0', 'D']","['N', 'AY', 'V', 'IH', 'D']",5,simple
6770,fackple,"['F', 'AE1', 'K', 'P', 'L']","['F', 'AE', 'K', 'P', 'L']",5,simple
6792,orlach,"['AO1', 'R', 'L', 'AH0', 'K']","['AO', 'R', 'L', 'AH', 'K']",5,simple
6795,bearatch,"['B', 'IH1', 'R', 'AH0', 'TH']","['B', 'IH', 'R', 'AH', 'TH']",5,simple
6822,popeco,"['P', 'OW1', 'P', 'K', 'OW2']","['P', 'OW', 'P', 'K', 'OW']",5,simple
6859,othermi,"['OW0', 'TH', 'ER1', 'M', 'IY0']","['OW', 'TH', 'ER', 'M', 'IY']",5,simple
6866,queept,"['K', 'W', 'IY1', 'P', 'T']","['K', 'W', 'IY', 'P', 'T']",5,simple
6915,pownly,"['P', 'AW1', 'N', 'L', 'IY0']","['P', 'AW', 'N', 'L', 'IY']",5,simple
6947,posieve,"['P', 'AH0', 'Z', 'IY1', 'V']","['P', 'AH', 'Z', 'IY', 'V']",5,simple
7011,recaus,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",5,simple
7044,englit,"['EH1', 'NG', 'L', 'IH0', 'T']","['EH', 'NG', 'L', 'IH', 'T']",5,simple
7062,silway,"['S', 'IH1', 'L', 'W', 'EY2']","['S', 'IH', 'L', 'W', 'EY']",5,simple
7071,dissage,"['D', 'IH0', 'S', 'EY1', 'JH']","['D', 'IH', 'S', 'EY', 'JH']",5,simple
7074,chalier,"['CH', 'AE1', 'L', 'IY0', 'ER0']","['CH', 'AE', 'L', 'IY', 'ER']",5,simple
7086,avalls,"['AH0', 'V', 'AA1', 'L', 'Z']","['AH', 'V', 'AA', 'L', 'Z']",5,simple
7112,suickok,"['S', 'UW1', 'K', 'AA2', 'K']","['S', 'UW', 'K', 'AA', 'K']",5,simple
7129,easuared,"['IY1', 'SH', 'UW0', 'D', 'ER0']","['IY', 'SH', 'UW', 'D', 'ER']",5,simple
7153,regiout,"['R', 'IY1', 'JH', 'AW2', 'T']","['R', 'IY', 'JH', 'AW', 'T']",5,simple
7160,knothly,"['N', 'AH1', 'TH', 'L', 'IY0']","['N', 'AH', 'TH', 'L', 'IY']",5,simple
7174,mearma,"['M', 'EH1', 'R', 'M', 'AH0']","['M', 'EH', 'R', 'M', 'AH']",5,simple
7205,afghtes,"['AE1', 'F', 'T', 'IY0', 'Z']","['AE', 'F', 'T', 'IY', 'Z']",5,simple
7207,amager,"['AE1', 'M', 'AH0', 'JH', 'ER0']","['AE', 'M', 'AH', 'JH', 'ER']",5,simple
7233,everyth,"['EH1', 'V', 'R', 'IY0', 'TH']","['EH', 'V', 'R', 'IY', 'TH']",5,simple
7245,itarach,"['IH1', 'T', 'ER0', 'AE0', 'K']","['IH', 'T', 'ER', 'AE', 'K']",5,simple
7276,paymot,"['P', 'EY1', 'M', 'AA2', 'T']","['P', 'EY', 'M', 'AA', 'T']",5,simple
7277,withory,"['W', 'IH1', 'TH', 'ER0', 'IY0']","['W', 'IH', 'TH', 'ER', 'IY']",5,simple
7280,orgeth,"['AO1', 'R', 'G', 'IH0', 'TH']","['AO', 'R', 'G', 'IH', 'TH']",5,simple
7306,outtorace,"['AW2', 'T', 'ER0', 'EY1', 'SH']","['AW', 'T', 'ER', 'EY', 'SH']",5,simple
7350,hossid,"['HH', 'AA1', 'S', 'AH0', 'D']","['HH', 'AA', 'S', 'AH', 'D']",5,simple
7354,neekied,"['N', 'IY1', 'K', 'IY2', 'D']","['N', 'IY', 'K', 'IY', 'D']",5,simple
7383,weepege,"['W', 'IY1', 'P', 'AH0', 'G']","['W', 'IY', 'P', 'AH', 'G']",5,simple
7386,nictue,"['N', 'IH1', 'K', 'CH', 'UW0']","['N', 'IH', 'K', 'CH', 'UW']",5,simple
7442,hersom,"['HH', 'ER1', 'S', 'AH0', 'M']","['HH', 'ER', 'S', 'AH', 'M']",5,simple
7446,mireet,"['M', 'IH0', 'R', 'IY1', 'T']","['M', 'IH', 'R', 'IY', 'T']",5,simple
7449,peoperred,"['P', 'IY1', 'P', 'ER0', 'D']","['P', 'IY', 'P', 'ER', 'D']",5,simple
7450,encause,"['EH0', 'N', 'K', 'AO1', 'S']","['EH', 'N', 'K', 'AO', 'S']",5,simple
7460,fooken,"['F', 'UH1', 'K', 'AH0', 'N']","['F', 'UH', 'K', 'AH', 'N']",5,simple
7476,fuccish,"['F', 'UH1', 'K', 'IH0', 'SH']","['F', 'UH', 'K', 'IH', 'SH']",5,simple
7496,applish,"['AE1', 'P', 'L', 'IH0', 'SH']","['AE', 'P', 'L', 'IH', 'SH']",5,simple
7514,againge,"['AH0', 'G', 'EY1', 'N', 'JH']","['AH', 'G', 'EY', 'N', 'JH']",5,simple
7516,affics,"['AE1', 'F', 'IH0', 'K', 'S']","['AE', 'F', 'IH', 'K', 'S']",5,simple
7522,gersol,"['G', 'ER1', 'S', 'AH0', 'L']","['G', 'ER', 'S', 'AH', 'L']",5,simple
7545,recaus,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",5,simple
7577,mussury,"['M', 'AH1', 'S', 'ER0', 'IY0']","['M', 'AH', 'S', 'ER', 'IY']",5,simple
7601,nebase,"['N', 'EH1', 'B', 'AH0', 'S']","['N', 'EH', 'B', 'AH', 'S']",5,simple
7614,thoupaphip,"['TH', 'UW1', 'P', 'AA0', 'F']","['TH', 'UW', 'P', 'AA', 'F']",5,simple
7615,impoic,"['IH0', 'M', 'P', 'OY1', 'K']","['IH', 'M', 'P', 'OY', 'K']",5,simple
7690,wrivide,"['R', 'AY1', 'V', 'D', 'AY2']","['R', 'AY', 'V', 'D', 'AY']",5,simple
7737,hanchm,"['HH', 'AE1', 'N', 'CH', 'M']","['HH', 'AE', 'N', 'CH', 'M']",5,simple
7781,achoolk,"['AH0', 'CH', 'UW1', 'L', 'K']","['AH', 'CH', 'UW', 'L', 'K']",5,simple
7822,effilar,"['EH1', 'F', 'IH0', 'L', 'ER0']","['EH', 'F', 'IH', 'L', 'ER']",5,simple
7828,heaffies,"['HH', 'EH1', 'F', 'IY0', 'Z']","['HH', 'EH', 'F', 'IY', 'Z']",5,simple
7845,futchine,"['F', 'UH0', 'CH', 'IY1', 'N']","['F', 'UH', 'CH', 'IY', 'N']",5,simple
7850,dowevies,"['D', 'AW1', 'V', 'AY0', 'Z']","['D', 'AW', 'V', 'AY', 'Z']",5,simple
7874,beasgor,"['B', 'IY1', 'S', 'G', 'ER0']","['B', 'IY', 'S', 'G', 'ER']",5,simple
7883,elealled,"['IH0', 'L', 'IY1', 'L', 'D']","['IH', 'L', 'IY', 'L', 'D']",5,simple
7884,unlown,"['AH0', 'N', 'L', 'AW1', 'N']","['AH', 'N', 'L', 'AW', 'N']",5,simple
7910,jouplay,"['JH', 'UW1', 'P', 'L', 'EY2']","['JH', 'UW', 'P', 'L', 'EY']",5,simple
7929,docaus,"['D', 'OW1', 'K', 'AO2', 'SH']","['D', 'OW', 'K', 'AO', 'SH']",5,simple
7948,sovess,"['S', 'OW1', 'V', 'EH0', 'S']","['S', 'OW', 'V', 'EH', 'S']",5,simple
7983,thillit,"['TH', 'IH1', 'L', 'IH0', 'T']","['TH', 'IH', 'L', 'IH', 'T']",5,simple
8006,socause,"['S', 'OW1', 'K', 'AO2', 'S']","['S', 'OW', 'K', 'AO', 'S']",5,simple
8029,altech,"['AO1', 'L', 'T', 'EH2', 'K']","['AO', 'L', 'T', 'EH', 'K']",5,simple
8043,aggres,"['AE1', 'G', 'R', 'EH0', 'S']","['AE', 'G', 'R', 'EH', 'S']",5,simple
8077,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
