,Word,Phonemes,No Stress,Length,Morphology
4483,entainas,"['EH0', 'N', 'T', 'EY1', 'N', 'AH0', 'S']","['EH', 'N', 'T', 'EY', 'N', 'AH', 'S']",7,simple
4488,heconic,"['HH', 'AH0', 'K', 'AA1', 'N', 'IH0', 'K']","['HH', 'AH', 'K', 'AA', 'N', 'IH', 'K']",7,simple
4498,bettemen,"['B', 'EH1', 'T', 'IH0', 'M', 'AH0', 'N']","['B', 'EH', 'T', 'IH', 'M', 'AH', 'N']",7,simple
4501,sepossiv,"['S', 'IH0', 'P', 'AA1', 'S', 'IH0', 'V']","['S', 'IH', 'P', 'AA', 'S', 'IH', 'V']",7,simple
4508,vickinui,"['V', 'IH0', 'K', 'Y', 'UW1', 'N', 'IY0']","['V', 'IH', 'K', 'Y', 'UW', 'N', 'IY']",7,simple
4513,overible,"['OW1', 'V', 'ER0', 'AH0', 'B', 'AH0', 'L']","['OW', 'V', 'ER', 'AH', 'B', 'AH', 'L']",7,simple
4521,discrall,"['D', 'IH0', 'S', 'K', 'R', 'AO1', 'L']","['D', 'IH', 'S', 'K', 'R', 'AO', 'L']",7,simple
4526,healices,"['HH', 'EH1', 'L', 'AH0', 'S', 'AH0', 'Z']","['HH', 'EH', 'L', 'AH', 'S', 'AH', 'Z']",7,simple
4530,weddemen,"['W', 'EH1', 'D', 'AH0', 'M', 'AH0', 'N']","['W', 'EH', 'D', 'AH', 'M', 'AH', 'N']",7,simple
4536,unhumed,"['AH0', 'N', 'HH', 'Y', 'UW1', 'M', 'D']","['AH', 'N', 'HH', 'Y', 'UW', 'M', 'D']",7,simple
4541,hournion,"['HH', 'AO1', 'R', 'N', 'Y', 'AH0', 'N']","['HH', 'AO', 'R', 'N', 'Y', 'AH', 'N']",7,simple
4542,argands,"['AA1', 'R', 'G', 'AH0', 'N', 'D', 'Z']","['AA', 'R', 'G', 'AH', 'N', 'D', 'Z']",7,simple
4543,refictor,"['R', 'IH0', 'F', 'IH1', 'K', 'T', 'ER0']","['R', 'IH', 'F', 'IH', 'K', 'T', 'ER']",7,simple
4546,dedropoo,"['D', 'IH0', 'D', 'R', 'AA1', 'P', 'OW2']","['D', 'IH', 'D', 'R', 'AA', 'P', 'OW']",7,simple
4547,regethon,"['R', 'EH1', 'JH', 'IH0', 'TH', 'AH0', 'N']","['R', 'EH', 'JH', 'IH', 'TH', 'AH', 'N']",7,simple
4550,sysethin,"['S', 'IH1', 'S', 'IH0', 'TH', 'IH0', 'N']","['S', 'IH', 'S', 'IH', 'TH', 'IH', 'N']",7,simple
4553,edwaysiv,"['EH2', 'D', 'W', 'AH0', 'S', 'AY1', 'V']","['EH', 'D', 'W', 'AH', 'S', 'AY', 'V']",7,simple
4554,repeasof,"['R', 'IY0', 'P', 'IY1', 'S', 'AO0', 'F']","['R', 'IY', 'P', 'IY', 'S', 'AO', 'F']",7,simple
4556,suricita,"['S', 'ER0', 'AH0', 'S', 'IH1', 'T', 'AH0']","['S', 'ER', 'AH', 'S', 'IH', 'T', 'AH']",7,simple
4558,chitemen,"['CH', 'AY1', 'T', 'AH0', 'M', 'EH0', 'N']","['CH', 'AY', 'T', 'AH', 'M', 'EH', 'N']",7,simple
4566,botishit,"['B', 'AA1', 'T', 'AH0', 'SH', 'AH0', 'T']","['B', 'AA', 'T', 'AH', 'SH', 'AH', 'T']",7,simple
4571,wortiniz,"['W', 'ER1', 'T', 'IH0', 'N', 'IH0', 'S']","['W', 'ER', 'T', 'IH', 'N', 'IH', 'S']",7,simple
4577,secianen,"['S', 'EH1', 'SH', 'AH0', 'N', 'AH0', 'N']","['S', 'EH', 'SH', 'AH', 'N', 'AH', 'N']",7,simple
4578,embroria,"['EH0', 'M', 'B', 'R', 'AO1', 'IY0', 'AH0']","['EH', 'M', 'B', 'R', 'AO', 'IY', 'AH']",7,simple
4588,secommen,"['S', 'EH1', 'K', 'AH0', 'M', 'AH0', 'N']","['S', 'EH', 'K', 'AH', 'M', 'AH', 'N']",7,simple
4598,conglete,"['K', 'AO1', 'NG', 'G', 'L', 'IY2', 'T']","['K', 'AO', 'NG', 'G', 'L', 'IY', 'T']",7,simple
4606,effecul,"['EH1', 'F', 'AH0', 'K', 'Y', 'UW2', 'L']","['EH', 'F', 'AH', 'K', 'Y', 'UW', 'L']",7,simple
4608,festomin,"['F', 'EH1', 'S', 'AH0', 'M', 'AH0', 'N']","['F', 'EH', 'S', 'AH', 'M', 'AH', 'N']",7,simple
4614,grandiat,"['G', 'R', 'AE1', 'N', 'D', 'AY2', 'T']","['G', 'R', 'AE', 'N', 'D', 'AY', 'T']",7,simple
4616,durvican,"['D', 'ER1', 'V', 'IH0', 'K', 'AH0', 'N']","['D', 'ER', 'V', 'IH', 'K', 'AH', 'N']",7,simple
4623,modmant,"['M', 'AA1', 'D', 'M', 'AH0', 'N', 'T']","['M', 'AA', 'D', 'M', 'AH', 'N', 'T']",7,simple
4629,regetion,"['R', 'IH0', 'JH', 'IY1', 'SH', 'AH0', 'N']","['R', 'IH', 'JH', 'IY', 'SH', 'AH', 'N']",7,simple
4632,spriefor,"['S', 'P', 'R', 'IY1', 'F', 'AO0', 'R']","['S', 'P', 'R', 'IY', 'F', 'AO', 'R']",7,simple
4637,controod,"['K', 'AA1', 'N', 'T', 'R', 'UW2', 'D']","['K', 'AA', 'N', 'T', 'R', 'UW', 'D']",7,simple
4642,opecifie,"['AH0', 'P', 'IY1', 'S', 'AH0', 'F', 'AY2']","['AH', 'P', 'IY', 'S', 'AH', 'F', 'AY']",7,simple
4653,leturelv,"['L', 'EH1', 'T', 'ER0', 'V', 'AH0', 'L']","['L', 'EH', 'T', 'ER', 'V', 'AH', 'L']",7,simple
4657,anowices,"['AH0', 'N', 'UW1', 'AH0', 'S', 'IH0', 'Z']","['AH', 'N', 'UW', 'AH', 'S', 'IH', 'Z']",7,simple
4659,educassi,"['IH0', 'D', 'AH2', 'K', 'AA1', 'S', 'IY0']","['IH', 'D', 'AH', 'K', 'AA', 'S', 'IY']",7,simple
4660,paincopm,"['P', 'EY1', 'N', 'K', 'AA2', 'M', 'P']","['P', 'EY', 'N', 'K', 'AA', 'M', 'P']",7,simple
4661,attrogra,"['AH0', 'T', 'R', 'AA1', 'G', 'R', 'AH0']","['AH', 'T', 'R', 'AA', 'G', 'R', 'AH']",7,simple
4666,catimed,"['K', 'AE1', 'T', 'AH0', 'M', 'AY0', 'D']","['K', 'AE', 'T', 'AH', 'M', 'AY', 'D']",7,simple
4668,worposin,"['W', 'ER1', 'P', 'AH0', 'S', 'AH0', 'N']","['W', 'ER', 'P', 'AH', 'S', 'AH', 'N']",7,simple
4673,studerns,"['S', 'T', 'UW1', 'D', 'ER0', 'N', 'Z']","['S', 'T', 'UW', 'D', 'ER', 'N', 'Z']",7,simple
4676,pronding,"['P', 'R', 'AA1', 'N', 'D', 'IH0', 'NG']","['P', 'R', 'AA', 'N', 'D', 'IH', 'NG']",7,simple
4680,decestia,"['D', 'IH0', 'S', 'EH1', 'S', 'CH', 'AH0']","['D', 'IH', 'S', 'EH', 'S', 'CH', 'AH']",7,simple
4681,breatica,"['B', 'R', 'EY0', 'T', 'IY1', 'K', 'AH0']","['B', 'R', 'EY', 'T', 'IY', 'K', 'AH']",7,simple
4682,expearie,"['IH0', 'K', 'S', 'P', 'IH1', 'R', 'IY0']","['IH', 'K', 'S', 'P', 'IH', 'R', 'IY']",7,simple
4694,recatete,"['R', 'IH0', 'K', 'AE1', 'T', 'AH0', 'T']","['R', 'IH', 'K', 'AE', 'T', 'AH', 'T']",7,simple
4695,runcring,"['R', 'AH1', 'NG', 'K', 'R', 'IH0', 'NG']","['R', 'AH', 'NG', 'K', 'R', 'IH', 'NG']",7,simple
4696,coarcept,"['K', 'OW0', 'ER1', 'S', 'P', 'AH0', 'T']","['K', 'OW', 'ER', 'S', 'P', 'AH', 'T']",7,simple
4697,apartion,"['AH0', 'P', 'AA1', 'R', 'SH', 'AH0', 'N']","['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",7,simple
4698,freastio,"['F', 'R', 'IY1', 'S', 'T', 'IY0', 'OW0']","['F', 'R', 'IY', 'S', 'T', 'IY', 'OW']",7,simple
4701,comelope,"['K', 'OW1', 'M', 'AH0', 'L', 'OW2', 'P']","['K', 'OW', 'M', 'AH', 'L', 'OW', 'P']",7,simple
4706,broterri,"['B', 'R', 'OW0', 'T', 'EH1', 'R', 'IY0']","['B', 'R', 'OW', 'T', 'EH', 'R', 'IY']",7,simple
4709,advadard,"['AH0', 'D', 'V', 'AE1', 'D', 'ER0', 'D']","['AH', 'D', 'V', 'AE', 'D', 'ER', 'D']",7,simple
4710,resuribe,"['R', 'IH0', 'Z', 'Y', 'ER1', 'IH0', 'B']","['R', 'IH', 'Z', 'Y', 'ER', 'IH', 'B']",7,simple
4719,comperst,"['K', 'AH0', 'M', 'P', 'ER1', 'S', 'T']","['K', 'AH', 'M', 'P', 'ER', 'S', 'T']",7,simple
4727,baciabur,"['B', 'EY1', 'CH', 'AH0', 'B', 'AO2', 'R']","['B', 'EY', 'CH', 'AH', 'B', 'AO', 'R']",7,simple
4728,satual,"['S', 'AE1', 'CH', 'AH0', 'W', 'AH0', 'L']","['S', 'AE', 'CH', 'AH', 'W', 'AH', 'L']",7,simple
4742,rettilin,"['R', 'EH1', 'T', 'AH0', 'L', 'AH0', 'N']","['R', 'EH', 'T', 'AH', 'L', 'AH', 'N']",7,simple
4753,carkshag,"['K', 'AA1', 'R', 'K', 'SH', 'AE2', 'G']","['K', 'AA', 'R', 'K', 'SH', 'AE', 'G']",7,simple
4761,concathi,"['K', 'AH0', 'N', 'K', 'AA1', 'TH', 'IY0']","['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']",7,simple
4767,jacrefor,"['K', 'AE1', 'K', 'R', 'IH0', 'F', 'ER0']","['K', 'AE', 'K', 'R', 'IH', 'F', 'ER']",7,simple
4772,eleciall,"['IH0', 'L', 'IY1', 'S', 'IY0', 'AH0', 'L']","['IH', 'L', 'IY', 'S', 'IY', 'AH', 'L']",7,simple
4778,smerythi,"['S', 'M', 'EH1', 'R', 'IY0', 'TH', 'IY0']","['S', 'M', 'EH', 'R', 'IY', 'TH', 'IY']",7,simple
4781,enotboad,"['IH0', 'N', 'OW1', 'T', 'B', 'AO2', 'D']","['IH', 'N', 'OW', 'T', 'B', 'AO', 'D']",7,simple
4784,angethin,"['AE1', 'NG', 'G', 'IH0', 'TH', 'IH0', 'N']","['AE', 'NG', 'G', 'IH', 'TH', 'IH', 'N']",7,simple
4788,integrow,"['IH1', 'N', 'T', 'AH0', 'G', 'R', 'OW2']","['IH', 'N', 'T', 'AH', 'G', 'R', 'OW']",7,simple
4789,instring,"['IH1', 'N', 'S', 'T', 'R', 'IH0', 'NG']","['IH', 'N', 'S', 'T', 'R', 'IH', 'NG']",7,simple
4795,rehical,"['R', 'EH1', 'HH', 'IH0', 'K', 'AH0', 'L']","['R', 'EH', 'HH', 'IH', 'K', 'AH', 'L']",7,simple
4796,educathi,"['EH2', 'D', 'AH0', 'K', 'AE1', 'TH', 'IY0']","['EH', 'D', 'AH', 'K', 'AE', 'TH', 'IY']",7,simple
4797,butheman,"['B', 'AH1', 'TH', 'AH0', 'M', 'AH0', 'N']","['B', 'AH', 'TH', 'AH', 'M', 'AH', 'N']",7,simple
4802,cariviti,"['K', 'ER0', 'IH1', 'V', 'AH0', 'T', 'IY0']","['K', 'ER', 'IH', 'V', 'AH', 'T', 'IY']",7,simple
4810,brogral,"['B', 'R', 'OW1', 'G', 'R', 'AH0', 'L']","['B', 'R', 'OW', 'G', 'R', 'AH', 'L']",7,simple
4812,orgares,"['AO0', 'R', 'G', 'AA1', 'R', 'EH0', 'S']","['AO', 'R', 'G', 'AA', 'R', 'EH', 'S']",7,simple
4815,fachaelv,"['F', 'AE1', 'K', 'AH0', 'L', 'EH2', 'V']","['F', 'AE', 'K', 'AH', 'L', 'EH', 'V']",7,simple
4817,pielited,"['P', 'IY1', 'L', 'AH0', 'T', 'AH0', 'D']","['P', 'IY', 'L', 'AH', 'T', 'AH', 'D']",7,simple
4828,orgelous,"['AO1', 'R', 'G', 'AH0', 'L', 'AH0', 'S']","['AO', 'R', 'G', 'AH', 'L', 'AH', 'S']",7,simple
4829,namsessi,"['N', 'AA0', 'M', 'S', 'EH1', 'S', 'IY0']","['N', 'AA', 'M', 'S', 'EH', 'S', 'IY']",7,simple
4830,servions,"['S', 'ER1', 'V', 'IY0', 'AH0', 'N', 'Z']","['S', 'ER', 'V', 'IY', 'AH', 'N', 'Z']",7,simple
4835,internme,"['IH1', 'N', 'T', 'ER0', 'M', 'IH0', 'N']","['IH', 'N', 'T', 'ER', 'M', 'IH', 'N']",7,simple
4842,bederisi,"['B', 'EH0', 'D', 'ER0', 'IY1', 'S', 'IY0']","['B', 'EH', 'D', 'ER', 'IY', 'S', 'IY']",7,simple
4847,limplial,"['L', 'IH1', 'M', 'P', 'L', 'IY0', 'AH0']","['L', 'IH', 'M', 'P', 'L', 'IY', 'AH']",7,simple
4848,reporess,"['R', 'IY0', 'P', 'AO1', 'R', 'AH0', 'S']","['R', 'IY', 'P', 'AO', 'R', 'AH', 'S']",7,simple
4865,proviall,"['P', 'R', 'OW1', 'V', 'IY0', 'AH0', 'L']","['P', 'R', 'OW', 'V', 'IY', 'AH', 'L']",7,simple
4870,marnespe,"['M', 'AA1', 'R', 'N', 'S', 'P', 'EY2']","['M', 'AA', 'R', 'N', 'S', 'P', 'EY']",7,simple
4876,maxings,"['M', 'AE1', 'K', 'S', 'IH0', 'NG', 'Z']","['M', 'AE', 'K', 'S', 'IH', 'NG', 'Z']",7,simple
4892,cappormi,"['K', 'AH0', 'P', 'AO1', 'R', 'M', 'IY0']","['K', 'AH', 'P', 'AO', 'R', 'M', 'IY']",7,simple
4893,crocoved,"['K', 'R', 'AH0', 'K', 'OW1', 'V', 'D']","['K', 'R', 'AH', 'K', 'OW', 'V', 'D']",7,simple
4903,actition,"['AE1', 'K', 'T', 'IH0', 'T', 'UW2', 'N']","['AE', 'K', 'T', 'IH', 'T', 'UW', 'N']",7,simple
4910,becesion,"['B', 'AH0', 'S', 'IY1', 'ZH', 'AH0', 'N']","['B', 'AH', 'S', 'IY', 'ZH', 'AH', 'N']",7,simple
4911,fachantr,"['F', 'EY1', 'SH', 'AA2', 'N', 'T', 'ER0']","['F', 'EY', 'SH', 'AA', 'N', 'T', 'ER']",7,simple
4917,scrivers,"['S', 'K', 'R', 'AY1', 'V', 'ER0', 'Z']","['S', 'K', 'R', 'AY', 'V', 'ER', 'Z']",7,simple
4918,ameryona,"['AE2', 'M', 'ER0', 'IY0', 'OW1', 'N', 'AH0']","['AE', 'M', 'ER', 'IY', 'OW', 'N', 'AH']",7,simple
4928,hightnua,"['HH', 'IH0', 'T', 'UW1', 'N', 'Y', 'AH0']","['HH', 'IH', 'T', 'UW', 'N', 'Y', 'AH']",7,simple
4931,fealitio,"['F', 'IY0', 'L', 'IY1', 'CH', 'IY0', 'OW0']","['F', 'IY', 'L', 'IY', 'CH', 'IY', 'OW']",7,simple
4932,mistect,"['M', 'IH0', 'S', 'T', 'EH1', 'K', 'T']","['M', 'IH', 'S', 'T', 'EH', 'K', 'T']",7,simple
4939,resposar,"['R', 'IY0', 'S', 'P', 'AA1', 'S', 'ER0']","['R', 'IY', 'S', 'P', 'AA', 'S', 'ER']",7,simple
4950,pargety,"['P', 'AA1', 'R', 'JH', 'AH0', 'T', 'IY0']","['P', 'AA', 'R', 'JH', 'AH', 'T', 'IY']",7,simple
4951,socumes,"['S', 'AA1', 'K', 'Y', 'UW2', 'M', 'Z']","['S', 'AA', 'K', 'Y', 'UW', 'M', 'Z']",7,simple
4953,ameryons,"['AE1', 'M', 'ER0', 'Y', 'AH0', 'N', 'Z']","['AE', 'M', 'ER', 'Y', 'AH', 'N', 'Z']",7,simple
4959,therinit,"['TH', 'EH1', 'R', 'IH0', 'N', 'IH0', 'T']","['TH', 'EH', 'R', 'IH', 'N', 'IH', 'T']",7,simple
4973,anotally,"['AH0', 'N', 'AO1', 'T', 'AH0', 'L', 'IY0']","['AH', 'N', 'AO', 'T', 'AH', 'L', 'IY']",7,simple
4974,durrotan,"['D', 'AO1', 'R', 'AH0', 'T', 'AH0', 'N']","['D', 'AO', 'R', 'AH', 'T', 'AH', 'N']",7,simple
4977,modgetio,"['M', 'OW0', 'JH', 'EH1', 'T', 'IY0', 'OW0']","['M', 'OW', 'JH', 'EH', 'T', 'IY', 'OW']",7,simple
4982,begimact,"['B', 'IH0', 'G', 'IH1', 'M', 'AE0', 'T']","['B', 'IH', 'G', 'IH', 'M', 'AE', 'T']",7,simple
4990,byzancer,"['B', 'IH1', 'Z', 'AH0', 'N', 'S', 'ER0']","['B', 'IH', 'Z', 'AH', 'N', 'S', 'ER']",7,simple
4992,ratends,"['R', 'EY1', 'T', 'AH0', 'N', 'D', 'Z']","['R', 'EY', 'T', 'AH', 'N', 'D', 'Z']",7,simple
5001,decortme,"['D', 'IH0', 'K', 'AO1', 'R', 'M', 'T']","['D', 'IH', 'K', 'AO', 'R', 'M', 'T']",7,simple
5005,givitude,"['G', 'IH1', 'V', 'AH0', 'T', 'UW2', 'D']","['G', 'IH', 'V', 'AH', 'T', 'UW', 'D']",7,simple
5011,millecte,"['M', 'IH0', 'L', 'EH1', 'K', 'T', 'AH0']","['M', 'IH', 'L', 'EH', 'K', 'T', 'AH']",7,simple
5013,delitick,"['D', 'EH1', 'L', 'AH0', 'T', 'IH2', 'K']","['D', 'EH', 'L', 'AH', 'T', 'IH', 'K']",7,simple
5018,breasand,"['B', 'R', 'EY1', 'S', 'AH0', 'N', 'D']","['B', 'R', 'EY', 'S', 'AH', 'N', 'D']",7,simple
5023,amerythi,"['AH0', 'M', 'EH1', 'R', 'IH0', 'CH', 'IY0']","['AH', 'M', 'EH', 'R', 'IH', 'CH', 'IY']",7,simple
5027,absociat,"['AE0', 'B', 'S', 'OW1', 'S', 'AH0', 'T']","['AE', 'B', 'S', 'OW', 'S', 'AH', 'T']",7,simple
5030,taspinch,"['T', 'AE1', 'S', 'P', 'IH0', 'N', 'CH']","['T', 'AE', 'S', 'P', 'IH', 'N', 'CH']",7,simple
5036,eldepite,"['EH1', 'L', 'D', 'AH0', 'P', 'AY2', 'T']","['EH', 'L', 'D', 'AH', 'P', 'AY', 'T']",7,simple
5048,telatme,"['T', 'EH1', 'L', 'T', 'M', 'EY2', 'T']","['T', 'EH', 'L', 'T', 'M', 'EY', 'T']",7,simple
5050,sessart,"['S', 'EH1', 'S', 'T', 'AA0', 'R', 'T']","['S', 'EH', 'S', 'T', 'AA', 'R', 'T']",7,simple
5051,sliggion,"['S', 'L', 'IH1', 'G', 'IY0', 'AH0', 'N']","['S', 'L', 'IH', 'G', 'IY', 'AH', 'N']",7,simple
5061,sinuiren,"['S', 'AY1', 'N', 'W', 'EH0', 'R', 'N']","['S', 'AY', 'N', 'W', 'EH', 'R', 'N']",7,simple
5063,callowis,"['K', 'AE1', 'L', 'OW0', 'W', 'IH2', 'Z']","['K', 'AE', 'L', 'OW', 'W', 'IH', 'Z']",7,simple
5064,fuccest,"['F', 'Y', 'UW1', 'S', 'T', 'EH0', 'K']","['F', 'Y', 'UW', 'S', 'T', 'EH', 'K']",7,simple
5065,trestry,"['T', 'R', 'EH1', 'S', 'T', 'R', 'IY0']","['T', 'R', 'EH', 'S', 'T', 'R', 'IY']",7,simple
5066,hartica,"['HH', 'AA1', 'R', 'T', 'IH0', 'K', 'AH0']","['HH', 'AA', 'R', 'T', 'IH', 'K', 'AH']",7,simple
5070,amendain,"['AE1', 'M', 'IH0', 'N', 'D', 'EY0', 'N']","['AE', 'M', 'IH', 'N', 'D', 'EY', 'N']",7,simple
5078,withorti,"['W', 'IH0', 'TH', 'AO1', 'R', 'T', 'IY0']","['W', 'IH', 'TH', 'AO', 'R', 'T', 'IY']",7,simple
5082,hantifie,"['HH', 'AE1', 'N', 'T', 'AH0', 'F', 'AY2']","['HH', 'AE', 'N', 'T', 'AH', 'F', 'AY']",7,simple
5083,dimplems,"['D', 'IH1', 'M', 'P', 'L', 'AH0', 'S']","['D', 'IH', 'M', 'P', 'L', 'AH', 'S']",7,simple
5087,wartlete,"['W', 'AO1', 'R', 'T', 'T', 'L', 'IY2']","['W', 'AO', 'R', 'T', 'T', 'L', 'IY']",7,simple
5095,yourcial,"['Y', 'UH1', 'R', 'S', 'IY0', 'AH0', 'L']","['Y', 'UH', 'R', 'S', 'IY', 'AH', 'L']",7,simple
5109,quandays,"['K', 'W', 'AA1', 'N', 'D', 'EY2', 'Z']","['K', 'W', 'AA', 'N', 'D', 'EY', 'Z']",7,simple
5111,creself,"['K', 'R', 'EH1', 'S', 'AH0', 'L', 'F']","['K', 'R', 'EH', 'S', 'AH', 'L', 'F']",7,simple
5123,posteren,"['P', 'AA1', 'S', 'T', 'ER0', 'AH0', 'N']","['P', 'AA', 'S', 'T', 'ER', 'AH', 'N']",7,simple
5126,widitive,"['W', 'IH1', 'D', 'AH0', 'T', 'IH0', 'V']","['W', 'IH', 'D', 'AH', 'T', 'IH', 'V']",7,simple
5135,orgarall,"['AO0', 'R', 'G', 'AA1', 'R', 'AH0', 'L']","['AO', 'R', 'G', 'AA', 'R', 'AH', 'L']",7,simple
5138,appedial,"['AH0', 'P', 'IY1', 'D', 'IY0', 'AH0', 'L']","['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']",7,simple
5140,slinchin,"['S', 'L', 'IH1', 'N', 'K', 'IH0', 'N']","['S', 'L', 'IH', 'N', 'K', 'IH', 'N']",7,simple
5161,novealic,"['N', 'OW0', 'V', 'AE1', 'L', 'IH0', 'K']","['N', 'OW', 'V', 'AE', 'L', 'IH', 'K']",7,simple
5162,stormor,"['S', 'T', 'AO1', 'R', 'M', 'AO2', 'R']","['S', 'T', 'AO', 'R', 'M', 'AO', 'R']",7,simple
5173,commalig,"['K', 'AA1', 'M', 'AH0', 'L', 'IH0', 'JH']","['K', 'AA', 'M', 'AH', 'L', 'IH', 'JH']",7,simple
5181,perivatu,"['P', 'ER0', 'IH1', 'V', 'AH0', 'T', 'AH0']","['P', 'ER', 'IH', 'V', 'AH', 'T', 'AH']",7,simple
5182,billecti,"['B', 'IH0', 'L', 'EH1', 'K', 'T', 'IY0']","['B', 'IH', 'L', 'EH', 'K', 'T', 'IY']",7,simple
5185,studesed,"['S', 'T', 'UW1', 'D', 'Z', 'AH0', 'D']","['S', 'T', 'UW', 'D', 'Z', 'AH', 'D']",7,simple
5193,chocenta,"['CH', 'OW0', 'S', 'EH1', 'N', 'T', 'AH0']","['CH', 'OW', 'S', 'EH', 'N', 'T', 'AH']",7,simple
5196,oritchin,"['AO1', 'R', 'IH0', 'K', 'IH2', 'N', 'TH']","['AO', 'R', 'IH', 'K', 'IH', 'N', 'TH']",7,simple
5206,comethed,"['K', 'AH1', 'M', 'HH', 'EH2', 'T', 'F']","['K', 'AH', 'M', 'HH', 'EH', 'T', 'F']",7,simple
5208,cassided,"['K', 'AE1', 'S', 'IH0', 'D', 'IH0', 'D']","['K', 'AE', 'S', 'IH', 'D', 'IH', 'D']",7,simple
5209,cirposal,"['S', 'ER0', 'P', 'OW1', 'S', 'AH0', 'L']","['S', 'ER', 'P', 'OW', 'S', 'AH', 'L']",7,simple
5210,comebran,"['K', 'AH1', 'M', 'B', 'R', 'AH0', 'N']","['K', 'AH', 'M', 'B', 'R', 'AH', 'N']",7,simple
5211,enditare,"['EH1', 'N', 'D', 'AH0', 'T', 'EH2', 'R']","['EH', 'N', 'D', 'AH', 'T', 'EH', 'R']",7,simple
5212,recauses,"['R', 'IH0', 'K', 'AO1', 'Z', 'IH0', 'Z']","['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']",7,simple
5217,ranalry,"['R', 'AE1', 'N', 'AH0', 'L', 'R', 'IY0']","['R', 'AE', 'N', 'AH', 'L', 'R', 'IY']",7,simple
5226,jagetain,"['JH', 'AE1', 'JH', 'AH0', 'T', 'AH0', 'N']","['JH', 'AE', 'JH', 'AH', 'T', 'AH', 'N']",7,simple
5227,bittomit,"['B', 'IH1', 'T', 'AH0', 'M', 'AH0', 'T']","['B', 'IH', 'T', 'AH', 'M', 'AH', 'T']",7,simple
5228,fruselve,"['F', 'R', 'UW1', 'S', 'EH1', 'L', 'V']","['F', 'R', 'UW', 'S', 'EH', 'L', 'V']",7,simple
5236,pancessi,"['P', 'AA0', 'N', 'CH', 'EH1', 'S', 'IY0']","['P', 'AA', 'N', 'CH', 'EH', 'S', 'IY']",7,simple
5237,univan,"['Y', 'UW1', 'N', 'IH0', 'V', 'AE2', 'N']","['Y', 'UW', 'N', 'IH', 'V', 'AE', 'N']",7,simple
5240,comentor,"['K', 'AH0', 'M', 'EH1', 'N', 'T', 'ER0']","['K', 'AH', 'M', 'EH', 'N', 'T', 'ER']",7,simple
5272,discred,"['D', 'IH1', 'S', 'K', 'R', 'IH0', 'D']","['D', 'IH', 'S', 'K', 'R', 'IH', 'D']",7,simple
5273,ghetissis,"['G', 'AH0', 'T', 'IH1', 'S', 'AH0', 'S']","['G', 'AH', 'T', 'IH', 'S', 'AH', 'S']",7,simple
5276,matione,"['M', 'AA0', 'T', 'IY0', 'OW1', 'N', 'IY0']","['M', 'AA', 'T', 'IY', 'OW', 'N', 'IY']",7,simple
5280,adveratio,"['AE2', 'D', 'V', 'R', 'EY1', 'T', 'IY0']","['AE', 'D', 'V', 'R', 'EY', 'T', 'IY']",7,simple
5281,denossas,"['D', 'IH0', 'N', 'OW1', 'S', 'AH0', 'S']","['D', 'IH', 'N', 'OW', 'S', 'AH', 'S']",7,simple
5298,pictort,"['P', 'IH1', 'K', 'T', 'AO2', 'R', 'T']","['P', 'IH', 'K', 'T', 'AO', 'R', 'T']",7,simple
5303,someters,"['S', 'AH1', 'M', 'AH0', 'T', 'ER0', 'Z']","['S', 'AH', 'M', 'AH', 'T', 'ER', 'Z']",7,simple
5305,statense,"['S', 'T', 'EY1', 'T', 'AH0', 'N', 'S']","['S', 'T', 'EY', 'T', 'AH', 'N', 'S']",7,simple
5306,sighlielt,"['S', 'IH1', 'G', 'L', 'IY0', 'AH0', 'T']","['S', 'IH', 'G', 'L', 'IY', 'AH', 'T']",7,simple
5320,quildin,"['K', 'W', 'IH1', 'L', 'D', 'IH0', 'N']","['K', 'W', 'IH', 'L', 'D', 'IH', 'N']",7,simple
5326,elexan,"['EH1', 'L', 'AH0', 'S', 'K', 'AE2', 'N']","['EH', 'L', 'AH', 'S', 'K', 'AE', 'N']",7,simple
5343,havolver,"['HH', 'AE1', 'V', 'AH0', 'L', 'V', 'ER0']","['HH', 'AE', 'V', 'AH', 'L', 'V', 'ER']",7,simple
5351,typortude,"['T', 'AY1', 'P', 'ER0', 'T', 'UW2', 'D']","['T', 'AY', 'P', 'ER', 'T', 'UW', 'D']",7,simple
5356,deforing,"['D', 'IH0', 'F', 'AO1', 'R', 'IH0', 'NG']","['D', 'IH', 'F', 'AO', 'R', 'IH', 'NG']",7,simple
5359,opectry,"['OW1', 'P', 'AH0', 'K', 'T', 'R', 'IY0']","['OW', 'P', 'AH', 'K', 'T', 'R', 'IY']",7,simple
5370,poplage,"['P', 'AA1', 'P', 'AH0', 'L', 'IH0', 'JH']","['P', 'AA', 'P', 'AH', 'L', 'IH', 'JH']",7,simple
5381,govests,"['G', 'OW1', 'V', 'IH0', 'S', 'T', 'S']","['G', 'OW', 'V', 'IH', 'S', 'T', 'S']",7,simple
5393,placklenc,"['P', 'AE1', 'L', 'K', 'AH0', 'NG', 'K']","['P', 'AE', 'L', 'K', 'AH', 'NG', 'K']",7,simple
