,Word,Phonemes,No Stress,Length,Morphology
3436,arogres,"['ER0', 'AO1', 'G', 'R', 'AH0', 'Z']","['ER', 'AO', 'G', 'R', 'AH', 'Z']",6,simple
3443,effensi,"['EH0', 'F', 'EH1', 'N', 'S', 'IY0']","['EH', 'F', 'EH', 'N', 'S', 'IY']",6,simple
3448,patinse,"['P', 'AH0', 'T', 'IH1', 'N', 'S']","['P', 'AH', 'T', 'IH', 'N', 'S']",6,simple
3451,deagnos,"['D', 'IY1', 'G', 'N', 'OW0', 'S']","['D', 'IY', 'G', 'N', 'OW', 'S']",6,simple
3454,stonote,"['S', 'T', 'OW1', 'N', 'T', 'OW2']","['S', 'T', 'OW', 'N', 'T', 'OW']",6,simple
3460,docups,"['D', 'AA1', 'K', 'AH0', 'P', 'S']","['D', 'AA', 'K', 'AH', 'P', 'S']",6,simple
3468,tealarc,"['T', 'IY1', 'L', 'AA2', 'K', 'S']","['T', 'IY', 'L', 'AA', 'K', 'S']",6,simple
3469,beceped,"['B', 'IH0', 'S', 'IY1', 'P', 'T']","['B', 'IH', 'S', 'IY', 'P', 'T']",6,simple
3475,wonfile,"['W', 'AH1', 'N', 'F', 'AY2', 'L']","['W', 'AH', 'N', 'F', 'AY', 'L']",6,simple
3476,lisady,"['L', 'IH1', 'S', 'AH0', 'D', 'IY0']","['L', 'IH', 'S', 'AH', 'D', 'IY']",6,simple
3479,frestai,"['F', 'R', 'EH1', 'S', 'T', 'EY2']","['F', 'R', 'EH', 'S', 'T', 'EY']",6,simple
3482,meseles,"['M', 'EH1', 'S', 'L', 'IY0', 'Z']","['M', 'EH', 'S', 'L', 'IY', 'Z']",6,simple
3483,fasmise,"['F', 'AE1', 'S', 'M', 'AY0', 'Z']","['F', 'AE', 'S', 'M', 'AY', 'Z']",6,simple
3486,accomiz,"['AH0', 'K', 'OW1', 'M', 'IH0', 'S']","['AH', 'K', 'OW', 'M', 'IH', 'S']",6,simple
3489,anyongt,"['EH1', 'N', 'Y', 'AH0', 'NG', 'T']","['EH', 'N', 'Y', 'AH', 'NG', 'T']",6,simple
3513,againen,"['AH0', 'G', 'EY1', 'N', 'AH0', 'N']","['AH', 'G', 'EY', 'N', 'AH', 'N']",6,simple
3516,abancy,"['AH0', 'B', 'AE1', 'N', 'S', 'IY0']","['AH', 'B', 'AE', 'N', 'S', 'IY']",6,simple
3521,fresid,"['F', 'R', 'EH1', 'S', 'IH0', 'D']","['F', 'R', 'EH', 'S', 'IH', 'D']",6,simple
3522,atmots,"['AE1', 'T', 'M', 'AA2', 'T', 'S']","['AE', 'T', 'M', 'AA', 'T', 'S']",6,simple
3530,ottated,"['AA1', 'T', 'AH0', 'T', 'IH0', 'D']","['AA', 'T', 'AH', 'T', 'IH', 'D']",6,simple
3535,coucati,"['K', 'UW0', 'K', 'AA1', 'T', 'IY0']","['K', 'UW', 'K', 'AA', 'T', 'IY']",6,simple
3544,sentain,"['S', 'EH0', 'N', 'T', 'EY1', 'N']","['S', 'EH', 'N', 'T', 'EY', 'N']",6,simple
3546,sephami,"['S', 'EH0', 'F', 'AA1', 'M', 'IY0']","['S', 'EH', 'F', 'AA', 'M', 'IY']",6,simple
3547,adherof,"['AE1', 'D', 'ER0', 'HH', 'AO2', 'F']","['AE', 'D', 'ER', 'HH', 'AO', 'F']",6,simple
3552,couself,"['K', 'AW1', 'S', 'AH0', 'L', 'F']","['K', 'AW', 'S', 'AH', 'L', 'F']",6,simple
3553,delbol,"['D', 'EH1', 'L', 'B', 'AO2', 'L']","['D', 'EH', 'L', 'B', 'AO', 'L']",6,simple
3558,resiber,"['R', 'EH1', 'Z', 'AH0', 'B', 'ER0']","['R', 'EH', 'Z', 'AH', 'B', 'ER']",6,simple
3559,releboo,"['R', 'EH1', 'L', 'IH0', 'B', 'AW0']","['R', 'EH', 'L', 'IH', 'B', 'AW']",6,simple
3565,durrina,"['D', 'AO1', 'R', 'IH0', 'N', 'AH0']","['D', 'AO', 'R', 'IH', 'N', 'AH']",6,simple
3571,strembe,"['S', 'T', 'R', 'EH1', 'M', 'B']","['S', 'T', 'R', 'EH', 'M', 'B']",6,simple
3576,absolve,"['AH0', 'B', 'Z', 'AA1', 'L', 'V']","['AH', 'B', 'Z', 'AA', 'L', 'V']",6,simple
3582,audices,"['AO1', 'D', 'IH0', 'S', 'AH0', 'Z']","['AO', 'D', 'IH', 'S', 'AH', 'Z']",6,simple
3583,patiety,"['P', 'AE1', 'SH', 'AH0', 'T', 'IY0']","['P', 'AE', 'SH', 'AH', 'T', 'IY']",6,simple
3584,jervici,"['JH', 'ER0', 'V', 'IY1', 'S', 'IY0']","['JH', 'ER', 'V', 'IY', 'S', 'IY']",6,simple
3591,dissiam,"['D', 'IH1', 'S', 'IY0', 'AH0', 'M']","['D', 'IH', 'S', 'IY', 'AH', 'M']",6,simple
3593,aniquay,"['AE1', 'N', 'IH0', 'K', 'W', 'EY2']","['AE', 'N', 'IH', 'K', 'W', 'EY']",6,simple
3594,chandev,"['CH', 'AE1', 'N', 'D', 'AH0', 'V']","['CH', 'AE', 'N', 'D', 'AH', 'V']",6,simple
3596,somewic,"['S', 'AH1', 'M', 'W', 'IH2', 'K']","['S', 'AH', 'M', 'W', 'IH', 'K']",6,simple
3597,camitor,"['K', 'AE1', 'M', 'IH0', 'T', 'ER0']","['K', 'AE', 'M', 'IH', 'T', 'ER']",6,simple
3598,zomily,"['Z', 'AA1', 'M', 'AH0', 'L', 'IY0']","['Z', 'AA', 'M', 'AH', 'L', 'IY']",6,simple
3600,proween,"['P', 'R', 'OW0', 'IY1', 'V', 'N']","['P', 'R', 'OW', 'IY', 'V', 'N']",6,simple
3603,patioug,"['P', 'AE1', 'T', 'IY0', 'AO0', 'JH']","['P', 'AE', 'T', 'IY', 'AO', 'JH']",6,simple
3606,amoteat,"['AH0', 'M', 'OW1', 'T', 'IY0', 'AH0']","['AH', 'M', 'OW', 'T', 'IY', 'AH']",6,simple
3609,pressio,"['P', 'R', 'EH1', 'SH', 'IY0', 'OW0']","['P', 'R', 'EH', 'SH', 'IY', 'OW']",6,simple
3623,permals,"['P', 'ER1', 'M', 'AH0', 'L', 'Z']","['P', 'ER', 'M', 'AH', 'L', 'Z']",6,simple
3639,scienso,"['S', 'IY0', 'EH1', 'N', 'S', 'OW0']","['S', 'IY', 'EH', 'N', 'S', 'OW']",6,simple
3652,cembern,"['S', 'EH1', 'M', 'B', 'ER0', 'N']","['S', 'EH', 'M', 'B', 'ER', 'N']",6,simple
3653,cocily,"['K', 'OW1', 'S', 'AH0', 'L', 'IY0']","['K', 'OW', 'S', 'AH', 'L', 'IY']",6,simple
3655,acquesd,"['EY1', 'K', 'W', 'EH2', 'S', 'T']","['EY', 'K', 'W', 'EH', 'S', 'T']",6,simple
3658,miseady,"['M', 'IH0', 'S', 'IY1', 'D', 'IY0']","['M', 'IH', 'S', 'IY', 'D', 'IY']",6,simple
3662,wederol,"['W', 'EH1', 'D', 'ER0', 'AO2', 'L']","['W', 'EH', 'D', 'ER', 'AO', 'L']",6,simple
3663,consing,"['K', 'AA1', 'N', 'S', 'IH0', 'NG']","['K', 'AA', 'N', 'S', 'IH', 'NG']",6,simple
3667,slonsli,"['S', 'L', 'AA1', 'N', 'L', 'IY0']","['S', 'L', 'AA', 'N', 'L', 'IY']",6,simple
3691,broween,"['B', 'R', 'OW1', 'W', 'EH0', 'N']","['B', 'R', 'OW', 'W', 'EH', 'N']",6,simple
3699,alreemi,"['AA0', 'L', 'R', 'EH1', 'M', 'IY0']","['AA', 'L', 'R', 'EH', 'M', 'IY']",6,simple
3700,higuld,"['HH', 'AY1', 'G', 'AH0', 'L', 'D']","['HH', 'AY', 'G', 'AH', 'L', 'D']",6,simple
3702,wantroy,"['W', 'AA1', 'N', 'T', 'R', 'OY2']","['W', 'AA', 'N', 'T', 'R', 'OY']",6,simple
3704,plepit,"['P', 'L', 'EH1', 'P', 'IH0', 'T']","['P', 'L', 'EH', 'P', 'IH', 'T']",6,simple
3710,indifor,"['IH1', 'N', 'D', 'IH0', 'F', 'ER0']","['IH', 'N', 'D', 'IH', 'F', 'ER']",6,simple
3712,syntain,"['S', 'IH0', 'N', 'T', 'EY1', 'N']","['S', 'IH', 'N', 'T', 'EY', 'N']",6,simple
3714,cootany,"['K', 'UW1', 'T', 'AA2', 'N', 'IY0']","['K', 'UW', 'T', 'AA', 'N', 'IY']",6,simple
3723,pedust,"['P', 'EH1', 'D', 'AH0', 'S', 'T']","['P', 'EH', 'D', 'AH', 'S', 'T']",6,simple
3724,moncat,"['M', 'AA1', 'N', 'K', 'AE0', 'T']","['M', 'AA', 'N', 'K', 'AE', 'T']",6,simple
3729,vilieve,"['V', 'IY0', 'L', 'IY1', 'V', 'IY0']","['V', 'IY', 'L', 'IY', 'V', 'IY']",6,simple
3731,nummana,"['N', 'UW0', 'M', 'AA1', 'N', 'AH0']","['N', 'UW', 'M', 'AA', 'N', 'AH']",6,simple
3734,gettlat,"['G', 'EH1', 'T', 'T', 'AH0', 'L']","['G', 'EH', 'T', 'T', 'AH', 'L']",6,simple
3741,smothdo,"['S', 'M', 'AA1', 'TH', 'D', 'OW0']","['S', 'M', 'AA', 'TH', 'D', 'OW']",6,simple
3746,becorti,"['B', 'EH0', 'K', 'AO1', 'R', 'IY0']","['B', 'EH', 'K', 'AO', 'R', 'IY']",6,simple
3753,equissi,"['IH0', 'K', 'W', 'IY1', 'S', 'IY0']","['IH', 'K', 'W', 'IY', 'S', 'IY']",6,simple
3755,gravide,"['G', 'R', 'AE1', 'V', 'IH0', 'D']","['G', 'R', 'AE', 'V', 'IH', 'D']",6,simple
3756,conthed,"['K', 'AA1', 'N', 'TH', 'AH0', 'D']","['K', 'AA', 'N', 'TH', 'AH', 'D']",6,simple
3771,breckin,"['B', 'R', 'EH1', 'K', 'IH0', 'N']","['B', 'R', 'EH', 'K', 'IH', 'N']",6,simple
3776,mothina,"['M', 'OW0', 'TH', 'IY1', 'N', 'AH0']","['M', 'OW', 'TH', 'IY', 'N', 'AH']",6,simple
3778,hollity,"['HH', 'AA1', 'L', 'IY0', 'T', 'IY0']","['HH', 'AA', 'L', 'IY', 'T', 'IY']",6,simple
3781,surtgal,"['S', 'ER1', 'T', 'G', 'AH0', 'L']","['S', 'ER', 'T', 'G', 'AH', 'L']",6,simple
3796,montile,"['M', 'AA0', 'N', 'T', 'IH1', 'L']","['M', 'AA', 'N', 'T', 'IH', 'L']",6,simple
3799,appordi,"['AH0', 'P', 'AO1', 'R', 'D', 'IY0']","['AH', 'P', 'AO', 'R', 'D', 'IY']",6,simple
3800,becommo,"['B', 'IH0', 'K', 'OW1', 'M', 'OW0']","['B', 'IH', 'K', 'OW', 'M', 'OW']",6,simple
3803,embuque,"['IH0', 'M', 'B', 'K', 'Y', 'UW1']","['IH', 'M', 'B', 'K', 'Y', 'UW']",6,simple
3808,preaket,"['P', 'R', 'IY1', 'K', 'AH0', 'T']","['P', 'R', 'IY', 'K', 'AH', 'T']",6,simple
3818,wookent,"['W', 'UH1', 'K', 'AH0', 'N', 'T']","['W', 'UH', 'K', 'AH', 'N', 'T']",6,simple
3820,materip,"['M', 'EY1', 'T', 'ER0', 'IH2', 'P']","['M', 'EY', 'T', 'ER', 'IH', 'P']",6,simple
3822,dynance,"['D', 'AY1', 'N', 'AH0', 'N', 'S']","['D', 'AY', 'N', 'AH', 'N', 'S']",6,simple
3833,regurie,"['R', 'EH1', 'G', 'Y', 'ER0', 'IY0']","['R', 'EH', 'G', 'Y', 'ER', 'IY']",6,simple
3836,deserma,"['D', 'IH0', 'Z', 'ER1', 'M', 'AH0']","['D', 'IH', 'Z', 'ER', 'M', 'AH']",6,simple
3837,minnect,"['M', 'IH1', 'N', 'IH0', 'K', 'T']","['M', 'IH', 'N', 'IH', 'K', 'T']",6,simple
3846,elseado,"['EH0', 'L', 'S', 'IY0', 'D', 'OW1']","['EH', 'L', 'S', 'IY', 'D', 'OW']",6,simple
3847,beawant,"['B', 'Y', 'UW1', 'AH0', 'N', 'T']","['B', 'Y', 'UW', 'AH', 'N', 'T']",6,simple
3861,lissida,"['L', 'IH0', 'S', 'IY1', 'D', 'AH0']","['L', 'IH', 'S', 'IY', 'D', 'AH']",6,simple
3866,posides,"['P', 'AH0', 'Z', 'AY1', 'D', 'Z']","['P', 'AH', 'Z', 'AY', 'D', 'Z']",6,simple
3869,callrol,"['K', 'AE1', 'L', 'R', 'AO0', 'L']","['K', 'AE', 'L', 'R', 'AO', 'L']",6,simple
3870,ignoyin,"['IH0', 'G', 'N', 'OY1', 'AH0', 'N']","['IH', 'G', 'N', 'OY', 'AH', 'N']",6,simple
3873,itabbil,"['IH0', 'T', 'AE1', 'B', 'AH0', 'L']","['IH', 'T', 'AE', 'B', 'AH', 'L']",6,simple
3878,leveran,"['L', 'EH1', 'V', 'ER0', 'AH0', 'N']","['L', 'EH', 'V', 'ER', 'AH', 'N']",6,simple
3884,cuilies,"['K', 'Y', 'UW1', 'L', 'IY0', 'Z']","['K', 'Y', 'UW', 'L', 'IY', 'Z']",6,simple
3888,freedin,"['F', 'R', 'IY1', 'D', 'IH0', 'N']","['F', 'R', 'IY', 'D', 'IH', 'N']",6,simple
3891,rettemy,"['R', 'EH1', 'T', 'IY0', 'M', 'IY0']","['R', 'EH', 'T', 'IY', 'M', 'IY']",6,simple
3895,irazon,"['IH0', 'R', 'AA1', 'Z', 'AH0', 'N']","['IH', 'R', 'AA', 'Z', 'AH', 'N']",6,simple
3903,wastaur,"['W', 'AO1', 'S', 'T', 'AW0', 'R']","['W', 'AO', 'S', 'T', 'AW', 'R']",6,simple
3916,enotero,"['EH0', 'N', 'OW1', 'T', 'R', 'OW0']","['EH', 'N', 'OW', 'T', 'R', 'OW']",6,simple
3917,becembe,"['B', 'IH0', 'S', 'EH1', 'M', 'B']","['B', 'IH', 'S', 'EH', 'M', 'B']",6,simple
3919,eascipl,"['IY1', 'S', 'AH0', 'P', 'AH0', 'L']","['IY', 'S', 'AH', 'P', 'AH', 'L']",6,simple
3920,wittica,"['W', 'IH1', 'T', 'IH0', 'K', 'AH0']","['W', 'IH', 'T', 'IH', 'K', 'AH']",6,simple
3921,remethy,"['R', 'EH1', 'M', 'IH0', 'TH', 'IY0']","['R', 'EH', 'M', 'IH', 'TH', 'IY']",6,simple
3923,dechnio,"['D', 'EH1', 'K', 'N', 'IY0', 'OW0']","['D', 'EH', 'K', 'N', 'IY', 'OW']",6,simple
3924,bathiga,"['B', 'AE0', 'TH', 'IY1', 'G', 'AH0']","['B', 'AE', 'TH', 'IY', 'G', 'AH']",6,simple
3930,refrach,"['R', 'EH1', 'F', 'R', 'AE0', 'K']","['R', 'EH', 'F', 'R', 'AE', 'K']",6,simple
3933,maildin,"['M', 'EY1', 'L', 'D', 'IH0', 'N']","['M', 'EY', 'L', 'D', 'IH', 'N']",6,simple
3940,pradied,"['P', 'R', 'EY1', 'D', 'IY0', 'D']","['P', 'R', 'EY', 'D', 'IY', 'D']",6,simple
3948,evidays,"['EH1', 'V', 'AH0', 'D', 'EY2', 'Z']","['EH', 'V', 'AH', 'D', 'EY', 'Z']",6,simple
3949,cabylly,"['K', 'AE1', 'B', 'AH0', 'L', 'IY0']","['K', 'AE', 'B', 'AH', 'L', 'IY']",6,simple
3951,syselop,"['S', 'AY1', 'S', 'L', 'AA2', 'P']","['S', 'AY', 'S', 'L', 'AA', 'P']",6,simple
3961,upcolve,"['AH0', 'P', 'K', 'AH1', 'L', 'V']","['AH', 'P', 'K', 'AH', 'L', 'V']",6,simple
3966,michana,"['M', 'IH0', 'K', 'AA1', 'N', 'AH0']","['M', 'IH', 'K', 'AA', 'N', 'AH']",6,simple
3969,ninica,"['N', 'IH1', 'N', 'IH0', 'K', 'AH0']","['N', 'IH', 'N', 'IH', 'K', 'AH']",6,simple
3986,pervati,"['P', 'ER0', 'V', 'AA1', 'T', 'IY0']","['P', 'ER', 'V', 'AA', 'T', 'IY']",6,simple
3991,octuils,"['AA1', 'K', 'T', 'UW2', 'L', 'Z']","['AA', 'K', 'T', 'UW', 'L', 'Z']",6,simple
3992,olyiner,"['OW0', 'L', 'IY0', 'IH1', 'N', 'ER0']","['OW', 'L', 'IY', 'IH', 'N', 'ER']",6,simple
3997,cresion,"['K', 'R', 'EH1', 'ZH', 'IH0', 'N']","['K', 'R', 'EH', 'ZH', 'IH', 'N']",6,simple
4002,nortgur,"['N', 'AO1', 'R', 'T', 'G', 'ER0']","['N', 'AO', 'R', 'T', 'G', 'ER']",6,simple
4004,peoplat,"['P', 'EH1', 'P', 'AH0', 'L', 'T']","['P', 'EH', 'P', 'AH', 'L', 'T']",6,simple
4007,advels,"['AE1', 'D', 'V', 'AH0', 'L', 'Z']","['AE', 'D', 'V', 'AH', 'L', 'Z']",6,simple
4014,periker,"['P', 'EH1', 'R', 'IH0', 'K', 'ER0']","['P', 'EH', 'R', 'IH', 'K', 'ER']",6,simple
4031,idents,"['AY1', 'D', 'AH0', 'N', 'T', 'S']","['AY', 'D', 'AH', 'N', 'T', 'S']",6,simple
4034,plemsy,"['P', 'L', 'EH1', 'M', 'S', 'IY0']","['P', 'L', 'EH', 'M', 'S', 'IY']",6,simple
4035,movervi,"['M', 'UW1', 'V', 'ER0', 'V', 'AY2']","['M', 'UW', 'V', 'ER', 'V', 'AY']",6,simple
4041,proadia,"['P', 'R', 'OW1', 'D', 'IY0', 'AH0']","['P', 'R', 'OW', 'D', 'IY', 'AH']",6,simple
4042,defeami,"['D', 'IH0', 'F', 'IY1', 'M', 'IY0']","['D', 'IH', 'F', 'IY', 'M', 'IY']",6,simple
4045,getwed,"['G', 'EH1', 'T', 'W', 'IH0', 'D']","['G', 'EH', 'T', 'W', 'IH', 'D']",6,simple
4047,nettect,"['N', 'EH1', 'T', 'IH0', 'K', 'T']","['N', 'EH', 'T', 'IH', 'K', 'T']",6,simple
4061,drandar,"['D', 'R', 'AE1', 'N', 'D', 'ER0']","['D', 'R', 'AE', 'N', 'D', 'ER']",6,simple
4080,reagrat,"['R', 'IY1', 'G', 'R', 'AH0', 'T']","['R', 'IY', 'G', 'R', 'AH', 'T']",6,simple
4082,pubsing,"['P', 'AH1', 'B', 'S', 'IH0', 'NG']","['P', 'AH', 'B', 'S', 'IH', 'NG']",6,simple
4086,sumpard,"['S', 'AH1', 'M', 'P', 'ER0', 'D']","['S', 'AH', 'M', 'P', 'ER', 'D']",6,simple
4090,advings,"['AE1', 'D', 'V', 'IH0', 'NG', 'Z']","['AE', 'D', 'V', 'IH', 'NG', 'Z']",6,simple
4104,hollial,"['HH', 'AA1', 'L', 'Y', 'AH0', 'L']","['HH', 'AA', 'L', 'Y', 'AH', 'L']",6,simple
4108,monsice,"['M', 'AA1', 'N', 'S', 'AY2', 'S']","['M', 'AA', 'N', 'S', 'AY', 'S']",6,simple
4117,supeful,"['S', 'UW1', 'P', 'F', 'AH0', 'L']","['S', 'UW', 'P', 'F', 'AH', 'L']",6,simple
4127,shomati,"['SH', 'OW0', 'M', 'AA1', 'T', 'IY0']","['SH', 'OW', 'M', 'AA', 'T', 'IY']",6,simple
4132,regance,"['R', 'IY0', 'G', 'AE1', 'N', 'S']","['R', 'IY', 'G', 'AE', 'N', 'S']",6,simple
4133,issocan,"['IH1', 'S', 'AH0', 'K', 'AH0', 'N']","['IH', 'S', 'AH', 'K', 'AH', 'N']",6,simple
4134,engiste,"['EH1', 'N', 'JH', 'AH0', 'S', 'T']","['EH', 'N', 'JH', 'AH', 'S', 'T']",6,simple
4136,patual,"['P', 'AE1', 'CH', 'UW0', 'AH0', 'L']","['P', 'AE', 'CH', 'UW', 'AH', 'L']",6,simple
4138,outurna,"['AW0', 'T', 'AH1', 'N', 'R', 'AH0']","['AW', 'T', 'AH', 'N', 'R', 'AH']",6,simple
4140,huscage,"['HH', 'AH1', 'S', 'K', 'IH0', 'JH']","['HH', 'AH', 'S', 'K', 'IH', 'JH']",6,simple
4142,alwarke,"['AE1', 'L', 'W', 'AO0', 'R', 'K']","['AE', 'L', 'W', 'AO', 'R', 'K']",6,simple
4146,baballi,"['B', 'AH0', 'B', 'AA1', 'L', 'IY0']","['B', 'AH', 'B', 'AA', 'L', 'IY']",6,simple
4151,secaly,"['S', 'IY1', 'K', 'AH0', 'L', 'IY0']","['S', 'IY', 'K', 'AH', 'L', 'IY']",6,simple
4154,discist,"['D', 'IH1', 'S', 'IH0', 'S', 'T']","['D', 'IH', 'S', 'IH', 'S', 'T']",6,simple
4159,aboarka,"['AH0', 'B', 'AO1', 'R', 'K', 'AH0']","['AH', 'B', 'AO', 'R', 'K', 'AH']",6,simple
4163,ibrount,"['AY1', 'B', 'R', 'AW2', 'N', 'T']","['AY', 'B', 'R', 'AW', 'N', 'T']",6,simple
4165,gengive,"['G', 'EH1', 'N', 'JH', 'IH0', 'V']","['G', 'EH', 'N', 'JH', 'IH', 'V']",6,simple
4166,agonot,"['AE1', 'G', 'AH0', 'N', 'AO2', 'T']","['AE', 'G', 'AH', 'N', 'AO', 'T']",6,simple
4169,mullifi,"['M', 'AH0', 'L', 'IH1', 'F', 'IY0']","['M', 'AH', 'L', 'IH', 'F', 'IY']",6,simple
4172,molliti,"['M', 'OW0', 'L', 'IY1', 'T', 'IY0']","['M', 'OW', 'L', 'IY', 'T', 'IY']",6,simple
4178,vervial,"['V', 'ER1', 'V', 'IY0', 'AH0', 'L']","['V', 'ER', 'V', 'IY', 'AH', 'L']",6,simple
4179,fisaped,"['F', 'IH0', 'S', 'AA1', 'P', 'T']","['F', 'IH', 'S', 'AA', 'P', 'T']",6,simple
4183,childin,"['CH', 'AY1', 'L', 'D', 'AH0', 'N']","['CH', 'AY', 'L', 'D', 'AH', 'N']",6,simple
4184,crouggl,"['K', 'R', 'AW1', 'G', 'AH0', 'L']","['K', 'R', 'AW', 'G', 'AH', 'L']",6,simple
4186,livertm,"['L', 'IH1', 'V', 'ER0', 'T', 'M']","['L', 'IH', 'V', 'ER', 'T', 'M']",6,simple
4187,aircure,"['EH1', 'R', 'K', 'Y', 'UW2', 'R']","['EH', 'R', 'K', 'Y', 'UW', 'R']",6,simple
4200,murpone,"['M', 'ER0', 'P', 'OW1', 'N', 'IY0']","['M', 'ER', 'P', 'OW', 'N', 'IY']",6,simple
4206,implain,"['IH0', 'M', 'P', 'L', 'EY1', 'N']","['IH', 'M', 'P', 'L', 'EY', 'N']",6,simple
4208,clepire,"['K', 'L', 'EH1', 'P', 'AY0', 'ER0']","['K', 'L', 'EH', 'P', 'AY', 'ER']",6,simple
4211,withops,"['W', 'IH1', 'TH', 'AH0', 'P', 'S']","['W', 'IH', 'TH', 'AH', 'P', 'S']",6,simple
4217,congle,"['K', 'AO1', 'NG', 'G', 'AH0', 'L']","['K', 'AO', 'NG', 'G', 'AH', 'L']",6,simple
4221,vehicia,"['V', 'AH0', 'HH', 'IY1', 'SH', 'AH0']","['V', 'AH', 'HH', 'IY', 'SH', 'AH']",6,simple
4230,nownsin,"['N', 'AW1', 'N', 'S', 'IH0', 'N']","['N', 'AW', 'N', 'S', 'IH', 'N']",6,simple
4234,assasio,"['AH0', 'S', 'EY1', 'S', 'IY0', 'OW0']","['AH', 'S', 'EY', 'S', 'IY', 'OW']",6,simple
4236,rignet,"['R', 'IH1', 'G', 'N', 'EH2', 'T']","['R', 'IH', 'G', 'N', 'EH', 'T']",6,simple
4237,meavind,"['M', 'IY1', 'V', 'IH0', 'N', 'D']","['M', 'IY', 'V', 'IH', 'N', 'D']",6,simple
4240,rechnol,"['R', 'EH1', 'K', 'N', 'AO0', 'L']","['R', 'EH', 'K', 'N', 'AO', 'L']",6,simple
4244,alwaral,"['AE1', 'L', 'W', 'ER0', 'AH0', 'L']","['AE', 'L', 'W', 'ER', 'AH', 'L']",6,simple
4245,behicie,"['B', 'IH0', 'HH', 'IY1', 'CH', 'IY0']","['B', 'IH', 'HH', 'IY', 'CH', 'IY']",6,simple
4247,critted,"['K', 'R', 'IH1', 'T', 'AH0', 'D']","['K', 'R', 'IH', 'T', 'AH', 'D']",6,simple
4251,bataider,"['B', 'AE1', 'T', 'AH0', 'D', 'ER0']","['B', 'AE', 'T', 'AH', 'D', 'ER']",6,simple
4254,miseady,"['M', 'IH0', 'S', 'IY1', 'D', 'IY0']","['M', 'IH', 'S', 'IY', 'D', 'IY']",6,simple
4255,limily,"['L', 'IH1', 'M', 'AH0', 'L', 'IY0']","['L', 'IH', 'M', 'AH', 'L', 'IY']",6,simple
4257,serressf,"['S', 'EH1', 'R', 'S', 'IH0', 'D']","['S', 'EH', 'R', 'S', 'IH', 'D']",6,simple
4270,readdian,"['R', 'EH1', 'D', 'IY0', 'AH0', 'N']","['R', 'EH', 'D', 'IY', 'AH', 'N']",6,simple
4275,suroade,"['S', 'UH0', 'R', 'AA1', 'D', 'IY0']","['S', 'UH', 'R', 'AA', 'D', 'IY']",6,simple
4276,vinditte,"['V', 'IH0', 'N', 'D', 'AY1', 'T']","['V', 'IH', 'N', 'D', 'AY', 'T']",6,simple
4281,wrainol,"['R', 'EY1', 'AH0', 'N', 'AO0', 'L']","['R', 'EY', 'AH', 'N', 'AO', 'L']",6,simple
4289,preckwoo,"['P', 'R', 'EH1', 'K', 'W', 'OW0']","['P', 'R', 'EH', 'K', 'W', 'OW']",6,simple
4291,alighine,"['AE1', 'L', 'AY0', 'JH', 'AH0', 'N']","['AE', 'L', 'AY', 'JH', 'AH', 'N']",6,simple
4299,severime,"['S', 'EH1', 'V', 'ER0', 'AY2', 'M']","['S', 'EH', 'V', 'ER', 'AY', 'M']",6,simple
4301,rescom,"['R', 'EH1', 'S', 'K', 'AH0', 'M']","['R', 'EH', 'S', 'K', 'AH', 'M']",6,simple
4310,numociou,"['N', 'AH0', 'M', 'UW1', 'CH', 'AH0']","['N', 'AH', 'M', 'UW', 'CH', 'AH']",6,simple
4319,natcholo,"['N', 'AE1', 'CH', 'AH0', 'L', 'OW0']","['N', 'AE', 'CH', 'AH', 'L', 'OW']",6,simple
4321,feacessi,"['F', 'IY0', 'S', 'EH1', 'S', 'IY0']","['F', 'IY', 'S', 'EH', 'S', 'IY']",6,simple
4326,unlorce,"['AH0', 'N', 'L', 'AO1', 'R', 'S']","['AH', 'N', 'L', 'AO', 'R', 'S']",6,simple
4329,betual,"['B', 'IH0', 'T', 'UW1', 'AH0', 'L']","['B', 'IH', 'T', 'UW', 'AH', 'L']",6,simple
4337,agaimate,"['AE1', 'G', 'AH0', 'M', 'EY2', 'T']","['AE', 'G', 'AH', 'M', 'EY', 'T']",6,simple
4341,frayings,"['F', 'R', 'EY1', 'IH0', 'NG', 'Z']","['F', 'R', 'EY', 'IH', 'NG', 'Z']",6,simple
4349,youndine,"['Y', 'AW1', 'N', 'D', 'AY2', 'N']","['Y', 'AW', 'N', 'D', 'AY', 'N']",6,simple
4354,inderall,"['IH1', 'N', 'D', 'ER0', 'AH0', 'L']","['IH', 'N', 'D', 'ER', 'AH', 'L']",6,simple
4363,emothbor,"['EH1', 'M', 'AH0', 'B', 'AO0', 'R']","['EH', 'M', 'AH', 'B', 'AO', 'R']",6,simple
4369,amerider,"['AE1', 'M', 'ER0', 'AY2', 'D', 'ER0']","['AE', 'M', 'ER', 'AY', 'D', 'ER']",6,simple
4375,apperful,"['AH0', 'P', 'ER1', 'F', 'AH0', 'L']","['AH', 'P', 'ER', 'F', 'AH', 'L']",6,simple
4392,merhaelv,"['M', 'ER1', 'L', 'HH', 'EH2', 'V']","['M', 'ER', 'L', 'HH', 'EH', 'V']",6,simple
4398,culfarch,"['K', 'AH1', 'L', 'F', 'ER0', 'SH']","['K', 'AH', 'L', 'F', 'ER', 'SH']",6,simple
